# event_ticker=KXATPCHALLENGERMATCH-26JUN03SQUMAR
# final_score=7-6(4) 6-4
# score_resolution=6-7 4-6
# match_winner=Henri Squire
# fav_player=Pedro Martinez
# dog_player=Henri Squire
# kalshi_date=2026-06-03
timestamp,Henri Squire,Pedro Martinez
2026-06-03T00:25:00Z,,63.00
2026-06-03T00:43:00Z,38.00,63.00
2026-06-03T02:52:00Z,38.00,63.00
2026-06-03T03:24:00Z,38.00,63.00
2026-06-03T03:31:00Z,38.00,63.00
2026-06-03T03:59:00Z,38.00,63.00
2026-06-03T04:30:00Z,38.00,63.22
2026-06-03T04:53:00Z,38.00,64.00
2026-06-03T05:04:00Z,38.00,64.00
2026-06-03T05:15:00Z,38.00,64.00
2026-06-03T05:21:00Z,36.00,64.00
2026-06-03T05:25:00Z,36.00,64.00
2026-06-03T05:28:00Z,36.00,64.00
2026-06-03T06:04:00Z,36.00,64.00
2026-06-03T06:35:00Z,36.00,64.00
2026-06-03T06:42:00Z,36.00,64.00
2026-06-03T06:51:00Z,36.00,64.00
2026-06-03T07:17:00Z,36.00,64.00
2026-06-03T07:24:00Z,36.00,63.15
2026-06-03T07:55:00Z,36.00,64.00
2026-06-03T08:49:00Z,36.00,64.00
2026-06-03T08:52:00Z,36.00,64.00
2026-06-03T08:58:00Z,36.00,64.00
2026-06-03T09:30:00Z,36.00,64.00
2026-06-03T10:12:00Z,36.00,64.00
2026-06-03T10:51:00Z,37.00,64.00
2026-06-03T10:57:00Z,37.00,64.00
2026-06-03T11:01:00Z,37.00,64.00
2026-06-03T11:02:00Z,37.00,64.00
2026-06-03T11:07:00Z,38.00,64.00
2026-06-03T11:13:00Z,38.00,64.00
2026-06-03T11:22:00Z,38.00,64.00
2026-06-03T11:35:00Z,38.00,64.00
2026-06-03T11:36:00Z,38.00,64.00
2026-06-03T11:41:00Z,38.00,64.00
2026-06-03T11:49:00Z,38.00,64.00
2026-06-03T11:55:00Z,38.00,65.00
2026-06-03T11:58:00Z,38.00,65.00
2026-06-03T12:01:00Z,38.00,61.00
2026-06-03T12:04:00Z,38.00,61.00
2026-06-03T12:05:00Z,38.00,65.00
2026-06-03T12:06:00Z,37.00,65.00
2026-06-03T12:09:00Z,37.00,65.00
2026-06-03T12:10:00Z,37.00,65.00
2026-06-03T12:11:00Z,38.00,61.09
2026-06-03T12:12:00Z,34.00,66.95
2026-06-03T12:13:00Z,34.00,66.95
2026-06-03T12:14:00Z,33.50,67.00
2026-06-03T12:15:00Z,34.80,66.79
2026-06-03T12:16:00Z,36.99,65.58
2026-06-03T12:17:00Z,38.47,60.40
2026-06-03T12:18:00Z,43.26,56.59
2026-06-03T12:19:00Z,46.04,53.34
2026-06-03T12:20:00Z,45.99,55.05
2026-06-03T12:21:00Z,44.33,55.85
2026-06-03T12:22:00Z,39.61,61.20
2026-06-03T12:23:00Z,38.01,61.62
2026-06-03T12:24:00Z,44.15,55.98
2026-06-03T12:25:00Z,43.99,56.80
2026-06-03T12:26:00Z,51.25,48.13
2026-06-03T12:27:00Z,53.98,46.92
2026-06-03T12:28:00Z,53.40,48.19
2026-06-03T12:29:00Z,50.59,51.66
2026-06-03T12:30:00Z,50.33,49.41
2026-06-03T12:31:00Z,46.63,49.88
2026-06-03T12:32:00Z,48.95,52.64
2026-06-03T12:33:00Z,51.84,50.07
2026-06-03T12:34:00Z,49.45,53.08
2026-06-03T12:35:00Z,39.89,61.29
2026-06-03T12:36:00Z,36.26,65.30
2026-06-03T12:37:00Z,33.58,69.57
2026-06-03T12:38:00Z,33.13,67.86
2026-06-03T12:39:00Z,38.92,62.98
2026-06-03T12:40:00Z,35.29,65.61
2026-06-03T12:41:00Z,31.70,67.94
2026-06-03T12:42:00Z,29.39,72.47
2026-06-03T12:43:00Z,31.33,69.90
2026-06-03T12:44:00Z,34.51,67.17
2026-06-03T12:45:00Z,35.00,67.06
2026-06-03T12:46:00Z,30.34,69.21
2026-06-03T12:47:00Z,28.43,74.19
2026-06-03T12:48:00Z,23.21,76.89
2026-06-03T12:49:00Z,24.65,74.79
2026-06-03T12:50:00Z,23.25,78.05
2026-06-03T12:51:00Z,22.43,76.85
2026-06-03T12:52:00Z,25.60,73.49
2026-06-03T12:53:00Z,32.74,70.46
2026-06-03T12:54:00Z,34.33,64.94
2026-06-03T12:55:00Z,34.65,64.29
2026-06-03T12:56:00Z,29.86,72.97
2026-06-03T12:57:00Z,22.31,78.58
2026-06-03T12:58:00Z,22.98,79.08
2026-06-03T12:59:00Z,22.01,79.09
2026-06-03T13:00:00Z,25.75,76.16
2026-06-03T13:01:00Z,26.16,74.62
2026-06-03T13:02:00Z,31.63,68.67
2026-06-03T13:03:00Z,33.49,69.07
2026-06-03T13:04:00Z,27.81,71.54
2026-06-03T13:05:00Z,23.05,76.41
2026-06-03T13:06:00Z,26.48,76.96
2026-06-03T13:07:00Z,28.14,74.81
2026-06-03T13:08:00Z,38.41,61.98
2026-06-03T13:09:00Z,39.30,62.31
2026-06-03T13:10:00Z,44.37,60.06
2026-06-03T13:11:00Z,48.67,55.19
2026-06-03T13:12:00Z,38.45,61.31
2026-06-03T13:13:00Z,40.52,62.81
2026-06-03T13:14:00Z,34.00,66.86
2026-06-03T13:15:00Z,35.38,65.13
2026-06-03T13:16:00Z,30.72,70.64
2026-06-03T13:17:00Z,33.71,67.39
2026-06-03T13:18:00Z,31.93,67.97
2026-06-03T13:19:00Z,28.92,71.27
2026-06-03T13:20:00Z,28.58,70.00
2026-06-03T13:21:00Z,27.40,74.16
2026-06-03T13:22:00Z,35.73,64.12
2026-06-03T13:23:00Z,36.44,62.94
2026-06-03T13:24:00Z,39.19,60.94
2026-06-03T13:25:00Z,46.49,56.79
2026-06-03T13:26:00Z,45.81,54.87
2026-06-03T13:27:00Z,41.47,58.79
2026-06-03T13:28:00Z,48.96,54.19
2026-06-03T13:29:00Z,53.88,45.92
2026-06-03T13:30:00Z,52.39,51.29
2026-06-03T13:31:00Z,61.33,40.14
2026-06-03T13:32:00Z,59.66,41.62
2026-06-03T13:33:00Z,57.11,44.05
2026-06-03T13:34:00Z,45.39,54.11
2026-06-03T13:35:00Z,48.58,54.15
2026-06-03T13:36:00Z,50.62,49.05
2026-06-03T13:37:00Z,55.04,45.06
2026-06-03T13:38:00Z,56.59,39.31
2026-06-03T13:39:00Z,73.99,28.52
2026-06-03T13:40:00Z,61.20,42.44
2026-06-03T13:41:00Z,64.48,36.93
2026-06-03T13:42:00Z,67.38,35.39
2026-06-03T13:43:00Z,68.72,31.88
2026-06-03T13:44:00Z,67.60,36.15
2026-06-03T13:45:00Z,57.80,46.52
2026-06-03T13:46:00Z,61.30,40.03
2026-06-03T13:47:00Z,63.51,37.48
2026-06-03T13:48:00Z,61.99,40.36
2026-06-03T13:49:00Z,57.34,42.99
2026-06-03T13:50:00Z,58.21,43.38
2026-06-03T13:51:00Z,60.26,40.02
2026-06-03T13:52:00Z,63.03,37.65
2026-06-03T13:53:00Z,63.27,37.15
2026-06-03T13:54:00Z,60.93,39.81
2026-06-03T13:55:00Z,60.95,39.79
2026-06-03T13:56:00Z,61.15,40.64
2026-06-03T13:57:00Z,65.53,34.95
2026-06-03T13:58:00Z,66.00,35.85
2026-06-03T13:59:00Z,70.01,30.04
2026-06-03T14:00:00Z,65.05,33.89
2026-06-03T14:01:00Z,67.13,32.48
2026-06-03T14:02:00Z,71.28,28.93
2026-06-03T14:03:00Z,61.56,38.46
2026-06-03T14:04:00Z,65.55,35.59
2026-06-03T14:05:00Z,67.76,32.75
2026-06-03T14:06:00Z,69.29,32.01
2026-06-03T14:07:00Z,69.76,31.57
2026-06-03T14:08:00Z,65.04,35.69
2026-06-03T14:09:00Z,66.14,35.32
2026-06-03T14:10:00Z,65.92,35.30
2026-06-03T14:11:00Z,67.22,33.63
2026-06-03T14:12:00Z,69.77,31.41
2026-06-03T14:13:00Z,71.98,28.87
2026-06-03T14:14:00Z,77.64,23.96
2026-06-03T14:15:00Z,87.33,8.79
2026-06-03T14:16:00Z,98.83,1.49
2026-06-03T14:17:00Z,99.00,1.49
2026-06-03T14:18:00Z,99.00,1.49
2026-06-03T14:19:00Z,99.00,1.49
2026-06-03T14:20:00Z,99.00,1.00
2026-06-03T14:21:00Z,99.00,1.00
