# event_ticker=KXATPMATCH-25JUL31BORRUU
# final_score=7-5 6-4
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Nuno Borges
# kalshi_date=2025-07-31
timestamp,Casper Ruud,Nuno Borges
2025-07-31T17:51:00Z,64.00,38.00
2025-07-31T17:52:00Z,64.00,38.00
2025-07-31T17:55:00Z,64.85,38.00
2025-07-31T17:56:00Z,64.85,37.00
2025-07-31T18:00:00Z,65.00,37.00
2025-07-31T18:01:00Z,65.00,37.00
2025-07-31T18:02:00Z,65.00,37.00
2025-07-31T18:03:00Z,65.00,37.00
2025-07-31T18:05:00Z,63.50,38.42
2025-07-31T18:06:00Z,63.50,39.00
2025-07-31T18:09:00Z,63.50,39.00
2025-07-31T18:10:00Z,63.00,39.00
2025-07-31T18:12:00Z,63.00,39.00
2025-07-31T18:14:00Z,63.00,39.00
2025-07-31T18:16:00Z,63.00,39.00
2025-07-31T18:19:00Z,63.00,39.00
2025-07-31T18:20:00Z,63.00,39.00
2025-07-31T18:21:00Z,63.00,39.00
2025-07-31T18:24:00Z,63.00,35.12
2025-07-31T18:27:00Z,63.00,37.00
2025-07-31T18:30:00Z,63.00,37.00
2025-07-31T18:41:00Z,63.00,38.67
2025-07-31T18:42:00Z,63.00,38.67
2025-07-31T18:53:00Z,63.00,38.67
2025-07-31T18:55:00Z,62.00,36.00
2025-07-31T19:00:00Z,63.00,36.00
2025-07-31T19:03:00Z,63.00,36.00
2025-07-31T19:04:00Z,63.00,36.00
2025-07-31T19:09:00Z,63.00,38.00
2025-07-31T19:11:00Z,62.02,38.00
2025-07-31T19:13:00Z,64.00,38.00
2025-07-31T19:14:00Z,63.00,38.32
2025-07-31T19:15:00Z,63.00,39.00
2025-07-31T19:16:00Z,63.82,39.00
2025-07-31T19:22:00Z,63.82,39.44
2025-07-31T19:23:00Z,64.00,39.44
2025-07-31T19:25:00Z,64.00,39.44
2025-07-31T19:28:00Z,64.00,39.00
2025-07-31T19:29:00Z,64.00,39.00
2025-07-31T19:30:00Z,64.00,39.00
2025-07-31T19:31:00Z,65.27,36.07
2025-07-31T19:32:00Z,61.78,42.90
2025-07-31T19:33:00Z,61.59,43.18
2025-07-31T19:34:00Z,62.00,49.68
2025-07-31T19:35:00Z,61.52,49.68
2025-07-31T19:36:00Z,63.00,47.00
2025-07-31T19:37:00Z,63.77,44.74
2025-07-31T19:38:00Z,51.20,57.42
2025-07-31T19:39:00Z,51.03,52.67
2025-07-31T19:40:00Z,45.00,64.74
2025-07-31T19:41:00Z,45.53,63.00
2025-07-31T19:42:00Z,45.17,57.89
2025-07-31T19:43:00Z,47.81,58.77
2025-07-31T19:44:00Z,50.70,57.40
2025-07-31T19:45:00Z,44.58,54.00
2025-07-31T19:46:00Z,51.78,57.00
2025-07-31T19:47:00Z,56.00,53.00
2025-07-31T19:48:00Z,54.02,51.51
2025-07-31T19:49:00Z,51.15,55.60
2025-07-31T19:50:00Z,48.27,56.91
2025-07-31T19:51:00Z,44.00,60.91
2025-07-31T19:52:00Z,43.88,58.06
2025-07-31T19:53:00Z,39.26,62.37
2025-07-31T19:54:00Z,40.98,60.21
2025-07-31T19:55:00Z,42.94,61.74
2025-07-31T19:56:00Z,38.65,66.14
2025-07-31T19:57:00Z,37.00,63.89
2025-07-31T19:58:00Z,39.50,64.12
2025-07-31T19:59:00Z,40.16,63.17
2025-07-31T20:00:00Z,48.56,54.81
2025-07-31T20:01:00Z,47.74,42.00
2025-07-31T20:02:00Z,64.81,40.00
2025-07-31T20:03:00Z,66.99,39.82
2025-07-31T20:04:00Z,66.72,39.29
2025-07-31T20:05:00Z,69.00,31.74
2025-07-31T20:06:00Z,69.12,34.64
2025-07-31T20:07:00Z,68.32,32.83
2025-07-31T20:08:00Z,76.60,15.15
2025-07-31T20:09:00Z,80.16,24.72
2025-07-31T20:10:00Z,72.40,29.94
2025-07-31T20:11:00Z,68.22,35.79
2025-07-31T20:12:00Z,64.28,39.75
2025-07-31T20:13:00Z,59.40,40.59
2025-07-31T20:14:00Z,67.57,44.40
2025-07-31T20:15:00Z,69.00,41.92
2025-07-31T20:16:00Z,68.76,40.18
2025-07-31T20:17:00Z,70.00,35.19
2025-07-31T20:18:00Z,73.08,30.42
2025-07-31T20:19:00Z,79.77,28.50
2025-07-31T20:20:00Z,72.00,21.28
2025-07-31T20:21:00Z,86.00,25.10
2025-07-31T20:22:00Z,77.00,21.00
2025-07-31T20:23:00Z,77.00,22.37
2025-07-31T20:24:00Z,85.57,26.60
2025-07-31T20:25:00Z,85.09,18.79
2025-07-31T20:26:00Z,82.29,23.58
2025-07-31T20:27:00Z,82.61,22.27
2025-07-31T20:28:00Z,77.00,20.01
2025-07-31T20:29:00Z,86.77,17.14
2025-07-31T20:30:00Z,82.15,15.40
2025-07-31T20:31:00Z,86.30,17.37
2025-07-31T20:32:00Z,82.08,15.00
2025-07-31T20:33:00Z,82.00,16.13
2025-07-31T20:34:00Z,85.05,15.16
2025-07-31T20:35:00Z,88.00,17.00
2025-07-31T20:36:00Z,87.00,18.00
2025-07-31T20:37:00Z,81.47,19.00
2025-07-31T20:38:00Z,80.00,20.00
2025-07-31T20:39:00Z,88.00,18.48
2025-07-31T20:40:00Z,88.00,20.00
2025-07-31T20:41:00Z,81.14,20.00
2025-07-31T20:42:00Z,84.00,19.53
2025-07-31T20:43:00Z,80.00,21.87
2025-07-31T20:44:00Z,80.51,23.00
2025-07-31T20:45:00Z,80.51,21.54
2025-07-31T20:46:00Z,80.51,21.79
2025-07-31T20:47:00Z,84.00,22.00
2025-07-31T20:48:00Z,81.00,21.57
2025-07-31T20:49:00Z,81.00,24.00
2025-07-31T20:50:00Z,82.31,18.29
2025-07-31T20:51:00Z,85.87,16.56
2025-07-31T20:52:00Z,85.87,20.10
2025-07-31T20:53:00Z,81.08,21.00
2025-07-31T20:54:00Z,82.77,21.00
2025-07-31T20:55:00Z,83.19,20.00
2025-07-31T20:56:00Z,83.01,20.00
2025-07-31T20:57:00Z,80.00,18.00
2025-07-31T20:58:00Z,80.00,20.39
2025-07-31T20:59:00Z,82.05,16.00
2025-07-31T21:00:00Z,82.05,15.00
2025-07-31T21:01:00Z,88.90,2.69
2025-07-31T21:02:00Z,88.90,15.00
2025-07-31T21:03:00Z,88.90,5.44
2025-07-31T21:04:00Z,94.02,9.00
2025-07-31T21:05:00Z,93.27,10.81
2025-07-31T21:06:00Z,93.27,3.36
2025-07-31T21:07:00Z,96.21,2.23
2025-07-31T21:08:00Z,98.83,1.53
2025-07-31T21:09:00Z,97.98,6.48
2025-07-31T21:10:00Z,97.22,7.01
2025-07-31T21:11:00Z,95.92,10.00
2025-07-31T21:12:00Z,92.03,10.00
2025-07-31T21:13:00Z,99.00,1.45
2025-07-31T21:14:00Z,99.00,1.45
2025-07-31T21:15:00Z,99.00,1.45
2025-07-31T21:16:00Z,99.00,1.45
