# event_ticker=KXATPCHALLENGERMATCH-26FEB17KOUDOD
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Moise Kouame
# fav_player=Matej Dodig
# dog_player=Moise Kouame
# kalshi_date=2026-02-17
timestamp,Matej Dodig,Moise Kouame
2026-02-17T10:15:00Z,45.00,65.00
2026-02-17T10:41:00Z,45.00,63.00
2026-02-17T13:25:00Z,47.00,63.00
2026-02-17T13:52:00Z,45.00,63.00
2026-02-17T13:53:00Z,45.00,57.00
2026-02-17T14:35:00Z,45.00,58.00
2026-02-17T14:42:00Z,45.00,58.00
2026-02-17T14:57:00Z,46.00,58.00
2026-02-17T15:13:00Z,46.00,59.00
2026-02-17T15:29:00Z,45.00,60.00
2026-02-17T15:47:00Z,45.00,60.00
2026-02-17T16:10:00Z,42.00,60.00
2026-02-17T16:15:00Z,40.00,60.00
2026-02-17T16:22:00Z,40.00,59.00
2026-02-17T16:34:00Z,40.00,60.16
2026-02-17T16:35:00Z,40.00,61.00
2026-02-17T16:37:00Z,40.00,61.00
2026-02-17T16:38:00Z,40.00,61.00
2026-02-17T16:43:00Z,40.00,61.00
2026-02-17T16:51:00Z,40.00,61.00
2026-02-17T16:52:00Z,40.00,61.00
2026-02-17T16:57:00Z,40.00,61.00
2026-02-17T17:01:00Z,40.00,61.00
2026-02-17T17:05:00Z,40.00,61.00
2026-02-17T17:06:00Z,40.00,61.00
2026-02-17T17:07:00Z,42.00,61.00
2026-02-17T17:12:00Z,42.00,61.00
2026-02-17T17:23:00Z,42.00,60.00
2026-02-17T17:24:00Z,42.00,60.00
2026-02-17T17:32:00Z,38.00,60.00
2026-02-17T17:33:00Z,38.00,62.00
2026-02-17T17:34:00Z,38.00,63.15
2026-02-17T17:35:00Z,38.00,62.00
2026-02-17T17:36:00Z,41.00,61.46
2026-02-17T17:37:00Z,46.00,61.46
2026-02-17T17:38:00Z,46.00,64.00
2026-02-17T17:39:00Z,46.00,65.51
2026-02-17T17:40:00Z,37.00,61.41
2026-02-17T17:41:00Z,38.00,62.88
2026-02-17T17:42:00Z,37.40,60.24
2026-02-17T17:43:00Z,42.00,58.00
2026-02-17T17:44:00Z,48.45,58.00
2026-02-17T17:45:00Z,47.33,57.80
2026-02-17T17:46:00Z,47.33,54.13
2026-02-17T17:47:00Z,50.68,50.90
2026-02-17T17:48:00Z,44.98,56.15
2026-02-17T17:49:00Z,44.49,59.49
2026-02-17T17:50:00Z,44.49,59.69
2026-02-17T17:51:00Z,40.00,61.00
2026-02-17T17:52:00Z,40.00,63.04
2026-02-17T17:53:00Z,37.00,69.06
2026-02-17T17:54:00Z,34.00,67.00
2026-02-17T17:55:00Z,33.15,65.84
2026-02-17T17:56:00Z,38.00,61.18
2026-02-17T17:57:00Z,40.70,61.18
2026-02-17T17:58:00Z,40.70,64.33
2026-02-17T17:59:00Z,40.70,60.09
2026-02-17T18:00:00Z,40.70,61.29
2026-02-17T18:01:00Z,39.00,61.02
2026-02-17T18:02:00Z,39.00,63.00
2026-02-17T18:03:00Z,39.00,64.00
2026-02-17T18:04:00Z,36.09,63.65
2026-02-17T18:05:00Z,39.00,60.14
2026-02-17T18:06:00Z,42.00,59.12
2026-02-17T18:07:00Z,44.46,60.29
2026-02-17T18:08:00Z,44.65,56.02
2026-02-17T18:09:00Z,53.59,43.49
2026-02-17T18:10:00Z,58.49,40.45
2026-02-17T18:11:00Z,64.00,36.68
2026-02-17T18:12:00Z,64.55,35.95
2026-02-17T18:13:00Z,62.30,43.93
2026-02-17T18:14:00Z,62.21,40.66
2026-02-17T18:15:00Z,64.54,36.94
2026-02-17T18:16:00Z,49.07,52.02
2026-02-17T18:17:00Z,40.96,59.04
2026-02-17T18:18:00Z,56.18,46.56
2026-02-17T18:19:00Z,48.40,52.61
2026-02-17T18:20:00Z,42.62,57.94
2026-02-17T18:21:00Z,45.29,57.54
2026-02-17T18:22:00Z,39.00,60.43
2026-02-17T18:23:00Z,39.31,62.22
2026-02-17T18:24:00Z,36.44,63.24
2026-02-17T18:25:00Z,28.98,67.49
2026-02-17T18:26:00Z,36.89,70.93
2026-02-17T18:27:00Z,18.94,78.19
2026-02-17T18:28:00Z,19.00,81.09
2026-02-17T18:29:00Z,19.00,81.54
2026-02-17T18:30:00Z,18.47,80.87
2026-02-17T18:31:00Z,18.91,82.86
2026-02-17T18:32:00Z,15.39,83.67
2026-02-17T18:33:00Z,18.11,82.67
2026-02-17T18:34:00Z,18.68,82.77
2026-02-17T18:35:00Z,19.31,81.60
2026-02-17T18:36:00Z,21.00,79.19
2026-02-17T18:37:00Z,26.93,77.45
2026-02-17T18:38:00Z,22.17,75.68
2026-02-17T18:39:00Z,20.65,79.74
2026-02-17T18:40:00Z,27.32,76.72
2026-02-17T18:41:00Z,25.90,73.98
2026-02-17T18:42:00Z,24.64,78.04
2026-02-17T18:43:00Z,19.26,81.54
2026-02-17T18:44:00Z,16.36,82.46
2026-02-17T18:45:00Z,13.23,86.92
2026-02-17T18:46:00Z,15.19,84.05
2026-02-17T18:47:00Z,14.68,84.85
2026-02-17T18:48:00Z,17.63,82.32
2026-02-17T18:49:00Z,15.45,86.41
2026-02-17T18:50:00Z,7.48,92.12
2026-02-17T18:51:00Z,7.74,91.26
2026-02-17T18:52:00Z,10.98,91.48
2026-02-17T18:53:00Z,10.34,88.96
2026-02-17T18:54:00Z,6.12,94.69
2026-02-17T18:55:00Z,5.42,94.66
2026-02-17T18:56:00Z,3.67,96.12
2026-02-17T18:57:00Z,4.00,96.14
2026-02-17T18:58:00Z,2.45,97.76
2026-02-17T18:59:00Z,3.00,98.06
2026-02-17T19:00:00Z,5.77,96.03
2026-02-17T19:01:00Z,5.07,96.14
2026-02-17T19:02:00Z,5.11,94.99
2026-02-17T19:03:00Z,4.00,98.31
2026-02-17T19:04:00Z,3.63,96.87
2026-02-17T19:05:00Z,5.11,95.18
2026-02-17T19:06:00Z,4.99,95.88
2026-02-17T19:07:00Z,7.12,94.01
2026-02-17T19:08:00Z,3.11,97.97
2026-02-17T19:09:00Z,2.99,96.73
2026-02-17T19:10:00Z,2.18,98.01
2026-02-17T19:11:00Z,1.01,98.96
2026-02-17T19:12:00Z,1.01,99.00
2026-02-17T19:13:00Z,1.01,99.00
2026-02-17T19:14:00Z,1.01,99.00
2026-02-17T19:15:00Z,1.01,99.00
2026-02-17T19:16:00Z,1.01,99.00
2026-02-17T19:17:00Z,1.01,99.00
2026-02-17T19:18:00Z,1.01,99.00
2026-02-17T19:21:00Z,1.01,99.00
