# event_ticker=KXATPMATCH-26MAR20NAKCIL
# final_score=2-6 6-4 7-6(7)
# score_resolution=2-6 6-4 7-6
# match_winner=Marin Cilic
# fav_player=Marin Cilic
# dog_player=Brandon Nakashima
# kalshi_date=2026-03-20
timestamp,Marin Cilic,Brandon Nakashima
2026-03-21T12:33:00Z,41.00,
2026-03-21T12:42:00Z,41.00,
2026-03-21T12:45:00Z,41.00,61.00
2026-03-21T12:53:00Z,41.06,61.00
2026-03-21T12:55:00Z,41.06,61.00
2026-03-21T13:01:00Z,41.06,61.00
2026-03-21T13:02:00Z,41.06,61.00
2026-03-21T13:09:00Z,41.00,61.00
2026-03-21T14:03:00Z,41.00,61.00
2026-03-21T14:04:00Z,41.00,61.00
2026-03-21T14:05:00Z,41.00,61.00
2026-03-21T14:29:00Z,41.00,61.00
2026-03-21T14:31:00Z,41.00,61.00
2026-03-21T14:32:00Z,41.00,61.00
2026-03-21T14:34:00Z,41.00,61.00
2026-03-21T14:43:00Z,41.00,61.00
2026-03-21T14:46:00Z,41.00,61.00
2026-03-21T14:47:00Z,41.00,61.00
2026-03-21T14:53:00Z,41.00,61.00
2026-03-21T14:54:00Z,41.00,61.00
2026-03-21T14:57:00Z,40.00,61.00
2026-03-21T15:03:00Z,40.00,60.00
2026-03-21T15:04:00Z,40.00,61.00
2026-03-21T15:06:00Z,41.00,61.00
2026-03-21T15:15:00Z,41.00,61.00
2026-03-21T15:20:00Z,41.00,61.00
2026-03-21T15:25:00Z,41.00,61.00
2026-03-21T15:30:00Z,41.00,61.00
2026-03-21T16:01:00Z,41.00,61.00
2026-03-21T16:08:00Z,41.00,61.00
2026-03-21T16:19:00Z,41.00,61.00
2026-03-21T16:31:00Z,41.00,61.00
2026-03-21T16:41:00Z,41.00,61.00
2026-03-21T16:51:00Z,41.00,61.00
2026-03-21T16:52:00Z,41.00,61.00
2026-03-21T16:54:00Z,41.00,61.00
2026-03-21T17:03:00Z,41.00,61.00
2026-03-21T17:09:00Z,41.00,61.00
2026-03-21T17:13:00Z,41.00,61.00
2026-03-21T17:24:00Z,41.00,61.00
2026-03-21T17:25:00Z,41.00,61.00
2026-03-21T17:33:00Z,41.00,61.00
2026-03-21T17:34:00Z,41.00,61.00
2026-03-21T17:38:00Z,41.00,61.00
2026-03-21T17:41:00Z,41.00,61.00
2026-03-21T18:03:00Z,41.00,61.00
2026-03-21T18:06:00Z,40.86,61.00
2026-03-21T18:09:00Z,40.86,59.00
2026-03-21T18:22:00Z,40.86,61.00
2026-03-21T18:23:00Z,40.86,61.00
2026-03-21T18:24:00Z,40.86,61.00
2026-03-21T18:27:00Z,41.00,61.00
2026-03-21T18:28:00Z,41.00,61.00
2026-03-21T18:47:00Z,41.00,61.00
2026-03-21T18:48:00Z,41.00,61.00
2026-03-21T18:52:00Z,41.00,61.00
2026-03-21T19:12:00Z,41.00,61.00
2026-03-21T19:21:00Z,41.64,61.00
2026-03-21T19:31:00Z,42.00,61.00
2026-03-21T19:40:00Z,42.00,61.00
2026-03-21T19:46:00Z,42.00,61.00
2026-03-21T19:47:00Z,42.00,61.00
2026-03-21T19:53:00Z,42.00,61.00
2026-03-21T20:01:00Z,42.00,61.00
2026-03-21T20:03:00Z,42.00,61.00
2026-03-21T20:06:00Z,42.00,60.00
2026-03-21T20:07:00Z,42.00,60.00
2026-03-21T20:14:00Z,42.00,59.00
2026-03-21T20:20:00Z,42.00,59.00
2026-03-21T20:29:00Z,42.00,59.00
2026-03-21T20:37:00Z,42.00,60.00
2026-03-21T20:40:00Z,42.00,60.00
2026-03-21T20:44:00Z,42.00,60.00
2026-03-21T20:52:00Z,42.00,60.00
2026-03-21T20:55:00Z,42.00,60.00
2026-03-21T20:57:00Z,42.00,60.00
2026-03-21T21:00:00Z,42.00,60.00
2026-03-21T21:03:00Z,41.00,60.00
2026-03-21T21:04:00Z,41.00,60.00
2026-03-21T21:07:00Z,41.00,60.00
2026-03-21T21:08:00Z,41.00,60.00
2026-03-21T21:10:00Z,41.33,60.00
2026-03-21T21:13:00Z,41.33,60.00
2026-03-21T21:19:00Z,41.33,60.00
2026-03-21T21:20:00Z,41.00,60.00
2026-03-21T21:22:00Z,41.00,60.00
2026-03-21T21:25:00Z,41.00,60.00
2026-03-21T21:31:00Z,41.00,60.00
2026-03-21T21:32:00Z,41.00,60.00
2026-03-21T21:33:00Z,41.00,60.00
2026-03-21T21:35:00Z,41.00,60.00
