# event_ticker=KXATPCHALLENGERMATCH-26MAR27FICPAV
# final_score=6-1 3-6 6-3
# match_winner=Juan Pablo Ficovich
# fav_player=Juan Pablo Ficovich
# dog_player=Luka Pavlovic
# kalshi_date=2026-03-27
timestamp,Juan Pablo Ficovich,Luka Pavlovic
2026-03-27T11:27:00Z,53.00,
2026-03-27T12:15:00Z,53.41,
2026-03-27T12:29:00Z,53.41,47.00
2026-03-27T12:32:00Z,53.00,47.00
2026-03-27T12:53:00Z,53.00,47.00
2026-03-27T13:01:00Z,53.55,47.00
2026-03-27T13:14:00Z,53.55,48.00
2026-03-27T13:42:00Z,52.00,48.00
2026-03-27T13:55:00Z,53.00,48.00
2026-03-27T14:05:00Z,52.00,48.00
2026-03-27T14:56:00Z,52.00,48.00
2026-03-27T14:59:00Z,52.00,50.00
2026-03-27T15:06:00Z,52.00,50.00
2026-03-27T15:16:00Z,52.00,50.00
2026-03-27T15:20:00Z,52.00,50.00
2026-03-27T15:53:00Z,52.00,50.00
2026-03-27T15:57:00Z,52.00,50.00
2026-03-27T16:09:00Z,52.00,50.00
2026-03-27T16:10:00Z,52.00,50.00
2026-03-27T16:21:00Z,51.00,50.00
2026-03-27T16:30:00Z,51.00,50.00
2026-03-27T16:36:00Z,51.00,50.00
2026-03-27T16:54:00Z,50.00,50.00
2026-03-27T16:55:00Z,51.00,50.00
2026-03-27T16:59:00Z,51.00,51.00
2026-03-27T17:03:00Z,51.00,51.00
2026-03-27T17:04:00Z,51.00,51.00
2026-03-27T17:05:00Z,50.00,51.00
2026-03-27T17:34:00Z,51.00,51.00
2026-03-27T17:41:00Z,51.00,51.00
2026-03-27T17:42:00Z,51.00,51.00
2026-03-27T17:46:00Z,51.00,51.00
2026-03-27T17:53:00Z,51.00,50.00
2026-03-27T17:59:00Z,51.00,50.00
2026-03-27T18:02:00Z,51.00,50.00
2026-03-27T18:06:00Z,51.00,50.00
2026-03-27T18:07:00Z,51.00,49.00
2026-03-27T18:08:00Z,51.00,48.00
2026-03-27T18:10:00Z,51.00,50.00
2026-03-27T18:23:00Z,51.00,50.00
2026-03-27T18:50:00Z,51.00,50.00
2026-03-27T18:52:00Z,51.00,51.00
2026-03-27T19:10:00Z,51.00,51.00
2026-03-27T19:15:00Z,51.00,51.00
2026-03-27T19:16:00Z,51.00,51.00
2026-03-27T19:22:00Z,51.00,51.00
2026-03-27T19:28:00Z,51.00,51.00
2026-03-27T19:29:00Z,51.00,51.00
2026-03-27T19:42:00Z,51.00,51.00
2026-03-27T19:46:00Z,51.00,48.00
2026-03-27T19:55:00Z,51.00,48.00
2026-03-27T19:56:00Z,51.00,51.00
2026-03-27T20:02:00Z,51.00,51.00
2026-03-27T20:03:00Z,51.00,51.00
2026-03-27T20:06:00Z,51.00,51.00
2026-03-27T20:17:00Z,51.00,51.00
2026-03-27T20:23:00Z,51.00,50.99
2026-03-27T20:24:00Z,50.00,50.99
2026-03-27T20:25:00Z,50.00,51.00
2026-03-27T20:28:00Z,50.00,51.00
2026-03-27T20:29:00Z,50.00,51.00
2026-03-27T20:31:00Z,50.00,51.00
2026-03-27T20:35:00Z,49.00,51.00
2026-03-27T20:41:00Z,49.00,51.00
2026-03-27T20:42:00Z,49.00,51.00
2026-03-27T20:43:00Z,50.00,51.00
2026-03-27T20:46:00Z,51.31,51.00
2026-03-27T20:47:00Z,51.00,51.00
2026-03-27T20:48:00Z,51.00,51.00
2026-03-27T20:51:00Z,49.00,51.00
2026-03-27T20:53:00Z,49.00,51.00
2026-03-27T20:54:00Z,49.00,51.00
2026-03-27T20:55:00Z,51.75,51.00
2026-03-27T20:56:00Z,51.75,51.00
2026-03-27T21:01:00Z,51.00,51.00
2026-03-27T21:02:00Z,51.00,51.00
2026-03-27T21:03:00Z,51.00,51.00
2026-03-27T21:07:00Z,51.00,51.97
2026-03-27T21:11:00Z,51.00,51.00
2026-03-27T21:12:00Z,51.00,51.00
2026-03-27T21:13:00Z,52.00,51.00
2026-03-27T21:14:00Z,52.00,51.00
2026-03-27T21:15:00Z,52.00,51.00
2026-03-27T21:16:00Z,49.00,51.00
2026-03-27T21:18:00Z,49.00,51.00
2026-03-27T21:20:00Z,49.00,51.00
2026-03-27T21:25:00Z,51.00,51.00
2026-03-27T21:28:00Z,51.00,51.00
2026-03-27T21:31:00Z,51.00,51.89
2026-03-27T21:32:00Z,51.00,51.00
