# event_ticker=KXATPCHALLENGERMATCH-26MAR27FICPAV
# final_score=6-1 3-6 6-3
# match_winner=Juan Pablo Ficovich
# fav_player=Juan Pablo Ficovich
# dog_player=Luka Pavlovic
# kalshi_date=2026-03-27
timestamp,Juan Pablo Ficovich,Luka Pavlovic
2026-03-27T21:33:00Z,51.00,50.00
2026-03-27T21:34:00Z,51.00,51.00
2026-03-27T21:35:00Z,51.00,51.00
2026-03-27T21:36:00Z,51.00,50.00
2026-03-27T21:37:00Z,51.22,50.00
2026-03-27T21:38:00Z,52.00,50.00
2026-03-27T21:39:00Z,52.00,50.79
2026-03-27T21:40:00Z,51.08,51.00
2026-03-27T21:41:00Z,52.50,49.70
2026-03-27T21:42:00Z,49.02,51.97
2026-03-27T21:43:00Z,53.73,46.21
2026-03-27T21:44:00Z,56.13,45.80
2026-03-27T21:45:00Z,62.50,38.28
2026-03-27T21:46:00Z,64.31,37.89
2026-03-27T21:47:00Z,68.17,34.62
2026-03-27T21:48:00Z,69.45,30.83
2026-03-27T21:49:00Z,68.52,31.23
2026-03-27T21:50:00Z,73.01,27.89
2026-03-27T21:51:00Z,73.85,25.39
2026-03-27T21:52:00Z,73.96,27.00
2026-03-27T21:53:00Z,69.98,29.24
2026-03-27T21:54:00Z,70.81,28.73
2026-03-27T21:55:00Z,74.10,27.86
2026-03-27T21:56:00Z,74.40,26.89
2026-03-27T21:57:00Z,74.05,27.44
2026-03-27T21:58:00Z,73.80,27.79
2026-03-27T21:59:00Z,78.43,25.53
2026-03-27T22:00:00Z,77.16,26.97
2026-03-27T22:01:00Z,76.96,25.02
2026-03-27T22:02:00Z,75.52,25.88
2026-03-27T22:03:00Z,75.73,25.82
2026-03-27T22:04:00Z,75.18,25.41
2026-03-27T22:05:00Z,77.39,23.84
2026-03-27T22:06:00Z,77.61,23.97
2026-03-27T22:07:00Z,80.01,21.55
2026-03-27T22:08:00Z,82.82,18.02
2026-03-27T22:09:00Z,82.18,18.92
2026-03-27T22:10:00Z,81.05,19.35
2026-03-27T22:11:00Z,82.49,17.95
2026-03-27T22:12:00Z,81.95,18.60
2026-03-27T22:13:00Z,83.00,17.25
2026-03-27T22:14:00Z,81.89,19.66
2026-03-27T22:15:00Z,79.23,22.00
2026-03-27T22:16:00Z,79.17,22.31
2026-03-27T22:17:00Z,78.44,23.89
2026-03-27T22:18:00Z,81.54,20.00
2026-03-27T22:19:00Z,78.59,21.20
2026-03-27T22:20:00Z,77.10,23.59
2026-03-27T22:21:00Z,78.51,22.13
2026-03-27T22:22:00Z,77.95,23.62
2026-03-27T22:23:00Z,77.01,24.09
2026-03-27T22:24:00Z,79.38,24.27
2026-03-27T22:25:00Z,80.44,19.07
2026-03-27T22:26:00Z,80.38,21.59
2026-03-27T22:27:00Z,78.09,23.47
2026-03-27T22:28:00Z,76.72,24.69
2026-03-27T22:29:00Z,76.55,24.17
2026-03-27T22:30:00Z,78.26,24.39
2026-03-27T22:31:00Z,74.55,27.61
2026-03-27T22:32:00Z,78.40,22.37
2026-03-27T22:33:00Z,80.37,20.80
2026-03-27T22:34:00Z,80.17,24.83
2026-03-27T22:35:00Z,73.98,26.93
2026-03-27T22:36:00Z,72.98,27.74
2026-03-27T22:37:00Z,72.51,30.11
2026-03-27T22:38:00Z,65.23,36.45
2026-03-27T22:39:00Z,57.84,46.07
2026-03-27T22:40:00Z,49.28,49.46
2026-03-27T22:41:00Z,47.85,52.32
2026-03-27T22:42:00Z,47.95,52.82
2026-03-27T22:43:00Z,49.74,50.19
2026-03-27T22:44:00Z,54.48,45.62
2026-03-27T22:45:00Z,58.43,42.64
2026-03-27T22:46:00Z,58.53,45.26
2026-03-27T22:47:00Z,58.17,44.46
2026-03-27T22:48:00Z,57.57,43.54
2026-03-27T22:49:00Z,55.39,46.58
2026-03-27T22:50:00Z,59.64,40.59
2026-03-27T22:51:00Z,56.89,43.25
2026-03-27T22:52:00Z,59.77,42.00
2026-03-27T22:53:00Z,60.56,40.44
2026-03-27T22:54:00Z,72.41,27.25
2026-03-27T22:55:00Z,80.13,20.24
2026-03-27T22:56:00Z,85.34,15.44
2026-03-27T22:57:00Z,83.83,15.44
2026-03-27T22:58:00Z,89.80,10.48
2026-03-27T22:59:00Z,92.26,8.41
2026-03-27T23:00:00Z,92.47,8.83
2026-03-27T23:01:00Z,92.13,9.29
2026-03-27T23:02:00Z,90.60,10.59
2026-03-27T23:03:00Z,90.53,10.40
2026-03-27T23:04:00Z,90.06,12.02
2026-03-27T23:05:00Z,84.33,17.56
2026-03-27T23:06:00Z,91.17,9.24
2026-03-27T23:07:00Z,90.35,10.54
2026-03-27T23:08:00Z,88.17,11.78
2026-03-27T23:09:00Z,95.02,5.83
2026-03-27T23:10:00Z,94.95,5.71
2026-03-27T23:11:00Z,94.45,5.06
2026-03-27T23:12:00Z,94.95,6.26
2026-03-27T23:13:00Z,94.83,5.95
2026-03-27T23:14:00Z,98.71,1.84
2026-03-27T23:15:00Z,99.00,1.00
2026-03-27T23:16:00Z,99.00,1.00
2026-03-27T23:17:00Z,99.00,1.00
2026-03-27T23:18:00Z,99.00,1.00
2026-03-27T23:19:00Z,99.00,1.00
2026-03-27T23:20:00Z,99.00,1.00
2026-03-27T23:21:00Z,99.00,1.00
2026-03-27T23:22:00Z,99.00,1.00
