# event_ticker=KXATPMATCH-25SEP20MUSPRI
# final_score=7-5 3-6 6-2
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Dino Prizmic
# kalshi_date=2025-09-20
timestamp,Lorenzo Musetti,Dino Prizmic
2025-09-19T20:49:00Z,70.00,
2025-09-19T20:57:00Z,72.00,
2025-09-19T20:59:00Z,72.00,
2025-09-19T21:58:00Z,71.00,
2025-09-19T22:03:00Z,71.00,
2025-09-19T22:15:00Z,71.00,
2025-09-19T22:19:00Z,71.00,
2025-09-19T22:46:00Z,71.00,
2025-09-19T22:56:00Z,71.00,30.00
2025-09-20T00:08:00Z,71.00,30.00
2025-09-20T00:09:00Z,71.00,30.00
2025-09-20T00:41:00Z,71.00,30.00
2025-09-20T00:42:00Z,71.00,30.00
2025-09-20T01:51:00Z,71.00,30.00
2025-09-20T02:04:00Z,71.00,30.00
2025-09-20T02:06:00Z,71.00,30.00
2025-09-20T02:30:00Z,71.00,30.00
2025-09-20T02:56:00Z,71.00,30.00
2025-09-20T02:59:00Z,71.00,30.00
2025-09-20T03:04:00Z,71.00,30.00
2025-09-20T03:13:00Z,71.00,30.00
2025-09-20T03:15:00Z,71.00,30.00
2025-09-20T03:27:00Z,71.00,29.00
2025-09-20T03:53:00Z,71.00,29.00
2025-09-20T04:04:00Z,71.00,29.00
2025-09-20T04:06:00Z,71.00,29.00
2025-09-20T04:07:00Z,71.00,29.00
2025-09-20T04:16:00Z,71.00,29.00
2025-09-20T04:17:00Z,71.00,29.00
2025-09-20T04:20:00Z,71.00,29.00
2025-09-20T04:23:00Z,71.00,29.00
2025-09-20T04:24:00Z,71.00,29.00
2025-09-20T04:30:00Z,71.00,29.00
2025-09-20T04:31:00Z,71.00,29.00
2025-09-20T04:33:00Z,71.00,29.00
2025-09-20T04:35:00Z,71.00,29.00
2025-09-20T04:36:00Z,71.99,29.00
2025-09-20T04:37:00Z,72.00,29.00
2025-09-20T04:48:00Z,71.00,30.00
2025-09-20T04:51:00Z,71.00,30.00
2025-09-20T04:53:00Z,71.00,30.00
2025-09-20T04:54:00Z,71.00,30.00
2025-09-20T04:55:00Z,71.00,30.00
2025-09-20T04:56:00Z,71.27,30.00
2025-09-20T05:01:00Z,71.00,30.00
2025-09-20T05:02:00Z,71.90,30.00
2025-09-20T05:03:00Z,71.99,30.00
2025-09-20T05:04:00Z,71.99,30.00
2025-09-20T05:05:00Z,72.00,30.00
2025-09-20T05:06:00Z,72.00,30.00
2025-09-20T05:07:00Z,72.00,30.00
2025-09-20T05:09:00Z,72.00,30.00
2025-09-20T05:12:00Z,72.00,30.00
2025-09-20T05:13:00Z,72.00,30.00
2025-09-20T05:14:00Z,72.00,30.00
2025-09-20T05:16:00Z,71.99,29.00
2025-09-20T05:18:00Z,71.99,29.00
2025-09-20T05:23:00Z,72.00,29.00
2025-09-20T05:24:00Z,72.00,29.00
2025-09-20T05:27:00Z,72.00,29.00
2025-09-20T05:29:00Z,72.00,29.00
2025-09-20T05:32:00Z,72.00,29.00
2025-09-20T05:34:00Z,72.00,29.00
2025-09-20T05:37:00Z,72.91,29.00
2025-09-20T05:39:00Z,72.50,29.00
2025-09-20T05:45:00Z,73.00,29.00
2025-09-20T05:46:00Z,73.00,29.00
2025-09-20T05:47:00Z,73.00,29.00
2025-09-20T05:50:00Z,73.00,29.00
2025-09-20T05:51:00Z,73.00,29.00
2025-09-20T05:55:00Z,73.00,29.00
2025-09-20T05:57:00Z,71.00,29.00
2025-09-20T06:00:00Z,72.00,29.00
2025-09-20T06:01:00Z,72.49,29.00
2025-09-20T06:03:00Z,72.49,29.00
2025-09-20T06:06:00Z,73.00,27.09
2025-09-20T06:10:00Z,73.00,27.09
2025-09-20T06:13:00Z,73.00,27.09
2025-09-20T06:16:00Z,73.00,29.00
2025-09-20T06:22:00Z,73.00,29.00
2025-09-20T06:23:00Z,73.00,29.00
2025-09-20T06:24:00Z,73.00,29.00
2025-09-20T06:25:00Z,73.00,29.00
2025-09-20T06:28:00Z,73.00,29.00
2025-09-20T06:29:00Z,73.00,29.00
2025-09-20T06:33:00Z,73.00,29.00
2025-09-20T06:37:00Z,73.00,29.00
2025-09-20T06:42:00Z,73.00,29.00
2025-09-20T06:44:00Z,73.00,29.00
2025-09-20T06:48:00Z,73.00,30.00
2025-09-20T06:49:00Z,73.00,30.00
2025-09-20T06:51:00Z,73.00,30.00
2025-09-20T06:52:00Z,73.00,30.00
2025-09-20T06:54:00Z,73.00,30.00
2025-09-20T06:55:00Z,73.00,30.00
2025-09-20T06:56:00Z,73.00,30.00
2025-09-20T06:58:00Z,73.00,30.00
2025-09-20T06:59:00Z,73.00,30.00
2025-09-20T07:01:00Z,73.00,29.00
2025-09-20T07:03:00Z,73.00,29.00
2025-09-20T07:06:00Z,73.00,29.00
2025-09-20T07:07:00Z,73.00,29.00
2025-09-20T07:09:00Z,72.50,29.00
2025-09-20T07:10:00Z,72.50,29.00
2025-09-20T07:12:00Z,72.22,29.44
2025-09-20T07:13:00Z,73.00,29.44
2025-09-20T07:14:00Z,73.00,30.00
2025-09-20T07:17:00Z,75.00,30.00
2025-09-20T07:18:00Z,76.28,30.00
2025-09-20T07:19:00Z,77.00,30.00
2025-09-20T07:20:00Z,81.06,30.00
2025-09-20T07:21:00Z,79.39,30.00
2025-09-20T07:22:00Z,77.37,30.00
2025-09-20T07:23:00Z,83.30,23.00
2025-09-20T07:24:00Z,75.00,23.91
2025-09-20T07:25:00Z,75.65,26.41
2025-09-20T07:26:00Z,77.00,26.00
2025-09-20T07:27:00Z,78.77,23.00
2025-09-20T07:28:00Z,80.97,15.00
2025-09-20T07:29:00Z,75.34,26.00
2025-09-20T07:30:00Z,72.15,29.18
2025-09-20T07:31:00Z,83.05,29.32
2025-09-20T07:32:00Z,84.34,26.00
2025-09-20T07:33:00Z,85.75,23.85
2025-09-20T07:34:00Z,91.43,20.00
2025-09-20T07:35:00Z,92.00,19.00
2025-09-20T07:36:00Z,85.00,19.89
2025-09-20T07:37:00Z,79.00,20.95
2025-09-20T07:38:00Z,82.00,23.29
2025-09-20T07:39:00Z,84.18,22.40
2025-09-20T07:40:00Z,92.45,14.11
2025-09-20T07:41:00Z,92.45,15.00
2025-09-20T07:42:00Z,97.21,15.00
2025-09-20T07:43:00Z,89.90,12.26
2025-09-20T07:44:00Z,85.17,17.00
2025-09-20T07:45:00Z,88.58,19.71
2025-09-20T07:46:00Z,83.75,23.00
2025-09-20T07:47:00Z,85.00,24.09
