# event_ticker=KXATPCHALLENGERMATCH-26JUN04SHIYME
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Sho Shimabukuro
# fav_player=Elias Ymer
# dog_player=Sho Shimabukuro
# kalshi_date=2026-06-04
timestamp,Sho Shimabukuro,Elias Ymer
2026-06-03T23:10:00Z,52.00,
2026-06-03T23:35:00Z,52.00,
2026-06-03T23:57:00Z,52.00,
2026-06-04T00:40:00Z,52.00,48.00
2026-06-04T01:22:00Z,52.00,48.00
2026-06-04T01:53:00Z,53.63,48.00
2026-06-04T02:21:00Z,53.00,48.00
2026-06-04T02:42:00Z,55.00,48.00
2026-06-04T03:12:00Z,55.00,48.00
2026-06-04T03:20:00Z,54.00,48.00
2026-06-04T03:22:00Z,54.00,48.00
2026-06-04T03:23:00Z,54.00,48.00
2026-06-04T03:27:00Z,55.00,48.00
2026-06-04T03:33:00Z,55.00,48.00
2026-06-04T03:34:00Z,55.00,48.00
2026-06-04T03:35:00Z,55.00,48.00
2026-06-04T03:36:00Z,55.00,48.00
2026-06-04T03:39:00Z,55.00,48.00
2026-06-04T03:42:00Z,55.00,48.00
2026-06-04T03:48:00Z,55.00,48.00
2026-06-04T03:50:00Z,55.00,48.00
2026-06-04T03:51:00Z,55.00,48.00
2026-06-04T03:57:00Z,54.00,48.00
2026-06-04T04:01:00Z,54.00,47.00
2026-06-04T04:02:00Z,54.00,47.00
2026-06-04T04:03:00Z,54.93,47.00
2026-06-04T04:04:00Z,56.00,47.00
2026-06-04T04:05:00Z,56.00,46.00
2026-06-04T04:09:00Z,56.00,46.00
2026-06-04T04:12:00Z,55.00,46.00
2026-06-04T04:13:00Z,55.00,46.00
2026-06-04T04:16:00Z,55.00,46.00
2026-06-04T04:17:00Z,55.00,46.00
2026-06-04T04:19:00Z,55.00,46.00
2026-06-04T04:22:00Z,55.00,46.00
2026-06-04T04:23:00Z,55.85,46.00
2026-06-04T04:26:00Z,55.85,46.00
2026-06-04T04:27:00Z,55.85,46.00
2026-06-04T04:29:00Z,55.00,46.00
2026-06-04T04:30:00Z,56.00,46.00
2026-06-04T04:32:00Z,55.31,46.00
2026-06-04T04:33:00Z,56.00,46.00
2026-06-04T04:35:00Z,56.00,46.00
2026-06-04T04:38:00Z,56.00,46.00
2026-06-04T04:41:00Z,56.00,45.00
2026-06-04T04:43:00Z,55.00,45.00
2026-06-04T04:44:00Z,55.00,46.00
2026-06-04T04:45:00Z,54.00,46.00
2026-06-04T04:57:00Z,54.00,46.00
2026-06-04T04:59:00Z,54.38,46.00
2026-06-04T05:03:00Z,56.00,46.00
2026-06-04T05:09:00Z,55.50,46.00
2026-06-04T05:10:00Z,55.50,46.00
2026-06-04T05:11:00Z,55.00,46.00
2026-06-04T05:12:00Z,55.57,46.00
2026-06-04T05:15:00Z,55.57,46.00
2026-06-04T05:18:00Z,55.00,46.00
2026-06-04T05:37:00Z,55.88,46.00
2026-06-04T05:40:00Z,55.00,46.00
2026-06-04T05:44:00Z,55.00,46.00
2026-06-04T05:50:00Z,55.00,46.00
2026-06-04T05:55:00Z,55.00,45.00
2026-06-04T05:56:00Z,56.00,45.00
2026-06-04T06:00:00Z,56.00,46.00
2026-06-04T06:01:00Z,56.00,46.00
2026-06-04T06:02:00Z,56.00,46.00
2026-06-04T06:07:00Z,56.00,46.00
2026-06-04T06:10:00Z,56.00,46.00
2026-06-04T06:13:00Z,56.00,47.00
2026-06-04T06:18:00Z,56.00,47.00
2026-06-04T06:20:00Z,56.00,47.00
2026-06-04T06:21:00Z,55.00,47.00
2026-06-04T06:27:00Z,54.00,47.00
2026-06-04T06:30:00Z,55.00,47.00
2026-06-04T06:31:00Z,55.00,47.00
2026-06-04T06:32:00Z,55.00,47.00
2026-06-04T06:47:00Z,55.00,47.00
2026-06-04T06:52:00Z,55.00,47.00
2026-06-04T09:02:00Z,55.00,48.00
2026-06-04T09:03:00Z,55.00,48.00
2026-06-04T09:04:00Z,55.00,47.00
2026-06-04T09:05:00Z,55.00,47.00
2026-06-04T09:06:00Z,53.07,47.00
2026-06-04T09:07:00Z,53.07,45.00
2026-06-04T09:08:00Z,53.00,45.00
