# event_ticker=KXATPCHALLENGERMATCH-26JUN04SHIYME
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Sho Shimabukuro
# fav_player=Elias Ymer
# dog_player=Sho Shimabukuro
# kalshi_date=2026-06-04
timestamp,Sho Shimabukuro,Elias Ymer
2026-06-04T09:09:00Z,54.00,45.00
2026-06-04T09:12:00Z,54.00,45.00
2026-06-04T09:14:00Z,54.00,47.00
2026-06-04T09:17:00Z,54.00,47.00
2026-06-04T09:18:00Z,53.00,48.00
2026-06-04T09:20:00Z,54.00,48.00
2026-06-04T09:22:00Z,54.00,48.00
2026-06-04T09:23:00Z,53.00,48.00
2026-06-04T09:24:00Z,53.00,48.00
2026-06-04T09:25:00Z,53.00,47.95
2026-06-04T09:29:00Z,53.00,48.00
2026-06-04T09:30:00Z,54.00,48.00
2026-06-04T09:32:00Z,55.60,45.03
2026-06-04T09:33:00Z,57.00,45.03
2026-06-04T09:34:00Z,57.00,46.00
2026-06-04T09:35:00Z,56.00,46.00
2026-06-04T09:36:00Z,56.00,46.00
2026-06-04T09:37:00Z,56.00,46.00
2026-06-04T09:41:00Z,56.00,46.00
2026-06-04T09:42:00Z,56.00,46.00
2026-06-04T09:49:00Z,56.00,47.09
2026-06-04T09:52:00Z,56.00,47.65
2026-06-04T09:53:00Z,56.00,47.65
2026-06-04T09:54:00Z,56.00,47.63
2026-06-04T09:56:00Z,55.00,47.63
2026-06-04T09:57:00Z,55.00,49.58
2026-06-04T09:58:00Z,51.00,50.00
2026-06-04T09:59:00Z,51.00,51.00
2026-06-04T10:00:00Z,50.00,51.00
2026-06-04T10:01:00Z,50.00,49.67
2026-06-04T10:02:00Z,52.29,51.75
2026-06-04T10:03:00Z,51.00,49.00
2026-06-04T10:04:00Z,55.00,47.50
2026-06-04T10:05:00Z,52.00,46.69
2026-06-04T10:06:00Z,51.94,49.00
2026-06-04T10:07:00Z,51.00,50.00
2026-06-04T10:08:00Z,50.02,50.71
2026-06-04T10:09:00Z,53.29,48.00
2026-06-04T10:10:00Z,48.00,52.04
2026-06-04T10:11:00Z,49.00,52.00
2026-06-04T10:12:00Z,48.00,52.00
2026-06-04T10:13:00Z,47.93,52.00
2026-06-04T10:14:00Z,47.00,53.00
2026-06-04T10:15:00Z,47.00,53.00
2026-06-04T10:16:00Z,47.00,53.00
2026-06-04T10:18:00Z,48.00,52.75
2026-06-04T10:19:00Z,48.00,55.00
2026-06-04T10:20:00Z,48.00,52.00
2026-06-04T10:21:00Z,48.00,54.00
2026-06-04T10:22:00Z,48.00,54.00
2026-06-04T10:24:00Z,48.00,52.00
2026-06-04T10:28:00Z,48.00,51.57
2026-06-04T10:29:00Z,48.00,51.00
2026-06-04T10:31:00Z,48.00,53.00
2026-06-04T10:32:00Z,48.00,53.44
2026-06-04T10:33:00Z,48.00,55.00
2026-06-04T10:34:00Z,48.00,55.00
2026-06-04T10:35:00Z,48.00,55.00
2026-06-04T10:36:00Z,48.00,54.00
2026-06-04T10:38:00Z,47.00,54.00
2026-06-04T10:39:00Z,48.00,52.00
2026-06-04T10:40:00Z,48.00,53.93
2026-06-04T10:41:00Z,48.00,53.93
2026-06-04T10:43:00Z,41.25,52.00
2026-06-04T10:45:00Z,48.00,54.69
2026-06-04T10:46:00Z,46.00,56.15
2026-06-04T10:48:00Z,47.78,55.25
2026-06-04T10:49:00Z,48.88,55.00
2026-06-04T10:50:00Z,50.00,55.00
2026-06-04T10:51:00Z,50.04,49.81
2026-06-04T10:52:00Z,62.91,39.48
2026-06-04T10:53:00Z,69.03,31.17
2026-06-04T10:54:00Z,73.37,27.00
2026-06-04T10:55:00Z,72.00,28.64
2026-06-04T10:56:00Z,72.00,29.58
2026-06-04T10:57:00Z,72.00,30.23
2026-06-04T10:58:00Z,72.00,29.88
2026-06-04T10:59:00Z,75.00,24.64
2026-06-04T11:00:00Z,76.88,24.94
2026-06-04T11:01:00Z,77.00,23.33
2026-06-04T11:02:00Z,77.42,23.00
2026-06-04T11:03:00Z,79.00,20.40
2026-06-04T11:04:00Z,79.00,21.57
2026-06-04T11:05:00Z,79.00,22.37
2026-06-04T11:06:00Z,79.51,21.17
2026-06-04T11:07:00Z,79.00,21.17
2026-06-04T11:08:00Z,79.00,20.00
2026-06-04T11:09:00Z,80.63,20.20
2026-06-04T11:10:00Z,81.00,20.27
2026-06-04T11:11:00Z,82.00,19.00
2026-06-04T11:12:00Z,85.00,16.90
2026-06-04T11:13:00Z,88.93,14.00
2026-06-04T11:14:00Z,90.00,9.83
2026-06-04T11:15:00Z,92.75,7.31
2026-06-04T11:16:00Z,95.03,6.00
2026-06-04T11:17:00Z,95.96,5.64
2026-06-04T11:18:00Z,96.00,4.19
2026-06-04T11:19:00Z,95.79,4.21
2026-06-04T11:20:00Z,95.77,5.00
2026-06-04T11:21:00Z,96.00,5.00
2026-06-04T11:22:00Z,96.00,5.00
2026-06-04T11:23:00Z,95.36,7.67
2026-06-04T11:24:00Z,84.07,15.39
2026-06-04T11:25:00Z,83.92,17.85
2026-06-04T11:26:00Z,83.84,13.45
2026-06-04T11:27:00Z,91.39,11.85
2026-06-04T11:28:00Z,86.53,11.97
2026-06-04T11:29:00Z,88.63,14.64
2026-06-04T11:30:00Z,87.90,14.59
2026-06-04T11:31:00Z,93.01,10.57
2026-06-04T11:32:00Z,94.25,5.43
2026-06-04T11:33:00Z,95.92,3.41
2026-06-04T11:34:00Z,96.44,2.75
2026-06-04T11:35:00Z,98.42,2.27
2026-06-04T11:36:00Z,98.05,2.01
2026-06-04T11:37:00Z,97.00,3.00
2026-06-04T11:38:00Z,96.82,5.07
2026-06-04T11:39:00Z,97.96,3.54
2026-06-04T11:40:00Z,99.00,1.07
