# event_ticker=KXATPCHALLENGERMATCH-26APR18BRORIE
# final_score=7-6(3) 2-3 RET
# match_winner=Leandro Riedi
# fav_player=Liam Broady
# dog_player=Leandro Riedi
# kalshi_date=2026-04-18
timestamp,Liam Broady,Leandro Riedi
2026-04-18T06:14:00Z,94.00,94.00
2026-04-18T06:15:00Z,30.00,4.00
2026-04-18T06:40:00Z,30.00,59.00
2026-04-18T06:41:00Z,30.00,59.00
2026-04-18T06:45:00Z,30.00,59.00
2026-04-18T06:47:00Z,41.00,64.00
2026-04-18T06:48:00Z,37.82,64.00
2026-04-18T06:50:00Z,44.87,69.00
2026-04-18T06:53:00Z,41.24,63.86
2026-04-18T06:54:00Z,41.76,68.00
2026-04-18T06:55:00Z,41.76,68.80
2026-04-18T06:56:00Z,43.91,66.02
2026-04-18T06:57:00Z,42.80,69.07
2026-04-18T06:58:00Z,42.80,70.00
2026-04-18T06:59:00Z,37.57,68.13
2026-04-18T07:01:00Z,37.57,63.00
2026-04-18T07:02:00Z,40.00,63.00
2026-04-18T07:03:00Z,40.00,63.00
2026-04-18T07:04:00Z,38.46,68.49
2026-04-18T07:05:00Z,36.00,68.00
2026-04-18T07:06:00Z,36.00,67.00
2026-04-18T07:07:00Z,38.00,67.00
2026-04-18T07:09:00Z,38.00,67.00
2026-04-18T07:12:00Z,38.00,67.00
2026-04-18T07:15:00Z,37.00,67.00
2026-04-18T07:16:00Z,38.00,67.00
2026-04-18T07:17:00Z,38.00,67.00
2026-04-18T07:20:00Z,38.00,67.00
2026-04-18T07:21:00Z,38.00,65.82
2026-04-18T07:22:00Z,38.00,68.08
2026-04-18T07:23:00Z,36.00,66.00
2026-04-18T07:24:00Z,35.71,68.79
2026-04-18T07:25:00Z,35.71,69.00
2026-04-18T07:26:00Z,35.71,69.00
2026-04-18T07:29:00Z,35.71,69.00
2026-04-18T07:30:00Z,39.70,69.00
2026-04-18T07:31:00Z,39.70,70.00
2026-04-18T07:32:00Z,40.75,65.00
2026-04-18T07:33:00Z,40.00,65.00
2026-04-18T07:36:00Z,40.42,66.31
2026-04-18T07:41:00Z,39.00,66.31
2026-04-18T07:44:00Z,38.04,66.31
2026-04-18T07:45:00Z,39.45,66.31
2026-04-18T07:52:00Z,39.45,62.70
2026-04-18T07:56:00Z,43.33,62.00
2026-04-18T07:57:00Z,38.00,65.11
2026-04-18T08:04:00Z,38.00,65.00
2026-04-18T08:08:00Z,42.00,62.81
2026-04-18T08:09:00Z,41.00,62.00
2026-04-18T08:11:00Z,41.00,65.00
2026-04-18T08:14:00Z,38.59,65.67
2026-04-18T08:16:00Z,38.59,65.67
2026-04-18T08:17:00Z,38.59,65.00
2026-04-18T08:22:00Z,40.52,70.16
2026-04-18T08:24:00Z,38.02,70.16
2026-04-18T08:26:00Z,38.02,68.00
2026-04-18T08:27:00Z,37.45,66.00
2026-04-18T08:28:00Z,37.45,69.02
2026-04-18T08:29:00Z,38.99,67.77
2026-04-18T08:30:00Z,30.57,73.71
2026-04-18T08:31:00Z,30.57,68.48
2026-04-18T08:34:00Z,37.73,68.48
2026-04-18T08:36:00Z,32.03,78.68
2026-04-18T08:37:00Z,32.03,69.00
2026-04-18T08:38:00Z,32.03,69.19
2026-04-18T08:41:00Z,33.00,69.04
2026-04-18T08:43:00Z,34.00,68.00
2026-04-18T08:44:00Z,38.79,67.40
2026-04-18T08:45:00Z,34.96,68.00
2026-04-18T08:46:00Z,34.96,69.00
2026-04-18T08:48:00Z,34.00,69.00
2026-04-18T08:49:00Z,35.00,68.74
2026-04-18T08:50:00Z,34.00,69.00
2026-04-18T08:51:00Z,34.71,69.00
2026-04-18T08:52:00Z,34.54,69.00
2026-04-18T08:53:00Z,34.54,69.00
2026-04-18T08:54:00Z,32.00,69.00
2026-04-18T08:55:00Z,34.00,69.00
2026-04-18T08:56:00Z,34.00,69.48
2026-04-18T08:57:00Z,34.00,69.48
2026-04-18T08:58:00Z,34.00,69.48
2026-04-18T08:59:00Z,32.00,70.04
2026-04-18T09:00:00Z,34.00,70.00
2026-04-18T09:01:00Z,34.93,70.66
2026-04-18T09:02:00Z,35.00,69.00
2026-04-18T09:03:00Z,35.00,69.00
2026-04-18T09:04:00Z,34.03,70.00
2026-04-18T09:05:00Z,34.99,71.13
2026-04-18T09:06:00Z,35.00,71.13
2026-04-18T09:07:00Z,35.00,71.00
2026-04-18T09:08:00Z,33.59,70.55
2026-04-18T09:09:00Z,33.00,71.50
2026-04-18T09:10:00Z,33.15,71.00
2026-04-18T09:11:00Z,33.00,71.00
2026-04-18T09:12:00Z,33.66,71.00
2026-04-18T09:13:00Z,34.31,71.66
2026-04-18T09:14:00Z,32.70,72.60
2026-04-18T09:15:00Z,32.72,73.12
2026-04-18T09:16:00Z,32.00,73.08
2026-04-18T09:17:00Z,30.37,73.67
2026-04-18T09:18:00Z,30.97,73.98
2026-04-18T09:19:00Z,29.58,74.29
2026-04-18T09:20:00Z,31.58,73.23
2026-04-18T09:21:00Z,31.77,71.84
2026-04-18T09:22:00Z,30.03,73.07
2026-04-18T09:23:00Z,34.08,73.72
2026-04-18T09:24:00Z,33.31,68.41
2026-04-18T09:25:00Z,33.22,70.47
2026-04-18T09:26:00Z,34.96,67.26
2026-04-18T09:27:00Z,34.45,67.53
2026-04-18T09:28:00Z,32.10,69.80
2026-04-18T09:29:00Z,31.83,71.79
