# event_ticker=KXATPCHALLENGERMATCH-26FEB17KUKZEP
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Mikhail Kukushkin
# fav_player=Giulio Zeppieri
# dog_player=Mikhail Kukushkin
# kalshi_date=2026-02-17
timestamp,Giulio Zeppieri,Mikhail Kukushkin
2026-02-17T03:31:00Z,63.00,
2026-02-17T04:21:00Z,63.00,
2026-02-17T04:26:00Z,63.00,
2026-02-17T04:38:00Z,63.00,
2026-02-17T04:51:00Z,64.00,
2026-02-17T04:59:00Z,63.00,
2026-02-17T05:59:00Z,64.00,
2026-02-17T06:01:00Z,63.00,
2026-02-17T06:25:00Z,63.00,
2026-02-17T06:37:00Z,63.00,39.00
2026-02-17T06:44:00Z,63.00,39.00
2026-02-17T08:53:00Z,62.00,39.00
2026-02-17T09:20:00Z,62.00,39.00
2026-02-17T09:45:00Z,62.00,40.00
2026-02-17T10:33:00Z,63.00,40.00
2026-02-17T10:39:00Z,63.00,40.00
2026-02-17T11:08:00Z,63.00,40.00
2026-02-17T11:17:00Z,63.00,40.00
2026-02-17T11:19:00Z,63.00,40.00
2026-02-17T11:27:00Z,63.00,40.00
2026-02-17T11:37:00Z,63.43,40.00
2026-02-17T11:38:00Z,63.43,39.00
2026-02-17T11:40:00Z,64.00,39.00
2026-02-17T11:48:00Z,64.00,39.00
2026-02-17T11:51:00Z,64.00,39.00
2026-02-17T12:04:00Z,64.00,39.00
2026-02-17T12:05:00Z,64.10,39.00
2026-02-17T12:08:00Z,64.00,39.00
2026-02-17T12:09:00Z,64.00,39.00
2026-02-17T12:11:00Z,64.00,39.00
2026-02-17T12:14:00Z,64.00,39.00
2026-02-17T12:22:00Z,64.00,37.00
2026-02-17T12:23:00Z,65.00,37.00
2026-02-17T12:24:00Z,65.00,38.00
2026-02-17T12:25:00Z,64.95,37.92
2026-02-17T12:26:00Z,65.00,37.92
2026-02-17T12:27:00Z,65.00,38.00
2026-02-17T12:28:00Z,61.00,38.00
2026-02-17T12:29:00Z,62.94,41.82
2026-02-17T12:30:00Z,55.81,44.68
2026-02-17T12:31:00Z,58.00,39.75
2026-02-17T12:33:00Z,66.45,36.00
2026-02-17T12:34:00Z,71.84,28.00
2026-02-17T12:35:00Z,71.21,29.89
2026-02-17T12:36:00Z,71.37,27.43
2026-02-17T12:37:00Z,68.00,34.00
2026-02-17T12:38:00Z,61.94,40.00
2026-02-17T12:39:00Z,61.00,40.00
2026-02-17T12:40:00Z,56.00,44.87
2026-02-17T12:41:00Z,53.18,45.06
2026-02-17T12:42:00Z,53.18,43.17
2026-02-17T12:43:00Z,52.37,43.17
2026-02-17T12:44:00Z,42.04,58.99
2026-02-17T12:45:00Z,42.00,59.33
2026-02-17T12:46:00Z,44.03,58.00
2026-02-17T12:47:00Z,44.94,60.00
2026-02-17T12:49:00Z,42.60,56.72
2026-02-17T12:50:00Z,40.21,59.48
2026-02-17T12:51:00Z,34.00,64.18
2026-02-17T12:52:00Z,32.33,68.49
2026-02-17T12:53:00Z,35.52,64.97
2026-02-17T12:54:00Z,38.53,61.48
2026-02-17T12:55:00Z,40.79,61.00
2026-02-17T12:56:00Z,41.83,62.06
2026-02-17T12:57:00Z,39.58,63.75
2026-02-17T12:58:00Z,35.15,66.00
2026-02-17T12:59:00Z,39.76,62.72
2026-02-17T13:00:00Z,40.87,61.00
2026-02-17T13:01:00Z,38.73,65.34
2026-02-17T13:02:00Z,38.05,64.60
2026-02-17T13:03:00Z,33.32,68.30
2026-02-17T13:04:00Z,30.44,70.93
2026-02-17T13:05:00Z,28.88,73.08
2026-02-17T13:06:00Z,26.14,72.47
2026-02-17T13:07:00Z,26.00,75.56
2026-02-17T13:08:00Z,26.20,74.57
2026-02-17T13:09:00Z,26.93,75.97
2026-02-17T13:10:00Z,24.84,75.45
2026-02-17T13:11:00Z,25.75,76.23
2026-02-17T13:12:00Z,26.00,73.80
2026-02-17T13:13:00Z,29.62,73.09
2026-02-17T13:14:00Z,24.10,76.58
2026-02-17T13:15:00Z,24.47,78.96
2026-02-17T13:16:00Z,21.70,78.09
2026-02-17T13:17:00Z,14.53,85.03
2026-02-17T13:18:00Z,8.47,89.87
2026-02-17T13:19:00Z,6.99,93.61
2026-02-17T13:20:00Z,7.04,94.91
2026-02-17T13:21:00Z,5.26,95.04
2026-02-17T13:22:00Z,5.26,94.75
2026-02-17T13:23:00Z,4.26,95.39
2026-02-17T13:24:00Z,4.05,96.66
2026-02-17T13:25:00Z,6.87,95.00
2026-02-17T13:26:00Z,7.16,93.28
2026-02-17T13:27:00Z,6.00,93.51
2026-02-17T13:28:00Z,3.00,96.74
2026-02-17T13:29:00Z,3.99,96.20
2026-02-17T13:30:00Z,3.25,97.13
2026-02-17T13:31:00Z,2.11,97.84
2026-02-17T13:32:00Z,1.00,98.84
2026-02-17T13:34:00Z,1.00,99.00
2026-02-17T13:35:00Z,1.00,99.00
2026-02-17T13:36:00Z,1.00,99.00
2026-02-17T13:37:00Z,1.00,99.00
2026-02-17T13:38:00Z,1.00,99.00
2026-02-17T13:39:00Z,1.00,99.00
