# event_ticker=KXATPMATCH-26MAR20COLCOB
# final_score=7-5 6-3
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Flavio Cobolli
# kalshi_date=2026-03-20
timestamp,Raphael Collignon,Flavio Cobolli
2026-03-20T13:02:00Z,,51.00
2026-03-20T13:03:00Z,,51.00
2026-03-20T13:09:00Z,,51.00
2026-03-20T13:10:00Z,,51.00
2026-03-20T13:13:00Z,49.00,51.00
2026-03-20T13:14:00Z,49.00,51.00
2026-03-20T13:17:00Z,49.00,51.00
2026-03-20T13:18:00Z,49.00,51.00
2026-03-20T13:20:00Z,49.00,51.00
2026-03-20T13:25:00Z,49.00,51.00
2026-03-20T13:28:00Z,49.00,51.00
2026-03-20T13:29:00Z,49.00,51.00
2026-03-20T13:31:00Z,49.00,51.42
2026-03-20T13:32:00Z,49.00,52.00
2026-03-20T13:34:00Z,49.00,53.00
2026-03-20T13:35:00Z,49.00,53.00
2026-03-20T13:44:00Z,49.00,53.00
2026-03-20T13:49:00Z,49.00,53.00
2026-03-20T13:55:00Z,49.00,53.00
2026-03-20T14:04:00Z,49.00,53.00
2026-03-20T14:08:00Z,49.00,53.00
2026-03-20T14:11:00Z,48.00,53.00
2026-03-20T14:12:00Z,48.00,53.00
2026-03-20T14:18:00Z,48.00,53.00
2026-03-20T14:19:00Z,48.00,53.00
2026-03-20T14:22:00Z,48.00,53.00
2026-03-20T14:25:00Z,48.00,53.00
2026-03-20T14:27:00Z,48.00,53.00
2026-03-20T14:36:00Z,48.00,54.00
2026-03-20T14:39:00Z,48.00,54.00
2026-03-20T14:45:00Z,47.00,55.00
2026-03-20T14:46:00Z,45.00,55.00
2026-03-20T14:48:00Z,45.00,55.00
2026-03-20T14:49:00Z,45.00,55.00
2026-03-20T14:53:00Z,45.00,55.00
2026-03-20T14:56:00Z,45.00,54.00
2026-03-20T14:57:00Z,45.00,54.00
2026-03-20T14:59:00Z,45.00,54.00
2026-03-20T15:01:00Z,47.00,54.00
2026-03-20T15:02:00Z,47.00,54.00
2026-03-20T15:11:00Z,47.00,52.87
2026-03-20T15:12:00Z,47.00,54.00
2026-03-20T15:17:00Z,47.00,54.00
2026-03-20T15:18:00Z,47.00,54.00
2026-03-20T15:20:00Z,47.00,54.00
2026-03-20T15:23:00Z,47.00,54.00
2026-03-20T15:24:00Z,47.00,54.00
2026-03-20T15:25:00Z,47.00,54.00
2026-03-20T15:27:00Z,47.00,54.00
2026-03-20T15:30:00Z,47.00,54.00
2026-03-20T15:37:00Z,47.00,54.00
2026-03-20T15:40:00Z,47.00,54.00
2026-03-20T15:43:00Z,47.00,54.00
2026-03-20T15:44:00Z,47.00,54.00
2026-03-20T15:51:00Z,47.00,54.00
2026-03-20T15:56:00Z,47.00,54.00
2026-03-20T15:57:00Z,47.00,54.00
2026-03-20T15:59:00Z,47.00,53.00
2026-03-20T16:11:00Z,47.00,54.00
2026-03-20T16:15:00Z,47.00,54.00
2026-03-20T16:16:00Z,47.00,54.00
2026-03-20T16:17:00Z,47.00,54.00
2026-03-20T16:19:00Z,47.00,54.00
2026-03-20T16:20:00Z,47.00,54.00
2026-03-20T16:26:00Z,47.00,54.00
2026-03-20T16:31:00Z,47.00,54.00
2026-03-20T16:41:00Z,47.00,54.00
2026-03-20T16:42:00Z,47.00,54.00
2026-03-20T16:50:00Z,47.00,54.00
2026-03-20T16:57:00Z,47.00,54.00
2026-03-20T16:59:00Z,47.00,54.00
2026-03-20T17:05:00Z,47.00,54.00
2026-03-20T17:07:00Z,47.00,54.00
2026-03-20T17:10:00Z,47.00,54.00
2026-03-20T17:17:00Z,47.00,54.00
2026-03-20T17:19:00Z,47.00,54.00
2026-03-20T17:20:00Z,47.00,54.00
2026-03-20T17:23:00Z,47.00,54.00
2026-03-20T17:28:00Z,47.00,53.00
2026-03-20T17:29:00Z,47.00,54.00
2026-03-20T17:31:00Z,47.00,54.00
2026-03-20T17:37:00Z,47.00,54.00
2026-03-20T17:44:00Z,47.00,54.00
2026-03-20T17:46:00Z,47.00,53.00
2026-03-20T17:48:00Z,47.00,54.00
2026-03-20T17:57:00Z,47.00,54.00
2026-03-20T18:00:00Z,47.00,54.00
2026-03-20T18:01:00Z,47.00,54.00
2026-03-20T18:06:00Z,47.00,54.00
2026-03-20T18:07:00Z,47.00,54.00
2026-03-20T18:14:00Z,47.00,54.00
2026-03-20T18:19:00Z,47.00,54.00
2026-03-20T18:24:00Z,47.00,54.00
2026-03-20T18:27:00Z,47.00,54.00
2026-03-20T18:33:00Z,47.00,54.00
2026-03-20T18:36:00Z,47.00,54.00
2026-03-20T18:37:00Z,47.00,54.00
2026-03-20T18:44:00Z,47.00,54.00
2026-03-20T18:47:00Z,47.00,54.00
2026-03-20T19:00:00Z,47.00,54.00
2026-03-20T19:03:00Z,47.00,54.00
2026-03-20T19:10:00Z,47.00,54.00
2026-03-20T19:12:00Z,47.00,54.00
2026-03-20T19:27:00Z,47.00,54.00
2026-03-20T19:28:00Z,47.00,54.00
2026-03-20T19:31:00Z,47.00,54.00
2026-03-20T19:32:00Z,47.00,54.00
2026-03-20T19:38:00Z,47.00,54.00
2026-03-20T19:40:00Z,47.00,54.00
2026-03-20T19:41:00Z,47.00,54.00
2026-03-20T19:44:00Z,47.00,54.00
2026-03-20T19:47:00Z,47.00,54.00
2026-03-20T19:53:00Z,47.00,54.00
2026-03-20T19:56:00Z,47.00,54.00
2026-03-20T19:57:00Z,47.00,54.00
2026-03-20T20:01:00Z,47.00,54.00
2026-03-20T20:05:00Z,47.00,55.00
2026-03-20T20:10:00Z,47.00,54.00
2026-03-20T20:11:00Z,47.00,55.00
2026-03-20T20:12:00Z,47.00,53.01
2026-03-20T20:15:00Z,47.00,55.00
2026-03-20T20:19:00Z,47.00,55.00
2026-03-20T20:20:00Z,47.00,53.00
2026-03-20T20:22:00Z,47.00,55.00
2026-03-20T20:24:00Z,47.00,55.00
2026-03-20T20:29:00Z,47.00,55.00
2026-03-20T20:33:00Z,47.00,53.00
2026-03-20T20:39:00Z,47.00,55.00
2026-03-20T20:48:00Z,47.00,55.00
2026-03-20T20:49:00Z,47.00,55.00
