# event_ticker=KXATPMATCH-26MAR29CERMAJ
# final_score=7-6(3) 3-6 6-3
# score_resolution=6-7 6-3 3-6
# match_winner=Kamil Majchrzak
# fav_player=Juan Manuel Cerundolo
# dog_player=Kamil Majchrzak
# kalshi_date=2026-03-29
timestamp,Juan Manuel Cerundolo,Kamil Majchrzak
2026-03-30T23:13:00Z,41.00,
2026-03-31T00:04:00Z,41.00,
2026-03-31T00:25:00Z,41.00,
2026-03-31T00:57:00Z,43.00,
2026-03-31T01:00:00Z,44.00,
2026-03-31T01:22:00Z,44.00,57.00
2026-03-31T01:28:00Z,44.00,57.00
2026-03-31T01:32:00Z,44.00,57.00
2026-03-31T01:35:00Z,44.00,57.00
2026-03-31T01:37:00Z,44.00,57.00
2026-03-31T01:45:00Z,44.00,57.00
2026-03-31T02:02:00Z,44.00,57.00
2026-03-31T02:13:00Z,44.00,57.00
2026-03-31T02:58:00Z,44.00,57.00
2026-03-31T03:02:00Z,44.00,57.00
2026-03-31T03:11:00Z,44.00,56.00
2026-03-31T03:37:00Z,44.00,56.00
2026-03-31T03:39:00Z,44.00,56.00
2026-03-31T03:40:00Z,44.00,56.00
2026-03-31T04:14:00Z,44.00,56.00
2026-03-31T04:17:00Z,44.00,56.00
2026-03-31T04:18:00Z,44.00,56.00
2026-03-31T04:25:00Z,44.00,56.00
2026-03-31T04:38:00Z,44.00,56.00
2026-03-31T04:39:00Z,44.00,57.00
2026-03-31T04:40:00Z,44.00,57.00
2026-03-31T04:41:00Z,44.00,57.00
2026-03-31T04:42:00Z,44.00,56.00
2026-03-31T04:45:00Z,44.00,56.00
2026-03-31T04:46:00Z,44.00,56.00
2026-03-31T04:50:00Z,44.00,56.00
2026-03-31T04:52:00Z,44.00,56.00
2026-03-31T04:55:00Z,44.00,56.00
2026-03-31T04:56:00Z,44.74,56.00
2026-03-31T04:57:00Z,45.00,56.00
2026-03-31T04:58:00Z,46.00,56.00
2026-03-31T04:59:00Z,46.00,56.00
2026-03-31T05:01:00Z,46.00,56.00
2026-03-31T05:05:00Z,46.00,56.00
2026-03-31T05:08:00Z,46.00,56.00
2026-03-31T05:09:00Z,46.00,56.00
2026-03-31T05:11:00Z,46.00,55.45
2026-03-31T05:12:00Z,46.00,55.45
2026-03-31T05:13:00Z,46.00,55.45
2026-03-31T05:14:00Z,46.00,55.45
2026-03-31T05:18:00Z,45.00,55.45
2026-03-31T05:19:00Z,45.00,55.45
2026-03-31T05:21:00Z,45.00,56.00
2026-03-31T05:23:00Z,45.00,56.00
2026-03-31T05:24:00Z,45.00,56.00
2026-03-31T05:25:00Z,45.00,56.00
2026-03-31T05:28:00Z,45.00,56.00
2026-03-31T05:32:00Z,45.00,56.00
2026-03-31T05:37:00Z,45.98,56.00
2026-03-31T05:40:00Z,46.00,56.00
2026-03-31T05:41:00Z,46.00,56.00
2026-03-31T05:44:00Z,46.00,56.00
2026-03-31T05:53:00Z,46.00,56.00
2026-03-31T05:54:00Z,46.00,56.00
2026-03-31T05:57:00Z,46.00,56.00
2026-03-31T05:58:00Z,46.00,56.00
2026-03-31T06:00:00Z,46.00,56.00
2026-03-31T06:01:00Z,46.00,56.00
2026-03-31T06:05:00Z,46.00,56.00
2026-03-31T06:11:00Z,46.00,56.00
2026-03-31T06:12:00Z,46.00,56.00
2026-03-31T06:21:00Z,46.00,56.00
2026-03-31T06:24:00Z,46.00,56.00
2026-03-31T06:27:00Z,46.00,56.00
2026-03-31T06:28:00Z,46.00,56.00
2026-03-31T06:33:00Z,46.00,56.00
2026-03-31T06:35:00Z,46.00,56.00
2026-03-31T06:43:00Z,46.00,56.00
2026-03-31T06:46:00Z,46.00,56.00
2026-03-31T06:50:00Z,46.00,56.00
2026-03-31T06:51:00Z,47.00,56.00
2026-03-31T06:53:00Z,45.00,56.00
2026-03-31T06:56:00Z,46.00,56.00
2026-03-31T06:59:00Z,46.07,56.00
2026-03-31T07:02:00Z,46.00,56.00
2026-03-31T07:04:00Z,46.00,56.00
