# event_ticker=KXATPCHALLENGERMATCH-26MAY02VISMMO
# final_score=6-7(6) 6-4 RET
# match_winner=Michael Mmoh
# fav_player=Niels Visker
# dog_player=Michael Mmoh
# kalshi_date=2026-05-02
timestamp,Niels Visker,Michael Mmoh
2026-05-02T07:59:00Z,22.00,
2026-05-02T08:05:00Z,23.00,79.15
2026-05-02T08:31:00Z,23.00,80.00
2026-05-02T08:33:00Z,23.00,80.00
2026-05-02T08:34:00Z,23.00,80.00
2026-05-02T08:52:00Z,23.00,80.00
2026-05-02T09:17:00Z,23.00,80.00
2026-05-02T09:20:00Z,23.00,80.00
2026-05-02T09:30:00Z,22.00,80.00
2026-05-02T09:32:00Z,22.00,80.00
2026-05-02T09:34:00Z,22.00,80.00
2026-05-02T09:36:00Z,22.00,80.00
2026-05-02T09:42:00Z,22.00,80.00
2026-05-02T09:46:00Z,22.00,80.00
2026-05-02T10:02:00Z,22.00,80.00
2026-05-02T10:20:00Z,22.00,80.00
2026-05-02T10:37:00Z,22.00,80.00
2026-05-02T11:17:00Z,22.00,80.00
2026-05-02T11:52:00Z,22.00,80.00
2026-05-02T12:12:00Z,22.00,80.00
2026-05-02T12:26:00Z,22.00,80.00
2026-05-02T12:36:00Z,22.00,80.00
2026-05-02T13:02:00Z,22.00,80.00
2026-05-02T13:35:00Z,22.00,80.00
2026-05-02T13:46:00Z,22.00,80.00
2026-05-02T13:48:00Z,22.00,80.00
2026-05-02T13:49:00Z,22.00,80.00
2026-05-02T13:51:00Z,22.00,79.00
2026-05-02T13:55:00Z,22.00,79.00
2026-05-02T13:56:00Z,21.00,79.00
2026-05-02T13:57:00Z,21.00,79.00
2026-05-02T13:59:00Z,21.00,79.00
2026-05-02T14:06:00Z,21.00,79.00
2026-05-02T14:07:00Z,21.00,79.00
2026-05-02T14:12:00Z,21.00,79.00
2026-05-02T14:19:00Z,21.00,79.00
2026-05-02T14:24:00Z,21.00,79.00
2026-05-02T14:27:00Z,21.00,79.00
2026-05-02T14:29:00Z,21.00,79.00
2026-05-02T14:34:00Z,21.00,79.00
2026-05-02T14:42:00Z,21.00,78.00
2026-05-02T14:48:00Z,21.00,79.00
2026-05-02T14:50:00Z,22.00,79.00
2026-05-02T14:55:00Z,22.00,79.00
2026-05-02T14:57:00Z,22.00,79.00
2026-05-02T14:58:00Z,22.00,79.00
2026-05-02T15:00:00Z,22.00,79.00
2026-05-02T15:04:00Z,22.00,79.00
2026-05-02T15:10:00Z,22.00,79.00
2026-05-02T15:22:00Z,22.00,79.00
2026-05-02T15:30:00Z,21.00,79.00
2026-05-02T15:31:00Z,21.00,79.00
2026-05-02T15:32:00Z,22.00,79.00
2026-05-02T15:40:00Z,22.00,79.00
2026-05-02T15:46:00Z,21.00,79.00
2026-05-02T15:48:00Z,21.00,79.00
2026-05-02T16:01:00Z,21.00,79.00
2026-05-02T16:07:00Z,22.00,79.00
2026-05-02T16:08:00Z,22.00,79.00
2026-05-02T16:14:00Z,22.00,79.00
2026-05-02T16:17:00Z,22.00,79.00
2026-05-02T16:18:00Z,22.00,79.00
2026-05-02T16:22:00Z,22.00,79.00
2026-05-02T16:26:00Z,22.00,79.00
2026-05-02T16:30:00Z,22.00,79.00
2026-05-02T16:34:00Z,22.00,79.00
2026-05-02T16:36:00Z,22.00,79.00
2026-05-02T16:37:00Z,21.85,79.00
2026-05-02T16:38:00Z,22.00,79.00
2026-05-02T16:39:00Z,22.00,79.00
2026-05-02T16:40:00Z,22.00,79.00
2026-05-02T16:41:00Z,22.00,79.00
2026-05-02T16:42:00Z,22.00,79.00
2026-05-02T16:44:00Z,22.00,79.00
2026-05-02T16:46:00Z,22.00,79.00
2026-05-02T16:48:00Z,22.00,79.00
2026-05-02T16:49:00Z,22.00,79.00
2026-05-02T16:50:00Z,22.00,79.00
2026-05-02T16:51:00Z,21.75,79.00
2026-05-02T16:52:00Z,22.00,79.00
2026-05-02T16:53:00Z,22.00,79.00
2026-05-02T16:54:00Z,22.00,79.00
2026-05-02T16:57:00Z,22.00,79.00
2026-05-02T16:58:00Z,22.00,79.00
2026-05-02T17:01:00Z,22.00,79.00
2026-05-02T17:02:00Z,22.00,79.00
2026-05-02T17:03:00Z,22.00,79.00
2026-05-02T17:04:00Z,22.00,79.00
2026-05-02T17:05:00Z,22.00,78.00
2026-05-02T17:06:00Z,22.00,78.00
2026-05-02T17:08:00Z,22.00,79.00
2026-05-02T17:09:00Z,22.00,79.00
2026-05-02T17:10:00Z,22.00,79.00
2026-05-02T17:12:00Z,22.00,79.00
2026-05-02T17:14:00Z,22.00,79.00
2026-05-02T17:21:00Z,22.00,79.00
2026-05-02T17:22:00Z,22.00,79.00
