# event_ticker=KXATPMATCH-25OCT21NORRUB
# final_score=6-2 6-7(5) 6-2
# score_resolution=2-6 7-6 2-6
# match_winner=Cameron Norrie
# fav_player=Andrey Rublev
# dog_player=Cameron Norrie
# kalshi_date=2025-10-21
timestamp,Andrey Rublev,Cameron Norrie
2025-10-21T03:06:00Z,65.00,
2025-10-21T03:12:00Z,65.00,37.00
2025-10-21T03:21:00Z,64.00,37.00
2025-10-21T03:41:00Z,64.00,37.00
2025-10-21T03:46:00Z,64.00,37.00
2025-10-21T03:47:00Z,64.00,37.00
2025-10-21T03:48:00Z,64.00,37.00
2025-10-21T04:04:00Z,64.00,37.00
2025-10-21T04:13:00Z,64.00,37.00
2025-10-21T04:14:00Z,64.00,37.00
2025-10-21T04:19:00Z,64.00,37.00
2025-10-21T04:25:00Z,64.00,37.00
2025-10-21T04:26:00Z,64.00,37.00
2025-10-21T04:28:00Z,64.00,37.00
2025-10-21T04:38:00Z,64.00,37.00
2025-10-21T04:50:00Z,64.00,37.00
2025-10-21T04:52:00Z,64.00,37.00
2025-10-21T04:57:00Z,64.00,37.00
2025-10-21T05:01:00Z,64.00,37.00
2025-10-21T05:03:00Z,64.00,37.00
2025-10-21T05:05:00Z,64.00,37.00
2025-10-21T05:14:00Z,65.00,37.00
2025-10-21T05:18:00Z,65.00,37.00
2025-10-21T05:20:00Z,65.00,36.00
2025-10-21T05:22:00Z,65.00,36.00
2025-10-21T05:35:00Z,65.00,36.00
2025-10-21T05:37:00Z,65.00,36.00
2025-10-21T05:38:00Z,65.00,36.00
2025-10-21T05:40:00Z,65.00,36.00
2025-10-21T05:41:00Z,65.00,36.00
2025-10-21T05:44:00Z,65.00,36.00
2025-10-21T05:56:00Z,65.00,36.00
2025-10-21T05:57:00Z,67.10,36.00
2025-10-21T05:58:00Z,67.10,35.00
2025-10-21T06:00:00Z,64.00,35.00
2025-10-21T06:04:00Z,66.00,35.00
2025-10-21T06:21:00Z,66.00,35.00
2025-10-21T06:23:00Z,66.00,35.00
2025-10-21T06:25:00Z,66.00,35.00
2025-10-21T06:32:00Z,66.00,35.00
2025-10-21T06:34:00Z,66.00,35.00
2025-10-21T06:36:00Z,66.00,35.00
2025-10-21T06:39:00Z,66.00,35.00
2025-10-21T06:51:00Z,66.00,35.00
2025-10-21T07:01:00Z,66.00,35.00
2025-10-21T07:22:00Z,66.00,35.00
2025-10-21T07:42:00Z,66.00,35.00
2025-10-21T08:15:00Z,65.00,35.00
2025-10-21T08:19:00Z,65.00,35.00
2025-10-21T08:22:00Z,65.00,35.00
2025-10-21T08:23:00Z,65.00,35.00
2025-10-21T08:24:00Z,65.00,36.00
2025-10-21T08:29:00Z,64.00,36.00
2025-10-21T08:35:00Z,64.00,36.00
2025-10-21T08:40:00Z,65.00,36.00
2025-10-21T08:42:00Z,65.00,36.00
2025-10-21T08:43:00Z,65.00,36.00
2025-10-21T08:46:00Z,65.00,36.00
2025-10-21T09:27:00Z,65.00,36.00
2025-10-21T09:29:00Z,65.00,36.00
2025-10-21T09:39:00Z,65.00,36.00
2025-10-21T09:41:00Z,65.00,36.00
2025-10-21T09:50:00Z,65.00,36.00
2025-10-21T09:58:00Z,65.00,36.00
2025-10-21T10:04:00Z,65.00,35.02
2025-10-21T10:08:00Z,65.00,35.00
2025-10-21T10:09:00Z,65.00,35.00
2025-10-21T10:14:00Z,64.00,36.00
2025-10-21T10:17:00Z,65.00,36.00
2025-10-21T10:21:00Z,65.00,36.00
2025-10-21T10:32:00Z,65.00,36.00
2025-10-21T10:44:00Z,65.00,36.00
2025-10-21T10:47:00Z,65.00,36.00
2025-10-21T10:53:00Z,65.00,36.00
2025-10-21T11:05:00Z,65.00,36.00
2025-10-21T11:08:00Z,65.00,36.00
2025-10-21T11:13:00Z,65.00,36.00
2025-10-21T11:16:00Z,64.00,36.00
2025-10-21T11:22:00Z,65.00,36.00
2025-10-21T11:30:00Z,65.00,36.00
2025-10-21T11:31:00Z,65.00,36.00
2025-10-21T11:32:00Z,65.00,36.00
2025-10-21T11:34:00Z,65.00,36.00
2025-10-21T11:38:00Z,65.00,36.00
2025-10-21T11:39:00Z,65.00,36.00
2025-10-21T11:40:00Z,65.00,36.00
2025-10-21T11:41:00Z,65.00,36.00
2025-10-21T11:43:00Z,65.00,36.00
2025-10-21T11:44:00Z,65.00,36.00
2025-10-21T11:45:00Z,65.00,36.00
2025-10-21T11:46:00Z,65.00,36.00
2025-10-21T11:48:00Z,65.00,36.00
2025-10-21T11:49:00Z,65.00,36.00
2025-10-21T11:51:00Z,65.00,36.00
2025-10-21T11:53:00Z,65.00,36.00
2025-10-21T11:55:00Z,65.00,36.00
2025-10-21T12:02:00Z,65.00,36.00
2025-10-21T12:03:00Z,65.00,36.00
2025-10-21T12:05:00Z,65.00,36.00
2025-10-21T12:06:00Z,65.00,36.00
2025-10-21T12:09:00Z,64.00,36.00
2025-10-21T12:12:00Z,64.07,36.00
2025-10-21T12:18:00Z,65.00,36.00
2025-10-21T12:20:00Z,65.00,36.00
2025-10-21T12:25:00Z,65.00,36.00
2025-10-21T12:26:00Z,65.00,36.00
2025-10-21T12:28:00Z,65.00,36.00
2025-10-21T12:30:00Z,65.00,36.00
2025-10-21T12:33:00Z,65.00,36.00
2025-10-21T12:34:00Z,65.00,36.00
