# event_ticker=KXATPCHALLENGERMATCH-26FEB24STRGRE
# final_score=6-4 6-3
# match_winner=Dominic Stricker
# fav_player=Dominic Stricker
# dog_player=Hugo Grenier
# kalshi_date=2026-02-24
timestamp,Dominic Stricker,Hugo Grenier
2026-02-24T05:36:00Z,,47.00
2026-02-24T05:58:00Z,57.00,47.00
2026-02-24T06:29:00Z,57.00,47.00
2026-02-24T08:17:00Z,57.00,47.00
2026-02-24T09:26:00Z,57.00,45.00
2026-02-24T10:32:00Z,54.00,45.00
2026-02-24T11:07:00Z,54.00,45.00
2026-02-24T12:04:00Z,55.00,45.00
2026-02-24T13:01:00Z,55.00,48.00
2026-02-24T13:11:00Z,55.00,48.00
2026-02-24T13:12:00Z,55.00,48.00
2026-02-24T13:37:00Z,54.00,48.00
2026-02-24T13:48:00Z,54.30,48.00
2026-02-24T13:58:00Z,54.30,49.00
2026-02-24T14:02:00Z,54.30,49.00
2026-02-24T14:44:00Z,54.00,49.00
2026-02-24T15:08:00Z,54.00,49.00
2026-02-24T15:25:00Z,54.00,49.00
2026-02-24T15:41:00Z,54.00,49.00
2026-02-24T15:45:00Z,54.00,49.00
2026-02-24T15:48:00Z,54.00,49.00
2026-02-24T15:59:00Z,54.00,49.00
2026-02-24T16:00:00Z,54.00,49.00
2026-02-24T16:01:00Z,55.00,49.00
2026-02-24T16:02:00Z,55.00,49.00
2026-02-24T16:08:00Z,52.00,49.00
2026-02-24T16:16:00Z,52.00,49.00
2026-02-24T16:22:00Z,52.00,49.00
2026-02-24T16:23:00Z,52.00,48.00
2026-02-24T16:27:00Z,52.00,48.00
2026-02-24T16:30:00Z,52.00,48.00
2026-02-24T16:31:00Z,52.00,48.00
2026-02-24T16:37:00Z,57.46,48.00
2026-02-24T16:39:00Z,58.00,48.00
2026-02-24T16:40:00Z,58.00,48.00
2026-02-24T16:41:00Z,62.00,48.00
2026-02-24T16:46:00Z,54.00,48.00
2026-02-24T16:47:00Z,55.00,46.00
2026-02-24T16:48:00Z,56.00,46.00
2026-02-24T16:50:00Z,56.00,44.00
2026-02-24T16:51:00Z,57.00,44.00
2026-02-24T16:53:00Z,57.00,44.00
2026-02-24T16:56:00Z,57.00,44.00
2026-02-24T16:57:00Z,57.00,44.00
2026-02-24T16:59:00Z,57.00,44.00
2026-02-24T17:03:00Z,58.00,44.00
2026-02-24T17:04:00Z,58.00,43.00
2026-02-24T17:05:00Z,58.00,43.00
2026-02-24T17:06:00Z,58.00,43.00
2026-02-24T17:08:00Z,58.38,43.00
2026-02-24T17:10:00Z,54.51,43.00
2026-02-24T17:11:00Z,63.28,40.21
2026-02-24T17:12:00Z,57.00,45.00
2026-02-24T17:13:00Z,57.00,46.00
2026-02-24T17:14:00Z,59.00,45.00
2026-02-24T17:15:00Z,61.00,40.00
2026-02-24T17:16:00Z,70.00,34.53
2026-02-24T17:17:00Z,70.05,34.40
2026-02-24T17:18:00Z,65.96,40.35
2026-02-24T17:19:00Z,65.96,42.02
2026-02-24T17:20:00Z,65.77,34.29
2026-02-24T17:21:00Z,77.00,24.40
2026-02-24T17:22:00Z,78.00,24.48
2026-02-24T17:23:00Z,80.00,20.00
2026-02-24T17:24:00Z,81.00,21.88
2026-02-24T17:25:00Z,78.35,22.05
2026-02-24T17:26:00Z,81.00,19.00
2026-02-24T17:27:00Z,81.00,22.17
2026-02-24T17:28:00Z,77.10,24.00
2026-02-24T17:29:00Z,77.00,25.40
2026-02-24T17:30:00Z,78.91,23.88
2026-02-24T17:31:00Z,76.60,23.03
2026-02-24T17:32:00Z,75.00,24.18
2026-02-24T17:33:00Z,80.67,26.58
2026-02-24T17:34:00Z,76.00,24.26
2026-02-24T17:35:00Z,77.00,25.00
2026-02-24T17:36:00Z,74.92,27.21
2026-02-24T17:37:00Z,79.00,24.61
2026-02-24T17:38:00Z,75.00,24.64
2026-02-24T17:39:00Z,77.02,33.67
2026-02-24T17:40:00Z,74.63,26.13
2026-02-24T17:41:00Z,77.00,22.98
2026-02-24T17:42:00Z,79.00,23.00
2026-02-24T17:43:00Z,78.00,23.10
2026-02-24T17:44:00Z,77.00,25.00
2026-02-24T17:45:00Z,75.57,28.45
2026-02-24T17:46:00Z,77.35,23.10
2026-02-24T17:47:00Z,80.39,20.88
2026-02-24T17:48:00Z,79.20,19.69
2026-02-24T17:49:00Z,81.00,21.11
2026-02-24T17:50:00Z,75.95,30.24
2026-02-24T17:51:00Z,77.00,23.29
2026-02-24T17:52:00Z,80.86,21.26
2026-02-24T17:53:00Z,78.00,23.97
2026-02-24T17:54:00Z,75.10,30.10
2026-02-24T17:55:00Z,63.69,35.62
2026-02-24T17:56:00Z,60.04,42.16
2026-02-24T17:57:00Z,58.51,40.96
2026-02-24T17:58:00Z,59.09,40.79
2026-02-24T17:59:00Z,66.82,35.50
2026-02-24T18:00:00Z,74.36,24.87
2026-02-24T18:01:00Z,75.00,24.38
2026-02-24T18:02:00Z,78.40,21.95
2026-02-24T18:03:00Z,79.62,20.66
2026-02-24T18:04:00Z,86.34,12.96
2026-02-24T18:05:00Z,81.51,17.09
2026-02-24T18:06:00Z,80.82,21.44
2026-02-24T18:07:00Z,87.91,11.47
2026-02-24T18:08:00Z,84.01,16.14
2026-02-24T18:09:00Z,84.17,18.79
2026-02-24T18:10:00Z,86.20,14.89
2026-02-24T18:11:00Z,85.52,16.54
2026-02-24T18:12:00Z,92.94,7.13
2026-02-24T18:13:00Z,94.00,6.97
2026-02-24T18:14:00Z,92.86,7.58
2026-02-24T18:15:00Z,91.98,7.01
2026-02-24T18:16:00Z,93.75,5.68
2026-02-24T18:17:00Z,92.66,7.10
2026-02-24T18:18:00Z,90.37,11.57
2026-02-24T18:19:00Z,92.00,10.95
2026-02-24T18:20:00Z,93.91,7.08
2026-02-24T18:21:00Z,94.89,7.08
2026-02-24T18:22:00Z,95.81,5.52
2026-02-24T18:23:00Z,95.36,5.60
2026-02-24T18:24:00Z,95.95,5.88
2026-02-24T18:25:00Z,94.88,6.98
2026-02-24T18:26:00Z,96.24,4.75
2026-02-24T18:27:00Z,96.00,4.18
2026-02-24T18:28:00Z,98.61,2.22
2026-02-24T18:29:00Z,98.06,3.00
2026-02-24T18:30:00Z,97.49,3.33
2026-02-24T18:31:00Z,97.57,3.51
2026-02-24T18:32:00Z,99.00,1.02
2026-02-24T18:33:00Z,99.00,1.02
2026-02-24T18:34:00Z,99.00,1.02
2026-02-24T18:35:00Z,99.00,1.00
2026-02-24T18:37:00Z,99.00,1.00
2026-02-24T18:38:00Z,99.00,1.00
2026-02-24T18:39:00Z,99.00,1.00
2026-02-24T18:42:00Z,99.00,1.00
