# event_ticker=KXATPCHALLENGERMATCH-26JUN01WALTUN
# final_score=4-6 7-6(4) 6-1
# score_resolution=4-6 7-6 6-1
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Tung-Lin Wu
# kalshi_date=2026-06-01
timestamp,Adam Walton,Tung-Lin Wu
2026-06-03T05:24:00Z,72.00,
2026-06-03T06:18:00Z,72.00,33.00
2026-06-03T08:52:00Z,72.00,33.00
2026-06-03T12:48:00Z,69.00,33.00
2026-06-03T13:07:00Z,69.00,31.00
2026-06-03T13:20:00Z,69.00,31.00
2026-06-03T13:28:00Z,69.00,31.00
2026-06-03T13:46:00Z,69.00,29.00
2026-06-03T13:47:00Z,69.00,31.00
2026-06-03T13:51:00Z,71.00,31.00
2026-06-03T13:58:00Z,71.00,31.00
2026-06-03T14:11:00Z,71.00,31.00
2026-06-03T14:19:00Z,71.00,31.00
2026-06-03T14:38:00Z,71.00,31.00
2026-06-03T14:51:00Z,71.00,31.00
2026-06-03T14:53:00Z,71.00,31.00
2026-06-03T14:59:00Z,71.00,31.00
2026-06-03T15:13:00Z,71.00,31.00
2026-06-03T15:23:00Z,71.00,31.00
2026-06-03T15:28:00Z,71.00,31.00
2026-06-03T15:46:00Z,71.00,31.00
2026-06-03T15:49:00Z,71.00,31.00
2026-06-03T15:51:00Z,71.00,31.00
2026-06-03T15:54:00Z,71.00,31.00
2026-06-03T15:55:00Z,71.00,31.00
2026-06-03T16:02:00Z,71.00,31.00
2026-06-03T16:12:00Z,71.00,31.00
2026-06-03T16:16:00Z,71.00,31.00
2026-06-03T16:23:00Z,71.00,31.40
2026-06-03T16:25:00Z,71.00,31.40
2026-06-03T16:30:00Z,71.00,31.40
2026-06-03T16:34:00Z,71.00,31.40
2026-06-03T16:38:00Z,71.00,31.40
2026-06-03T16:39:00Z,71.00,31.00
2026-06-03T16:41:00Z,71.00,31.00
2026-06-03T16:43:00Z,71.00,31.00
2026-06-03T16:44:00Z,71.00,31.00
2026-06-03T16:46:00Z,71.00,31.00
2026-06-03T16:53:00Z,72.00,31.00
2026-06-03T16:56:00Z,72.00,31.00
2026-06-03T16:57:00Z,72.00,31.00
2026-06-03T16:59:00Z,72.00,31.00
2026-06-03T17:03:00Z,72.00,31.00
2026-06-03T17:05:00Z,71.94,31.00
2026-06-03T17:06:00Z,71.00,31.00
2026-06-03T17:07:00Z,71.42,32.00
2026-06-03T17:08:00Z,72.31,28.40
2026-06-03T17:09:00Z,74.00,26.85
2026-06-03T17:10:00Z,74.13,26.24
2026-06-03T17:11:00Z,74.00,27.00
2026-06-03T17:12:00Z,73.77,28.61
2026-06-03T17:13:00Z,73.03,28.61
2026-06-03T17:14:00Z,73.90,28.11
2026-06-03T17:15:00Z,73.12,27.00
2026-06-03T17:16:00Z,74.00,27.00
2026-06-03T17:17:00Z,74.43,25.98
2026-06-03T17:18:00Z,73.23,27.00
2026-06-03T17:19:00Z,73.30,27.61
2026-06-03T17:20:00Z,73.01,29.56
2026-06-03T17:21:00Z,73.00,29.00
2026-06-03T17:22:00Z,73.03,34.61
2026-06-03T17:23:00Z,55.15,40.85
2026-06-03T17:24:00Z,53.00,46.12
2026-06-03T17:25:00Z,54.95,43.47
2026-06-03T17:26:00Z,61.13,40.56
2026-06-03T17:27:00Z,58.36,39.43
2026-06-03T17:28:00Z,58.77,44.11
2026-06-03T17:29:00Z,62.39,40.97
2026-06-03T17:30:00Z,52.46,46.29
2026-06-03T17:31:00Z,50.79,48.87
2026-06-03T17:32:00Z,50.00,48.00
2026-06-03T17:33:00Z,50.00,49.84
2026-06-03T17:34:00Z,50.00,50.00
2026-06-03T17:35:00Z,49.07,53.60
2026-06-03T17:36:00Z,46.50,54.93
2026-06-03T17:37:00Z,46.77,54.97
2026-06-03T17:38:00Z,46.86,55.04
2026-06-03T17:39:00Z,45.67,52.81
2026-06-03T17:40:00Z,48.01,52.91
2026-06-03T17:41:00Z,44.67,56.38
2026-06-03T17:42:00Z,42.77,58.04
2026-06-03T17:43:00Z,43.54,57.02
2026-06-03T17:44:00Z,44.39,57.26
2026-06-03T17:45:00Z,45.20,55.19
2026-06-03T17:46:00Z,47.86,54.05
2026-06-03T17:47:00Z,48.64,53.17
2026-06-03T17:48:00Z,47.83,52.91
2026-06-03T17:49:00Z,45.67,54.99
2026-06-03T17:50:00Z,44.03,57.01
2026-06-03T17:51:00Z,44.15,57.00
2026-06-03T17:52:00Z,38.11,62.67
2026-06-03T17:53:00Z,39.63,62.90
2026-06-03T17:54:00Z,45.59,56.68
2026-06-03T17:55:00Z,46.00,55.39
2026-06-03T17:56:00Z,44.95,55.08
2026-06-03T17:57:00Z,47.74,56.48
2026-06-03T17:58:00Z,49.41,52.51
2026-06-03T17:59:00Z,45.32,55.00
2026-06-03T18:00:00Z,43.09,57.10
2026-06-03T18:01:00Z,43.98,57.57
2026-06-03T18:02:00Z,45.85,53.13
2026-06-03T18:03:00Z,48.15,52.62
2026-06-03T18:04:00Z,48.27,53.16
2026-06-03T18:05:00Z,44.53,54.43
2026-06-03T18:06:00Z,44.16,55.38
2026-06-03T18:07:00Z,39.69,58.88
2026-06-03T18:08:00Z,41.84,59.33
2026-06-03T18:09:00Z,43.17,58.93
2026-06-03T18:10:00Z,44.74,62.19
2026-06-03T18:11:00Z,43.48,62.42
2026-06-03T18:12:00Z,33.95,63.59
2026-06-03T18:13:00Z,43.78,57.53
2026-06-03T18:14:00Z,45.52,55.91
2026-06-03T18:15:00Z,45.14,56.61
2026-06-03T18:16:00Z,46.57,54.72
2026-06-03T18:17:00Z,44.25,57.63
2026-06-03T18:18:00Z,41.65,59.01
2026-06-03T18:19:00Z,38.10,66.82
2026-06-03T18:20:00Z,42.04,61.74
2026-06-03T18:21:00Z,30.96,66.08
2026-06-03T18:22:00Z,33.67,60.66
2026-06-03T18:23:00Z,45.75,56.96
2026-06-03T18:24:00Z,45.34,54.50
2026-06-03T18:25:00Z,42.09,58.36
2026-06-03T18:26:00Z,39.70,60.92
2026-06-03T18:27:00Z,34.09,67.27
2026-06-03T18:28:00Z,40.55,61.78
2026-06-03T18:29:00Z,44.70,56.13
2026-06-03T18:30:00Z,45.92,55.68
2026-06-03T18:31:00Z,50.34,53.67
2026-06-03T18:32:00Z,50.29,51.26
2026-06-03T18:33:00Z,51.91,47.46
2026-06-03T18:34:00Z,46.13,55.45
2026-06-03T18:35:00Z,37.77,65.21
2026-06-03T18:36:00Z,24.18,77.81
2026-06-03T18:37:00Z,16.69,82.41
2026-06-03T18:38:00Z,11.12,89.54
2026-06-03T18:39:00Z,15.53,89.11
2026-06-03T18:40:00Z,19.50,81.90
2026-06-03T18:41:00Z,34.72,66.45
2026-06-03T18:42:00Z,49.00,54.95
2026-06-03T18:43:00Z,59.69,43.22
2026-06-03T18:44:00Z,68.50,22.84
2026-06-03T18:45:00Z,71.51,26.75
2026-06-03T18:46:00Z,71.60,26.90
2026-06-03T18:47:00Z,73.11,25.94
2026-06-03T18:48:00Z,71.48,26.96
2026-06-03T18:49:00Z,71.35,27.65
2026-06-03T18:50:00Z,71.89,27.97
2026-06-03T18:51:00Z,72.19,26.25
2026-06-03T18:52:00Z,72.90,27.92
2026-06-03T18:53:00Z,73.17,27.18
2026-06-03T18:54:00Z,71.33,29.52
2026-06-03T18:55:00Z,74.33,25.89
2026-06-03T18:56:00Z,75.09,25.37
2026-06-03T18:57:00Z,76.39,22.77
2026-06-03T18:58:00Z,73.95,26.04
2026-06-03T18:59:00Z,83.92,13.03
2026-06-03T19:00:00Z,89.60,11.60
2026-06-03T19:01:00Z,92.71,7.91
2026-06-03T19:02:00Z,92.05,6.90
2026-06-03T19:03:00Z,92.13,7.85
2026-06-03T19:04:00Z,90.27,8.81
2026-06-03T19:05:00Z,90.42,9.49
2026-06-03T19:06:00Z,92.03,9.43
2026-06-03T19:07:00Z,90.30,9.63
2026-06-03T19:08:00Z,89.85,11.11
2026-06-03T19:09:00Z,87.14,13.29
2026-06-03T19:10:00Z,90.11,8.92
