# event_ticker=KXATPMATCH-26JAN13BROBAE
# final_score=7-5 6-0
# score_resolution=5-7 0-6
# match_winner=Sebastian Baez
# fav_player=Jenson Brooksby
# dog_player=Sebastian Baez
# kalshi_date=2026-01-13
timestamp,Jenson Brooksby,Sebastian Baez
2026-01-13T12:47:00Z,,41.00
2026-01-13T13:01:00Z,,41.00
2026-01-13T13:27:00Z,,41.00
2026-01-13T14:31:00Z,,41.00
2026-01-13T15:18:00Z,,41.00
2026-01-13T15:21:00Z,60.00,41.00
2026-01-13T16:38:00Z,60.00,41.00
2026-01-13T17:01:00Z,60.00,41.00
2026-01-13T17:05:00Z,60.00,41.00
2026-01-13T17:26:00Z,60.00,41.00
2026-01-13T17:30:00Z,60.00,41.00
2026-01-13T17:31:00Z,60.00,41.00
2026-01-13T17:44:00Z,60.00,41.00
2026-01-13T17:59:00Z,60.00,40.00
2026-01-13T18:13:00Z,60.00,40.00
2026-01-13T18:18:00Z,60.00,40.00
2026-01-13T18:32:00Z,60.00,40.00
2026-01-13T18:42:00Z,60.00,40.00
2026-01-13T18:50:00Z,60.00,40.00
2026-01-13T19:06:00Z,60.23,40.00
2026-01-13T19:24:00Z,60.23,38.00
2026-01-13T19:27:00Z,60.23,39.02
2026-01-13T19:38:00Z,60.23,39.00
2026-01-13T20:06:00Z,60.23,39.00
2026-01-13T20:08:00Z,62.00,39.00
2026-01-13T20:19:00Z,62.00,39.00
2026-01-13T20:21:00Z,62.00,39.00
2026-01-13T20:30:00Z,62.00,39.00
2026-01-13T20:38:00Z,62.00,37.03
2026-01-13T20:57:00Z,61.00,37.03
2026-01-13T21:04:00Z,61.00,39.00
2026-01-13T21:07:00Z,60.00,39.00
2026-01-13T21:12:00Z,60.00,39.00
2026-01-13T21:19:00Z,60.00,39.00
2026-01-13T21:20:00Z,60.00,39.00
2026-01-13T21:29:00Z,60.90,39.00
2026-01-13T21:37:00Z,61.33,39.00
2026-01-13T21:41:00Z,62.00,39.00
2026-01-13T21:43:00Z,62.00,39.00
2026-01-13T21:52:00Z,62.00,39.00
2026-01-13T21:59:00Z,62.00,39.00
2026-01-13T22:00:00Z,62.00,39.00
2026-01-13T22:02:00Z,62.00,39.00
2026-01-13T22:14:00Z,62.00,39.00
2026-01-13T22:15:00Z,62.00,39.00
2026-01-13T22:17:00Z,62.00,39.01
2026-01-13T22:18:00Z,62.00,39.01
2026-01-13T22:21:00Z,62.00,39.01
2026-01-13T22:23:00Z,62.00,39.01
2026-01-13T22:27:00Z,62.00,39.01
2026-01-13T22:28:00Z,62.00,39.01
2026-01-13T22:29:00Z,62.00,39.01
2026-01-13T22:31:00Z,62.00,39.01
2026-01-13T22:35:00Z,62.00,40.00
2026-01-13T22:38:00Z,62.00,40.00
2026-01-13T22:51:00Z,62.00,40.00
2026-01-13T22:58:00Z,62.00,40.00
2026-01-13T23:00:00Z,62.00,40.00
2026-01-13T23:03:00Z,60.00,40.00
2026-01-13T23:08:00Z,62.00,40.00
2026-01-13T23:13:00Z,62.00,40.28
2026-01-13T23:14:00Z,62.00,40.00
2026-01-13T23:24:00Z,62.00,40.00
2026-01-13T23:27:00Z,62.00,40.00
2026-01-13T23:33:00Z,62.00,40.00
2026-01-13T23:35:00Z,62.00,40.00
2026-01-13T23:36:00Z,62.00,40.00
2026-01-13T23:38:00Z,62.00,40.00
2026-01-13T23:44:00Z,62.00,40.00
2026-01-13T23:46:00Z,62.00,40.00
2026-01-13T23:50:00Z,62.00,40.00
2026-01-13T23:51:00Z,62.00,40.00
2026-01-13T23:55:00Z,62.00,40.00
2026-01-13T23:57:00Z,62.00,40.04
2026-01-14T00:03:00Z,62.00,39.00
2026-01-14T00:05:00Z,62.00,39.00
2026-01-14T00:07:00Z,62.00,38.00
2026-01-14T00:13:00Z,62.00,38.00
2026-01-14T00:18:00Z,62.00,39.00
2026-01-14T00:22:00Z,62.00,41.00
2026-01-14T00:23:00Z,58.70,41.00
2026-01-14T00:24:00Z,58.70,42.00
2026-01-14T00:25:00Z,61.00,42.00
2026-01-14T00:26:00Z,55.50,45.74
2026-01-14T00:27:00Z,57.43,45.74
2026-01-14T00:28:00Z,59.04,40.70
2026-01-14T00:29:00Z,63.41,36.26
2026-01-14T00:30:00Z,65.67,35.96
2026-01-14T00:31:00Z,59.00,42.00
2026-01-14T00:32:00Z,59.00,41.00
2026-01-14T00:33:00Z,54.06,45.00
2026-01-14T00:34:00Z,57.41,42.00
2026-01-14T00:35:00Z,56.00,44.39
2026-01-14T00:36:00Z,46.10,52.59
2026-01-14T00:37:00Z,43.99,55.03
2026-01-14T00:38:00Z,50.88,52.26
2026-01-14T00:39:00Z,49.11,50.92
2026-01-14T00:40:00Z,49.24,51.20
2026-01-14T00:41:00Z,55.34,44.55
2026-01-14T00:42:00Z,55.34,42.91
2026-01-14T00:43:00Z,59.85,43.27
2026-01-14T00:44:00Z,56.66,42.12
2026-01-14T00:45:00Z,56.66,46.64
2026-01-14T00:46:00Z,49.57,49.66
2026-01-14T00:47:00Z,49.57,57.00
2026-01-14T00:48:00Z,47.45,56.00
2026-01-14T00:49:00Z,41.47,57.43
2026-01-14T00:50:00Z,41.00,62.24
2026-01-14T00:51:00Z,41.00,63.00
2026-01-14T00:52:00Z,36.00,64.14
2026-01-14T00:53:00Z,36.00,62.00
2026-01-14T00:54:00Z,36.00,62.00
2026-01-14T00:55:00Z,36.00,62.98
2026-01-14T00:56:00Z,42.00,58.00
2026-01-14T00:57:00Z,43.00,57.02
2026-01-14T00:58:00Z,47.19,53.55
2026-01-14T00:59:00Z,46.11,57.66
2026-01-14T01:00:00Z,40.73,59.85
2026-01-14T01:01:00Z,43.23,54.19
2026-01-14T01:02:00Z,43.23,63.86
2026-01-14T01:03:00Z,37.00,64.00
2026-01-14T01:04:00Z,35.15,64.68
2026-01-14T01:06:00Z,35.15,63.80
2026-01-14T01:07:00Z,40.47,59.79
2026-01-14T01:08:00Z,44.70,56.95
2026-01-14T01:09:00Z,44.13,56.47
2026-01-14T01:10:00Z,52.42,50.24
2026-01-14T01:11:00Z,52.42,43.80
2026-01-14T01:12:00Z,56.00,44.22
2026-01-14T01:13:00Z,60.33,43.00
2026-01-14T01:14:00Z,60.33,41.27
2026-01-14T01:15:00Z,59.88,43.38
2026-01-14T01:17:00Z,68.53,37.59
2026-01-14T01:18:00Z,56.00,45.61
2026-01-14T01:21:00Z,44.00,54.00
2026-01-14T01:23:00Z,30.57,68.00
2026-01-14T01:24:00Z,32.00,70.00
2026-01-14T01:25:00Z,32.77,68.93
2026-01-14T01:26:00Z,32.00,68.93
2026-01-14T01:28:00Z,32.00,68.93
2026-01-14T01:29:00Z,32.00,66.14
2026-01-14T01:30:00Z,36.47,59.04
2026-01-14T01:31:00Z,38.00,59.04
2026-01-14T01:32:00Z,38.00,68.01
2026-01-14T01:33:00Z,28.00,70.19
2026-01-14T01:34:00Z,28.00,70.19
2026-01-14T01:35:00Z,22.29,78.17
2026-01-14T01:36:00Z,21.00,77.13
2026-01-14T01:37:00Z,15.72,84.42
2026-01-14T01:38:00Z,15.36,85.97
2026-01-14T01:40:00Z,14.19,83.84
2026-01-14T01:41:00Z,13.21,88.97
2026-01-14T01:42:00Z,10.48,89.16
2026-01-14T01:43:00Z,8.41,91.65
2026-01-14T01:44:00Z,6.97,93.64
2026-01-14T01:45:00Z,8.00,92.01
2026-01-14T01:46:00Z,5.72,96.04
2026-01-14T01:47:00Z,2.00,97.83
2026-01-14T01:48:00Z,1.96,98.33
2026-01-14T01:49:00Z,1.04,98.96
2026-01-14T01:50:00Z,1.01,99.00
2026-01-14T01:51:00Z,1.01,99.00
2026-01-14T01:52:00Z,1.00,99.00
2026-01-14T01:53:00Z,1.00,99.00
2026-01-14T01:54:00Z,1.00,99.00
2026-01-14T01:55:00Z,1.00,99.00
2026-01-14T01:58:00Z,1.00,99.00
2026-01-14T02:00:00Z,1.00,99.00
2026-01-14T02:03:00Z,1.00,99.00
