# event_ticker=KXATPCHALLENGERMATCH-26MAY30WINNAP
# final_score=6-1 1-6 7-5
# score_resolution=1-6 6-1 5-7
# match_winner=Edward Winter
# fav_player=Stefano Napolitano
# dog_player=Edward Winter
# kalshi_date=2026-05-30
timestamp,Edward Winter,Stefano Napolitano
2026-05-29T23:10:00Z,,67.00
2026-05-30T00:23:00Z,,66.00
2026-05-30T01:20:00Z,36.00,66.00
2026-05-30T02:36:00Z,36.00,65.00
2026-05-30T02:43:00Z,36.00,65.00
2026-05-30T02:49:00Z,36.00,65.00
2026-05-30T02:56:00Z,36.00,65.00
2026-05-30T03:26:00Z,36.00,63.00
2026-05-30T03:30:00Z,38.00,63.00
2026-05-30T03:42:00Z,37.00,63.00
2026-05-30T04:07:00Z,38.00,63.00
2026-05-30T04:37:00Z,38.00,63.00
2026-05-30T04:51:00Z,38.00,63.00
2026-05-30T04:55:00Z,38.00,64.00
2026-05-30T05:19:00Z,37.00,64.00
2026-05-30T05:29:00Z,37.00,64.00
2026-05-30T05:50:00Z,37.00,64.00
2026-05-30T05:58:00Z,37.00,64.00
2026-05-30T06:04:00Z,37.00,64.00
2026-05-30T06:07:00Z,37.00,64.00
2026-05-30T06:20:00Z,36.34,64.00
2026-05-30T06:31:00Z,36.34,63.00
2026-05-30T06:38:00Z,36.34,63.00
2026-05-30T06:49:00Z,37.00,63.00
2026-05-30T07:12:00Z,37.00,64.00
2026-05-30T07:15:00Z,37.00,64.00
2026-05-30T07:28:00Z,37.00,64.00
2026-05-30T07:33:00Z,37.00,64.00
2026-05-30T07:46:00Z,37.00,64.00
2026-05-30T07:59:00Z,37.00,64.00
2026-05-30T08:16:00Z,37.00,64.00
2026-05-30T08:28:00Z,37.00,64.00
2026-05-30T09:05:00Z,37.00,64.00
2026-05-30T09:07:00Z,37.00,64.00
2026-05-30T09:20:00Z,38.00,64.00
2026-05-30T09:28:00Z,38.00,64.00
2026-05-30T09:56:00Z,38.00,64.00
2026-05-30T10:16:00Z,38.00,64.00
2026-05-30T10:26:00Z,38.00,64.00
2026-05-30T10:31:00Z,38.00,63.00
2026-05-30T10:39:00Z,38.00,62.00
2026-05-30T10:45:00Z,41.00,62.00
2026-05-30T10:48:00Z,41.49,59.00
2026-05-30T10:49:00Z,43.64,59.00
2026-05-30T10:50:00Z,43.64,55.00
2026-05-30T10:52:00Z,43.90,56.03
2026-05-30T10:54:00Z,43.90,59.00
2026-05-30T10:55:00Z,43.00,59.00
2026-05-30T10:56:00Z,43.00,58.00
2026-05-30T10:57:00Z,43.00,58.00
2026-05-30T10:58:00Z,43.00,58.00
2026-05-30T11:00:00Z,43.00,56.11
2026-05-30T11:01:00Z,43.00,57.00
2026-05-30T11:02:00Z,47.11,54.00
2026-05-30T11:03:00Z,53.60,47.69
2026-05-30T11:04:00Z,56.38,42.66
2026-05-30T11:05:00Z,62.46,40.00
2026-05-30T11:06:00Z,62.00,38.00
2026-05-30T11:07:00Z,68.00,36.00
2026-05-30T11:08:00Z,68.00,34.89
2026-05-30T11:09:00Z,67.03,33.49
2026-05-30T11:10:00Z,73.00,30.00
2026-05-30T11:11:00Z,74.19,25.60
2026-05-30T11:12:00Z,78.00,24.23
2026-05-30T11:13:00Z,78.00,23.00
2026-05-30T11:14:00Z,78.00,22.99
2026-05-30T11:15:00Z,78.04,22.70
2026-05-30T11:16:00Z,81.00,22.00
2026-05-30T11:17:00Z,78.66,20.62
2026-05-30T11:18:00Z,76.00,27.83
2026-05-30T11:19:00Z,75.94,31.50
2026-05-30T11:20:00Z,75.94,34.28
2026-05-30T11:21:00Z,75.94,35.44
2026-05-30T11:22:00Z,68.61,41.16
2026-05-30T11:23:00Z,58.03,42.86
2026-05-30T11:24:00Z,52.32,48.10
2026-05-30T11:25:00Z,52.32,49.73
2026-05-30T11:26:00Z,54.00,48.87
2026-05-30T11:27:00Z,54.31,48.00
2026-05-30T11:28:00Z,53.11,48.54
2026-05-30T11:29:00Z,53.11,47.01
2026-05-30T11:30:00Z,53.00,48.96
2026-05-30T11:31:00Z,50.00,54.06
2026-05-30T11:32:00Z,50.00,55.00
2026-05-30T11:33:00Z,44.00,56.94
2026-05-30T11:34:00Z,46.30,54.00
2026-05-30T11:35:00Z,47.00,52.84
2026-05-30T11:36:00Z,46.70,57.54
2026-05-30T11:37:00Z,46.70,64.02
2026-05-30T11:38:00Z,46.70,68.00
2026-05-30T11:39:00Z,46.70,67.92
2026-05-30T11:40:00Z,35.00,68.00
2026-05-30T11:41:00Z,35.00,67.58
2026-05-30T11:42:00Z,34.00,65.00
2026-05-30T11:43:00Z,35.00,65.00
2026-05-30T11:44:00Z,34.93,68.41
2026-05-30T11:45:00Z,38.00,65.91
2026-05-30T11:46:00Z,38.88,61.80
2026-05-30T11:47:00Z,41.69,57.89
2026-05-30T11:48:00Z,45.00,58.00
2026-05-30T11:49:00Z,41.37,59.00
2026-05-30T11:50:00Z,41.37,58.00
2026-05-30T11:51:00Z,43.84,60.36
2026-05-30T11:52:00Z,44.67,55.00
2026-05-30T11:53:00Z,46.12,53.79
2026-05-30T11:54:00Z,51.77,48.52
2026-05-30T11:55:00Z,52.57,49.48
2026-05-30T11:56:00Z,70.58,26.31
2026-05-30T11:57:00Z,70.95,31.03
2026-05-30T11:58:00Z,65.12,39.13
2026-05-30T11:59:00Z,54.69,48.52
2026-05-30T12:00:00Z,58.25,35.21
2026-05-30T12:01:00Z,56.90,42.51
2026-05-30T12:02:00Z,43.64,55.51
2026-05-30T12:03:00Z,44.10,55.99
2026-05-30T12:04:00Z,42.03,62.90
2026-05-30T12:05:00Z,39.82,62.00
2026-05-30T12:06:00Z,42.64,57.01
2026-05-30T12:07:00Z,47.03,54.00
2026-05-30T12:08:00Z,47.37,51.99
2026-05-30T12:09:00Z,53.85,52.71
2026-05-30T12:10:00Z,47.34,57.77
2026-05-30T12:11:00Z,44.95,58.04
2026-05-30T12:12:00Z,41.62,60.31
2026-05-30T12:13:00Z,45.14,57.40
2026-05-30T12:14:00Z,44.45,60.34
2026-05-30T12:15:00Z,44.82,58.40
2026-05-30T12:16:00Z,48.19,55.22
2026-05-30T12:17:00Z,43.12,61.92
2026-05-30T12:18:00Z,47.80,53.05
2026-05-30T12:19:00Z,47.42,53.90
2026-05-30T12:20:00Z,46.21,57.55
2026-05-30T12:21:00Z,46.62,56.94
2026-05-30T12:22:00Z,46.46,57.60
2026-05-30T12:23:00Z,42.96,59.58
2026-05-30T12:24:00Z,42.01,61.27
2026-05-30T12:25:00Z,46.46,54.12
2026-05-30T12:26:00Z,49.77,52.72
2026-05-30T12:27:00Z,51.26,51.47
2026-05-30T12:28:00Z,51.48,50.19
2026-05-30T12:29:00Z,50.53,52.34
2026-05-30T12:30:00Z,45.20,56.16
2026-05-30T12:31:00Z,41.91,60.01
2026-05-30T12:32:00Z,35.74,64.54
2026-05-30T12:33:00Z,38.56,64.41
2026-05-30T12:34:00Z,30.54,78.68
2026-05-30T12:35:00Z,19.73,83.26
2026-05-30T12:36:00Z,35.30,73.70
2026-05-30T12:37:00Z,43.15,56.65
2026-05-30T12:38:00Z,49.38,51.15
2026-05-30T12:39:00Z,53.58,49.67
2026-05-30T12:40:00Z,57.18,46.06
2026-05-30T12:41:00Z,82.49,29.25
2026-05-30T12:42:00Z,77.60,28.50
2026-05-30T12:43:00Z,84.10,18.20
2026-05-30T12:44:00Z,63.92,31.00
2026-05-30T12:45:00Z,59.58,45.34
2026-05-30T12:46:00Z,71.89,29.28
2026-05-30T12:47:00Z,98.16,5.22
