# event_ticker=KXATPMATCH-26MAR29BUSBER
# final_score=7-6(5) 6-7(2) 6-4
# score_resolution=7-6 6-7 6-4
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Matteo Berrettini
# kalshi_date=2026-03-29
timestamp,Ignacio Buse,Matteo Berrettini
2026-03-31T02:47:00Z,,64.00
2026-03-31T02:54:00Z,,64.00
2026-03-31T03:15:00Z,,64.00
2026-03-31T03:37:00Z,,64.00
2026-03-31T03:40:00Z,,64.00
2026-03-31T04:07:00Z,,64.00
2026-03-31T04:16:00Z,,64.00
2026-03-31T04:17:00Z,,65.00
2026-03-31T04:21:00Z,37.00,65.00
2026-03-31T04:29:00Z,37.00,65.00
2026-03-31T04:38:00Z,37.00,65.00
2026-03-31T04:44:00Z,37.00,65.00
2026-03-31T04:57:00Z,37.00,65.00
2026-03-31T04:59:00Z,37.00,65.00
2026-03-31T05:06:00Z,36.00,65.00
2026-03-31T05:11:00Z,36.00,65.00
2026-03-31T05:23:00Z,36.00,65.00
2026-03-31T05:24:00Z,36.00,65.00
2026-03-31T05:26:00Z,37.00,65.00
2026-03-31T05:36:00Z,36.00,65.00
2026-03-31T05:53:00Z,36.00,65.00
2026-03-31T06:03:00Z,36.00,65.00
2026-03-31T06:08:00Z,36.00,65.00
2026-03-31T06:15:00Z,36.00,65.00
2026-03-31T06:27:00Z,36.00,65.00
2026-03-31T06:28:00Z,36.00,65.00
2026-03-31T06:29:00Z,36.00,65.00
2026-03-31T06:37:00Z,36.00,65.00
2026-03-31T06:49:00Z,36.00,65.00
2026-03-31T06:52:00Z,36.00,65.00
2026-03-31T06:56:00Z,36.00,65.00
2026-03-31T07:04:00Z,36.00,63.53
2026-03-31T07:08:00Z,36.00,63.53
2026-03-31T07:27:00Z,36.00,63.53
2026-03-31T07:32:00Z,36.00,63.53
2026-03-31T08:00:00Z,36.00,63.53
2026-03-31T08:10:00Z,35.00,63.53
2026-03-31T08:30:00Z,35.00,65.00
2026-03-31T08:33:00Z,35.00,65.00
2026-03-31T08:47:00Z,36.00,65.00
2026-03-31T09:06:00Z,36.00,65.00
2026-03-31T09:10:00Z,36.00,65.00
2026-03-31T09:11:00Z,35.00,65.00
2026-03-31T09:14:00Z,35.00,65.00
2026-03-31T09:57:00Z,35.00,65.00
2026-03-31T10:02:00Z,36.00,65.00
2026-03-31T10:19:00Z,36.00,65.00
2026-03-31T10:20:00Z,36.00,65.00
2026-03-31T10:32:00Z,36.00,65.00
2026-03-31T10:33:00Z,36.00,65.00
2026-03-31T10:35:00Z,36.00,65.00
2026-03-31T10:41:00Z,36.00,65.00
2026-03-31T10:50:00Z,36.00,64.00
2026-03-31T10:51:00Z,36.00,64.00
2026-03-31T10:55:00Z,36.00,64.00
2026-03-31T10:59:00Z,36.00,64.00
2026-03-31T11:00:00Z,36.00,64.00
2026-03-31T11:01:00Z,36.00,64.00
2026-03-31T11:07:00Z,36.00,64.00
2026-03-31T11:10:00Z,36.00,64.00
2026-03-31T11:11:00Z,36.00,63.00
2026-03-31T11:12:00Z,36.00,63.00
2026-03-31T11:13:00Z,37.72,63.00
2026-03-31T11:14:00Z,37.72,61.76
2026-03-31T11:19:00Z,37.72,64.00
2026-03-31T11:26:00Z,38.00,64.00
2026-03-31T11:30:00Z,38.00,64.00
2026-03-31T11:36:00Z,38.00,64.00
2026-03-31T11:37:00Z,38.00,63.00
2026-03-31T11:46:00Z,38.00,63.54
2026-03-31T11:49:00Z,38.00,63.54
2026-03-31T11:50:00Z,38.00,64.00
2026-03-31T12:12:00Z,37.00,64.00
2026-03-31T12:15:00Z,37.00,64.00
2026-03-31T12:16:00Z,37.00,64.00
2026-03-31T12:17:00Z,37.00,64.00
2026-03-31T12:18:00Z,37.00,64.00
2026-03-31T12:20:00Z,37.00,64.00
2026-03-31T12:22:00Z,37.65,64.00
2026-03-31T12:23:00Z,37.65,65.00
2026-03-31T12:29:00Z,37.00,65.00
2026-03-31T12:35:00Z,38.00,65.00
2026-03-31T12:36:00Z,38.00,65.00
2026-03-31T12:37:00Z,37.00,65.00
2026-03-31T12:38:00Z,37.70,65.00
2026-03-31T12:39:00Z,37.99,64.07
2026-03-31T12:40:00Z,38.00,65.00
2026-03-31T12:41:00Z,38.00,65.00
2026-03-31T12:42:00Z,37.27,63.00
2026-03-31T12:43:00Z,37.27,63.00
2026-03-31T12:44:00Z,37.27,63.00
2026-03-31T12:45:00Z,38.00,63.00
2026-03-31T12:46:00Z,35.24,63.00
2026-03-31T12:47:00Z,38.00,65.00
2026-03-31T12:48:00Z,36.88,65.00
2026-03-31T12:49:00Z,38.00,65.00
2026-03-31T12:50:00Z,38.00,65.00
2026-03-31T12:52:00Z,38.00,64.00
2026-03-31T12:55:00Z,38.00,64.28
2026-03-31T12:56:00Z,37.00,65.00
2026-03-31T12:58:00Z,37.96,65.00
2026-03-31T13:00:00Z,37.96,64.00
2026-03-31T13:01:00Z,37.96,64.00
2026-03-31T13:02:00Z,37.00,64.00
2026-03-31T13:03:00Z,37.00,64.00
2026-03-31T13:06:00Z,37.00,64.05
2026-03-31T13:07:00Z,37.88,64.05
2026-03-31T13:08:00Z,37.88,65.00
2026-03-31T13:09:00Z,37.88,62.27
2026-03-31T13:10:00Z,37.88,65.00
2026-03-31T13:11:00Z,37.00,65.00
2026-03-31T13:12:00Z,37.00,65.00
2026-03-31T13:13:00Z,37.91,65.00
2026-03-31T13:14:00Z,38.00,65.00
2026-03-31T13:15:00Z,37.11,65.00
2026-03-31T13:16:00Z,38.00,65.00
2026-03-31T13:17:00Z,37.89,65.00
2026-03-31T13:18:00Z,37.89,65.00
2026-03-31T13:20:00Z,35.09,62.00
2026-03-31T13:21:00Z,37.00,62.00
2026-03-31T13:22:00Z,37.00,65.00
2026-03-31T13:23:00Z,37.00,65.00
2026-03-31T13:24:00Z,37.00,65.00
2026-03-31T13:25:00Z,37.00,65.00
2026-03-31T13:26:00Z,37.00,65.00
2026-03-31T13:27:00Z,37.77,65.00
2026-03-31T13:28:00Z,38.00,65.00
2026-03-31T13:29:00Z,35.22,65.00
2026-03-31T13:30:00Z,37.00,65.00
2026-03-31T13:31:00Z,37.00,65.00
2026-03-31T13:32:00Z,37.00,65.00
2026-03-31T13:33:00Z,37.96,65.00
2026-03-31T13:34:00Z,37.00,65.00
2026-03-31T13:35:00Z,37.00,65.00
2026-03-31T13:36:00Z,37.00,64.00
2026-03-31T13:37:00Z,38.00,64.00
2026-03-31T13:38:00Z,38.00,64.80
2026-03-31T13:39:00Z,38.00,65.00
2026-03-31T13:40:00Z,38.00,65.00
2026-03-31T13:41:00Z,37.00,65.00
2026-03-31T13:42:00Z,37.56,64.01
2026-03-31T13:43:00Z,37.00,65.00
2026-03-31T13:44:00Z,37.00,65.00
2026-03-31T13:45:00Z,37.00,65.00
2026-03-31T13:46:00Z,37.00,65.00
2026-03-31T13:49:00Z,37.00,65.00
2026-03-31T13:50:00Z,37.00,65.00
2026-03-31T13:52:00Z,36.96,65.00
2026-03-31T13:53:00Z,38.00,65.00
2026-03-31T13:54:00Z,38.00,64.36
2026-03-31T13:55:00Z,38.00,65.00
2026-03-31T13:56:00Z,38.00,65.00
2026-03-31T13:58:00Z,37.58,65.00
2026-03-31T13:59:00Z,37.58,65.00
2026-03-31T14:00:00Z,35.27,65.00
2026-03-31T14:01:00Z,37.00,64.00
2026-03-31T14:03:00Z,35.00,64.00
2026-03-31T14:04:00Z,37.00,65.00
2026-03-31T14:06:00Z,37.00,65.00
2026-03-31T14:07:00Z,37.00,65.00
2026-03-31T14:09:00Z,37.00,65.00
2026-03-31T14:11:00Z,37.57,65.00
2026-03-31T14:12:00Z,37.58,65.00
2026-03-31T14:13:00Z,37.37,64.82
2026-03-31T14:14:00Z,37.00,62.00
2026-03-31T14:15:00Z,36.83,65.00
2026-03-31T14:16:00Z,36.00,65.00
2026-03-31T14:17:00Z,36.97,64.99
2026-03-31T14:18:00Z,37.00,65.00
2026-03-31T14:19:00Z,37.00,65.00
2026-03-31T14:20:00Z,37.00,64.37
2026-03-31T14:21:00Z,37.00,63.33
2026-03-31T14:22:00Z,37.00,62.71
2026-03-31T14:23:00Z,37.00,65.96
2026-03-31T14:24:00Z,37.00,63.13
2026-03-31T14:25:00Z,37.00,62.88
2026-03-31T14:26:00Z,37.00,64.12
2026-03-31T14:27:00Z,34.98,65.75
2026-03-31T14:28:00Z,36.78,65.11
2026-03-31T14:29:00Z,34.73,67.02
2026-03-31T14:30:00Z,32.75,69.00
2026-03-31T14:31:00Z,35.21,67.51
2026-03-31T14:32:00Z,36.09,65.73
2026-03-31T14:33:00Z,37.89,64.02
2026-03-31T14:34:00Z,36.60,64.42
2026-03-31T14:35:00Z,34.63,68.53
2026-03-31T14:36:00Z,29.48,71.23
2026-03-31T14:37:00Z,31.48,68.12
2026-03-31T14:38:00Z,33.49,72.63
2026-03-31T14:39:00Z,37.76,63.34
2026-03-31T14:40:00Z,37.51,63.53
2026-03-31T14:41:00Z,33.22,67.26
2026-03-31T14:42:00Z,34.12,67.00
2026-03-31T14:43:00Z,31.56,69.00
2026-03-31T14:44:00Z,31.00,69.03
2026-03-31T14:45:00Z,27.24,73.85
2026-03-31T14:46:00Z,30.08,69.62
2026-03-31T14:47:00Z,33.15,68.03
2026-03-31T14:48:00Z,31.54,71.27
2026-03-31T14:49:00Z,32.39,69.00
2026-03-31T14:50:00Z,31.44,70.99
2026-03-31T14:51:00Z,32.02,69.80
2026-03-31T14:52:00Z,30.80,70.88
2026-03-31T14:53:00Z,30.00,71.00
2026-03-31T14:54:00Z,33.08,69.13
