# event_ticker=KXATPCHALLENGERMATCH-26APR28BARFUK
# final_score=7-5 7-6(3)
# score_resolution=7-5 7-6
# match_winner=Petr Bar Biryukov
# fav_player=Petr Bar Biryukov
# dog_player=Sora Fukuda
# kalshi_date=2026-04-28
timestamp,Petr Bar Biryukov,Sora Fukuda
2026-04-28T06:48:00Z,83.36,18.58
2026-04-28T06:49:00Z,81.95,20.27
2026-04-28T06:50:00Z,83.28,20.26
2026-04-28T06:51:00Z,92.73,10.09
2026-04-28T06:52:00Z,90.76,8.97
2026-04-28T06:53:00Z,93.92,5.87
2026-04-28T06:54:00Z,98.84,1.33
2026-04-28T06:55:00Z,99.00,1.33
2026-04-28T06:56:00Z,99.00,1.00
2026-04-28T06:57:00Z,99.00,1.00
2026-04-28T06:58:00Z,99.00,1.00
