# event_ticker=KXATPMATCH-26APR03MULJOD
# final_score=6-2 2-0 RET
# match_winner=Rafael Jodar
# fav_player=Alexandre Muller
# dog_player=Rafael Jodar
# kalshi_date=2026-04-03
timestamp,Alexandre Muller,Rafael Jodar
2026-04-03T01:14:00Z,37.00,
2026-04-03T01:16:00Z,37.00,
2026-04-03T01:23:00Z,37.00,64.00
2026-04-03T01:25:00Z,37.00,64.00
2026-04-03T01:31:00Z,37.00,64.00
2026-04-03T01:45:00Z,37.00,64.00
2026-04-03T02:11:00Z,37.00,64.00
2026-04-03T02:28:00Z,37.00,64.78
2026-04-03T02:52:00Z,37.00,65.00
2026-04-03T03:00:00Z,37.00,65.00
2026-04-03T03:08:00Z,37.00,64.80
2026-04-03T03:13:00Z,37.00,64.80
2026-04-03T03:25:00Z,37.00,64.80
2026-04-03T03:28:00Z,37.00,64.00
2026-04-03T03:31:00Z,37.00,64.70
2026-04-03T03:45:00Z,36.00,65.00
2026-04-03T03:48:00Z,36.00,65.00
2026-04-03T04:38:00Z,36.00,65.00
2026-04-03T04:41:00Z,36.00,65.00
2026-04-03T04:44:00Z,36.00,65.00
2026-04-03T04:46:00Z,36.00,65.00
2026-04-03T04:47:00Z,36.00,65.00
2026-04-03T04:51:00Z,36.00,65.00
2026-04-03T04:59:00Z,36.00,65.00
2026-04-03T05:24:00Z,36.00,65.00
2026-04-03T05:28:00Z,36.00,65.00
2026-04-03T05:31:00Z,36.00,65.00
2026-04-03T05:34:00Z,35.88,65.00
2026-04-03T05:38:00Z,35.88,65.36
2026-04-03T06:01:00Z,35.88,65.00
2026-04-03T06:03:00Z,35.88,65.00
2026-04-03T06:13:00Z,35.88,65.00
2026-04-03T06:16:00Z,35.88,65.00
2026-04-03T06:19:00Z,35.88,65.00
2026-04-03T06:20:00Z,36.00,65.00
2026-04-03T06:26:00Z,37.00,65.00
2026-04-03T06:32:00Z,37.00,65.00
2026-04-03T06:34:00Z,37.00,65.00
2026-04-03T06:35:00Z,37.00,65.00
2026-04-03T06:36:00Z,37.00,65.00
2026-04-03T06:38:00Z,37.00,65.00
2026-04-03T06:45:00Z,37.00,65.00
2026-04-03T07:05:00Z,37.00,65.00
2026-04-03T07:06:00Z,37.00,65.00
2026-04-03T07:08:00Z,37.00,65.00
2026-04-03T07:16:00Z,37.00,65.00
2026-04-03T07:17:00Z,37.00,63.02
2026-04-03T07:21:00Z,36.09,63.02
2026-04-03T07:24:00Z,36.09,65.00
2026-04-03T07:37:00Z,36.09,65.00
2026-04-03T08:01:00Z,37.00,65.00
2026-04-03T08:32:00Z,37.00,64.00
2026-04-03T08:34:00Z,37.00,64.00
2026-04-03T08:41:00Z,37.00,64.00
2026-04-03T08:47:00Z,37.00,64.00
2026-04-03T08:48:00Z,37.00,64.00
2026-04-03T08:56:00Z,37.00,65.00
2026-04-03T09:42:00Z,37.00,65.00
2026-04-03T09:50:00Z,37.00,64.00
2026-04-03T09:57:00Z,37.00,64.00
2026-04-03T10:01:00Z,37.00,64.00
2026-04-03T10:04:00Z,37.00,63.00
2026-04-03T10:09:00Z,37.00,64.00
2026-04-03T10:12:00Z,37.00,64.00
2026-04-03T10:13:00Z,37.00,64.00
2026-04-03T10:32:00Z,37.00,64.00
2026-04-03T10:33:00Z,37.00,64.00
2026-04-03T10:38:00Z,37.00,64.00
2026-04-03T10:43:00Z,37.00,64.00
2026-04-03T10:52:00Z,37.00,64.00
2026-04-03T10:54:00Z,37.00,64.00
2026-04-03T10:56:00Z,37.00,64.00
2026-04-03T11:01:00Z,37.00,64.00
2026-04-03T11:03:00Z,37.00,64.00
2026-04-03T11:04:00Z,37.00,64.00
2026-04-03T11:05:00Z,37.00,64.00
2026-04-03T11:09:00Z,37.00,64.00
2026-04-03T11:11:00Z,38.11,64.00
2026-04-03T11:16:00Z,38.11,63.00
2026-04-03T11:23:00Z,38.11,63.00
2026-04-03T11:24:00Z,38.11,64.00
2026-04-03T11:25:00Z,38.11,64.00
2026-04-03T11:27:00Z,38.11,63.00
2026-04-03T11:29:00Z,38.11,63.00
2026-04-03T11:30:00Z,38.11,63.00
2026-04-03T11:33:00Z,39.00,63.00
2026-04-03T11:34:00Z,39.00,63.00
2026-04-03T11:35:00Z,39.00,63.00
2026-04-03T11:36:00Z,39.00,63.00
2026-04-03T11:51:00Z,39.00,63.00
2026-04-03T11:52:00Z,39.00,63.00
2026-04-03T11:53:00Z,39.61,63.00
2026-04-03T11:54:00Z,40.00,63.00
2026-04-03T11:55:00Z,40.00,62.00
2026-04-03T11:57:00Z,40.00,62.35
2026-04-03T11:58:00Z,40.00,62.00
2026-04-03T11:59:00Z,40.00,62.00
2026-04-03T12:00:00Z,40.00,62.00
2026-04-03T12:04:00Z,40.00,62.00
2026-04-03T12:06:00Z,40.00,62.00
2026-04-03T12:07:00Z,40.00,61.00
2026-04-03T12:08:00Z,40.00,61.00
2026-04-03T12:09:00Z,40.00,62.00
2026-04-03T12:11:00Z,40.00,60.27
2026-04-03T12:13:00Z,40.00,62.00
2026-04-03T12:15:00Z,40.00,62.00
2026-04-03T12:16:00Z,40.00,62.00
2026-04-03T12:18:00Z,40.00,62.00
2026-04-03T12:19:00Z,39.00,62.00
2026-04-03T12:20:00Z,40.00,62.00
2026-04-03T12:21:00Z,40.00,62.00
2026-04-03T12:23:00Z,40.00,62.00
2026-04-03T12:24:00Z,40.00,62.00
2026-04-03T12:25:00Z,40.00,62.00
2026-04-03T12:27:00Z,40.00,62.00
2026-04-03T12:28:00Z,40.00,62.00
2026-04-03T12:29:00Z,40.00,62.00
2026-04-03T12:30:00Z,40.00,62.00
2026-04-03T12:31:00Z,40.00,62.00
2026-04-03T12:32:00Z,40.00,62.00
2026-04-03T12:33:00Z,40.00,62.00
2026-04-03T12:34:00Z,40.00,62.00
2026-04-03T12:35:00Z,40.00,62.00
2026-04-03T12:37:00Z,40.00,63.00
2026-04-03T12:38:00Z,40.00,63.00
2026-04-03T12:39:00Z,40.00,60.02
2026-04-03T12:40:00Z,40.00,63.00
2026-04-03T12:41:00Z,39.00,63.00
2026-04-03T12:42:00Z,39.00,63.00
2026-04-03T12:44:00Z,38.00,63.08
2026-04-03T12:45:00Z,39.00,64.00
2026-04-03T12:47:00Z,38.00,64.00
2026-04-03T12:48:00Z,38.00,64.00
2026-04-03T12:49:00Z,38.00,64.00
2026-04-03T12:51:00Z,38.00,64.00
2026-04-03T12:52:00Z,38.00,64.00
2026-04-03T12:53:00Z,36.00,64.00
2026-04-03T12:54:00Z,36.00,65.00
2026-04-03T12:55:00Z,38.00,65.00
2026-04-03T12:56:00Z,38.00,65.00
2026-04-03T12:57:00Z,37.88,65.00
2026-04-03T12:58:00Z,38.00,65.00
2026-04-03T12:59:00Z,36.67,65.00
2026-04-03T13:01:00Z,37.00,64.91
2026-04-03T13:02:00Z,37.78,65.00
2026-04-03T13:03:00Z,37.78,65.00
2026-04-03T13:04:00Z,37.00,65.00
2026-04-03T13:05:00Z,37.00,65.00
2026-04-03T13:06:00Z,35.85,66.24
2026-04-03T13:07:00Z,30.82,70.66
2026-04-03T13:08:00Z,31.53,70.18
2026-04-03T13:09:00Z,33.27,67.63
2026-04-03T13:10:00Z,34.05,67.00
2026-04-03T13:11:00Z,34.08,67.70
2026-04-03T13:12:00Z,29.85,70.24
2026-04-03T13:13:00Z,30.66,70.85
2026-04-03T13:14:00Z,29.71,70.25
2026-04-03T13:15:00Z,28.72,72.13
2026-04-03T13:16:00Z,29.15,70.32
2026-04-03T13:17:00Z,28.96,73.39
2026-04-03T13:18:00Z,21.15,78.40
2026-04-03T13:19:00Z,22.69,80.00
2026-04-03T13:20:00Z,14.40,85.21
2026-04-03T13:21:00Z,14.00,87.54
2026-04-03T13:22:00Z,14.00,86.95
2026-04-03T13:23:00Z,13.99,88.00
2026-04-03T13:24:00Z,15.00,87.97
2026-04-03T13:25:00Z,15.95,86.12
2026-04-03T13:26:00Z,17.00,84.59
2026-04-03T13:27:00Z,15.02,87.16
2026-04-03T13:28:00Z,13.97,86.56
2026-04-03T13:29:00Z,14.00,87.96
2026-04-03T13:30:00Z,13.95,88.00
2026-04-03T13:31:00Z,12.57,89.04
2026-04-03T13:32:00Z,10.35,90.75
2026-04-03T13:33:00Z,11.64,88.86
2026-04-03T13:34:00Z,11.00,90.82
2026-04-03T13:35:00Z,10.99,89.31
2026-04-03T13:36:00Z,11.00,90.88
2026-04-03T13:37:00Z,10.70,90.29
2026-04-03T13:38:00Z,9.36,91.29
