# event_ticker=KXATPMATCH-25SEP18DZUETC
# final_score=6-2 6-4
# match_winner=Tomas Martin Etcheverry
# fav_player=Tomas Martin Etcheverry
# dog_player=Damir Dzumhur
# kalshi_date=2025-09-18
timestamp,Tomas Martin Etcheverry,Damir Dzumhur
2025-09-17T21:11:00Z,68.00,
2025-09-17T21:14:00Z,68.00,34.00
2025-09-17T21:28:00Z,68.00,34.00
2025-09-17T21:34:00Z,68.00,34.00
2025-09-17T21:47:00Z,68.00,34.00
2025-09-17T22:02:00Z,68.00,33.00
2025-09-17T22:19:00Z,68.00,33.00
2025-09-17T22:36:00Z,68.00,33.00
2025-09-17T22:40:00Z,68.00,33.00
2025-09-17T23:11:00Z,68.00,33.00
2025-09-17T23:24:00Z,68.00,33.00
2025-09-18T00:06:00Z,68.00,33.00
2025-09-18T00:54:00Z,68.00,32.00
2025-09-18T00:55:00Z,68.00,32.00
2025-09-18T01:26:00Z,68.00,33.00
2025-09-18T01:46:00Z,68.00,33.00
2025-09-18T01:52:00Z,68.00,33.00
2025-09-18T02:10:00Z,68.00,33.00
2025-09-18T02:16:00Z,68.00,33.00
2025-09-18T02:19:00Z,68.00,33.00
2025-09-18T02:28:00Z,68.00,33.00
2025-09-18T02:42:00Z,68.00,33.00
2025-09-18T02:44:00Z,68.00,33.00
2025-09-18T02:46:00Z,68.00,33.00
2025-09-18T02:59:00Z,68.00,33.00
2025-09-18T03:01:00Z,68.00,33.00
2025-09-18T03:02:00Z,68.00,33.00
2025-09-18T03:07:00Z,68.00,33.00
2025-09-18T03:09:00Z,69.00,33.00
2025-09-18T03:13:00Z,69.00,33.00
2025-09-18T03:16:00Z,69.00,32.00
2025-09-18T03:28:00Z,69.00,32.00
2025-09-18T03:32:00Z,69.00,32.00
2025-09-18T03:33:00Z,69.00,32.00
2025-09-18T03:54:00Z,69.00,32.00
2025-09-18T03:55:00Z,69.00,32.00
2025-09-18T03:59:00Z,69.00,32.00
2025-09-18T04:00:00Z,69.00,32.00
2025-09-18T04:06:00Z,69.00,32.00
2025-09-18T04:09:00Z,69.00,32.00
2025-09-18T04:11:00Z,69.00,32.00
2025-09-18T04:13:00Z,69.00,32.00
2025-09-18T04:17:00Z,69.00,32.00
2025-09-18T04:19:00Z,69.00,32.00
2025-09-18T04:22:00Z,69.00,32.00
2025-09-18T04:28:00Z,69.00,32.00
2025-09-18T04:32:00Z,69.00,32.00
2025-09-18T04:35:00Z,69.00,32.00
2025-09-18T04:36:00Z,69.00,32.00
2025-09-18T04:38:00Z,68.00,32.00
2025-09-18T04:43:00Z,68.00,32.00
2025-09-18T04:56:00Z,68.00,32.00
2025-09-18T05:00:00Z,68.00,32.00
2025-09-18T05:05:00Z,68.00,32.00
2025-09-18T05:13:00Z,68.00,32.00
2025-09-18T05:22:00Z,69.00,32.00
2025-09-18T05:23:00Z,69.00,32.00
2025-09-18T05:25:00Z,69.00,32.00
2025-09-18T05:30:00Z,69.00,32.00
2025-09-18T05:34:00Z,70.00,32.00
2025-09-18T05:35:00Z,70.00,33.00
2025-09-18T05:38:00Z,70.00,51.00
2025-09-18T05:39:00Z,72.00,51.00
2025-09-18T05:40:00Z,72.00,52.00
2025-09-18T05:41:00Z,72.00,53.00
2025-09-18T05:42:00Z,72.00,32.00
2025-09-18T05:43:00Z,72.00,32.00
2025-09-18T05:44:00Z,72.00,32.00
2025-09-18T05:45:00Z,73.00,32.00
2025-09-18T05:47:00Z,79.71,20.00
2025-09-18T05:48:00Z,84.00,20.00
2025-09-18T05:49:00Z,85.00,18.00
2025-09-18T05:50:00Z,85.00,18.00
2025-09-18T05:51:00Z,85.00,17.00
2025-09-18T05:52:00Z,85.00,17.00
2025-09-18T05:53:00Z,85.00,16.00
2025-09-18T05:54:00Z,87.00,15.00
2025-09-18T05:55:00Z,87.00,13.94
2025-09-18T05:56:00Z,87.00,13.00
2025-09-18T05:57:00Z,89.13,13.00
2025-09-18T05:59:00Z,95.00,13.00
2025-09-18T06:00:00Z,92.00,10.00
2025-09-18T06:01:00Z,92.00,10.00
2025-09-18T06:02:00Z,92.00,11.00
2025-09-18T06:03:00Z,92.00,11.00
2025-09-18T06:04:00Z,88.00,11.00
2025-09-18T06:06:00Z,94.63,13.42
2025-09-18T06:07:00Z,94.63,13.00
2025-09-18T06:08:00Z,94.63,13.00
2025-09-18T06:09:00Z,95.00,13.00
2025-09-18T06:10:00Z,87.00,14.11
2025-09-18T06:11:00Z,89.00,17.00
2025-09-18T06:12:00Z,94.00,14.22
2025-09-18T06:14:00Z,94.00,14.29
2025-09-18T06:15:00Z,88.00,12.00
2025-09-18T06:16:00Z,88.00,18.56
2025-09-18T06:17:00Z,88.00,12.00
2025-09-18T06:18:00Z,88.28,12.00
2025-09-18T06:19:00Z,87.00,14.43
2025-09-18T06:20:00Z,90.06,12.00
2025-09-18T06:21:00Z,90.00,12.00
2025-09-18T06:22:00Z,91.00,17.00
2025-09-18T06:23:00Z,88.00,15.00
2025-09-18T06:24:00Z,88.00,12.00
2025-09-18T06:25:00Z,88.88,13.00
2025-09-18T06:26:00Z,90.00,13.00
2025-09-18T06:28:00Z,95.00,13.00
2025-09-18T06:29:00Z,95.00,12.00
2025-09-18T06:30:00Z,95.00,10.64
2025-09-18T06:33:00Z,85.00,15.00
2025-09-18T06:34:00Z,90.00,4.65
2025-09-18T06:35:00Z,91.00,14.00
2025-09-18T06:36:00Z,91.00,14.00
2025-09-18T06:37:00Z,91.00,15.00
2025-09-18T06:38:00Z,85.00,15.00
2025-09-18T06:39:00Z,85.00,17.00
2025-09-18T06:40:00Z,85.00,19.77
2025-09-18T06:41:00Z,85.00,19.00
2025-09-18T06:42:00Z,86.00,17.00
2025-09-18T06:44:00Z,89.00,17.00
2025-09-18T06:45:00Z,91.00,17.00
2025-09-18T06:46:00Z,91.00,5.00
2025-09-18T06:47:00Z,89.75,5.00
2025-09-18T06:48:00Z,89.75,15.28
2025-09-18T06:49:00Z,93.00,14.00
2025-09-18T06:50:00Z,89.00,14.00
2025-09-18T06:51:00Z,91.00,12.00
2025-09-18T06:52:00Z,90.00,11.87
2025-09-18T06:53:00Z,90.00,6.02
2025-09-18T06:54:00Z,97.11,2.00
2025-09-18T06:55:00Z,97.11,7.28
2025-09-18T06:56:00Z,94.52,6.36
2025-09-18T06:57:00Z,99.00,1.70
