# event_ticker=KXATPCHALLENGERMATCH-26JUN04DANDZU
# final_score=6-4 4-6 6-3
# match_winner=Taro Daniel
# fav_player=Taro Daniel
# dog_player=Damir Dzumhur
# kalshi_date=2026-06-04
timestamp,Taro Daniel,Damir Dzumhur
2026-06-04T15:25:00Z,55.97,43.92
2026-06-04T15:26:00Z,61.57,39.47
2026-06-04T15:27:00Z,55.20,44.60
2026-06-04T15:28:00Z,54.00,47.03
2026-06-04T15:29:00Z,53.21,46.74
2026-06-04T15:30:00Z,48.03,53.64
2026-06-04T15:31:00Z,42.36,55.80
2026-06-04T15:32:00Z,48.49,53.30
2026-06-04T15:33:00Z,46.15,53.80
2026-06-04T15:34:00Z,35.84,62.29
2026-06-04T15:35:00Z,33.75,66.69
2026-06-04T15:36:00Z,34.12,66.05
2026-06-04T15:37:00Z,34.98,65.40
2026-06-04T15:38:00Z,32.30,67.01
2026-06-04T15:39:00Z,33.59,67.16
2026-06-04T15:40:00Z,32.73,66.98
2026-06-04T15:41:00Z,29.52,70.62
2026-06-04T15:42:00Z,26.65,72.40
2026-06-04T15:43:00Z,24.23,76.24
2026-06-04T15:44:00Z,17.92,80.97
2026-06-04T15:45:00Z,22.93,75.85
2026-06-04T15:46:00Z,26.33,73.01
2026-06-04T15:47:00Z,32.28,67.64
2026-06-04T15:48:00Z,34.28,64.96
2026-06-04T15:49:00Z,33.49,67.29
2026-06-04T15:50:00Z,31.69,69.64
2026-06-04T15:51:00Z,36.21,65.25
2026-06-04T15:52:00Z,40.27,55.19
2026-06-04T15:53:00Z,58.51,42.14
2026-06-04T15:54:00Z,60.94,39.65
2026-06-04T15:55:00Z,58.20,45.42
2026-06-04T15:56:00Z,58.53,43.51
2026-06-04T15:57:00Z,54.52,46.99
2026-06-04T15:58:00Z,45.30,56.40
2026-06-04T15:59:00Z,39.67,55.07
2026-06-04T16:00:00Z,38.57,63.73
2026-06-04T16:01:00Z,36.42,63.79
2026-06-04T16:02:00Z,52.91,48.55
2026-06-04T16:03:00Z,63.33,36.60
2026-06-04T16:04:00Z,64.42,34.22
2026-06-04T16:05:00Z,64.50,36.27
2026-06-04T16:06:00Z,57.28,44.44
2026-06-04T16:07:00Z,68.81,30.03
2026-06-04T16:08:00Z,64.54,35.21
2026-06-04T16:09:00Z,64.85,34.41
2026-06-04T16:10:00Z,66.90,31.24
2026-06-04T16:11:00Z,70.79,32.11
2026-06-04T16:12:00Z,63.32,38.26
2026-06-04T16:13:00Z,75.77,25.15
2026-06-04T16:14:00Z,74.01,27.23
2026-06-04T16:15:00Z,68.22,31.66
2026-06-04T16:16:00Z,67.29,32.98
2026-06-04T16:17:00Z,76.73,27.83
2026-06-04T16:18:00Z,79.03,18.36
2026-06-04T16:19:00Z,83.44,16.19
2026-06-04T16:20:00Z,85.20,15.11
2026-06-04T16:21:00Z,84.98,17.17
2026-06-04T16:22:00Z,96.19,5.57
