# event_ticker=KXATPCHALLENGERMATCH-26JUN04DANDZU
# final_score=6-4 4-6 6-3
# match_winner=Taro Daniel
# fav_player=Taro Daniel
# dog_player=Damir Dzumhur
# kalshi_date=2026-06-04
timestamp,Taro Daniel,Damir Dzumhur
2026-06-04T02:43:00Z,,64.00
2026-06-04T03:20:00Z,,64.00
2026-06-04T03:22:00Z,,64.00
2026-06-04T03:30:00Z,,64.00
2026-06-04T03:31:00Z,34.00,64.00
2026-06-04T03:34:00Z,34.00,64.00
2026-06-04T03:35:00Z,34.00,64.00
2026-06-04T03:37:00Z,34.00,67.00
2026-06-04T03:38:00Z,34.00,67.00
2026-06-04T03:39:00Z,34.00,67.00
2026-06-04T03:43:00Z,34.00,66.00
2026-06-04T03:49:00Z,34.00,66.00
2026-06-04T03:50:00Z,34.00,66.00
2026-06-04T03:51:00Z,34.00,66.00
2026-06-04T03:55:00Z,34.00,66.00
2026-06-04T04:08:00Z,34.00,66.00
2026-06-04T04:15:00Z,34.00,67.00
2026-06-04T04:16:00Z,34.00,67.00
2026-06-04T04:29:00Z,34.00,67.00
2026-06-04T04:34:00Z,34.00,66.00
2026-06-04T04:35:00Z,34.00,67.00
2026-06-04T04:39:00Z,34.00,67.00
2026-06-04T04:56:00Z,34.00,67.00
2026-06-04T05:01:00Z,33.00,67.00
2026-06-04T05:04:00Z,33.00,67.00
2026-06-04T05:08:00Z,33.00,67.00
2026-06-04T05:28:00Z,33.00,67.00
2026-06-04T05:29:00Z,33.00,67.00
2026-06-04T06:01:00Z,33.00,67.00
2026-06-04T06:09:00Z,33.00,67.00
2026-06-04T06:11:00Z,33.24,67.00
2026-06-04T06:34:00Z,33.24,66.00
2026-06-04T06:35:00Z,33.24,67.00
2026-06-04T06:47:00Z,33.24,67.00
2026-06-04T06:50:00Z,32.00,67.00
2026-06-04T06:54:00Z,32.00,67.00
2026-06-04T06:55:00Z,32.00,67.00
2026-06-04T07:00:00Z,32.00,66.00
2026-06-04T09:03:00Z,34.00,66.00
2026-06-04T09:06:00Z,34.00,65.00
2026-06-04T09:07:00Z,34.00,65.00
2026-06-04T09:18:00Z,34.00,66.00
2026-06-04T09:35:00Z,34.00,66.00
2026-06-04T09:36:00Z,34.00,67.00
2026-06-04T09:42:00Z,34.00,67.00
2026-06-04T09:46:00Z,34.00,67.00
2026-06-04T09:50:00Z,34.00,67.00
2026-06-04T10:12:00Z,34.00,67.00
2026-06-04T10:17:00Z,32.00,67.00
2026-06-04T10:35:00Z,32.00,67.00
2026-06-04T10:55:00Z,32.00,67.00
2026-06-04T11:21:00Z,32.00,67.00
2026-06-04T11:37:00Z,32.00,67.00
2026-06-04T12:11:00Z,32.00,67.11
2026-06-04T12:13:00Z,32.00,68.00
2026-06-04T12:14:00Z,33.00,68.00
2026-06-04T12:30:00Z,33.00,68.00
2026-06-04T12:34:00Z,33.00,68.00
2026-06-04T12:47:00Z,33.00,68.00
2026-06-04T12:49:00Z,33.00,67.00
2026-06-04T12:55:00Z,33.00,68.00
2026-06-04T13:09:00Z,33.00,68.00
2026-06-04T13:11:00Z,33.17,68.00
2026-06-04T13:14:00Z,33.17,68.77
2026-06-04T13:19:00Z,33.17,68.95
2026-06-04T13:20:00Z,32.00,68.95
2026-06-04T13:21:00Z,32.00,68.00
2026-06-04T13:25:00Z,34.00,68.00
2026-06-04T13:26:00Z,32.00,68.00
2026-06-04T13:27:00Z,34.00,68.00
2026-06-04T13:31:00Z,34.00,68.00
2026-06-04T13:32:00Z,34.00,68.00
2026-06-04T13:33:00Z,34.00,68.00
2026-06-04T13:34:00Z,32.00,68.00
2026-06-04T13:39:00Z,32.00,67.00
2026-06-04T13:40:00Z,32.00,68.00
2026-06-04T13:41:00Z,34.99,68.00
2026-06-04T13:42:00Z,34.99,68.00
2026-06-04T13:43:00Z,34.99,68.00
2026-06-04T13:44:00Z,34.72,68.00
2026-06-04T13:45:00Z,36.70,64.96
2026-06-04T13:46:00Z,31.38,68.95
2026-06-04T13:47:00Z,29.97,72.00
2026-06-04T13:48:00Z,30.00,71.00
2026-06-04T13:49:00Z,30.00,71.28
2026-06-04T13:50:00Z,32.00,67.98
2026-06-04T13:51:00Z,34.00,67.00
2026-06-04T13:52:00Z,34.00,67.31
2026-06-04T13:53:00Z,31.92,71.01
2026-06-04T13:54:00Z,24.96,74.93
2026-06-04T13:55:00Z,21.00,79.99
2026-06-04T13:56:00Z,19.31,81.71
2026-06-04T13:57:00Z,19.00,81.54
2026-06-04T13:58:00Z,22.67,77.37
2026-06-04T13:59:00Z,27.58,69.18
2026-06-04T14:00:00Z,31.00,69.00
2026-06-04T14:01:00Z,29.01,71.36
2026-06-04T14:02:00Z,28.75,71.92
2026-06-04T14:03:00Z,26.11,74.95
2026-06-04T14:04:00Z,22.99,77.67
2026-06-04T14:05:00Z,20.21,79.49
2026-06-04T14:06:00Z,24.58,75.07
2026-06-04T14:07:00Z,28.60,73.05
2026-06-04T14:08:00Z,32.00,69.00
2026-06-04T14:09:00Z,31.12,69.69
2026-06-04T14:10:00Z,29.56,73.02
2026-06-04T14:11:00Z,31.57,66.12
2026-06-04T14:12:00Z,27.76,73.94
2026-06-04T14:13:00Z,19.83,79.61
2026-06-04T14:14:00Z,22.94,77.43
2026-06-04T14:15:00Z,27.40,73.28
2026-06-04T14:16:00Z,28.72,70.98
2026-06-04T14:17:00Z,23.44,76.03
2026-06-04T14:18:00Z,30.00,72.01
2026-06-04T14:19:00Z,31.87,69.00
2026-06-04T14:20:00Z,32.85,67.40
2026-06-04T14:21:00Z,34.96,65.36
2026-06-04T14:22:00Z,37.99,63.06
2026-06-04T14:23:00Z,38.35,63.42
2026-06-04T14:24:00Z,38.55,63.45
2026-06-04T14:25:00Z,42.36,56.88
2026-06-04T14:26:00Z,56.17,41.39
2026-06-04T14:27:00Z,59.58,41.27
2026-06-04T14:28:00Z,63.84,38.00
2026-06-04T14:29:00Z,62.92,38.80
2026-06-04T14:30:00Z,66.02,34.24
2026-06-04T14:31:00Z,66.81,35.00
2026-06-04T14:32:00Z,66.00,34.99
2026-06-04T14:33:00Z,67.00,34.97
2026-06-04T14:34:00Z,65.31,33.74
2026-06-04T14:35:00Z,61.23,39.10
2026-06-04T14:36:00Z,61.00,40.00
2026-06-04T14:37:00Z,57.97,44.37
2026-06-04T14:38:00Z,50.65,49.59
2026-06-04T14:39:00Z,46.08,54.94
2026-06-04T14:40:00Z,50.29,53.24
2026-06-04T14:41:00Z,55.16,45.06
2026-06-04T14:42:00Z,53.79,46.53
2026-06-04T14:43:00Z,61.67,41.24
2026-06-04T14:44:00Z,65.23,36.68
2026-06-04T14:45:00Z,64.08,35.82
2026-06-04T14:46:00Z,69.70,30.19
2026-06-04T14:47:00Z,77.25,21.85
2026-06-04T14:48:00Z,77.94,22.20
2026-06-04T14:49:00Z,79.00,21.13
2026-06-04T14:50:00Z,80.97,19.96
2026-06-04T14:51:00Z,77.97,23.29
2026-06-04T14:52:00Z,75.58,24.58
2026-06-04T14:53:00Z,78.68,23.70
2026-06-04T14:54:00Z,83.12,20.03
2026-06-04T14:55:00Z,84.82,15.91
2026-06-04T14:56:00Z,84.43,18.05
2026-06-04T14:57:00Z,86.86,14.67
2026-06-04T14:58:00Z,87.61,12.49
2026-06-04T14:59:00Z,84.53,15.56
2026-06-04T15:00:00Z,88.90,13.43
2026-06-04T15:01:00Z,84.37,16.35
2026-06-04T15:02:00Z,86.12,15.33
2026-06-04T15:03:00Z,85.52,15.84
2026-06-04T15:04:00Z,81.11,18.17
2026-06-04T15:05:00Z,80.00,20.65
2026-06-04T15:06:00Z,79.72,22.31
2026-06-04T15:07:00Z,76.54,24.11
2026-06-04T15:08:00Z,77.61,23.18
2026-06-04T15:09:00Z,79.80,23.69
2026-06-04T15:10:00Z,68.90,32.06
2026-06-04T15:11:00Z,60.88,37.78
2026-06-04T15:12:00Z,66.18,36.01
2026-06-04T15:13:00Z,68.96,33.10
2026-06-04T15:14:00Z,60.29,38.14
2026-06-04T15:15:00Z,55.25,43.91
2026-06-04T15:16:00Z,53.82,46.42
2026-06-04T15:17:00Z,57.08,44.98
2026-06-04T15:18:00Z,58.14,44.77
2026-06-04T15:19:00Z,56.22,44.00
2026-06-04T15:20:00Z,49.54,50.94
2026-06-04T15:21:00Z,51.29,48.78
2026-06-04T15:22:00Z,58.79,38.84
2026-06-04T15:23:00Z,60.19,37.49
2026-06-04T15:24:00Z,56.23,42.26
