# event_ticker=KXATPMATCH-25OCT06SHALEH
# final_score=6-4 6-4
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Denis Shapovalov
# kalshi_date=2025-10-06
timestamp,Jiri Lehecka,Denis Shapovalov
2025-10-06T03:20:00Z,64.00,37.00
2025-10-06T03:22:00Z,64.00,37.00
2025-10-06T03:24:00Z,64.00,37.00
2025-10-06T03:28:00Z,64.00,37.00
2025-10-06T03:33:00Z,64.00,37.00
2025-10-06T03:38:00Z,64.00,37.00
2025-10-06T03:41:00Z,64.00,37.00
2025-10-06T03:43:00Z,64.00,37.00
2025-10-06T03:51:00Z,64.00,37.00
2025-10-06T03:52:00Z,64.00,37.00
2025-10-06T03:54:00Z,64.00,37.00
2025-10-06T03:58:00Z,64.00,37.00
2025-10-06T04:10:00Z,64.00,37.00
2025-10-06T04:22:00Z,64.00,37.00
2025-10-06T04:23:00Z,64.00,37.00
2025-10-06T04:25:00Z,64.00,37.00
2025-10-06T04:26:00Z,63.00,37.00
2025-10-06T04:27:00Z,63.00,37.00
2025-10-06T04:38:00Z,63.00,37.00
2025-10-06T04:43:00Z,64.00,37.00
2025-10-06T04:45:00Z,64.00,37.00
2025-10-06T04:46:00Z,64.00,37.00
2025-10-06T04:49:00Z,64.00,37.00
2025-10-06T04:57:00Z,64.00,37.00
2025-10-06T04:59:00Z,64.00,37.00
2025-10-06T05:03:00Z,64.00,37.00
2025-10-06T05:04:00Z,64.00,37.00
2025-10-06T05:08:00Z,64.00,37.00
2025-10-06T05:10:00Z,64.00,37.00
2025-10-06T05:12:00Z,64.00,37.00
2025-10-06T05:13:00Z,64.00,37.00
2025-10-06T05:16:00Z,64.00,37.00
2025-10-06T05:17:00Z,64.00,38.00
2025-10-06T05:18:00Z,64.00,38.00
2025-10-06T05:19:00Z,64.00,38.00
2025-10-06T05:26:00Z,64.00,38.00
2025-10-06T05:33:00Z,64.00,38.00
2025-10-06T05:34:00Z,64.00,38.00
2025-10-06T05:39:00Z,64.00,38.00
2025-10-06T05:51:00Z,64.00,38.00
2025-10-06T05:54:00Z,64.00,38.00
2025-10-06T05:55:00Z,64.00,38.06
2025-10-06T05:58:00Z,64.00,39.00
2025-10-06T05:59:00Z,63.00,39.00
2025-10-06T06:01:00Z,63.00,38.00
2025-10-06T06:02:00Z,63.00,36.00
2025-10-06T06:04:00Z,63.00,38.00
2025-10-06T06:06:00Z,63.00,38.39
2025-10-06T06:07:00Z,63.00,39.00
2025-10-06T06:08:00Z,64.00,39.00
2025-10-06T06:10:00Z,64.00,39.00
2025-10-06T06:12:00Z,64.00,39.00
2025-10-06T06:19:00Z,64.00,39.00
2025-10-06T06:20:00Z,64.00,38.00
2025-10-06T06:23:00Z,64.00,38.00
2025-10-06T06:25:00Z,65.00,38.00
2025-10-06T06:30:00Z,65.00,38.00
2025-10-06T06:31:00Z,65.00,38.00
2025-10-06T06:32:00Z,65.00,38.00
2025-10-06T06:34:00Z,65.00,38.00
2025-10-06T06:35:00Z,65.00,38.00
2025-10-06T06:39:00Z,65.00,38.00
2025-10-06T06:40:00Z,65.00,38.00
2025-10-06T06:42:00Z,65.00,38.00
2025-10-06T06:43:00Z,65.00,38.00
2025-10-06T06:44:00Z,64.00,38.00
2025-10-06T06:45:00Z,64.00,38.00
2025-10-06T06:46:00Z,64.00,38.83
2025-10-06T06:47:00Z,64.00,39.00
2025-10-06T06:48:00Z,63.21,41.32
2025-10-06T06:49:00Z,65.98,30.32
2025-10-06T06:50:00Z,73.19,26.47
2025-10-06T06:51:00Z,74.23,25.00
2025-10-06T06:52:00Z,77.76,23.92
2025-10-06T06:53:00Z,79.00,21.96
2025-10-06T06:54:00Z,79.00,21.96
2025-10-06T06:55:00Z,79.00,22.17
2025-10-06T06:57:00Z,78.00,24.32
2025-10-06T06:58:00Z,78.00,25.00
2025-10-06T06:59:00Z,78.00,23.00
2025-10-06T07:00:00Z,78.35,25.57
2025-10-06T07:01:00Z,78.35,22.96
2025-10-06T07:02:00Z,80.12,22.42
2025-10-06T07:03:00Z,80.12,22.00
2025-10-06T07:04:00Z,79.16,23.55
2025-10-06T07:05:00Z,79.16,24.07
2025-10-06T07:06:00Z,79.16,24.00
2025-10-06T07:07:00Z,77.00,25.00
2025-10-06T07:08:00Z,76.09,23.40
2025-10-06T07:09:00Z,77.00,24.10
2025-10-06T07:10:00Z,74.78,26.87
2025-10-06T07:11:00Z,64.16,33.84
2025-10-06T07:12:00Z,58.00,38.03
2025-10-06T07:13:00Z,57.00,45.73
2025-10-06T07:14:00Z,58.80,41.67
2025-10-06T07:15:00Z,63.26,40.87
2025-10-06T07:16:00Z,61.00,36.00
2025-10-06T07:17:00Z,71.68,29.79
2025-10-06T07:18:00Z,75.47,24.00
2025-10-06T07:19:00Z,77.00,24.00
2025-10-06T07:20:00Z,76.00,24.00
2025-10-06T07:21:00Z,76.91,21.15
2025-10-06T07:22:00Z,76.91,18.08
2025-10-06T07:23:00Z,81.83,20.00
2025-10-06T07:24:00Z,80.00,22.00
2025-10-06T07:25:00Z,80.00,21.00
2025-10-06T07:26:00Z,80.00,20.00
2025-10-06T07:27:00Z,80.00,17.34
2025-10-06T07:28:00Z,83.00,17.34
2025-10-06T07:29:00Z,83.34,17.34
2025-10-06T07:30:00Z,83.98,18.00
2025-10-06T07:31:00Z,82.05,17.92
2025-10-06T07:32:00Z,81.00,20.30
2025-10-06T07:33:00Z,80.97,21.80
2025-10-06T07:34:00Z,85.23,14.01
2025-10-06T07:35:00Z,82.94,17.40
2025-10-06T07:36:00Z,86.00,14.00
2025-10-06T07:37:00Z,90.43,7.42
2025-10-06T07:38:00Z,94.71,7.19
2025-10-06T07:39:00Z,94.73,5.64
2025-10-06T07:40:00Z,94.73,5.00
2025-10-06T07:41:00Z,94.73,4.85
2025-10-06T07:42:00Z,97.00,3.46
2025-10-06T07:43:00Z,97.79,4.05
2025-10-06T07:44:00Z,95.67,6.34
2025-10-06T07:45:00Z,95.84,5.87
2025-10-06T07:46:00Z,96.00,6.73
2025-10-06T07:47:00Z,96.00,9.89
2025-10-06T07:48:00Z,91.00,9.87
2025-10-06T07:49:00Z,84.92,11.07
2025-10-06T07:50:00Z,82.80,17.40
2025-10-06T07:51:00Z,82.80,20.94
2025-10-06T07:52:00Z,79.00,21.74
2025-10-06T07:53:00Z,82.00,15.87
2025-10-06T07:54:00Z,81.00,21.97
2025-10-06T07:55:00Z,81.00,22.17
2025-10-06T07:56:00Z,81.00,24.04
2025-10-06T07:57:00Z,81.00,23.87
2025-10-06T07:58:00Z,78.41,23.87
2025-10-06T07:59:00Z,84.00,18.86
2025-10-06T08:00:00Z,84.00,17.00
2025-10-06T08:01:00Z,85.00,21.26
2025-10-06T08:02:00Z,89.00,17.44
2025-10-06T08:03:00Z,86.72,13.04
2025-10-06T08:04:00Z,92.73,6.66
2025-10-06T08:05:00Z,92.73,5.02
2025-10-06T08:06:00Z,92.73,6.44
2025-10-06T08:07:00Z,92.73,3.39
2025-10-06T08:08:00Z,92.73,3.00
2025-10-06T08:09:00Z,98.17,2.13
2025-10-06T08:10:00Z,99.00,1.00
2025-10-06T08:11:00Z,99.00,2.00
2025-10-06T08:12:00Z,99.00,3.19
2025-10-06T08:13:00Z,98.00,3.93
2025-10-06T08:16:00Z,98.00,3.00
2025-10-06T08:17:00Z,97.00,3.00
2025-10-06T08:18:00Z,97.00,3.54
2025-10-06T08:19:00Z,99.00,2.00
2025-10-06T08:20:00Z,97.00,2.94
2025-10-06T08:22:00Z,99.00,2.94
2025-10-06T08:23:00Z,99.00,2.94
