# event_ticker=KXATPMATCH-26APR22BUDOPE
# final_score=5-3 RET
# match_winner=Nicolai Budkov Kjaer
# fav_player=Nicolai Budkov Kjaer
# dog_player=Reilly Opelka
# kalshi_date=2026-04-22
timestamp,Nicolai Budkov Kjaer,Reilly Opelka
2026-04-23T09:02:00Z,,55.00
2026-04-23T09:04:00Z,,55.00
2026-04-23T09:05:00Z,,55.00
2026-04-23T09:06:00Z,,55.00
2026-04-23T09:07:00Z,,55.00
2026-04-23T09:09:00Z,,55.00
2026-04-23T09:11:00Z,,55.00
2026-04-23T09:13:00Z,47.61,55.00
2026-04-23T09:17:00Z,47.61,55.00
2026-04-23T09:19:00Z,48.00,55.00
2026-04-23T09:20:00Z,48.00,54.00
2026-04-23T09:22:00Z,48.00,54.00
2026-04-23T09:29:00Z,48.00,54.00
2026-04-23T09:30:00Z,48.00,55.00
2026-04-23T09:42:00Z,48.00,53.00
2026-04-23T09:49:00Z,48.00,53.00
2026-04-23T09:50:00Z,48.00,53.00
2026-04-23T09:55:00Z,48.00,54.00
2026-04-23T09:59:00Z,48.00,54.00
2026-04-23T10:01:00Z,48.00,54.00
2026-04-23T10:02:00Z,48.00,54.00
2026-04-23T10:04:00Z,48.00,54.00
2026-04-23T10:16:00Z,48.00,53.00
2026-04-23T10:26:00Z,48.00,54.00
2026-04-23T10:30:00Z,48.00,54.00
2026-04-23T10:37:00Z,48.00,54.00
2026-04-23T10:48:00Z,48.00,54.00
2026-04-23T10:56:00Z,48.00,53.00
2026-04-23T10:58:00Z,48.00,53.00
2026-04-23T10:59:00Z,48.00,53.00
2026-04-23T11:02:00Z,48.00,53.00
2026-04-23T11:06:00Z,48.00,53.00
2026-04-23T11:08:00Z,48.00,53.00
2026-04-23T11:30:00Z,48.00,52.00
2026-04-23T11:32:00Z,48.00,52.00
2026-04-23T11:33:00Z,48.00,53.00
2026-04-23T11:34:00Z,48.00,53.00
2026-04-23T11:43:00Z,48.20,53.00
2026-04-23T11:44:00Z,48.20,53.00
2026-04-23T11:46:00Z,48.20,53.00
2026-04-23T11:49:00Z,48.20,53.00
2026-04-23T11:52:00Z,48.20,53.00
2026-04-23T11:55:00Z,48.20,53.00
2026-04-23T11:56:00Z,48.20,53.00
2026-04-23T12:02:00Z,48.20,53.00
2026-04-23T12:03:00Z,48.20,53.00
2026-04-23T12:04:00Z,48.20,53.00
2026-04-23T12:13:00Z,48.20,53.00
2026-04-23T12:14:00Z,47.00,53.00
2026-04-23T12:15:00Z,47.00,53.00
2026-04-23T12:18:00Z,48.00,53.00
2026-04-23T12:21:00Z,48.00,53.00
2026-04-23T12:25:00Z,48.00,53.00
2026-04-23T12:28:00Z,48.00,53.00
2026-04-23T12:29:00Z,49.00,53.00
2026-04-23T12:31:00Z,49.00,53.00
2026-04-23T12:35:00Z,49.00,53.00
2026-04-23T12:39:00Z,49.00,53.00
2026-04-23T12:43:00Z,49.00,53.00
2026-04-23T12:47:00Z,49.00,53.00
2026-04-23T12:49:00Z,49.00,53.00
2026-04-23T12:52:00Z,49.00,53.00
2026-04-23T12:54:00Z,49.00,53.00
2026-04-23T12:55:00Z,49.00,53.00
2026-04-23T13:02:00Z,49.00,53.00
2026-04-23T13:03:00Z,49.00,53.00
2026-04-23T13:05:00Z,49.00,53.00
2026-04-23T13:10:00Z,49.00,53.00
