# event_ticker=KXATPMATCH-26JAN03MEDFUC
# final_score=6-2 6-3
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Marton Fucsovics
# kalshi_date=2026-01-03
timestamp,Daniil Medvedev,Marton Fucsovics
2026-01-04T21:19:00Z,77.00,
2026-01-04T21:43:00Z,77.00,
2026-01-04T22:10:00Z,77.00,
2026-01-04T22:15:00Z,77.00,
2026-01-04T22:24:00Z,77.00,
2026-01-04T22:29:00Z,77.00,24.00
2026-01-04T23:10:00Z,76.00,24.00
2026-01-04T23:13:00Z,75.00,24.00
2026-01-04T23:44:00Z,76.00,24.00
2026-01-04T23:51:00Z,76.00,24.00
2026-01-05T00:13:00Z,76.00,24.00
2026-01-05T00:41:00Z,76.00,24.00
2026-01-05T00:49:00Z,76.00,24.00
2026-01-05T00:59:00Z,76.00,24.00
2026-01-05T01:06:00Z,76.00,24.00
2026-01-05T01:21:00Z,76.00,24.00
2026-01-05T01:49:00Z,76.00,24.00
2026-01-05T02:02:00Z,76.00,24.00
2026-01-05T03:00:00Z,76.00,24.00
2026-01-05T03:32:00Z,76.00,24.00
2026-01-05T03:59:00Z,76.69,24.00
2026-01-05T04:19:00Z,78.00,24.00
2026-01-05T04:38:00Z,78.00,24.43
2026-01-05T04:44:00Z,78.00,24.43
2026-01-05T04:46:00Z,78.00,24.43
2026-01-05T04:49:00Z,78.00,24.43
2026-01-05T04:54:00Z,78.00,25.00
2026-01-05T04:55:00Z,78.00,25.00
2026-01-05T04:56:00Z,78.00,25.00
2026-01-05T04:59:00Z,78.00,25.00
2026-01-05T05:00:00Z,78.00,25.00
2026-01-05T05:05:00Z,78.00,25.00
2026-01-05T05:10:00Z,78.00,25.00
2026-01-05T05:19:00Z,78.00,25.00
2026-01-05T05:20:00Z,78.00,25.00
2026-01-05T05:23:00Z,78.00,25.00
2026-01-05T05:41:00Z,78.00,25.00
2026-01-05T05:53:00Z,78.00,25.00
2026-01-05T05:58:00Z,78.00,25.00
2026-01-05T06:06:00Z,75.00,25.00
2026-01-05T06:09:00Z,78.00,25.00
2026-01-05T06:22:00Z,78.00,25.00
2026-01-05T06:23:00Z,78.00,25.00
2026-01-05T06:26:00Z,78.00,25.00
2026-01-05T06:29:00Z,78.00,25.00
2026-01-05T06:37:00Z,78.00,25.00
2026-01-05T06:43:00Z,78.00,25.00
2026-01-05T06:50:00Z,78.00,25.00
2026-01-05T06:53:00Z,78.00,25.00
2026-01-05T07:04:00Z,78.00,25.00
2026-01-05T07:12:00Z,78.00,25.00
2026-01-05T07:22:00Z,78.00,25.00
2026-01-05T07:28:00Z,78.00,25.00
2026-01-05T07:31:00Z,78.00,25.00
2026-01-05T08:04:00Z,76.00,25.00
2026-01-05T08:18:00Z,76.00,25.00
2026-01-05T08:21:00Z,76.00,25.00
2026-01-05T08:27:00Z,76.00,25.00
2026-01-05T08:28:00Z,76.00,25.00
2026-01-05T08:40:00Z,76.00,25.00
2026-01-05T08:43:00Z,76.00,25.00
2026-01-05T08:46:00Z,76.00,25.00
2026-01-05T08:49:00Z,77.00,23.00
2026-01-05T08:51:00Z,77.56,23.00
2026-01-05T08:54:00Z,75.72,23.00
2026-01-05T08:55:00Z,76.00,23.00
2026-01-05T09:02:00Z,78.00,23.00
2026-01-05T09:03:00Z,78.00,24.00
2026-01-05T09:06:00Z,78.00,24.33
2026-01-05T09:07:00Z,78.00,25.00
2026-01-05T09:08:00Z,74.00,27.29
2026-01-05T09:09:00Z,74.00,27.01
2026-01-05T09:10:00Z,78.27,27.01
2026-01-05T09:11:00Z,76.23,26.26
2026-01-05T09:12:00Z,76.45,27.41
2026-01-05T09:14:00Z,73.99,24.00
2026-01-05T09:15:00Z,79.52,20.20
2026-01-05T09:16:00Z,81.02,17.00
2026-01-05T09:17:00Z,87.00,15.00
2026-01-05T09:19:00Z,88.00,14.00
2026-01-05T09:20:00Z,86.00,14.00
2026-01-05T09:21:00Z,82.36,21.57
2026-01-05T09:22:00Z,88.01,13.00
2026-01-05T09:23:00Z,90.19,12.00
2026-01-05T09:24:00Z,90.50,12.00
2026-01-05T09:25:00Z,91.00,11.80
2026-01-05T09:26:00Z,93.63,8.95
2026-01-05T09:27:00Z,93.63,7.60
2026-01-05T09:28:00Z,93.47,8.59
2026-01-05T09:29:00Z,95.63,7.76
2026-01-05T09:30:00Z,93.24,11.43
2026-01-05T09:31:00Z,93.24,12.13
2026-01-05T09:32:00Z,93.24,11.00
2026-01-05T09:33:00Z,93.24,11.29
2026-01-05T09:34:00Z,93.24,10.00
2026-01-05T09:35:00Z,93.24,9.03
2026-01-05T09:36:00Z,93.24,8.10
2026-01-05T09:37:00Z,93.24,6.37
2026-01-05T09:38:00Z,93.24,8.00
2026-01-05T09:39:00Z,93.32,5.00
2026-01-05T09:40:00Z,96.59,7.00
2026-01-05T09:41:00Z,94.11,8.20
2026-01-05T09:42:00Z,92.07,9.69
2026-01-05T09:43:00Z,95.85,6.71
2026-01-05T09:44:00Z,96.00,12.58
2026-01-05T09:45:00Z,90.00,10.05
2026-01-05T09:46:00Z,93.86,7.82
2026-01-05T09:47:00Z,93.50,10.01
2026-01-05T09:49:00Z,93.50,5.33
2026-01-05T09:50:00Z,93.50,3.31
2026-01-05T09:51:00Z,98.00,2.65
2026-01-05T09:52:00Z,98.00,2.20
2026-01-05T09:53:00Z,98.00,3.00
2026-01-05T09:54:00Z,99.00,3.00
2026-01-05T09:55:00Z,97.83,3.00
2026-01-05T09:56:00Z,99.00,3.00
2026-01-05T09:57:00Z,99.00,3.00
2026-01-05T09:58:00Z,99.00,3.00
2026-01-05T09:59:00Z,96.00,3.00
2026-01-05T10:01:00Z,96.00,2.03
2026-01-05T10:02:00Z,99.00,2.03
2026-01-05T10:03:00Z,99.00,3.00
2026-01-05T10:04:00Z,97.00,2.44
2026-01-05T10:05:00Z,97.00,3.00
2026-01-05T10:06:00Z,99.00,2.00
2026-01-05T10:07:00Z,97.00,1.38
2026-01-05T10:08:00Z,99.00,2.00
2026-01-05T10:10:00Z,99.00,1.00
2026-01-05T10:11:00Z,99.00,1.00
2026-01-05T10:12:00Z,99.00,1.00
2026-01-05T10:13:00Z,99.00,2.25
2026-01-05T10:14:00Z,99.00,1.00
2026-01-05T10:15:00Z,99.00,1.00
2026-01-05T10:17:00Z,99.00,1.00
2026-01-05T10:21:00Z,99.00,1.00
