# event_ticker=KXATPCHALLENGERMATCH-26FEB13COLVAN
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Raphael Collignon
# fav_player=Luca Van Assche
# dog_player=Raphael Collignon
# kalshi_date=2026-02-13
timestamp,Luca Van Assche,Raphael Collignon
2026-02-13T05:12:00Z,41.00,
2026-02-13T05:38:00Z,41.00,61.00
2026-02-13T05:52:00Z,41.00,61.00
2026-02-13T05:59:00Z,41.00,61.00
2026-02-13T06:00:00Z,41.00,58.24
2026-02-13T06:01:00Z,41.00,61.00
2026-02-13T06:02:00Z,41.00,61.00
2026-02-13T06:14:00Z,41.00,61.00
2026-02-13T06:21:00Z,41.00,61.00
2026-02-13T06:25:00Z,41.00,61.00
2026-02-13T06:40:00Z,41.00,61.00
2026-02-13T06:58:00Z,41.00,61.00
2026-02-13T07:33:00Z,41.00,61.00
2026-02-13T07:37:00Z,41.00,61.00
2026-02-13T07:53:00Z,41.00,61.97
2026-02-13T08:08:00Z,41.00,62.00
2026-02-13T08:23:00Z,41.00,62.00
2026-02-13T08:32:00Z,41.00,59.63
2026-02-13T08:38:00Z,41.00,61.90
2026-02-13T09:16:00Z,41.00,62.00
2026-02-13T09:30:00Z,41.00,62.00
2026-02-13T09:53:00Z,40.00,62.00
2026-02-13T09:54:00Z,40.00,62.00
2026-02-13T10:09:00Z,40.00,62.00
2026-02-13T10:26:00Z,40.00,62.00
2026-02-13T10:27:00Z,40.00,63.00
2026-02-13T10:40:00Z,40.00,63.00
2026-02-13T10:47:00Z,39.00,63.00
2026-02-13T11:14:00Z,39.00,63.00
2026-02-13T11:19:00Z,39.00,64.00
2026-02-13T11:24:00Z,39.00,64.00
2026-02-13T11:27:00Z,39.00,64.00
2026-02-13T12:04:00Z,39.00,64.00
2026-02-13T12:07:00Z,39.00,64.00
2026-02-13T12:13:00Z,39.00,64.00
2026-02-13T12:18:00Z,39.00,64.00
2026-02-13T12:20:00Z,39.00,64.00
2026-02-13T12:21:00Z,39.00,64.00
2026-02-13T12:30:00Z,39.00,64.00
2026-02-13T12:31:00Z,39.00,64.00
2026-02-13T12:47:00Z,39.00,63.00
2026-02-13T12:52:00Z,39.00,63.00
2026-02-13T12:56:00Z,39.00,63.00
2026-02-13T13:07:00Z,39.00,63.00
2026-02-13T13:08:00Z,39.00,63.00
2026-02-13T13:14:00Z,39.00,63.00
2026-02-13T13:19:00Z,39.00,63.00
2026-02-13T13:20:00Z,39.00,63.00
2026-02-13T13:22:00Z,39.00,63.00
2026-02-13T13:24:00Z,39.00,64.00
2026-02-13T13:27:00Z,39.00,64.00
2026-02-13T13:29:00Z,39.00,64.00
2026-02-13T13:36:00Z,39.00,64.00
2026-02-13T13:38:00Z,39.00,64.00
2026-02-13T13:40:00Z,39.00,64.00
2026-02-13T13:43:00Z,39.00,64.00
2026-02-13T13:44:00Z,39.00,64.00
2026-02-13T13:46:00Z,38.00,64.00
2026-02-13T13:47:00Z,38.00,64.00
2026-02-13T13:49:00Z,38.00,63.00
2026-02-13T13:50:00Z,38.00,64.00
2026-02-13T13:51:00Z,38.00,64.00
2026-02-13T13:58:00Z,38.00,64.00
2026-02-13T14:01:00Z,38.00,64.00
2026-02-13T14:05:00Z,38.00,64.00
2026-02-13T14:10:00Z,38.00,64.00
2026-02-13T14:12:00Z,38.00,64.00
2026-02-13T14:16:00Z,38.00,64.00
2026-02-13T14:17:00Z,38.00,64.00
2026-02-13T14:18:00Z,38.00,64.00
2026-02-13T14:22:00Z,38.00,64.00
2026-02-13T14:27:00Z,38.00,64.00
2026-02-13T14:28:00Z,38.00,64.00
2026-02-13T14:30:00Z,38.00,64.00
2026-02-13T14:33:00Z,38.00,64.00
2026-02-13T14:34:00Z,38.00,64.17
2026-02-13T14:35:00Z,38.00,64.17
2026-02-13T14:36:00Z,38.00,64.17
2026-02-13T14:37:00Z,38.00,63.00
2026-02-13T14:39:00Z,38.00,63.00
2026-02-13T14:40:00Z,38.00,63.00
2026-02-13T14:41:00Z,38.00,63.00
2026-02-13T14:43:00Z,38.00,63.00
2026-02-13T14:44:00Z,37.00,63.00
2026-02-13T14:45:00Z,37.00,63.27
2026-02-13T14:46:00Z,37.00,63.00
2026-02-13T14:49:00Z,38.00,63.00
2026-02-13T14:51:00Z,38.00,63.00
2026-02-13T14:52:00Z,38.18,63.00
2026-02-13T14:54:00Z,38.00,63.00
2026-02-13T14:55:00Z,38.00,63.00
2026-02-13T14:56:00Z,38.00,62.00
2026-02-13T14:57:00Z,39.00,62.00
2026-02-13T14:58:00Z,40.00,62.00
2026-02-13T14:59:00Z,40.00,62.00
2026-02-13T15:00:00Z,41.00,62.00
2026-02-13T15:01:00Z,41.00,61.96
2026-02-13T15:02:00Z,42.00,60.00
2026-02-13T15:04:00Z,42.00,60.00
2026-02-13T15:05:00Z,41.00,60.00
2026-02-13T15:09:00Z,41.00,60.00
2026-02-13T15:10:00Z,42.00,60.02
2026-02-13T15:12:00Z,41.00,60.00
2026-02-13T15:13:00Z,41.00,60.00
2026-02-13T15:14:00Z,39.77,60.00
2026-02-13T15:15:00Z,41.00,60.00
2026-02-13T15:16:00Z,41.00,60.00
