# event_ticker=KXATPCHALLENGERMATCH-26APR15FERECH
# final_score=6-3 6-4
# match_winner=Frederico Ferreira Silva
# fav_player=Frederico Ferreira Silva
# dog_player=Moez Echargui
# kalshi_date=2026-04-15
timestamp,Frederico Ferreira Silva,Moez Echargui
2026-04-15T03:54:00Z,60.00,
2026-04-15T04:05:00Z,61.00,
2026-04-15T04:11:00Z,61.00,
2026-04-15T04:31:00Z,61.00,
2026-04-15T04:50:00Z,61.00,
2026-04-15T04:52:00Z,61.00,
2026-04-15T04:53:00Z,61.00,
2026-04-15T04:57:00Z,61.00,
2026-04-15T05:02:00Z,61.00,
2026-04-15T05:51:00Z,61.00,
2026-04-15T06:00:00Z,61.00,
2026-04-15T06:09:00Z,61.00,
2026-04-15T06:18:00Z,61.00,39.57
2026-04-15T06:21:00Z,61.00,41.00
2026-04-15T07:11:00Z,61.00,41.00
2026-04-15T07:13:00Z,61.00,39.00
2026-04-15T08:26:00Z,61.00,39.00
2026-04-15T08:31:00Z,61.00,41.00
2026-04-15T09:18:00Z,61.00,41.00
2026-04-15T10:01:00Z,61.49,41.00
2026-04-15T10:07:00Z,61.49,40.00
2026-04-15T10:20:00Z,62.00,40.00
2026-04-15T10:31:00Z,62.00,40.00
2026-04-15T10:37:00Z,62.00,40.00
2026-04-15T10:39:00Z,62.00,40.00
2026-04-15T10:48:00Z,62.00,40.00
2026-04-15T10:54:00Z,62.00,40.00
2026-04-15T11:18:00Z,62.00,40.00
2026-04-15T11:19:00Z,62.00,40.00
2026-04-15T11:20:00Z,62.00,40.00
2026-04-15T11:24:00Z,62.00,40.00
2026-04-15T11:32:00Z,62.00,40.00
2026-04-15T11:34:00Z,62.00,40.00
2026-04-15T11:37:00Z,62.00,40.00
2026-04-15T11:39:00Z,62.00,40.00
2026-04-15T11:42:00Z,62.00,40.00
2026-04-15T11:44:00Z,62.00,40.00
2026-04-15T11:47:00Z,62.00,40.00
2026-04-15T11:55:00Z,62.00,40.00
2026-04-15T11:56:00Z,62.00,40.00
2026-04-15T11:58:00Z,62.00,40.00
2026-04-15T11:59:00Z,62.00,40.00
2026-04-15T12:00:00Z,60.00,40.00
2026-04-15T12:01:00Z,62.00,40.00
2026-04-15T12:03:00Z,62.00,40.00
2026-04-15T12:15:00Z,60.00,40.00
2026-04-15T12:18:00Z,62.00,40.00
2026-04-15T12:21:00Z,62.00,40.00
2026-04-15T12:22:00Z,60.00,40.00
2026-04-15T12:25:00Z,60.00,40.00
2026-04-15T12:39:00Z,60.00,40.00
2026-04-15T12:48:00Z,60.00,40.00
2026-04-15T12:58:00Z,62.00,40.00
2026-04-15T13:02:00Z,62.00,40.00
2026-04-15T13:09:00Z,62.00,40.00
2026-04-15T13:14:00Z,62.00,40.00
2026-04-15T13:30:00Z,61.00,40.00
2026-04-15T13:31:00Z,62.00,40.00
2026-04-15T13:32:00Z,62.00,40.00
2026-04-15T13:35:00Z,62.00,40.00
2026-04-15T13:36:00Z,62.00,40.00
2026-04-15T13:37:00Z,62.00,39.00
2026-04-15T13:38:00Z,62.00,38.98
2026-04-15T13:39:00Z,62.00,39.11
2026-04-15T13:40:00Z,62.00,39.23
2026-04-15T13:41:00Z,62.00,39.33
2026-04-15T13:44:00Z,62.00,39.86
2026-04-15T13:46:00Z,61.00,39.86
2026-04-15T13:50:00Z,61.00,40.00
2026-04-15T13:53:00Z,61.00,40.00
2026-04-15T13:55:00Z,61.00,40.00
2026-04-15T13:56:00Z,61.00,40.00
2026-04-15T14:01:00Z,61.00,40.00
2026-04-15T14:04:00Z,62.00,40.66
2026-04-15T14:07:00Z,62.00,40.66
2026-04-15T14:08:00Z,62.00,40.66
2026-04-15T14:13:00Z,62.00,40.66
2026-04-15T14:14:00Z,62.00,40.66
2026-04-15T14:15:00Z,61.54,42.27
2026-04-15T14:16:00Z,61.78,41.00
2026-04-15T14:17:00Z,61.89,39.00
2026-04-15T14:18:00Z,61.89,39.00
2026-04-15T14:21:00Z,61.00,41.00
2026-04-15T14:22:00Z,58.97,41.00
2026-04-15T14:24:00Z,60.99,41.00
2026-04-15T14:25:00Z,61.22,41.00
2026-04-15T14:27:00Z,59.77,41.00
2026-04-15T14:29:00Z,61.17,41.00
2026-04-15T14:30:00Z,60.98,41.35
2026-04-15T14:31:00Z,61.00,41.35
2026-04-15T14:32:00Z,61.70,41.00
2026-04-15T14:33:00Z,62.00,41.00
2026-04-15T14:34:00Z,62.00,41.52
2026-04-15T14:35:00Z,62.00,42.00
2026-04-15T14:36:00Z,60.36,41.00
2026-04-15T14:37:00Z,64.29,36.54
2026-04-15T14:38:00Z,62.89,39.28
2026-04-15T14:39:00Z,68.19,33.98
2026-04-15T14:40:00Z,71.00,30.41
2026-04-15T14:41:00Z,74.01,26.35
2026-04-15T14:42:00Z,74.05,25.54
2026-04-15T14:43:00Z,77.70,23.00
2026-04-15T14:44:00Z,76.68,23.00
2026-04-15T14:45:00Z,74.86,20.96
2026-04-15T14:46:00Z,83.03,20.41
2026-04-15T14:47:00Z,80.94,19.52
2026-04-15T14:48:00Z,75.68,24.76
2026-04-15T14:49:00Z,73.15,25.66
2026-04-15T14:50:00Z,74.00,26.00
2026-04-15T14:51:00Z,74.77,25.00
2026-04-15T14:52:00Z,76.05,24.00
2026-04-15T14:53:00Z,77.02,22.72
2026-04-15T14:54:00Z,78.03,21.88
2026-04-15T14:55:00Z,81.50,20.19
2026-04-15T14:56:00Z,80.15,18.52
2026-04-15T14:57:00Z,79.15,22.08
2026-04-15T14:58:00Z,78.06,24.14
2026-04-15T14:59:00Z,76.00,25.00
2026-04-15T15:00:00Z,74.16,26.42
2026-04-15T15:01:00Z,72.31,27.90
2026-04-15T15:02:00Z,74.67,24.44
2026-04-15T15:03:00Z,75.57,24.56
2026-04-15T15:04:00Z,78.29,21.62
2026-04-15T15:05:00Z,82.06,19.65
2026-04-15T15:06:00Z,84.58,16.62
2026-04-15T15:07:00Z,84.89,14.10
2026-04-15T15:08:00Z,82.79,19.31
2026-04-15T15:09:00Z,82.82,18.34
2026-04-15T15:10:00Z,78.66,22.95
2026-04-15T15:11:00Z,79.63,23.80
2026-04-15T15:12:00Z,79.32,22.56
2026-04-15T15:13:00Z,78.30,22.21
2026-04-15T15:14:00Z,79.00,22.40
2026-04-15T15:15:00Z,77.98,23.06
2026-04-15T15:16:00Z,77.16,22.34
2026-04-15T15:17:00Z,78.12,22.35
2026-04-15T15:18:00Z,75.50,25.44
2026-04-15T15:19:00Z,79.21,21.21
2026-04-15T15:20:00Z,81.83,19.65
2026-04-15T15:21:00Z,83.39,18.32
2026-04-15T15:22:00Z,82.21,16.30
2026-04-15T15:23:00Z,81.84,17.48
2026-04-15T15:24:00Z,83.00,17.00
2026-04-15T15:25:00Z,84.25,15.82
2026-04-15T15:26:00Z,85.74,13.96
2026-04-15T15:27:00Z,86.37,14.00
2026-04-15T15:28:00Z,87.00,14.58
2026-04-15T15:29:00Z,87.00,14.76
2026-04-15T15:30:00Z,86.60,13.38
2026-04-15T15:31:00Z,84.63,15.78
2026-04-15T15:32:00Z,84.37,16.81
2026-04-15T15:33:00Z,81.52,18.38
2026-04-15T15:34:00Z,77.67,21.51
2026-04-15T15:35:00Z,81.02,17.27
2026-04-15T15:36:00Z,84.27,17.00
2026-04-15T15:37:00Z,81.33,19.73
2026-04-15T15:38:00Z,85.94,14.45
2026-04-15T15:39:00Z,87.80,12.21
2026-04-15T15:40:00Z,87.67,12.95
2026-04-15T15:41:00Z,87.00,14.00
2026-04-15T15:42:00Z,87.10,13.02
2026-04-15T15:43:00Z,84.99,15.78
2026-04-15T15:44:00Z,84.04,17.69
2026-04-15T15:45:00Z,81.80,18.98
2026-04-15T15:46:00Z,76.40,23.46
2026-04-15T15:47:00Z,70.04,27.34
2026-04-15T15:48:00Z,71.00,29.50
2026-04-15T15:49:00Z,70.97,30.31
2026-04-15T15:50:00Z,70.78,29.52
2026-04-15T15:51:00Z,70.69,27.28
2026-04-15T15:52:00Z,68.27,33.27
2026-04-15T15:53:00Z,66.61,33.19
2026-04-15T15:54:00Z,69.30,29.72
2026-04-15T15:55:00Z,71.60,30.00
2026-04-15T15:56:00Z,72.19,28.99
2026-04-15T15:57:00Z,72.77,27.98
2026-04-15T15:58:00Z,73.20,27.62
2026-04-15T15:59:00Z,76.23,24.11
2026-04-15T16:00:00Z,77.58,25.36
2026-04-15T16:01:00Z,76.35,25.99
2026-04-15T16:02:00Z,72.82,28.89
2026-04-15T16:03:00Z,70.85,28.27
2026-04-15T16:04:00Z,70.51,28.01
2026-04-15T16:05:00Z,77.61,23.20
2026-04-15T16:06:00Z,76.91,22.19
2026-04-15T16:07:00Z,82.63,20.11
2026-04-15T16:08:00Z,86.00,14.24
2026-04-15T16:09:00Z,86.83,13.95
2026-04-15T16:10:00Z,85.24,15.99
2026-04-15T16:11:00Z,86.01,15.20
2026-04-15T16:12:00Z,84.92,13.65
2026-04-15T16:13:00Z,89.37,11.77
2026-04-15T16:14:00Z,88.99,12.91
2026-04-15T16:15:00Z,89.11,12.95
2026-04-15T16:16:00Z,84.10,15.19
2026-04-15T16:17:00Z,84.14,14.88
2026-04-15T16:18:00Z,85.00,15.75
2026-04-15T16:19:00Z,86.83,12.85
2026-04-15T16:20:00Z,90.96,11.08
2026-04-15T16:21:00Z,87.22,12.67
2026-04-15T16:22:00Z,86.52,17.60
2026-04-15T16:23:00Z,82.48,22.32
2026-04-15T16:24:00Z,77.01,21.05
2026-04-15T16:25:00Z,82.62,18.69
2026-04-15T16:26:00Z,86.08,14.82
2026-04-15T16:27:00Z,87.38,12.85
2026-04-15T16:28:00Z,87.31,13.00
2026-04-15T16:29:00Z,85.97,15.32
2026-04-15T16:30:00Z,88.55,11.45
2026-04-15T16:31:00Z,94.85,4.68
2026-04-15T16:32:00Z,96.53,3.77
2026-04-15T16:33:00Z,98.96,1.10
2026-04-15T16:34:00Z,99.00,1.10
2026-04-15T16:35:00Z,99.00,1.10
2026-04-15T16:36:00Z,99.00,1.10
2026-04-15T16:37:00Z,99.00,1.00
