# event_ticker=KXATPMATCH-26FEB08BAUNOR
# final_score=7-6(3) 6-1
# score_resolution=7-6 6-1
# match_winner=Cameron Norrie
# fav_player=Cameron Norrie
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-02-08
timestamp,Cameron Norrie,Roberto Bautista Agut
2026-02-09T00:37:00Z,73.00,
2026-02-09T01:00:00Z,73.03,
2026-02-09T01:04:00Z,74.00,
2026-02-09T02:12:00Z,74.00,
2026-02-09T02:39:00Z,74.00,
2026-02-09T02:50:00Z,74.00,29.00
2026-02-09T02:54:00Z,74.00,29.00
2026-02-09T03:06:00Z,74.00,29.00
2026-02-09T03:20:00Z,74.00,29.00
2026-02-09T03:21:00Z,74.00,29.00
2026-02-09T03:23:00Z,74.00,29.00
2026-02-09T03:43:00Z,74.00,29.00
2026-02-09T03:45:00Z,74.00,29.00
2026-02-09T03:51:00Z,74.00,28.00
2026-02-09T03:52:00Z,74.00,28.00
2026-02-09T03:59:00Z,74.00,26.07
2026-02-09T04:03:00Z,74.00,27.00
2026-02-09T04:05:00Z,75.00,27.00
2026-02-09T04:17:00Z,75.00,27.00
2026-02-09T04:23:00Z,75.00,27.00
2026-02-09T04:25:00Z,75.00,27.00
2026-02-09T04:27:00Z,73.46,27.00
2026-02-09T04:28:00Z,75.00,27.00
2026-02-09T04:30:00Z,75.00,27.00
2026-02-09T04:32:00Z,75.00,27.00
2026-02-09T04:34:00Z,75.00,26.71
2026-02-09T04:38:00Z,74.00,26.71
2026-02-09T04:40:00Z,74.00,26.71
2026-02-09T04:42:00Z,74.00,26.71
2026-02-09T04:44:00Z,74.00,26.71
2026-02-09T04:49:00Z,74.00,25.00
2026-02-09T04:50:00Z,74.00,25.00
2026-02-09T04:58:00Z,74.00,25.00
2026-02-09T05:01:00Z,74.00,25.00
2026-02-09T05:03:00Z,74.00,26.00
2026-02-09T05:11:00Z,74.00,26.00
2026-02-09T05:13:00Z,74.43,26.00
2026-02-09T05:19:00Z,75.00,26.00
2026-02-09T05:28:00Z,75.00,26.00
2026-02-09T05:29:00Z,75.00,26.00
2026-02-09T05:30:00Z,75.00,25.00
2026-02-09T05:33:00Z,75.00,25.00
2026-02-09T05:35:00Z,75.00,26.00
2026-02-09T05:40:00Z,75.00,26.00
2026-02-09T05:41:00Z,75.00,26.00
2026-02-09T05:47:00Z,75.00,26.00
2026-02-09T05:56:00Z,75.00,26.00
2026-02-09T06:01:00Z,75.00,26.00
2026-02-09T06:04:00Z,75.00,26.00
2026-02-09T06:05:00Z,75.00,26.00
2026-02-09T06:12:00Z,75.00,26.00
2026-02-09T06:18:00Z,75.00,26.00
2026-02-09T06:21:00Z,75.00,26.00
2026-02-09T06:47:00Z,75.00,26.00
2026-02-09T06:48:00Z,75.00,26.00
2026-02-09T07:04:00Z,75.00,26.00
2026-02-09T07:15:00Z,75.00,26.00
2026-02-09T07:20:00Z,75.00,26.00
2026-02-09T07:21:00Z,75.00,26.00
2026-02-09T07:22:00Z,75.00,26.00
2026-02-09T07:25:00Z,75.00,26.00
2026-02-09T07:29:00Z,75.00,26.00
2026-02-09T07:41:00Z,75.00,26.00
2026-02-09T07:45:00Z,75.00,26.00
2026-02-09T07:48:00Z,75.00,26.00
2026-02-09T07:49:00Z,75.00,26.00
2026-02-09T07:52:00Z,75.00,26.00
2026-02-09T07:54:00Z,75.00,26.00
2026-02-09T07:57:00Z,75.00,26.00
2026-02-09T07:58:00Z,75.00,26.00
2026-02-09T08:03:00Z,74.50,26.00
2026-02-09T08:10:00Z,75.00,26.00
2026-02-09T08:15:00Z,75.00,26.00
2026-02-09T08:32:00Z,75.00,26.00
2026-02-09T08:36:00Z,75.00,26.00
2026-02-09T08:40:00Z,75.00,26.00
2026-02-09T08:50:00Z,75.00,26.00
