# event_ticker=KXATPCHALLENGERMATCH-26MAR11ADDCAS
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Murphy Cassone
# fav_player=Dan Added
# dog_player=Murphy Cassone
# kalshi_date=2026-03-11
timestamp,Dan Added,Murphy Cassone
2026-03-11T01:03:00Z,36.00,
2026-03-11T03:45:00Z,36.00,67.00
2026-03-11T04:02:00Z,36.00,66.00
2026-03-11T04:04:00Z,36.00,64.00
2026-03-11T04:37:00Z,36.00,66.00
2026-03-11T05:04:00Z,36.00,66.00
2026-03-11T05:06:00Z,37.73,66.00
2026-03-11T05:09:00Z,36.00,65.00
2026-03-11T05:21:00Z,36.00,63.00
2026-03-11T05:25:00Z,36.00,65.00
2026-03-11T05:30:00Z,37.00,65.00
2026-03-11T05:42:00Z,37.00,65.00
2026-03-11T05:56:00Z,37.00,65.00
2026-03-11T06:05:00Z,37.00,65.00
2026-03-11T06:10:00Z,37.00,64.00
2026-03-11T06:12:00Z,37.00,64.00
2026-03-11T06:37:00Z,37.00,64.00
2026-03-11T06:41:00Z,37.00,64.00
2026-03-11T06:55:00Z,37.00,64.00
2026-03-11T07:14:00Z,37.00,64.00
2026-03-11T07:32:00Z,37.00,64.00
2026-03-11T07:53:00Z,37.00,64.00
2026-03-11T08:14:00Z,35.00,64.00
2026-03-11T09:03:00Z,36.00,64.00
2026-03-11T09:04:00Z,36.00,64.00
2026-03-11T09:33:00Z,36.00,64.00
2026-03-11T09:36:00Z,36.00,65.00
2026-03-11T09:39:00Z,36.00,65.00
2026-03-11T10:00:00Z,36.00,65.00
2026-03-11T10:11:00Z,36.00,65.00
2026-03-11T10:13:00Z,36.00,65.00
2026-03-11T10:25:00Z,36.00,65.00
2026-03-11T10:41:00Z,38.00,65.00
2026-03-11T10:43:00Z,37.00,65.00
2026-03-11T10:46:00Z,37.00,65.00
2026-03-11T10:53:00Z,37.00,65.00
2026-03-11T10:54:00Z,37.00,65.00
2026-03-11T10:55:00Z,35.00,65.00
2026-03-11T10:57:00Z,35.00,65.00
2026-03-11T10:58:00Z,37.00,65.00
2026-03-11T10:59:00Z,37.00,65.00
2026-03-11T11:00:00Z,37.00,65.00
2026-03-11T11:01:00Z,35.00,65.00
2026-03-11T11:03:00Z,38.00,65.00
2026-03-11T11:07:00Z,37.84,65.00
2026-03-11T11:08:00Z,34.02,66.96
2026-03-11T11:09:00Z,34.02,66.00
2026-03-11T11:10:00Z,36.00,66.00
2026-03-11T11:11:00Z,36.00,66.00
2026-03-11T11:12:00Z,36.24,67.00
2026-03-11T11:13:00Z,37.00,67.00
2026-03-11T11:14:00Z,36.02,66.72
2026-03-11T11:15:00Z,36.09,66.89
2026-03-11T11:16:00Z,34.39,65.45
2026-03-11T11:17:00Z,38.86,64.03
2026-03-11T11:18:00Z,35.96,66.20
2026-03-11T11:19:00Z,38.24,66.46
2026-03-11T11:20:00Z,31.29,72.44
2026-03-11T11:21:00Z,32.97,69.88
2026-03-11T11:22:00Z,33.09,69.79
2026-03-11T11:23:00Z,27.00,76.94
2026-03-11T11:24:00Z,19.59,78.05
2026-03-11T11:25:00Z,19.59,81.52
2026-03-11T11:26:00Z,21.00,80.06
2026-03-11T11:27:00Z,21.00,79.98
2026-03-11T11:28:00Z,19.83,82.00
2026-03-11T11:29:00Z,18.26,81.92
2026-03-11T11:30:00Z,23.00,81.01
2026-03-11T11:31:00Z,14.95,83.01
2026-03-11T11:32:00Z,16.84,84.18
2026-03-11T11:33:00Z,20.65,82.27
2026-03-11T11:34:00Z,19.00,81.90
2026-03-11T11:35:00Z,19.00,84.00
2026-03-11T11:36:00Z,19.00,84.87
2026-03-11T11:37:00Z,17.16,84.80
2026-03-11T11:38:00Z,18.80,80.54
2026-03-11T11:39:00Z,18.43,85.00
2026-03-11T11:40:00Z,19.94,85.00
2026-03-11T11:41:00Z,24.94,79.96
2026-03-11T11:42:00Z,21.83,80.10
2026-03-11T11:43:00Z,11.00,83.99
2026-03-11T11:44:00Z,11.00,87.03
2026-03-11T11:45:00Z,12.79,87.45
2026-03-11T11:46:00Z,13.48,87.00
2026-03-11T11:47:00Z,12.00,89.00
2026-03-11T11:48:00Z,11.00,88.00
2026-03-11T11:49:00Z,11.00,90.99
2026-03-11T11:50:00Z,11.48,89.04
2026-03-11T11:51:00Z,14.16,89.50
2026-03-11T11:52:00Z,14.00,87.54
2026-03-11T11:53:00Z,17.53,81.43
2026-03-11T11:54:00Z,10.00,89.94
2026-03-11T11:55:00Z,11.00,91.83
2026-03-11T11:56:00Z,9.90,91.55
2026-03-11T11:57:00Z,14.49,88.89
2026-03-11T11:58:00Z,15.00,87.53
2026-03-11T11:59:00Z,10.69,89.55
2026-03-11T12:00:00Z,11.86,90.00
2026-03-11T12:01:00Z,13.38,89.06
2026-03-11T12:02:00Z,12.00,90.29
2026-03-11T12:03:00Z,11.00,91.28
2026-03-11T12:04:00Z,13.71,90.91
2026-03-11T12:05:00Z,14.57,87.34
2026-03-11T12:06:00Z,14.50,85.82
2026-03-11T12:07:00Z,14.40,86.48
2026-03-11T12:08:00Z,15.00,90.00
2026-03-11T12:09:00Z,12.91,88.90
2026-03-11T12:10:00Z,13.65,88.03
2026-03-11T12:11:00Z,15.84,86.13
2026-03-11T12:12:00Z,14.50,87.37
2026-03-11T12:13:00Z,12.36,87.63
2026-03-11T12:14:00Z,13.00,89.00
2026-03-11T12:15:00Z,13.86,88.14
2026-03-11T12:16:00Z,9.00,91.62
2026-03-11T12:17:00Z,8.62,90.61
2026-03-11T12:18:00Z,3.16,97.96
2026-03-11T12:19:00Z,1.23,98.93
2026-03-11T12:20:00Z,3.24,98.09
2026-03-11T12:21:00Z,3.25,97.65
2026-03-11T12:22:00Z,1.07,98.99
2026-03-11T12:23:00Z,1.00,99.00
2026-03-11T12:24:00Z,1.00,99.00
2026-03-11T12:25:00Z,1.00,99.00
2026-03-11T12:26:00Z,1.00,99.00
2026-03-11T12:27:00Z,1.00,99.00
2026-03-11T12:29:00Z,1.00,99.00
