# event_ticker=KXATPMATCH-26APR18ZVECOB
# final_score=6-3 6-3
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Alexander Zverev
# kalshi_date=2026-04-18
timestamp,Alexander Zverev,Flavio Cobolli
2026-04-17T23:55:00Z,84.00,
2026-04-17T23:56:00Z,84.00,
2026-04-17T23:57:00Z,84.00,
2026-04-18T00:00:00Z,84.00,17.00
2026-04-18T00:01:00Z,84.00,17.00
2026-04-18T00:06:00Z,84.00,17.00
2026-04-18T00:07:00Z,84.00,17.00
2026-04-18T00:12:00Z,84.00,17.00
2026-04-18T00:15:00Z,84.00,17.00
2026-04-18T00:17:00Z,84.00,17.00
2026-04-18T00:21:00Z,84.00,17.00
2026-04-18T00:22:00Z,84.00,17.00
2026-04-18T00:23:00Z,84.00,17.00
2026-04-18T00:25:00Z,82.00,17.00
2026-04-18T00:26:00Z,82.00,17.00
2026-04-18T00:27:00Z,82.00,17.00
2026-04-18T00:35:00Z,83.00,17.00
2026-04-18T00:37:00Z,83.00,17.00
2026-04-18T00:48:00Z,83.00,17.00
2026-04-18T00:49:00Z,83.00,17.00
2026-04-18T00:59:00Z,83.00,17.00
2026-04-18T01:00:00Z,84.00,17.00
2026-04-18T01:01:00Z,84.00,17.00
2026-04-18T01:04:00Z,84.00,17.00
2026-04-18T01:11:00Z,84.00,17.00
2026-04-18T01:12:00Z,84.00,17.00
2026-04-18T01:21:00Z,84.00,17.00
2026-04-18T01:22:00Z,84.00,17.00
2026-04-18T01:23:00Z,84.00,17.00
2026-04-18T01:24:00Z,84.00,17.00
2026-04-18T01:26:00Z,84.00,17.00
2026-04-18T01:28:00Z,84.00,17.00
2026-04-18T01:29:00Z,84.00,18.00
2026-04-18T01:34:00Z,84.00,18.00
2026-04-18T01:40:00Z,84.00,17.96
2026-04-18T01:41:00Z,84.00,18.00
2026-04-18T01:45:00Z,83.98,18.00
2026-04-18T01:55:00Z,84.00,18.00
2026-04-18T01:56:00Z,84.00,17.99
2026-04-18T01:57:00Z,84.00,18.00
2026-04-18T01:58:00Z,84.00,18.00
2026-04-18T02:00:00Z,84.00,18.00
2026-04-18T02:01:00Z,84.00,17.00
2026-04-18T02:02:00Z,84.00,16.00
2026-04-18T02:07:00Z,84.00,17.00
2026-04-18T02:08:00Z,84.00,17.00
2026-04-18T02:09:00Z,84.00,18.00
2026-04-18T02:13:00Z,84.00,17.99
2026-04-18T02:15:00Z,84.00,18.00
2026-04-18T02:20:00Z,84.00,18.00
2026-04-18T02:22:00Z,84.00,18.00
2026-04-18T02:25:00Z,84.00,18.00
2026-04-18T02:26:00Z,84.00,18.00
2026-04-18T02:28:00Z,84.00,16.00
2026-04-18T02:30:00Z,84.00,16.00
2026-04-18T02:35:00Z,84.00,16.00
2026-04-18T02:40:00Z,84.00,17.00
2026-04-18T02:42:00Z,84.00,18.00
2026-04-18T02:43:00Z,84.00,18.00
2026-04-18T02:47:00Z,84.00,18.00
2026-04-18T02:48:00Z,84.00,18.00
2026-04-18T02:49:00Z,84.00,18.00
2026-04-18T02:50:00Z,84.00,18.00
2026-04-18T02:51:00Z,84.00,18.00
2026-04-18T02:54:00Z,84.00,18.00
2026-04-18T02:55:00Z,84.00,18.00
2026-04-18T02:57:00Z,83.00,18.00
2026-04-18T03:01:00Z,83.00,18.00
2026-04-18T03:06:00Z,83.00,18.00
2026-04-18T03:13:00Z,83.00,18.00
2026-04-18T03:23:00Z,83.00,18.00
2026-04-18T03:24:00Z,83.00,18.00
2026-04-18T03:26:00Z,83.00,18.00
2026-04-18T03:28:00Z,83.00,18.00
2026-04-18T03:30:00Z,83.00,18.00
2026-04-18T03:31:00Z,83.00,18.00
2026-04-18T03:32:00Z,83.00,18.00
2026-04-18T03:33:00Z,83.00,18.00
2026-04-18T03:34:00Z,83.00,18.00
2026-04-18T03:35:00Z,83.70,18.00
2026-04-18T03:37:00Z,83.70,18.00
2026-04-18T03:46:00Z,84.00,18.00
2026-04-18T03:50:00Z,84.00,18.00
2026-04-18T03:54:00Z,84.00,18.00
2026-04-18T03:55:00Z,84.00,17.00
2026-04-18T03:57:00Z,84.00,17.00
2026-04-18T03:58:00Z,84.00,17.00
2026-04-18T04:01:00Z,84.00,17.00
2026-04-18T04:06:00Z,84.00,18.00
2026-04-18T04:07:00Z,84.00,18.00
2026-04-18T04:08:00Z,84.00,18.00
2026-04-18T04:11:00Z,84.00,18.00
2026-04-18T04:12:00Z,84.00,18.00
2026-04-18T04:24:00Z,84.00,18.00
2026-04-18T04:25:00Z,84.00,18.00
2026-04-18T04:27:00Z,84.00,18.00
2026-04-18T04:28:00Z,84.00,18.00
2026-04-18T04:29:00Z,84.00,18.00
2026-04-18T04:30:00Z,84.00,16.00
2026-04-18T04:33:00Z,84.00,16.00
2026-04-18T04:34:00Z,84.00,18.00
2026-04-18T04:38:00Z,84.00,18.00
2026-04-18T04:39:00Z,84.00,18.00
2026-04-18T04:42:00Z,84.00,18.00
2026-04-18T04:44:00Z,84.00,18.00
2026-04-18T04:46:00Z,84.00,18.00
2026-04-18T04:49:00Z,84.00,18.00
2026-04-18T04:52:00Z,84.00,18.00
2026-04-18T04:53:00Z,84.00,18.00
2026-04-18T04:57:00Z,84.00,18.00
2026-04-18T04:58:00Z,84.00,18.00
2026-04-18T04:59:00Z,84.00,18.00
