# event_ticker=KXATPMATCH-25SEP30SINDE
# final_score=6-3 4-6 6-2
# score_resolution=3-6 6-4 2-6
# match_winner=Jannik Sinner
# fav_player=Alex de Minaur
# dog_player=Jannik Sinner
# kalshi_date=2025-09-30
timestamp,Alex de Minaur,Jannik Sinner
2025-09-29T20:14:00Z,50.00,
2025-09-29T20:15:00Z,50.00,87.00
2025-09-29T20:18:00Z,50.00,87.00
2025-09-29T20:23:00Z,50.00,87.00
2025-09-29T20:24:00Z,50.00,87.00
2025-09-29T20:26:00Z,50.00,87.00
2025-09-29T20:32:00Z,50.00,87.00
2025-09-29T20:35:00Z,50.00,87.96
2025-09-29T20:38:00Z,14.00,87.96
2025-09-29T20:39:00Z,14.00,87.00
2025-09-29T20:41:00Z,14.00,88.00
2025-09-29T20:42:00Z,14.00,87.00
2025-09-29T20:45:00Z,14.00,87.00
2025-09-29T20:46:00Z,14.00,87.00
2025-09-29T20:52:00Z,14.00,88.00
2025-09-29T20:54:00Z,14.00,88.00
2025-09-29T21:02:00Z,14.00,87.32
2025-09-29T21:05:00Z,14.00,87.00
2025-09-29T21:07:00Z,14.00,88.00
2025-09-29T21:09:00Z,14.00,88.00
2025-09-29T21:10:00Z,14.00,88.00
2025-09-29T21:13:00Z,14.00,88.00
2025-09-29T21:16:00Z,14.00,88.00
2025-09-29T21:20:00Z,14.00,88.00
2025-09-29T21:22:00Z,14.00,88.00
2025-09-29T21:27:00Z,14.00,88.00
2025-09-29T21:29:00Z,14.00,88.00
2025-09-29T21:37:00Z,14.00,88.00
2025-09-29T21:40:00Z,14.00,88.00
2025-09-29T21:41:00Z,14.00,88.00
2025-09-29T21:44:00Z,14.00,87.00
2025-09-29T21:50:00Z,13.00,88.00
2025-09-29T21:55:00Z,14.00,88.00
2025-09-29T21:57:00Z,13.00,88.00
2025-09-29T22:00:00Z,13.00,88.00
2025-09-29T22:04:00Z,13.00,88.00
2025-09-29T22:06:00Z,13.00,88.20
2025-09-29T22:12:00Z,13.00,88.40
2025-09-29T22:13:00Z,13.00,89.00
2025-09-29T22:19:00Z,13.00,89.00
2025-09-29T22:27:00Z,13.00,89.00
2025-09-29T22:28:00Z,13.00,89.00
2025-09-29T22:37:00Z,13.00,89.00
2025-09-29T22:44:00Z,11.39,89.00
2025-09-29T22:45:00Z,11.00,89.00
2025-09-29T22:46:00Z,11.00,89.00
2025-09-29T22:51:00Z,11.00,89.00
2025-09-29T23:01:00Z,11.00,89.00
2025-09-29T23:03:00Z,13.00,89.00
2025-09-29T23:05:00Z,13.00,89.00
2025-09-29T23:10:00Z,13.00,89.00
2025-09-29T23:16:00Z,13.00,89.00
2025-09-29T23:27:00Z,13.00,89.00
2025-09-29T23:29:00Z,13.00,89.00
2025-09-29T23:33:00Z,13.00,88.00
2025-09-29T23:34:00Z,13.00,88.98
2025-09-29T23:36:00Z,13.00,88.98
2025-09-29T23:43:00Z,13.00,88.98
2025-09-29T23:44:00Z,13.00,88.00
2025-09-29T23:48:00Z,13.00,88.00
2025-09-29T23:55:00Z,13.00,89.49
2025-09-29T23:57:00Z,12.00,89.49
2025-09-30T00:03:00Z,12.00,90.00
2025-09-30T00:09:00Z,12.00,90.00
2025-09-30T00:14:00Z,12.00,90.00
2025-09-30T00:18:00Z,11.00,90.00
2025-09-30T00:20:00Z,11.00,90.00
2025-09-30T00:22:00Z,11.00,90.00
2025-09-30T00:26:00Z,11.00,90.00
2025-09-30T00:28:00Z,10.00,90.00
2025-09-30T00:30:00Z,11.00,90.00
2025-09-30T00:31:00Z,11.00,90.00
2025-09-30T00:35:00Z,11.00,90.00
2025-09-30T00:37:00Z,11.00,90.00
2025-09-30T00:45:00Z,11.00,90.00
2025-09-30T00:46:00Z,11.00,90.00
2025-09-30T00:50:00Z,11.00,90.00
2025-09-30T00:52:00Z,11.00,90.00
2025-09-30T00:54:00Z,11.00,90.00
2025-09-30T00:56:00Z,11.00,90.00
2025-09-30T00:57:00Z,11.00,90.00
2025-09-30T01:01:00Z,11.00,90.00
2025-09-30T01:02:00Z,11.00,90.00
2025-09-30T01:04:00Z,11.00,90.00
2025-09-30T01:11:00Z,11.00,90.00
2025-09-30T01:13:00Z,11.00,90.00
2025-09-30T01:15:00Z,11.00,90.00
