# event_ticker=KXATPMATCH-26MAR08VACRUU
# final_score=3-6 6-3 6-4
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Valentin Vacherot
# kalshi_date=2026-03-08
timestamp,Casper Ruud,Valentin Vacherot
2026-03-09T11:17:00Z,62.00,
2026-03-09T11:20:00Z,62.00,
2026-03-09T11:23:00Z,62.00,
2026-03-09T11:27:00Z,62.00,40.00
2026-03-09T11:32:00Z,62.00,40.00
2026-03-09T11:35:00Z,62.00,40.00
2026-03-09T11:37:00Z,62.00,40.00
2026-03-09T11:38:00Z,62.00,40.00
2026-03-09T11:39:00Z,62.00,40.00
2026-03-09T11:46:00Z,62.00,40.00
2026-03-09T11:48:00Z,62.00,40.00
2026-03-09T12:04:00Z,62.00,40.00
2026-03-09T12:16:00Z,62.00,40.00
2026-03-09T12:17:00Z,62.00,40.00
2026-03-09T12:20:00Z,62.00,40.00
2026-03-09T12:31:00Z,62.00,40.00
2026-03-09T12:37:00Z,62.00,40.00
2026-03-09T12:42:00Z,62.00,40.00
2026-03-09T12:52:00Z,62.00,40.00
2026-03-09T12:54:00Z,62.00,40.00
2026-03-09T12:55:00Z,62.00,40.00
2026-03-09T13:03:00Z,62.00,40.00
2026-03-09T13:13:00Z,62.00,40.00
2026-03-09T13:14:00Z,62.00,40.00
2026-03-09T13:15:00Z,62.00,40.00
2026-03-09T13:19:00Z,62.00,40.00
2026-03-09T13:20:00Z,62.00,40.00
2026-03-09T13:24:00Z,62.00,40.00
2026-03-09T13:28:00Z,62.00,40.00
2026-03-09T13:32:00Z,62.00,39.00
2026-03-09T13:39:00Z,62.00,39.00
2026-03-09T13:42:00Z,62.00,40.00
2026-03-09T13:44:00Z,62.00,40.00
2026-03-09T13:45:00Z,62.00,40.00
2026-03-09T13:46:00Z,62.00,40.00
2026-03-09T13:49:00Z,62.00,40.00
2026-03-09T13:50:00Z,62.00,40.00
2026-03-09T13:52:00Z,62.00,40.00
2026-03-09T13:54:00Z,62.00,40.00
2026-03-09T14:07:00Z,62.00,40.00
2026-03-09T14:08:00Z,62.00,40.00
2026-03-09T14:11:00Z,62.00,40.00
2026-03-09T14:13:00Z,62.00,40.00
2026-03-09T14:15:00Z,62.00,40.00
2026-03-09T14:17:00Z,62.00,40.00
2026-03-09T14:20:00Z,62.00,40.00
2026-03-09T14:22:00Z,62.00,40.00
2026-03-09T14:25:00Z,62.00,40.00
2026-03-09T14:26:00Z,62.00,40.00
2026-03-09T14:27:00Z,62.00,40.00
2026-03-09T14:29:00Z,62.00,40.00
2026-03-09T14:32:00Z,62.00,40.00
2026-03-09T14:33:00Z,62.00,40.00
2026-03-09T14:36:00Z,62.00,40.00
2026-03-09T14:38:00Z,62.00,40.00
2026-03-09T14:41:00Z,62.00,40.00
2026-03-09T14:42:00Z,62.00,40.00
2026-03-09T14:43:00Z,62.00,40.00
2026-03-09T14:45:00Z,62.00,40.00
2026-03-09T14:47:00Z,62.00,40.00
2026-03-09T14:48:00Z,62.00,40.00
2026-03-09T14:54:00Z,62.00,40.00
2026-03-09T14:57:00Z,62.00,40.00
2026-03-09T14:59:00Z,62.00,40.00
2026-03-09T15:00:00Z,62.00,40.00
2026-03-09T15:04:00Z,62.00,40.00
2026-03-09T15:07:00Z,62.00,40.00
2026-03-09T15:08:00Z,62.00,40.00
2026-03-09T15:09:00Z,62.00,40.00
2026-03-09T15:12:00Z,62.00,39.00
2026-03-09T15:14:00Z,62.00,39.00
2026-03-09T15:15:00Z,62.00,39.00
2026-03-09T15:17:00Z,62.00,39.00
2026-03-09T15:18:00Z,62.00,39.00
2026-03-09T15:25:00Z,62.00,39.00
2026-03-09T15:27:00Z,62.00,39.00
2026-03-09T15:32:00Z,62.00,39.00
2026-03-09T15:33:00Z,62.00,39.00
2026-03-09T15:37:00Z,62.00,40.00
2026-03-09T15:38:00Z,62.00,40.00
2026-03-09T15:40:00Z,62.00,40.00
2026-03-09T15:41:00Z,62.00,40.00
2026-03-09T15:47:00Z,62.00,40.00
2026-03-09T15:48:00Z,62.00,40.00
2026-03-09T15:52:00Z,62.00,40.00
2026-03-09T15:53:00Z,62.00,40.00
2026-03-09T15:56:00Z,62.00,40.00
2026-03-09T15:57:00Z,62.00,40.00
2026-03-09T15:58:00Z,62.00,40.00
2026-03-09T16:00:00Z,62.00,40.00
2026-03-09T16:01:00Z,62.00,40.00
2026-03-09T16:02:00Z,62.00,40.00
2026-03-09T16:05:00Z,62.00,40.00
2026-03-09T16:08:00Z,62.00,40.00
2026-03-09T16:10:00Z,62.00,40.00
2026-03-09T16:11:00Z,62.00,40.00
2026-03-09T16:12:00Z,62.00,40.00
2026-03-09T16:13:00Z,62.00,40.00
2026-03-09T16:15:00Z,62.00,39.00
2026-03-09T16:16:00Z,62.00,39.00
2026-03-09T16:17:00Z,62.00,39.00
2026-03-09T16:18:00Z,62.00,39.00
2026-03-09T16:20:00Z,62.00,39.00
2026-03-09T16:21:00Z,62.00,39.00
2026-03-09T16:23:00Z,62.09,39.00
2026-03-09T16:25:00Z,63.00,39.00
2026-03-09T16:26:00Z,63.00,39.00
2026-03-09T16:28:00Z,63.00,39.00
2026-03-09T16:29:00Z,63.00,39.00
2026-03-09T16:31:00Z,63.00,39.00
2026-03-09T16:34:00Z,63.00,39.00
2026-03-09T16:35:00Z,63.00,39.00
2026-03-09T16:36:00Z,62.00,39.00
2026-03-09T16:39:00Z,62.00,39.00
2026-03-09T16:40:00Z,62.00,39.00
2026-03-09T16:42:00Z,62.00,39.00
2026-03-09T16:43:00Z,62.00,39.00
2026-03-09T16:45:00Z,62.00,39.00
2026-03-09T16:46:00Z,62.00,40.00
2026-03-09T16:50:00Z,62.00,40.00
2026-03-09T16:53:00Z,62.00,40.00
2026-03-09T16:54:00Z,62.00,40.00
2026-03-09T16:56:00Z,61.00,40.00
2026-03-09T16:59:00Z,62.00,40.00
2026-03-09T17:03:00Z,62.00,40.00
2026-03-09T17:05:00Z,62.00,40.00
2026-03-09T17:09:00Z,62.00,40.00
2026-03-09T17:10:00Z,62.00,40.00
2026-03-09T17:12:00Z,62.00,40.00
2026-03-09T17:13:00Z,62.00,40.00
2026-03-09T17:18:00Z,62.00,40.00
2026-03-09T17:19:00Z,62.00,40.00
2026-03-09T17:23:00Z,62.00,40.00
2026-03-09T17:26:00Z,62.00,40.00
2026-03-09T17:27:00Z,62.00,40.00
2026-03-09T17:30:00Z,62.00,40.00
2026-03-09T17:31:00Z,62.00,40.00
2026-03-09T17:33:00Z,62.00,40.00
2026-03-09T17:34:00Z,61.56,40.00
2026-03-09T17:35:00Z,62.00,39.00
2026-03-09T17:36:00Z,62.00,39.00
2026-03-09T17:38:00Z,62.00,39.00
2026-03-09T17:41:00Z,62.00,39.00
2026-03-09T17:43:00Z,62.00,39.00
2026-03-09T17:44:00Z,62.00,40.00
2026-03-09T17:47:00Z,62.00,40.00
2026-03-09T17:48:00Z,62.00,40.00
2026-03-09T17:49:00Z,62.00,39.00
2026-03-09T17:50:00Z,62.00,39.00
2026-03-09T17:53:00Z,62.00,40.00
2026-03-09T17:54:00Z,62.00,40.00
2026-03-09T17:56:00Z,62.00,40.00
2026-03-09T17:57:00Z,62.00,40.00
2026-03-09T17:58:00Z,62.00,40.00
2026-03-09T17:59:00Z,62.00,40.00
2026-03-09T18:00:00Z,62.00,38.13
2026-03-09T18:01:00Z,62.00,38.13
2026-03-09T18:03:00Z,62.00,39.00
2026-03-09T18:04:00Z,62.00,39.00
2026-03-09T18:07:00Z,62.00,39.00
2026-03-09T18:08:00Z,62.00,39.00
2026-03-09T18:09:00Z,62.00,39.00
2026-03-09T18:11:00Z,62.00,38.00
2026-03-09T18:12:00Z,62.00,39.00
2026-03-09T18:14:00Z,62.00,39.00
2026-03-09T18:15:00Z,62.00,39.00
2026-03-09T18:16:00Z,62.00,39.00
2026-03-09T18:17:00Z,62.00,39.00
2026-03-09T18:19:00Z,62.00,39.00
2026-03-09T18:22:00Z,62.00,39.00
2026-03-09T18:23:00Z,62.00,39.00
2026-03-09T18:24:00Z,62.00,39.00
2026-03-09T18:26:00Z,62.00,39.00
2026-03-09T18:28:00Z,62.00,39.00
2026-03-09T18:29:00Z,62.00,39.00
2026-03-09T18:30:00Z,62.00,39.00
2026-03-09T18:32:00Z,62.00,39.00
2026-03-09T18:35:00Z,62.00,39.00
2026-03-09T18:36:00Z,62.00,39.00
2026-03-09T18:41:00Z,62.00,39.00
2026-03-09T18:44:00Z,62.00,39.00
2026-03-09T18:47:00Z,62.00,39.00
2026-03-09T18:48:00Z,62.00,39.00
2026-03-09T18:49:00Z,62.00,39.00
2026-03-09T18:52:00Z,62.00,39.00
2026-03-09T18:53:00Z,62.00,39.00
2026-03-09T18:55:00Z,62.00,39.00
