# event_ticker=KXATPMATCH-26MAY18HANSCH
# final_score=6-3 6-7(4) 6-4
# score_resolution=6-3 6-7 6-4
# match_winner=Yannick Hanfmann
# fav_player=Yannick Hanfmann
# dog_player=Max Schoenhaus
# kalshi_date=2026-05-18
timestamp,Yannick Hanfmann,Max Schoenhaus
2026-05-18T01:10:00Z,79.00,
2026-05-18T01:19:00Z,80.59,
2026-05-18T01:31:00Z,81.00,
2026-05-18T01:46:00Z,81.00,23.00
2026-05-18T02:13:00Z,80.00,23.00
2026-05-18T02:20:00Z,80.00,22.00
2026-05-18T02:26:00Z,80.00,21.00
2026-05-18T02:37:00Z,81.00,21.00
2026-05-18T02:45:00Z,81.00,21.00
2026-05-18T03:18:00Z,81.00,21.00
2026-05-18T03:22:00Z,81.00,21.00
2026-05-18T03:23:00Z,82.00,21.00
2026-05-18T03:24:00Z,82.00,21.00
2026-05-18T03:30:00Z,82.00,21.00
2026-05-18T04:00:00Z,82.00,21.00
2026-05-18T04:12:00Z,82.00,21.00
2026-05-18T04:18:00Z,81.00,21.00
2026-05-18T04:19:00Z,82.00,21.00
2026-05-18T04:33:00Z,82.00,20.00
2026-05-18T04:36:00Z,82.00,20.00
2026-05-18T04:43:00Z,81.00,20.00
2026-05-18T04:53:00Z,81.00,20.00
2026-05-18T04:58:00Z,81.00,20.41
2026-05-18T05:03:00Z,81.00,20.41
2026-05-18T05:21:00Z,82.00,20.41
2026-05-18T05:24:00Z,82.00,20.00
2026-05-18T05:29:00Z,82.00,20.00
2026-05-18T05:31:00Z,82.00,20.00
2026-05-18T05:44:00Z,82.00,20.00
2026-05-18T05:48:00Z,82.00,20.00
2026-05-18T06:00:00Z,82.00,20.00
2026-05-18T06:02:00Z,82.00,20.00
2026-05-18T06:11:00Z,82.00,20.00
2026-05-18T06:27:00Z,82.00,20.00
2026-05-18T06:35:00Z,82.00,20.00
2026-05-18T06:51:00Z,82.00,19.00
2026-05-18T07:25:00Z,82.00,20.00
2026-05-18T07:43:00Z,82.00,20.00
2026-05-18T09:42:00Z,80.00,20.00
2026-05-18T09:52:00Z,80.00,20.00
2026-05-18T09:58:00Z,80.00,20.00
2026-05-18T10:05:00Z,80.00,20.00
2026-05-18T10:33:00Z,80.00,20.00
2026-05-18T10:37:00Z,80.00,20.00
2026-05-18T10:40:00Z,80.00,20.00
2026-05-18T10:49:00Z,80.00,20.00
2026-05-18T10:50:00Z,80.00,20.77
2026-05-18T10:51:00Z,80.00,21.00
2026-05-18T11:01:00Z,80.00,21.00
2026-05-18T11:02:00Z,80.00,21.00
2026-05-18T11:03:00Z,80.00,21.00
2026-05-18T11:05:00Z,80.00,21.00
2026-05-18T11:23:00Z,80.00,21.00
2026-05-18T11:32:00Z,80.00,21.00
2026-05-18T11:34:00Z,80.00,21.00
2026-05-18T11:35:00Z,80.00,21.00
2026-05-18T11:44:00Z,80.00,21.00
2026-05-18T11:45:00Z,80.00,21.00
2026-05-18T11:51:00Z,80.00,21.00
2026-05-18T11:55:00Z,80.00,21.00
2026-05-18T11:56:00Z,80.00,21.00
2026-05-18T12:03:00Z,80.00,21.00
2026-05-18T12:06:00Z,80.00,21.00
2026-05-18T12:10:00Z,80.00,21.00
2026-05-18T12:12:00Z,80.00,20.00
2026-05-18T12:13:00Z,80.00,20.00
2026-05-18T12:14:00Z,80.00,20.00
2026-05-18T12:15:00Z,80.00,21.00
2026-05-18T12:16:00Z,80.00,20.00
2026-05-18T12:17:00Z,80.00,19.00
2026-05-18T12:18:00Z,80.00,19.00
2026-05-18T12:19:00Z,81.00,19.00
2026-05-18T12:22:00Z,81.00,19.00
2026-05-18T12:23:00Z,82.00,19.00
2026-05-18T12:24:00Z,82.00,19.00
2026-05-18T12:26:00Z,82.00,19.00
2026-05-18T12:28:00Z,82.00,19.00
2026-05-18T12:31:00Z,82.00,19.00
2026-05-18T12:32:00Z,82.00,19.00
2026-05-18T12:33:00Z,82.00,19.01
2026-05-18T12:34:00Z,82.00,19.00
2026-05-18T12:35:00Z,82.00,19.00
2026-05-18T12:37:00Z,81.00,20.00
2026-05-18T12:40:00Z,79.09,21.00
2026-05-18T12:41:00Z,80.00,21.00
2026-05-18T12:42:00Z,80.00,20.00
2026-05-18T12:43:00Z,79.48,20.70
2026-05-18T12:44:00Z,77.00,24.88
2026-05-18T12:45:00Z,76.14,24.04
2026-05-18T12:46:00Z,76.81,24.07
2026-05-18T12:47:00Z,76.91,24.98
2026-05-18T12:48:00Z,75.49,24.52
2026-05-18T12:49:00Z,73.00,27.99
2026-05-18T12:50:00Z,72.00,28.03
2026-05-18T12:51:00Z,73.00,27.53
2026-05-18T12:52:00Z,75.00,26.00
2026-05-18T12:53:00Z,74.00,25.23
2026-05-18T12:54:00Z,71.00,29.76
2026-05-18T12:55:00Z,71.00,30.00
2026-05-18T12:56:00Z,78.52,23.35
2026-05-18T12:57:00Z,82.31,14.36
2026-05-18T12:58:00Z,86.00,14.89
2026-05-18T12:59:00Z,87.00,15.00
2026-05-18T13:00:00Z,88.29,12.01
2026-05-18T13:01:00Z,88.88,13.00
2026-05-18T13:02:00Z,87.94,13.00
2026-05-18T13:03:00Z,87.94,13.00
2026-05-18T13:04:00Z,88.00,12.00
2026-05-18T13:05:00Z,88.17,12.00
2026-05-18T13:06:00Z,89.10,13.11
2026-05-18T13:07:00Z,88.93,12.84
2026-05-18T13:08:00Z,89.66,11.44
2026-05-18T13:09:00Z,90.31,9.56
2026-05-18T13:10:00Z,92.00,9.00
2026-05-18T13:11:00Z,92.00,8.00
2026-05-18T13:12:00Z,92.76,9.00
