# event_ticker=KXATPMATCH-26MAY18HANSCH
# final_score=6-3 6-7(4) 6-4
# score_resolution=6-3 6-7 6-4
# match_winner=Yannick Hanfmann
# fav_player=Yannick Hanfmann
# dog_player=Max Schoenhaus
# kalshi_date=2026-05-18
timestamp,Yannick Hanfmann,Max Schoenhaus
2026-05-18T13:13:00Z,92.00,9.16
2026-05-18T13:14:00Z,89.98,10.05
2026-05-18T13:15:00Z,92.79,7.00
2026-05-18T13:16:00Z,92.00,9.00
2026-05-18T13:17:00Z,93.00,8.00
2026-05-18T13:18:00Z,93.12,7.91
2026-05-18T13:19:00Z,94.16,6.00
2026-05-18T13:20:00Z,91.08,9.00
2026-05-18T13:21:00Z,92.00,9.00
2026-05-18T13:22:00Z,91.01,8.36
2026-05-18T13:23:00Z,93.00,7.00
2026-05-18T13:24:00Z,93.00,7.00
2026-05-18T13:25:00Z,92.88,8.00
2026-05-18T13:26:00Z,92.00,9.24
2026-05-18T13:27:00Z,91.00,10.00
2026-05-18T13:28:00Z,90.00,10.74
2026-05-18T13:29:00Z,89.45,10.01
2026-05-18T13:30:00Z,88.29,11.89
2026-05-18T13:31:00Z,91.00,10.00
2026-05-18T13:32:00Z,90.58,9.19
2026-05-18T13:33:00Z,88.11,10.90
2026-05-18T13:34:00Z,88.00,13.00
2026-05-18T13:35:00Z,89.12,10.00
2026-05-18T13:36:00Z,90.67,10.00
2026-05-18T13:37:00Z,91.00,9.06
2026-05-18T13:38:00Z,91.00,10.19
2026-05-18T13:39:00Z,90.54,10.56
2026-05-18T13:40:00Z,88.19,11.92
2026-05-18T13:41:00Z,90.24,10.00
2026-05-18T13:42:00Z,94.51,6.73
2026-05-18T13:43:00Z,91.30,9.47
2026-05-18T13:44:00Z,89.00,10.32
2026-05-18T13:45:00Z,88.75,12.89
2026-05-18T13:46:00Z,90.00,12.89
2026-05-18T13:47:00Z,92.00,9.00
2026-05-18T13:48:00Z,92.00,9.00
2026-05-18T13:49:00Z,92.05,9.53
2026-05-18T13:50:00Z,93.78,7.25
2026-05-18T13:51:00Z,90.12,10.50
2026-05-18T13:52:00Z,90.10,11.00
2026-05-18T13:53:00Z,90.03,10.00
2026-05-18T13:54:00Z,88.67,12.00
2026-05-18T13:55:00Z,82.79,16.40
2026-05-18T13:56:00Z,83.10,17.04
2026-05-18T13:57:00Z,80.67,23.85
2026-05-18T13:58:00Z,70.97,30.68
2026-05-18T13:59:00Z,69.96,31.00
2026-05-18T14:00:00Z,67.62,32.11
2026-05-18T14:01:00Z,76.30,24.81
2026-05-18T14:02:00Z,81.55,23.86
2026-05-18T14:03:00Z,86.71,13.43
2026-05-18T14:04:00Z,80.67,18.91
2026-05-18T14:05:00Z,77.11,23.27
2026-05-18T14:06:00Z,85.29,17.94
2026-05-18T14:07:00Z,85.55,16.92
2026-05-18T14:08:00Z,78.00,24.92
2026-05-18T14:09:00Z,77.06,23.86
2026-05-18T14:10:00Z,69.77,30.03
2026-05-18T14:11:00Z,67.72,32.51
2026-05-18T14:12:00Z,67.95,32.71
2026-05-18T14:13:00Z,67.89,32.12
2026-05-18T14:14:00Z,62.37,37.88
2026-05-18T14:15:00Z,60.57,39.50
2026-05-18T14:16:00Z,62.80,37.93
2026-05-18T14:17:00Z,65.62,35.70
2026-05-18T14:18:00Z,65.56,35.22
2026-05-18T14:19:00Z,62.34,37.45
2026-05-18T14:20:00Z,62.19,38.28
2026-05-18T14:21:00Z,61.97,38.62
2026-05-18T14:22:00Z,57.49,39.44
2026-05-18T14:23:00Z,58.01,39.74
2026-05-18T14:24:00Z,66.61,33.89
2026-05-18T14:25:00Z,70.47,31.14
2026-05-18T14:26:00Z,68.05,34.66
2026-05-18T14:27:00Z,74.21,23.39
2026-05-18T14:28:00Z,86.26,17.51
2026-05-18T14:29:00Z,89.84,10.09
2026-05-18T14:30:00Z,90.90,9.37
2026-05-18T14:31:00Z,86.98,14.36
2026-05-18T14:32:00Z,78.11,25.84
2026-05-18T14:33:00Z,74.47,26.42
2026-05-18T14:34:00Z,84.23,18.55
2026-05-18T14:35:00Z,86.99,17.53
2026-05-18T14:36:00Z,91.88,9.33
2026-05-18T14:37:00Z,92.49,6.86
2026-05-18T14:38:00Z,95.02,5.23
2026-05-18T14:39:00Z,93.78,7.03
2026-05-18T14:40:00Z,93.61,8.12
2026-05-18T14:41:00Z,91.79,9.34
2026-05-18T14:42:00Z,90.39,9.83
2026-05-18T14:43:00Z,90.70,9.75
2026-05-18T14:44:00Z,93.29,6.60
2026-05-18T14:45:00Z,94.63,7.28
2026-05-18T14:46:00Z,91.47,8.96
2026-05-18T14:47:00Z,94.86,5.77
2026-05-18T14:48:00Z,96.09,4.87
2026-05-18T14:49:00Z,96.12,4.64
2026-05-18T14:50:00Z,95.42,5.84
2026-05-18T14:51:00Z,94.96,5.90
2026-05-18T14:52:00Z,94.83,6.00
2026-05-18T14:53:00Z,97.38,2.63
2026-05-18T14:54:00Z,98.99,1.63
2026-05-18T14:55:00Z,99.00,1.00
2026-05-18T14:56:00Z,99.00,1.00
2026-05-18T14:57:00Z,99.00,1.00
2026-05-18T14:58:00Z,99.00,1.00
2026-05-18T14:59:00Z,99.00,1.00
2026-05-18T15:00:00Z,99.00,1.00
2026-05-18T15:01:00Z,99.00,1.00
2026-05-18T15:02:00Z,99.00,1.00
2026-05-18T15:03:00Z,99.00,1.00
