# event_ticker=KXATPCHALLENGERMATCH-26FEB23BERMMO
# final_score=6-4 6-7(2) 6-4
# score_resolution=6-4 6-7 6-4
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Remy Bertola
# kalshi_date=2026-02-23
timestamp,Michael Mmoh,Remy Bertola
2026-02-23T17:25:00Z,56.00,46.00
2026-02-23T17:26:00Z,57.00,46.00
2026-02-23T17:28:00Z,57.00,46.00
2026-02-23T17:42:00Z,56.00,46.00
2026-02-23T17:45:00Z,56.00,46.00
2026-02-23T17:58:00Z,56.00,46.00
2026-02-23T18:02:00Z,57.00,46.00
2026-02-23T18:04:00Z,57.23,46.00
2026-02-23T18:05:00Z,57.23,45.00
2026-02-23T18:09:00Z,57.06,45.00
2026-02-23T18:17:00Z,58.00,45.00
2026-02-23T18:21:00Z,58.00,45.00
2026-02-23T18:22:00Z,58.00,45.00
2026-02-23T18:29:00Z,58.00,45.00
2026-02-23T18:32:00Z,58.00,45.00
2026-02-23T18:34:00Z,58.00,45.00
2026-02-23T18:35:00Z,58.35,45.00
2026-02-23T18:36:00Z,58.00,45.00
2026-02-23T18:37:00Z,57.89,47.00
2026-02-23T18:38:00Z,65.00,41.05
2026-02-23T18:39:00Z,67.87,38.64
2026-02-23T18:40:00Z,71.00,31.00
2026-02-23T18:41:00Z,69.60,34.85
2026-02-23T18:42:00Z,71.64,29.00
2026-02-23T18:44:00Z,75.00,26.00
2026-02-23T18:45:00Z,72.01,29.04
2026-02-23T18:46:00Z,71.51,29.99
2026-02-23T18:47:00Z,72.89,28.11
2026-02-23T18:48:00Z,71.55,31.00
2026-02-23T18:49:00Z,72.99,32.14
2026-02-23T18:50:00Z,73.92,27.37
2026-02-23T18:51:00Z,72.29,28.00
2026-02-23T18:52:00Z,72.00,30.50
2026-02-23T18:53:00Z,71.33,30.61
2026-02-23T18:54:00Z,70.10,31.20
2026-02-23T18:55:00Z,67.30,35.50
2026-02-23T18:56:00Z,72.19,32.61
2026-02-23T18:57:00Z,75.06,30.72
2026-02-23T18:58:00Z,75.00,26.00
2026-02-23T18:59:00Z,78.21,22.57
2026-02-23T19:00:00Z,77.53,22.91
2026-02-23T19:01:00Z,77.11,24.98
2026-02-23T19:02:00Z,77.90,25.05
2026-02-23T19:03:00Z,79.00,24.53
2026-02-23T19:04:00Z,76.89,26.86
2026-02-23T19:05:00Z,74.85,27.65
2026-02-23T19:06:00Z,75.09,24.54
2026-02-23T19:07:00Z,77.46,25.40
2026-02-23T19:08:00Z,73.67,30.51
2026-02-23T19:09:00Z,70.90,32.00
2026-02-23T19:10:00Z,74.66,28.54
2026-02-23T19:11:00Z,71.87,32.49
2026-02-23T19:12:00Z,70.38,32.44
2026-02-23T19:13:00Z,73.59,24.94
2026-02-23T19:14:00Z,77.53,23.11
2026-02-23T19:15:00Z,77.04,24.80
2026-02-23T19:16:00Z,75.63,25.33
2026-02-23T19:17:00Z,76.78,25.26
2026-02-23T19:18:00Z,80.83,20.74
2026-02-23T19:19:00Z,77.12,21.26
2026-02-23T19:20:00Z,77.94,23.63
2026-02-23T19:21:00Z,73.21,23.69
2026-02-23T19:22:00Z,79.36,21.39
2026-02-23T19:23:00Z,80.76,20.62
2026-02-23T19:24:00Z,78.08,22.05
2026-02-23T19:25:00Z,76.96,23.55
2026-02-23T19:26:00Z,78.31,24.11
2026-02-23T19:27:00Z,78.23,23.31
2026-02-23T19:28:00Z,76.68,25.00
2026-02-23T19:29:00Z,74.94,28.64
2026-02-23T19:30:00Z,65.24,33.48
2026-02-23T19:31:00Z,66.60,35.72
2026-02-23T19:32:00Z,71.90,28.88
2026-02-23T19:33:00Z,74.31,28.29
2026-02-23T19:34:00Z,74.08,27.61
2026-02-23T19:35:00Z,77.40,24.35
2026-02-23T19:36:00Z,78.06,23.10
2026-02-23T19:37:00Z,78.23,24.29
2026-02-23T19:38:00Z,80.32,19.04
2026-02-23T19:39:00Z,78.23,23.30
2026-02-23T19:40:00Z,84.10,17.16
2026-02-23T19:41:00Z,79.66,22.26
2026-02-23T19:42:00Z,79.57,22.96
2026-02-23T19:43:00Z,77.48,23.94
2026-02-23T19:44:00Z,77.98,24.00
2026-02-23T19:45:00Z,78.88,24.22
2026-02-23T19:46:00Z,80.05,22.31
2026-02-23T19:47:00Z,79.54,20.94
2026-02-23T19:48:00Z,78.17,26.36
2026-02-23T19:49:00Z,78.72,24.46
2026-02-23T19:50:00Z,81.62,22.22
2026-02-23T19:51:00Z,85.92,16.31
2026-02-23T19:52:00Z,83.11,13.82
2026-02-23T19:53:00Z,86.87,12.92
2026-02-23T19:54:00Z,85.24,9.17
2026-02-23T19:55:00Z,93.05,8.18
2026-02-23T19:56:00Z,90.33,11.20
2026-02-23T19:57:00Z,93.12,8.43
2026-02-23T19:58:00Z,93.82,4.29
2026-02-23T19:59:00Z,94.63,3.97
2026-02-23T20:00:00Z,94.91,6.44
2026-02-23T20:01:00Z,93.97,6.97
2026-02-23T20:02:00Z,94.24,5.45
2026-02-23T20:03:00Z,92.39,9.56
2026-02-23T20:04:00Z,86.90,15.39
2026-02-23T20:05:00Z,81.50,20.48
2026-02-23T20:06:00Z,76.90,24.46
2026-02-23T20:07:00Z,74.67,25.85
2026-02-23T20:08:00Z,71.60,28.66
2026-02-23T20:09:00Z,73.13,29.43
2026-02-23T20:10:00Z,73.09,29.35
2026-02-23T20:11:00Z,73.56,29.27
2026-02-23T20:12:00Z,71.25,29.76
2026-02-23T20:13:00Z,71.07,29.67
2026-02-23T20:14:00Z,71.99,31.57
2026-02-23T20:15:00Z,75.74,23.98
2026-02-23T20:16:00Z,78.28,22.96
2026-02-23T20:17:00Z,73.98,27.42
2026-02-23T20:18:00Z,71.22,30.49
2026-02-23T20:19:00Z,72.00,29.46
2026-02-23T20:20:00Z,74.10,29.32
2026-02-23T20:21:00Z,77.73,22.41
2026-02-23T20:22:00Z,79.48,21.63
2026-02-23T20:23:00Z,75.91,25.75
2026-02-23T20:24:00Z,62.36,40.54
2026-02-23T20:25:00Z,62.37,39.39
2026-02-23T20:26:00Z,60.25,40.53
2026-02-23T20:27:00Z,64.51,36.56
2026-02-23T20:28:00Z,58.00,43.18
2026-02-23T20:29:00Z,50.02,49.71
2026-02-23T20:30:00Z,50.96,48.29
2026-02-23T20:31:00Z,52.39,48.03
2026-02-23T20:32:00Z,55.44,45.81
2026-02-23T20:33:00Z,59.79,39.49
2026-02-23T20:34:00Z,62.97,34.99
2026-02-23T20:35:00Z,60.73,41.09
2026-02-23T20:36:00Z,57.29,44.50
2026-02-23T20:37:00Z,58.15,44.58
2026-02-23T20:38:00Z,63.40,37.24
2026-02-23T20:39:00Z,58.75,43.17
2026-02-23T20:40:00Z,61.68,41.76
2026-02-23T20:41:00Z,65.19,35.58
2026-02-23T20:42:00Z,66.81,33.30
2026-02-23T20:43:00Z,66.68,35.88
2026-02-23T20:44:00Z,71.71,29.28
2026-02-23T20:45:00Z,65.20,37.46
2026-02-23T20:46:00Z,67.05,34.65
2026-02-23T20:47:00Z,64.17,37.36
2026-02-23T20:48:00Z,58.08,46.34
2026-02-23T20:49:00Z,46.02,56.34
2026-02-23T20:50:00Z,35.93,67.44
2026-02-23T20:51:00Z,25.96,74.53
2026-02-23T20:52:00Z,24.55,75.31
2026-02-23T20:53:00Z,21.01,79.74
2026-02-23T20:54:00Z,30.12,73.35
2026-02-23T20:55:00Z,48.76,50.76
2026-02-23T20:56:00Z,58.27,43.14
2026-02-23T20:57:00Z,52.27,49.09
2026-02-23T20:58:00Z,51.24,48.33
2026-02-23T20:59:00Z,52.01,49.78
2026-02-23T21:00:00Z,63.26,39.62
2026-02-23T21:01:00Z,66.59,31.78
2026-02-23T21:02:00Z,66.66,34.44
2026-02-23T21:03:00Z,59.12,42.38
2026-02-23T21:04:00Z,55.25,44.87
2026-02-23T21:05:00Z,59.10,44.35
2026-02-23T21:06:00Z,60.64,43.38
2026-02-23T21:07:00Z,47.84,47.41
2026-02-23T21:08:00Z,51.15,49.43
2026-02-23T21:09:00Z,61.32,40.85
2026-02-23T21:10:00Z,64.88,35.91
2026-02-23T21:11:00Z,65.02,36.31
2026-02-23T21:12:00Z,69.16,30.58
2026-02-23T21:13:00Z,72.22,28.17
2026-02-23T21:14:00Z,66.10,36.06
2026-02-23T21:15:00Z,87.44,9.28
2026-02-23T21:16:00Z,98.97,1.00
2026-02-23T21:17:00Z,99.00,1.00
