# event_ticker=KXATPMATCH-26APR26GRIMUS
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Lorenzo Musetti
# fav_player=Tallon Griekspoor
# dog_player=Lorenzo Musetti
# kalshi_date=2026-04-26
timestamp,Tallon Griekspoor,Lorenzo Musetti
2026-04-25T23:56:00Z,22.00,
2026-04-26T00:01:00Z,22.00,80.00
2026-04-26T00:03:00Z,22.00,80.00
2026-04-26T00:04:00Z,22.00,80.00
2026-04-26T00:05:00Z,22.00,80.00
2026-04-26T00:06:00Z,22.00,80.00
2026-04-26T00:09:00Z,22.00,80.00
2026-04-26T00:16:00Z,22.00,80.00
2026-04-26T00:23:00Z,22.00,80.00
2026-04-26T00:24:00Z,22.00,79.00
2026-04-26T00:34:00Z,22.00,80.00
2026-04-26T00:40:00Z,22.00,80.00
2026-04-26T00:41:00Z,21.00,80.00
2026-04-26T00:47:00Z,21.00,80.00
2026-04-26T00:50:00Z,21.00,80.00
2026-04-26T00:55:00Z,20.00,80.00
2026-04-26T00:57:00Z,20.00,80.00
2026-04-26T01:01:00Z,21.00,80.00
2026-04-26T01:08:00Z,21.00,80.00
2026-04-26T01:28:00Z,21.00,80.00
2026-04-26T01:31:00Z,21.00,80.00
2026-04-26T01:44:00Z,21.00,80.00
2026-04-26T01:45:00Z,21.00,80.00
2026-04-26T01:47:00Z,21.00,80.00
2026-04-26T01:54:00Z,21.00,80.00
2026-04-26T02:04:00Z,21.00,80.00
2026-04-26T02:06:00Z,21.00,80.00
2026-04-26T02:20:00Z,21.00,79.98
2026-04-26T02:21:00Z,21.00,80.00
2026-04-26T02:22:00Z,21.00,80.00
2026-04-26T02:37:00Z,21.00,80.00
2026-04-26T02:40:00Z,21.00,80.00
2026-04-26T02:42:00Z,21.00,80.00
2026-04-26T02:44:00Z,21.00,80.00
2026-04-26T02:47:00Z,21.00,80.00
2026-04-26T02:50:00Z,21.00,80.00
2026-04-26T02:51:00Z,21.00,80.00
2026-04-26T02:59:00Z,21.00,80.00
2026-04-26T03:01:00Z,21.00,80.00
2026-04-26T03:12:00Z,21.00,80.00
2026-04-26T03:13:00Z,21.00,80.00
2026-04-26T03:14:00Z,21.00,80.00
2026-04-26T03:15:00Z,21.00,80.00
2026-04-26T03:18:00Z,21.00,80.00
2026-04-26T03:20:00Z,21.00,80.00
2026-04-26T03:28:00Z,21.00,80.00
2026-04-26T03:29:00Z,21.00,80.00
2026-04-26T03:31:00Z,21.00,80.54
2026-04-26T03:32:00Z,21.00,81.00
2026-04-26T03:33:00Z,21.00,81.00
2026-04-26T03:35:00Z,21.00,81.00
2026-04-26T03:38:00Z,21.00,81.00
2026-04-26T03:39:00Z,21.00,81.00
2026-04-26T03:40:00Z,21.00,81.00
2026-04-26T03:41:00Z,21.00,81.00
2026-04-26T03:44:00Z,21.00,81.00
2026-04-26T03:46:00Z,21.00,81.00
2026-04-26T03:52:00Z,21.00,81.00
2026-04-26T03:53:00Z,21.00,81.00
2026-04-26T03:56:00Z,21.00,81.00
2026-04-26T03:57:00Z,21.00,81.00
2026-04-26T04:01:00Z,21.00,81.00
2026-04-26T04:02:00Z,21.00,81.00
2026-04-26T04:03:00Z,21.00,81.00
2026-04-26T04:04:00Z,21.00,81.00
2026-04-26T04:06:00Z,21.00,81.00
2026-04-26T04:07:00Z,21.00,81.00
2026-04-26T04:11:00Z,21.00,81.00
2026-04-26T04:13:00Z,21.00,81.00
2026-04-26T04:15:00Z,21.00,81.00
2026-04-26T04:16:00Z,21.00,81.00
2026-04-26T04:22:00Z,21.00,81.00
2026-04-26T04:24:00Z,21.00,81.00
2026-04-26T04:26:00Z,21.00,81.00
2026-04-26T04:29:00Z,21.00,81.00
2026-04-26T04:30:00Z,21.00,81.00
2026-04-26T04:38:00Z,21.00,81.00
2026-04-26T04:39:00Z,20.00,81.00
2026-04-26T04:41:00Z,21.00,81.00
2026-04-26T04:43:00Z,21.00,81.00
2026-04-26T04:44:00Z,21.00,81.00
2026-04-26T04:46:00Z,21.00,81.00
2026-04-26T04:51:00Z,21.00,81.00
2026-04-26T04:55:00Z,21.00,81.00
2026-04-26T04:58:00Z,21.00,81.00
2026-04-26T05:01:00Z,21.00,81.00
2026-04-26T05:02:00Z,21.00,81.00
2026-04-26T05:03:00Z,21.00,81.00
2026-04-26T05:11:00Z,21.00,81.00
2026-04-26T05:12:00Z,21.00,81.00
2026-04-26T05:13:00Z,21.00,81.00
2026-04-26T05:14:00Z,20.00,81.00
2026-04-26T05:15:00Z,21.00,81.00
2026-04-26T05:19:00Z,21.00,81.00
2026-04-26T05:20:00Z,21.00,81.00
2026-04-26T05:22:00Z,21.00,81.00
2026-04-26T05:23:00Z,21.00,81.00
2026-04-26T05:29:00Z,21.00,80.00
2026-04-26T05:35:00Z,21.00,80.00
2026-04-26T05:38:00Z,21.00,80.00
2026-04-26T05:41:00Z,21.00,81.00
2026-04-26T05:44:00Z,20.00,81.00
2026-04-26T05:45:00Z,20.00,81.00
2026-04-26T05:57:00Z,21.00,81.00
2026-04-26T05:58:00Z,21.00,81.00
2026-04-26T05:59:00Z,21.00,81.00
2026-04-26T06:00:00Z,21.00,81.00
2026-04-26T06:01:00Z,21.00,80.08
2026-04-26T06:03:00Z,21.00,81.00
2026-04-26T06:11:00Z,21.00,81.00
2026-04-26T06:16:00Z,21.00,81.00
2026-04-26T06:17:00Z,21.00,81.00
2026-04-26T06:19:00Z,21.00,79.35
2026-04-26T06:20:00Z,21.00,81.00
2026-04-26T06:22:00Z,21.00,81.00
2026-04-26T06:23:00Z,21.00,81.00
2026-04-26T06:30:00Z,21.00,81.00
2026-04-26T06:31:00Z,20.00,81.00
2026-04-26T06:33:00Z,19.00,81.00
2026-04-26T06:38:00Z,20.00,81.00
2026-04-26T06:39:00Z,20.00,80.00
2026-04-26T06:40:00Z,20.00,81.00
2026-04-26T06:46:00Z,20.00,81.00
2026-04-26T06:49:00Z,20.00,81.00
2026-04-26T06:53:00Z,20.00,81.00
2026-04-26T06:58:00Z,20.00,81.00
2026-04-26T06:59:00Z,20.00,81.00
2026-04-26T07:01:00Z,20.00,80.95
2026-04-26T07:04:00Z,20.00,81.00
2026-04-26T07:09:00Z,20.00,80.00
2026-04-26T07:15:00Z,20.00,81.00
2026-04-26T07:19:00Z,20.00,81.00
2026-04-26T07:21:00Z,20.00,81.00
2026-04-26T07:22:00Z,20.00,81.00
2026-04-26T07:26:00Z,20.00,81.00
2026-04-26T07:30:00Z,20.00,81.00
2026-04-26T07:31:00Z,20.00,81.00
2026-04-26T07:32:00Z,20.00,81.00
2026-04-26T07:40:00Z,20.00,81.00
2026-04-26T07:42:00Z,20.00,81.00
2026-04-26T07:46:00Z,20.00,81.00
2026-04-26T07:47:00Z,20.00,81.00
2026-04-26T07:50:00Z,20.00,81.00
2026-04-26T07:53:00Z,20.00,81.00
2026-04-26T07:55:00Z,20.00,81.00
2026-04-26T07:59:00Z,20.00,81.00
2026-04-26T08:01:00Z,20.00,81.00
2026-04-26T08:05:00Z,20.00,81.00
2026-04-26T08:06:00Z,20.00,81.00
2026-04-26T08:10:00Z,20.00,81.00
2026-04-26T08:11:00Z,19.00,81.00
2026-04-26T08:14:00Z,20.00,80.00
2026-04-26T08:17:00Z,20.00,81.00
2026-04-26T08:21:00Z,20.00,81.00
2026-04-26T08:22:00Z,20.00,81.00
2026-04-26T08:32:00Z,20.00,81.00
2026-04-26T08:41:00Z,20.00,82.00
2026-04-26T08:54:00Z,20.00,82.00
2026-04-26T08:55:00Z,20.00,82.00
2026-04-26T08:56:00Z,20.00,82.00
2026-04-26T08:59:00Z,20.00,82.00
2026-04-26T09:03:00Z,20.00,81.00
2026-04-26T09:09:00Z,20.00,81.00
2026-04-26T09:10:00Z,20.00,81.00
2026-04-26T09:13:00Z,20.00,81.00
2026-04-26T09:14:00Z,20.00,81.00
2026-04-26T09:17:00Z,20.00,81.00
