# event_ticker=KXATPCHALLENGERMATCH-26APR29SONBEL
# final_score=6-4 1-6 7-5
# score_resolution=4-6 6-1 5-7
# match_winner=Mattia Bellucci
# fav_player=Lorenzo Sonego
# dog_player=Mattia Bellucci
# kalshi_date=2026-04-29
timestamp,Lorenzo Sonego,Mattia Bellucci
2026-04-29T13:39:00Z,57.00,43.00
2026-04-29T13:40:00Z,57.00,43.00
2026-04-29T13:42:00Z,57.00,44.00
2026-04-29T13:46:00Z,57.00,44.00
2026-04-29T13:47:00Z,57.00,44.00
2026-04-29T13:51:00Z,57.00,44.00
2026-04-29T13:52:00Z,57.00,44.00
2026-04-29T13:55:00Z,57.00,44.00
2026-04-29T13:57:00Z,57.00,44.00
2026-04-29T13:59:00Z,57.00,44.00
2026-04-29T14:05:00Z,57.00,44.00
2026-04-29T14:06:00Z,57.62,45.00
2026-04-29T14:08:00Z,57.62,45.00
2026-04-29T14:11:00Z,57.62,45.00
2026-04-29T14:16:00Z,58.00,44.00
2026-04-29T14:17:00Z,56.14,44.00
2026-04-29T14:18:00Z,56.00,44.00
2026-04-29T14:24:00Z,59.64,41.15
2026-04-29T14:25:00Z,56.00,41.15
2026-04-29T14:26:00Z,59.00,41.15
2026-04-29T14:30:00Z,59.39,41.15
2026-04-29T14:31:00Z,58.00,42.00
2026-04-29T14:33:00Z,61.00,42.00
2026-04-29T14:35:00Z,61.00,42.00
2026-04-29T14:36:00Z,61.00,42.00
2026-04-29T14:41:00Z,58.00,42.00
2026-04-29T14:45:00Z,61.00,42.00
2026-04-29T14:46:00Z,61.00,42.00
2026-04-29T14:48:00Z,61.00,42.00
2026-04-29T14:49:00Z,61.00,42.00
2026-04-29T14:51:00Z,61.00,42.00
2026-04-29T14:53:00Z,61.00,42.00
2026-04-29T14:55:00Z,61.00,42.00
2026-04-29T14:56:00Z,61.00,42.00
2026-04-29T14:57:00Z,61.00,42.00
2026-04-29T14:58:00Z,61.00,42.00
2026-04-29T15:00:00Z,61.62,42.00
2026-04-29T15:02:00Z,62.00,42.00
2026-04-29T15:03:00Z,62.00,42.00
2026-04-29T15:04:00Z,58.76,41.00
2026-04-29T15:05:00Z,61.00,41.00
2026-04-29T15:06:00Z,61.67,41.00
2026-04-29T15:08:00Z,62.00,41.00
2026-04-29T15:09:00Z,62.00,41.00
2026-04-29T15:11:00Z,62.00,41.00
2026-04-29T15:12:00Z,62.00,41.00
2026-04-29T15:13:00Z,60.73,41.00
2026-04-29T15:14:00Z,61.00,41.00
2026-04-29T15:15:00Z,61.44,40.00
2026-04-29T15:16:00Z,61.39,40.00
2026-04-29T15:18:00Z,62.00,40.00
2026-04-29T15:19:00Z,61.04,40.00
2026-04-29T15:20:00Z,61.00,40.00
2026-04-29T15:21:00Z,61.42,40.00
2026-04-29T15:22:00Z,62.00,40.18
2026-04-29T15:23:00Z,62.00,40.36
2026-04-29T15:24:00Z,61.78,40.18
2026-04-29T15:25:00Z,62.88,40.18
2026-04-29T15:26:00Z,64.74,36.97
2026-04-29T15:27:00Z,65.55,36.97
2026-04-29T15:28:00Z,69.78,34.00
2026-04-29T15:29:00Z,75.29,25.41
2026-04-29T15:30:00Z,78.33,22.65
2026-04-29T15:31:00Z,75.85,24.81
2026-04-29T15:32:00Z,77.49,23.14
2026-04-29T15:33:00Z,75.64,25.62
2026-04-29T15:34:00Z,71.32,32.05
2026-04-29T15:35:00Z,66.78,34.15
2026-04-29T15:36:00Z,67.00,35.00
2026-04-29T15:37:00Z,63.43,34.67
2026-04-29T15:38:00Z,66.06,36.30
2026-04-29T15:39:00Z,63.63,36.80
2026-04-29T15:40:00Z,64.13,37.65
2026-04-29T15:41:00Z,61.22,38.82
2026-04-29T15:42:00Z,59.72,41.50
2026-04-29T15:43:00Z,55.70,46.51
2026-04-29T15:44:00Z,54.33,45.88
2026-04-29T15:45:00Z,52.85,49.12
2026-04-29T15:46:00Z,46.41,53.72
2026-04-29T15:47:00Z,43.85,56.40
2026-04-29T15:48:00Z,43.55,56.20
2026-04-29T15:49:00Z,51.09,51.99
2026-04-29T15:50:00Z,54.25,39.87
2026-04-29T15:51:00Z,56.22,43.01
2026-04-29T15:52:00Z,62.01,41.27
2026-04-29T15:53:00Z,64.60,37.00
2026-04-29T15:54:00Z,65.54,34.96
2026-04-29T15:55:00Z,65.80,32.65
2026-04-29T15:56:00Z,67.93,33.00
2026-04-29T15:57:00Z,67.99,32.99
2026-04-29T15:58:00Z,70.91,30.00
2026-04-29T15:59:00Z,76.65,26.18
2026-04-29T16:00:00Z,72.89,27.55
2026-04-29T16:01:00Z,67.68,32.90
2026-04-29T16:02:00Z,64.50,36.59
2026-04-29T16:03:00Z,60.08,41.17
2026-04-29T16:04:00Z,53.56,47.36
2026-04-29T16:05:00Z,49.11,49.72
2026-04-29T16:06:00Z,47.09,58.29
2026-04-29T16:07:00Z,55.80,42.57
2026-04-29T16:08:00Z,52.72,49.63
2026-04-29T16:09:00Z,60.92,47.02
2026-04-29T16:10:00Z,42.48,54.73
2026-04-29T16:11:00Z,39.90,61.60
2026-04-29T16:12:00Z,37.73,62.40
2026-04-29T16:13:00Z,38.87,62.64
2026-04-29T16:14:00Z,34.97,67.09
2026-04-29T16:15:00Z,31.59,68.58
2026-04-29T16:16:00Z,32.72,69.38
2026-04-29T16:17:00Z,30.09,69.27
2026-04-29T16:18:00Z,30.96,70.06
2026-04-29T16:19:00Z,33.28,68.00
2026-04-29T16:20:00Z,34.86,65.85
2026-04-29T16:21:00Z,33.95,67.64
2026-04-29T16:22:00Z,31.76,70.62
2026-04-29T16:23:00Z,34.58,65.54
2026-04-29T16:24:00Z,35.76,65.51
2026-04-29T16:25:00Z,38.22,63.64
2026-04-29T16:26:00Z,38.26,62.96
2026-04-29T16:27:00Z,42.63,58.16
2026-04-29T16:28:00Z,47.49,53.11
2026-04-29T16:29:00Z,51.34,48.58
2026-04-29T16:30:00Z,51.96,49.75
2026-04-29T16:31:00Z,54.16,46.09
2026-04-29T16:32:00Z,55.97,44.88
2026-04-29T16:33:00Z,56.91,44.28
2026-04-29T16:34:00Z,59.74,41.35
2026-04-29T16:35:00Z,55.76,43.60
2026-04-29T16:36:00Z,53.35,45.28
2026-04-29T16:37:00Z,51.05,48.30
2026-04-29T16:38:00Z,50.86,50.71
2026-04-29T16:39:00Z,54.94,47.68
2026-04-29T16:40:00Z,57.40,43.32
2026-04-29T16:41:00Z,57.73,42.99
2026-04-29T16:42:00Z,57.95,42.90
2026-04-29T16:43:00Z,58.04,43.35
2026-04-29T16:44:00Z,61.29,37.43
2026-04-29T16:45:00Z,64.96,35.90
2026-04-29T16:46:00Z,66.83,33.20
2026-04-29T16:47:00Z,66.72,34.14
2026-04-29T16:48:00Z,66.23,33.01
2026-04-29T16:49:00Z,65.09,34.58
2026-04-29T16:50:00Z,66.09,35.92
2026-04-29T16:51:00Z,65.21,35.20
2026-04-29T16:52:00Z,65.73,35.77
2026-04-29T16:53:00Z,71.23,33.18
2026-04-29T16:54:00Z,71.38,34.21
2026-04-29T16:55:00Z,65.66,36.67
2026-04-29T16:56:00Z,67.86,34.26
2026-04-29T16:57:00Z,67.44,33.17
2026-04-29T16:58:00Z,58.99,41.15
2026-04-29T16:59:00Z,59.03,42.24
2026-04-29T17:00:00Z,61.23,39.59
2026-04-29T17:01:00Z,62.02,38.40
2026-04-29T17:02:00Z,63.75,37.19
2026-04-29T17:03:00Z,61.93,38.15
2026-04-29T17:04:00Z,63.29,38.10
2026-04-29T17:05:00Z,57.31,43.03
2026-04-29T17:06:00Z,56.00,45.14
2026-04-29T17:07:00Z,55.23,46.24
2026-04-29T17:08:00Z,58.45,42.52
2026-04-29T17:09:00Z,61.83,37.54
2026-04-29T17:10:00Z,62.78,38.03
2026-04-29T17:11:00Z,62.97,38.58
2026-04-29T17:12:00Z,58.15,42.93
2026-04-29T17:13:00Z,58.93,41.76
2026-04-29T17:14:00Z,61.79,39.91
2026-04-29T17:15:00Z,54.10,45.84
2026-04-29T17:16:00Z,53.49,46.98
2026-04-29T17:17:00Z,56.52,44.61
2026-04-29T17:18:00Z,59.40,40.31
2026-04-29T17:19:00Z,60.21,42.76
2026-04-29T17:20:00Z,61.62,39.21
2026-04-29T17:21:00Z,63.56,34.64
2026-04-29T17:22:00Z,63.94,35.31
2026-04-29T17:23:00Z,61.93,39.30
2026-04-29T17:24:00Z,57.05,44.97
2026-04-29T17:25:00Z,53.60,47.61
2026-04-29T17:26:00Z,51.05,47.97
2026-04-29T17:27:00Z,54.32,46.51
2026-04-29T17:28:00Z,57.14,43.31
2026-04-29T17:29:00Z,55.56,45.47
2026-04-29T17:30:00Z,59.72,41.21
2026-04-29T17:31:00Z,64.08,35.51
2026-04-29T17:32:00Z,82.31,20.02
2026-04-29T17:33:00Z,91.30,14.80
2026-04-29T17:34:00Z,70.72,24.17
2026-04-29T17:35:00Z,62.75,37.07
2026-04-29T17:36:00Z,56.79,45.14
2026-04-29T17:37:00Z,62.19,43.76
2026-04-29T17:38:00Z,57.15,45.02
2026-04-29T17:39:00Z,61.47,39.77
2026-04-29T17:40:00Z,52.83,48.89
2026-04-29T17:41:00Z,50.44,50.61
2026-04-29T17:42:00Z,50.56,51.81
2026-04-29T17:43:00Z,56.60,45.32
2026-04-29T17:44:00Z,54.93,45.39
2026-04-29T17:45:00Z,60.31,40.17
2026-04-29T17:46:00Z,57.17,47.21
2026-04-29T17:47:00Z,60.70,48.42
2026-04-29T17:48:00Z,49.16,51.29
2026-04-29T17:49:00Z,48.82,51.84
2026-04-29T17:50:00Z,47.96,58.23
2026-04-29T17:51:00Z,32.23,72.54
2026-04-29T17:52:00Z,32.04,71.42
2026-04-29T17:53:00Z,37.57,65.09
2026-04-29T17:54:00Z,35.50,71.84
2026-04-29T17:55:00Z,26.63,72.44
2026-04-29T17:56:00Z,38.26,65.46
2026-04-29T17:57:00Z,46.56,54.20
2026-04-29T17:58:00Z,50.22,52.78
2026-04-29T17:59:00Z,27.41,73.64
2026-04-29T18:00:00Z,26.79,75.53
2026-04-29T18:01:00Z,40.59,59.91
2026-04-29T18:02:00Z,27.88,72.29
2026-04-29T18:03:00Z,14.50,88.47
2026-04-29T18:04:00Z,1.00,99.00
2026-04-29T18:05:00Z,1.00,99.00
2026-04-29T18:06:00Z,1.00,99.00
2026-04-29T18:07:00Z,1.00,99.00
