# event_ticker=KXATPCHALLENGERMATCH-26MAY02FARBLA
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Jaime Faria
# fav_player=Darwin Blanch
# dog_player=Jaime Faria
# kalshi_date=2026-05-02
timestamp,Jaime Faria,Darwin Blanch
2026-05-01T20:36:00Z,61.00,
2026-05-01T20:42:00Z,62.00,
2026-05-01T21:12:00Z,62.00,
2026-05-01T21:19:00Z,62.00,37.61
2026-05-01T21:32:00Z,62.00,39.00
2026-05-01T22:01:00Z,63.00,39.00
2026-05-01T22:11:00Z,63.00,39.00
2026-05-01T22:25:00Z,63.00,39.00
2026-05-01T22:47:00Z,62.00,39.00
2026-05-01T22:55:00Z,62.00,39.00
2026-05-01T23:04:00Z,62.00,39.00
2026-05-01T23:25:00Z,62.00,39.00
2026-05-02T00:07:00Z,63.00,39.00
2026-05-02T00:39:00Z,63.00,39.00
2026-05-02T01:19:00Z,63.00,39.00
2026-05-02T01:59:00Z,63.00,39.00
2026-05-02T02:10:00Z,63.00,39.00
2026-05-02T02:25:00Z,64.00,39.00
2026-05-02T02:33:00Z,64.00,39.00
2026-05-02T02:37:00Z,64.00,38.00
2026-05-02T02:38:00Z,64.00,38.00
2026-05-02T02:42:00Z,64.00,38.00
2026-05-02T02:46:00Z,64.00,38.00
2026-05-02T02:48:00Z,64.00,38.00
2026-05-02T02:49:00Z,64.00,38.00
2026-05-02T02:53:00Z,64.00,36.00
2026-05-02T02:55:00Z,64.00,36.00
2026-05-02T02:58:00Z,64.00,36.00
2026-05-02T03:00:00Z,64.00,38.00
2026-05-02T03:04:00Z,64.00,36.00
2026-05-02T03:09:00Z,64.00,38.00
2026-05-02T03:26:00Z,64.00,38.00
2026-05-02T03:34:00Z,64.00,38.00
2026-05-02T03:38:00Z,64.00,38.00
2026-05-02T03:51:00Z,64.00,38.00
2026-05-02T03:59:00Z,64.00,38.00
2026-05-02T04:00:00Z,64.00,38.00
2026-05-02T04:09:00Z,64.00,38.00
2026-05-02T04:14:00Z,63.00,38.00
2026-05-02T04:15:00Z,63.00,38.00
2026-05-02T04:20:00Z,62.00,38.00
2026-05-02T04:24:00Z,62.00,39.00
2026-05-02T04:25:00Z,62.00,39.00
2026-05-02T04:26:00Z,61.94,39.00
2026-05-02T04:29:00Z,62.00,39.00
2026-05-02T04:34:00Z,62.00,39.00
2026-05-02T04:35:00Z,62.00,39.00
2026-05-02T04:38:00Z,62.00,39.00
2026-05-02T04:39:00Z,62.00,39.00
2026-05-02T04:40:00Z,62.00,38.00
2026-05-02T04:42:00Z,62.00,38.00
2026-05-02T04:43:00Z,62.00,38.00
2026-05-02T04:44:00Z,62.00,38.00
2026-05-02T04:47:00Z,62.00,38.00
2026-05-02T04:49:00Z,62.00,38.00
2026-05-02T04:55:00Z,63.00,39.00
2026-05-02T04:57:00Z,63.00,39.00
2026-05-02T05:00:00Z,63.00,39.00
2026-05-02T05:09:00Z,63.00,39.00
2026-05-02T05:13:00Z,63.00,38.00
2026-05-02T05:15:00Z,63.00,39.00
2026-05-02T05:20:00Z,63.00,39.00
2026-05-02T05:21:00Z,63.89,39.00
2026-05-02T05:22:00Z,64.00,36.26
2026-05-02T05:23:00Z,64.00,38.00
2026-05-02T05:24:00Z,64.00,38.00
2026-05-02T05:25:00Z,64.00,38.00
2026-05-02T05:26:00Z,64.00,38.00
2026-05-02T05:27:00Z,64.00,38.00
2026-05-02T05:33:00Z,64.00,38.00
2026-05-02T05:36:00Z,62.00,38.00
2026-05-02T05:38:00Z,64.00,38.00
2026-05-02T05:40:00Z,64.00,38.00
2026-05-02T05:43:00Z,64.00,38.00
2026-05-02T05:47:00Z,64.00,38.00
2026-05-02T05:49:00Z,64.00,38.00
