# event_ticker=KXATPMATCH-26APR12MUNJOD
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Rafael Jodar
# fav_player=Jaume Munar
# dog_player=Rafael Jodar
# kalshi_date=2026-04-12
timestamp,Jaume Munar,Rafael Jodar
2026-04-13T05:20:00Z,,67.00
2026-04-13T05:22:00Z,,69.00
2026-04-13T05:36:00Z,,69.00
2026-04-13T05:37:00Z,33.00,69.00
2026-04-13T05:39:00Z,33.00,69.00
2026-04-13T05:41:00Z,33.00,69.00
2026-04-13T05:44:00Z,33.00,69.00
2026-04-13T05:47:00Z,32.00,69.00
2026-04-13T05:53:00Z,32.00,69.00
2026-04-13T05:57:00Z,32.00,69.00
2026-04-13T05:59:00Z,32.00,68.00
2026-04-13T06:14:00Z,32.00,68.00
2026-04-13T06:21:00Z,31.00,68.00
2026-04-13T06:29:00Z,31.00,68.00
2026-04-13T06:32:00Z,31.00,70.00
2026-04-13T06:37:00Z,31.00,70.00
2026-04-13T06:44:00Z,31.00,68.00
2026-04-13T06:45:00Z,31.00,69.72
2026-04-13T06:52:00Z,31.00,70.00
2026-04-13T06:59:00Z,31.00,68.00
2026-04-13T07:00:00Z,31.07,68.00
2026-04-13T07:08:00Z,31.07,70.00
2026-04-13T07:09:00Z,32.00,70.00
2026-04-13T07:12:00Z,32.00,70.00
2026-04-13T07:14:00Z,32.00,70.00
2026-04-13T07:15:00Z,32.00,70.00
2026-04-13T07:32:00Z,33.00,70.00
2026-04-13T07:45:00Z,33.00,70.00
2026-04-13T07:47:00Z,33.00,70.00
2026-04-13T08:13:00Z,33.00,68.00
2026-04-13T08:56:00Z,33.00,68.00
2026-04-13T09:09:00Z,33.00,68.00
2026-04-13T09:29:00Z,33.00,68.00
2026-04-13T09:46:00Z,32.00,68.00
2026-04-13T10:24:00Z,32.00,68.00
2026-04-13T10:55:00Z,33.00,68.00
2026-04-13T11:05:00Z,33.00,68.00
2026-04-13T11:08:00Z,33.00,68.00
2026-04-13T11:22:00Z,33.00,68.00
2026-04-13T11:25:00Z,33.00,68.00
2026-04-13T11:26:00Z,33.00,68.00
2026-04-13T11:47:00Z,33.00,67.00
2026-04-13T11:48:00Z,33.00,68.00
2026-04-13T11:53:00Z,33.00,68.00
2026-04-13T11:56:00Z,33.00,68.00
2026-04-13T12:06:00Z,33.00,68.00
2026-04-13T12:08:00Z,33.00,68.00
2026-04-13T12:09:00Z,33.00,68.00
2026-04-13T12:16:00Z,32.00,68.00
2026-04-13T12:23:00Z,32.00,68.00
2026-04-13T12:24:00Z,32.00,68.00
2026-04-13T12:29:00Z,32.00,68.00
2026-04-13T12:36:00Z,32.00,68.00
2026-04-13T12:40:00Z,32.00,68.00
2026-04-13T12:42:00Z,32.00,68.00
2026-04-13T12:44:00Z,32.00,68.00
2026-04-13T12:45:00Z,32.00,68.00
2026-04-13T12:46:00Z,32.00,68.00
2026-04-13T12:56:00Z,32.00,68.00
2026-04-13T12:57:00Z,31.00,68.00
2026-04-13T12:59:00Z,31.00,68.00
2026-04-13T13:05:00Z,31.00,68.00
2026-04-13T13:06:00Z,31.00,68.00
2026-04-13T13:07:00Z,31.00,68.00
2026-04-13T13:09:00Z,31.00,68.00
2026-04-13T13:15:00Z,32.00,68.00
2026-04-13T13:17:00Z,32.00,68.00
2026-04-13T13:21:00Z,32.00,68.00
2026-04-13T13:22:00Z,32.00,68.00
2026-04-13T13:25:00Z,32.00,68.00
2026-04-13T13:26:00Z,32.00,68.00
2026-04-13T13:28:00Z,32.00,68.00
2026-04-13T13:29:00Z,32.00,68.00
2026-04-13T13:31:00Z,32.80,68.00
2026-04-13T13:32:00Z,33.00,68.00
2026-04-13T13:33:00Z,33.00,68.00
2026-04-13T13:34:00Z,33.00,68.00
2026-04-13T13:35:00Z,33.00,68.00
2026-04-13T13:36:00Z,33.00,68.00
2026-04-13T13:37:00Z,33.00,68.00
2026-04-13T13:39:00Z,33.00,68.00
2026-04-13T13:40:00Z,33.00,68.00
2026-04-13T13:44:00Z,33.00,68.00
2026-04-13T13:46:00Z,33.00,68.00
2026-04-13T13:52:00Z,33.00,68.00
2026-04-13T13:54:00Z,33.19,68.00
2026-04-13T14:04:00Z,33.19,68.38
2026-04-13T14:07:00Z,33.19,69.00
2026-04-13T14:09:00Z,33.19,69.00
2026-04-13T14:10:00Z,32.00,69.00
2026-04-13T14:12:00Z,33.00,69.00
2026-04-13T14:13:00Z,33.00,69.00
2026-04-13T14:14:00Z,33.00,69.00
2026-04-13T14:16:00Z,33.88,69.00
2026-04-13T14:17:00Z,34.00,69.00
2026-04-13T14:18:00Z,34.00,68.00
2026-04-13T14:21:00Z,34.00,68.00
2026-04-13T14:22:00Z,34.00,68.00
2026-04-13T14:23:00Z,34.00,68.00
2026-04-13T14:24:00Z,34.00,68.00
2026-04-13T14:25:00Z,34.00,68.00
2026-04-13T14:27:00Z,34.00,68.00
2026-04-13T14:31:00Z,34.00,68.00
2026-04-13T14:34:00Z,34.00,68.00
2026-04-13T14:35:00Z,34.00,68.00
2026-04-13T14:37:00Z,34.00,67.00
2026-04-13T14:38:00Z,33.00,68.00
2026-04-13T14:40:00Z,34.00,68.00
2026-04-13T14:44:00Z,33.00,68.88
2026-04-13T14:46:00Z,33.00,69.00
2026-04-13T14:47:00Z,33.00,70.00
2026-04-13T14:49:00Z,33.00,69.00
2026-04-13T14:50:00Z,33.00,69.00
2026-04-13T14:51:00Z,33.00,69.00
2026-04-13T14:52:00Z,33.00,69.00
2026-04-13T14:54:00Z,33.00,69.00
2026-04-13T14:55:00Z,33.00,69.00
2026-04-13T14:56:00Z,31.00,69.00
2026-04-13T14:58:00Z,31.00,69.00
2026-04-13T14:59:00Z,33.00,69.00
2026-04-13T15:00:00Z,33.00,69.00
2026-04-13T15:01:00Z,33.00,69.00
2026-04-13T15:02:00Z,33.00,69.00
2026-04-13T15:04:00Z,33.00,69.65
2026-04-13T15:05:00Z,33.00,70.00
2026-04-13T15:06:00Z,33.00,69.16
2026-04-13T15:07:00Z,33.00,70.00
2026-04-13T15:09:00Z,33.00,70.00
2026-04-13T15:10:00Z,32.00,69.76
