# event_ticker=KXATPMATCH-26FEB14CERETC
# final_score=6-3 7-5
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-02-14
timestamp,Francisco Cerundolo,Tomas Martin Etcheverry
2026-02-14T07:25:00Z,66.00,
2026-02-14T08:03:00Z,66.00,
2026-02-14T08:10:00Z,66.00,
2026-02-14T08:34:00Z,66.00,
2026-02-14T08:48:00Z,66.00,36.00
2026-02-14T09:05:00Z,66.00,36.00
2026-02-14T09:34:00Z,66.00,36.00
2026-02-14T09:35:00Z,66.00,36.00
2026-02-14T09:38:00Z,66.00,36.00
2026-02-14T09:59:00Z,66.00,36.00
2026-02-14T10:22:00Z,65.00,36.00
2026-02-14T11:08:00Z,65.00,36.00
2026-02-14T11:14:00Z,65.00,36.00
2026-02-14T11:20:00Z,65.00,36.00
2026-02-14T11:28:00Z,65.00,36.00
2026-02-14T11:31:00Z,65.00,36.00
2026-02-14T11:32:00Z,65.00,36.00
2026-02-14T11:47:00Z,65.00,36.00
2026-02-14T11:53:00Z,65.00,36.00
2026-02-14T11:55:00Z,65.70,36.00
2026-02-14T12:02:00Z,66.00,36.00
2026-02-14T12:07:00Z,69.00,31.32
2026-02-14T12:19:00Z,68.00,31.32
2026-02-14T12:20:00Z,68.00,31.32
2026-02-14T12:29:00Z,68.00,31.32
2026-02-14T12:32:00Z,68.00,31.32
2026-02-14T12:43:00Z,68.00,31.32
2026-02-14T12:47:00Z,69.00,31.32
2026-02-14T12:49:00Z,69.00,31.32
2026-02-14T12:50:00Z,69.00,31.32
2026-02-14T12:52:00Z,69.00,31.32
2026-02-14T13:02:00Z,68.00,31.32
2026-02-14T13:06:00Z,69.00,31.32
2026-02-14T13:07:00Z,69.00,31.32
2026-02-14T13:18:00Z,69.00,32.00
2026-02-14T13:34:00Z,69.00,32.00
2026-02-14T13:35:00Z,69.00,32.00
2026-02-14T13:46:00Z,69.00,32.00
2026-02-14T13:50:00Z,69.00,32.00
2026-02-14T14:08:00Z,69.00,32.00
2026-02-14T14:18:00Z,70.00,32.00
2026-02-14T14:24:00Z,70.00,32.00
2026-02-14T14:30:00Z,70.00,32.00
2026-02-14T14:39:00Z,70.00,32.00
