# event_ticker=KXATPMATCH-26FEB16LEHBRO
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Jiri Lehecka
# fav_player=Jenson Brooksby
# dog_player=Jiri Lehecka
# kalshi_date=2026-02-16
timestamp,Jenson Brooksby,Jiri Lehecka
2026-02-17T00:33:00Z,,64.00
2026-02-17T00:43:00Z,37.00,64.00
2026-02-17T00:54:00Z,37.00,64.00
2026-02-17T00:56:00Z,37.00,64.00
2026-02-17T00:57:00Z,37.00,64.53
2026-02-17T01:00:00Z,37.00,64.00
2026-02-17T01:03:00Z,37.00,64.00
2026-02-17T01:08:00Z,37.00,64.00
2026-02-17T01:09:00Z,37.00,64.00
2026-02-17T01:26:00Z,37.00,64.00
2026-02-17T01:40:00Z,37.00,64.00
2026-02-17T01:57:00Z,37.00,64.00
2026-02-17T02:02:00Z,37.00,64.00
2026-02-17T02:05:00Z,37.00,64.00
2026-02-17T02:10:00Z,36.00,64.00
2026-02-17T02:14:00Z,36.00,64.00
2026-02-17T02:17:00Z,36.00,64.00
2026-02-17T02:18:00Z,36.00,64.00
2026-02-17T02:19:00Z,36.00,65.00
2026-02-17T02:36:00Z,36.00,65.00
2026-02-17T02:42:00Z,36.00,65.00
2026-02-17T02:44:00Z,36.00,65.00
2026-02-17T02:52:00Z,36.00,65.00
2026-02-17T02:53:00Z,37.00,65.00
2026-02-17T02:54:00Z,37.00,65.00
2026-02-17T03:00:00Z,37.00,65.00
2026-02-17T03:10:00Z,37.00,64.00
2026-02-17T03:11:00Z,37.00,64.00
2026-02-17T03:14:00Z,37.00,64.48
2026-02-17T03:15:00Z,37.00,64.00
2026-02-17T03:26:00Z,37.00,65.00
2026-02-17T03:34:00Z,37.00,65.00
2026-02-17T03:41:00Z,37.00,65.00
2026-02-17T03:42:00Z,37.00,65.00
2026-02-17T03:48:00Z,37.00,65.00
2026-02-17T03:52:00Z,37.00,65.00
2026-02-17T03:54:00Z,37.00,65.00
2026-02-17T03:55:00Z,37.00,65.00
2026-02-17T03:58:00Z,37.00,65.00
2026-02-17T04:16:00Z,37.00,65.00
2026-02-17T04:20:00Z,37.00,65.00
2026-02-17T04:21:00Z,37.00,65.00
2026-02-17T04:24:00Z,37.00,65.00
2026-02-17T04:28:00Z,37.00,65.00
2026-02-17T04:29:00Z,37.00,65.00
2026-02-17T04:30:00Z,37.00,65.00
2026-02-17T04:33:00Z,37.00,65.00
2026-02-17T04:34:00Z,37.00,65.00
2026-02-17T04:35:00Z,37.00,65.00
2026-02-17T04:40:00Z,37.00,65.00
2026-02-17T04:41:00Z,37.00,65.00
2026-02-17T04:44:00Z,37.00,65.00
2026-02-17T04:45:00Z,37.00,65.00
2026-02-17T04:51:00Z,37.00,65.00
2026-02-17T05:01:00Z,37.00,65.00
2026-02-17T05:03:00Z,37.00,65.00
2026-02-17T05:07:00Z,37.00,65.00
2026-02-17T05:20:00Z,37.00,65.00
2026-02-17T05:24:00Z,37.00,65.00
2026-02-17T05:25:00Z,37.00,65.00
2026-02-17T05:27:00Z,37.00,65.00
2026-02-17T05:31:00Z,37.00,65.00
2026-02-17T05:34:00Z,35.00,65.00
2026-02-17T05:36:00Z,35.00,65.00
2026-02-17T05:41:00Z,35.00,65.00
2026-02-17T05:53:00Z,37.00,65.00
2026-02-17T05:56:00Z,37.00,65.00
2026-02-17T05:57:00Z,37.00,65.00
2026-02-17T05:58:00Z,37.00,63.00
2026-02-17T05:59:00Z,37.00,63.00
2026-02-17T06:00:00Z,37.00,65.00
2026-02-17T06:03:00Z,37.00,65.00
2026-02-17T06:10:00Z,37.00,65.00
2026-02-17T06:24:00Z,37.00,65.00
2026-02-17T06:32:00Z,37.00,65.00
2026-02-17T06:33:00Z,37.00,65.00
2026-02-17T06:34:00Z,37.00,65.00
