# event_ticker=KXATPCHALLENGERMATCH-26JUN02SHIMOC
# final_score=7-6(3) 6-4
# score_resolution=7-6 6-4
# match_winner=Sho Shimabukuro
# fav_player=Sho Shimabukuro
# dog_player=Shintaro Mochizuki
# kalshi_date=2026-06-02
timestamp,Sho Shimabukuro,Shintaro Mochizuki
2026-06-03T02:00:00Z,74.00,
2026-06-03T02:01:00Z,72.00,
2026-06-03T02:02:00Z,71.00,28.00
2026-06-03T02:03:00Z,73.00,28.00
2026-06-03T02:04:00Z,73.00,28.77
2026-06-03T02:06:00Z,73.00,28.77
2026-06-03T02:07:00Z,73.00,28.00
2026-06-03T02:08:00Z,73.00,27.00
2026-06-03T02:09:00Z,73.00,28.00
2026-06-03T02:10:00Z,73.00,27.84
2026-06-03T02:11:00Z,72.01,28.00
2026-06-03T02:12:00Z,73.00,28.00
2026-06-03T02:13:00Z,73.00,28.12
2026-06-03T02:15:00Z,71.00,28.12
2026-06-03T02:16:00Z,71.00,28.00
2026-06-03T02:17:00Z,71.00,27.00
2026-06-03T02:18:00Z,73.00,28.00
2026-06-03T02:19:00Z,73.00,29.00
2026-06-03T02:20:00Z,73.00,28.00
2026-06-03T02:22:00Z,73.00,27.00
2026-06-03T02:23:00Z,71.00,27.00
2026-06-03T02:25:00Z,71.00,28.00
2026-06-03T02:26:00Z,71.02,28.00
2026-06-03T02:27:00Z,73.00,28.00
2026-06-03T02:29:00Z,73.00,27.48
2026-06-03T02:30:00Z,73.00,28.55
2026-06-03T02:31:00Z,73.00,29.00
2026-06-03T02:32:00Z,73.00,29.00
2026-06-03T02:35:00Z,73.00,29.00
2026-06-03T02:36:00Z,73.00,27.00
2026-06-03T02:39:00Z,73.00,27.00
2026-06-03T02:40:00Z,73.00,27.00
2026-06-03T02:42:00Z,73.00,29.00
2026-06-03T02:43:00Z,71.00,29.00
2026-06-03T02:46:00Z,71.80,27.00
2026-06-03T02:48:00Z,73.00,29.00
2026-06-03T02:50:00Z,73.00,29.00
2026-06-03T02:51:00Z,73.00,29.00
2026-06-03T02:52:00Z,73.00,28.00
2026-06-03T02:54:00Z,73.00,27.00
2026-06-03T02:55:00Z,73.00,29.00
2026-06-03T02:56:00Z,73.00,29.00
2026-06-03T02:57:00Z,71.00,27.00
2026-06-03T02:58:00Z,71.03,29.00
2026-06-03T02:59:00Z,73.00,29.00
2026-06-03T03:00:00Z,73.00,27.26
2026-06-03T03:01:00Z,72.99,29.00
2026-06-03T03:02:00Z,73.00,29.00
2026-06-03T03:03:00Z,73.00,28.00
2026-06-03T03:04:00Z,73.00,28.38
2026-06-03T03:05:00Z,73.00,27.00
2026-06-03T03:06:00Z,73.00,27.00
2026-06-03T03:08:00Z,73.00,29.00
2026-06-03T03:09:00Z,72.00,29.00
2026-06-03T03:10:00Z,73.00,29.00
2026-06-03T03:11:00Z,73.00,26.70
2026-06-03T03:12:00Z,73.00,26.70
2026-06-03T03:13:00Z,73.00,27.00
2026-06-03T03:14:00Z,73.00,27.00
2026-06-03T03:15:00Z,73.28,27.00
2026-06-03T03:16:00Z,71.00,27.00
2026-06-03T03:17:00Z,71.00,26.00
2026-06-03T03:18:00Z,71.00,26.00
2026-06-03T03:19:00Z,72.82,26.00
2026-06-03T03:20:00Z,71.23,27.00
2026-06-03T03:21:00Z,74.00,27.00
2026-06-03T03:22:00Z,71.00,27.00
2026-06-03T03:23:00Z,72.00,27.00
2026-06-03T03:24:00Z,72.00,26.00
2026-06-03T03:26:00Z,73.00,26.00
2026-06-03T03:27:00Z,72.00,27.00
2026-06-03T03:28:00Z,73.00,26.00
2026-06-03T03:29:00Z,72.89,26.00
2026-06-03T03:32:00Z,72.42,27.00
2026-06-03T03:33:00Z,72.42,27.00
2026-06-03T03:34:00Z,73.61,27.00
2026-06-03T03:36:00Z,73.61,26.79
2026-06-03T03:37:00Z,73.61,26.26
2026-06-03T03:38:00Z,73.61,26.00
2026-06-03T03:39:00Z,73.00,26.00
2026-06-03T03:40:00Z,73.00,27.00
2026-06-03T03:42:00Z,73.00,27.00
2026-06-03T03:43:00Z,73.00,27.00
2026-06-03T03:44:00Z,73.00,27.00
2026-06-03T03:45:00Z,72.00,27.00
2026-06-03T03:46:00Z,72.00,27.00
2026-06-03T03:47:00Z,72.00,27.18
2026-06-03T03:49:00Z,72.00,29.00
2026-06-03T03:51:00Z,73.00,28.02
2026-06-03T03:52:00Z,73.00,28.00
2026-06-03T03:54:00Z,72.01,28.00
2026-06-03T03:55:00Z,73.00,27.00
2026-06-03T03:56:00Z,73.00,26.03
2026-06-03T03:57:00Z,73.00,28.00
2026-06-03T03:59:00Z,73.00,28.00
2026-06-03T04:01:00Z,73.00,26.89
2026-06-03T04:02:00Z,73.00,27.17
2026-06-03T04:03:00Z,73.00,27.00
2026-06-03T04:04:00Z,72.03,27.00
2026-06-03T04:08:00Z,72.03,28.00
2026-06-03T04:09:00Z,72.03,26.00
2026-06-03T04:10:00Z,73.00,26.00
2026-06-03T04:11:00Z,72.00,26.00
2026-06-03T04:12:00Z,73.00,28.00
2026-06-03T04:13:00Z,73.00,28.00
2026-06-03T04:16:00Z,73.00,28.00
2026-06-03T04:17:00Z,73.00,28.00
2026-06-03T04:18:00Z,73.00,27.00
2026-06-03T04:20:00Z,73.00,28.43
2026-06-03T04:21:00Z,73.00,27.00
2026-06-03T04:22:00Z,73.00,28.00
2026-06-03T04:23:00Z,73.00,28.00
2026-06-03T04:25:00Z,73.65,28.00
2026-06-03T04:27:00Z,73.00,28.00
2026-06-03T04:29:00Z,73.16,28.00
2026-06-03T04:31:00Z,73.16,28.62
2026-06-03T04:32:00Z,73.55,28.62
2026-06-03T04:35:00Z,73.00,28.00
2026-06-03T04:38:00Z,73.00,28.00
2026-06-03T04:39:00Z,73.00,28.00
2026-06-03T04:40:00Z,73.00,28.00
2026-06-03T04:41:00Z,73.00,28.00
2026-06-03T04:42:00Z,72.12,28.00
2026-06-03T04:43:00Z,72.12,26.03
2026-06-03T04:44:00Z,73.00,26.03
2026-06-03T04:46:00Z,73.00,26.03
2026-06-03T04:47:00Z,73.00,28.00
2026-06-03T04:48:00Z,73.00,28.00
2026-06-03T04:49:00Z,73.00,28.00
2026-06-03T04:50:00Z,72.00,27.01
2026-06-03T04:51:00Z,72.00,27.00
2026-06-03T04:53:00Z,72.00,28.00
2026-06-03T04:54:00Z,72.00,27.00
2026-06-03T04:55:00Z,72.00,27.00
2026-06-03T04:57:00Z,72.00,28.00
2026-06-03T04:58:00Z,72.00,27.00
2026-06-03T04:59:00Z,72.66,28.00
2026-06-03T05:00:00Z,72.00,28.00
2026-06-03T05:01:00Z,73.00,28.00
2026-06-03T05:02:00Z,73.00,27.19
2026-06-03T05:03:00Z,73.00,27.19
2026-06-03T05:04:00Z,73.00,27.69
2026-06-03T05:05:00Z,73.00,28.00
2026-06-03T05:06:00Z,73.00,27.09
2026-06-03T05:07:00Z,73.00,28.30
2026-06-03T05:09:00Z,73.00,28.00
2026-06-03T05:10:00Z,72.45,27.15
2026-06-03T05:11:00Z,72.45,28.36
2026-06-03T05:12:00Z,73.00,27.54
2026-06-03T05:13:00Z,72.00,27.54
2026-06-03T05:14:00Z,72.00,27.00
2026-06-03T05:16:00Z,73.00,27.00
2026-06-03T05:17:00Z,73.00,28.87
2026-06-03T05:18:00Z,72.00,28.87
2026-06-03T05:19:00Z,72.00,29.00
2026-06-03T05:21:00Z,73.00,29.00
2026-06-03T05:22:00Z,72.00,29.00
2026-06-03T05:23:00Z,73.00,29.00
2026-06-03T05:24:00Z,73.00,27.00
2026-06-03T05:25:00Z,73.00,27.00
2026-06-03T05:26:00Z,73.00,29.00
2026-06-03T05:27:00Z,72.96,29.00
2026-06-03T05:28:00Z,72.96,27.00
2026-06-03T05:30:00Z,73.00,27.00
2026-06-03T05:31:00Z,73.00,27.00
2026-06-03T05:33:00Z,73.00,29.00
2026-06-03T05:34:00Z,73.00,29.00
2026-06-03T05:35:00Z,73.00,29.00
2026-06-03T05:36:00Z,73.00,27.97
2026-06-03T05:37:00Z,73.00,29.00
2026-06-03T05:39:00Z,73.00,27.00
2026-06-03T05:40:00Z,73.00,29.00
2026-06-03T05:41:00Z,73.00,28.79
2026-06-03T05:42:00Z,73.00,28.28
2026-06-03T05:43:00Z,73.00,27.00
2026-06-03T05:44:00Z,73.00,27.00
2026-06-03T05:45:00Z,72.00,27.00
2026-06-03T05:47:00Z,73.00,27.00
2026-06-03T05:51:00Z,72.00,27.00
2026-06-03T05:52:00Z,72.00,29.00
2026-06-03T05:54:00Z,73.00,29.00
2026-06-03T05:55:00Z,72.00,27.97
2026-06-03T05:56:00Z,73.00,27.97
2026-06-03T05:57:00Z,73.00,27.00
2026-06-03T05:58:00Z,73.00,27.00
2026-06-03T05:59:00Z,73.00,29.00
2026-06-03T06:00:00Z,73.00,29.00
2026-06-03T06:02:00Z,73.00,29.00
2026-06-03T06:03:00Z,73.00,29.00
2026-06-03T06:04:00Z,73.00,27.00
2026-06-03T06:05:00Z,73.00,29.00
2026-06-03T06:06:00Z,72.00,29.00
2026-06-03T06:07:00Z,72.00,27.00
2026-06-03T06:08:00Z,73.00,27.00
2026-06-03T06:09:00Z,73.00,27.00
2026-06-03T06:10:00Z,73.00,29.00
2026-06-03T06:11:00Z,73.00,29.00
2026-06-03T06:13:00Z,73.00,27.00
2026-06-03T06:15:00Z,73.00,27.00
2026-06-03T06:16:00Z,73.00,29.00
2026-06-03T06:17:00Z,73.00,29.27
2026-06-03T06:19:00Z,72.00,29.00
2026-06-03T06:21:00Z,73.00,29.90
2026-06-03T06:22:00Z,73.00,29.00
2026-06-03T06:24:00Z,73.00,26.61
2026-06-03T06:25:00Z,73.00,29.00
2026-06-03T06:26:00Z,73.00,26.00
2026-06-03T06:27:00Z,72.00,26.00
2026-06-03T06:28:00Z,72.00,28.00
2026-06-03T06:29:00Z,72.00,28.00
2026-06-03T06:30:00Z,73.00,28.00
2026-06-03T06:31:00Z,73.00,27.07
2026-06-03T06:32:00Z,73.00,29.00
2026-06-03T06:37:00Z,73.00,29.00
2026-06-03T06:38:00Z,73.00,26.00
