# event_ticker=KXATPMATCH-25OCT17RUNETC
# final_score=6-7(4) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Holger Rune
# fav_player=Holger Rune
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-10-17
timestamp,Holger Rune,Tomas Martin Etcheverry
2025-10-17T02:47:00Z,77.00,
2025-10-17T03:06:00Z,77.70,
2025-10-17T03:14:00Z,77.70,25.00
2025-10-17T03:32:00Z,77.00,25.00
2025-10-17T03:33:00Z,77.00,25.00
2025-10-17T03:34:00Z,77.00,25.00
2025-10-17T03:40:00Z,77.00,24.00
2025-10-17T03:42:00Z,77.00,24.00
2025-10-17T03:43:00Z,77.00,24.00
2025-10-17T03:44:00Z,75.00,24.00
2025-10-17T03:47:00Z,77.00,24.00
2025-10-17T03:49:00Z,77.00,24.00
2025-10-17T03:55:00Z,77.00,24.00
2025-10-17T03:57:00Z,77.00,24.00
2025-10-17T04:02:00Z,77.00,24.00
2025-10-17T04:03:00Z,77.00,24.00
2025-10-17T04:18:00Z,77.00,24.00
2025-10-17T04:19:00Z,77.00,24.00
2025-10-17T04:20:00Z,77.46,24.00
2025-10-17T04:23:00Z,77.46,24.00
2025-10-17T04:28:00Z,78.00,24.00
2025-10-17T04:31:00Z,78.00,24.00
2025-10-17T04:35:00Z,78.00,24.00
2025-10-17T04:40:00Z,78.00,24.00
2025-10-17T04:41:00Z,78.00,23.00
2025-10-17T04:43:00Z,78.00,23.00
2025-10-17T04:50:00Z,78.00,23.00
2025-10-17T04:55:00Z,78.00,23.00
2025-10-17T04:56:00Z,78.00,23.81
2025-10-17T05:02:00Z,78.00,24.00
2025-10-17T05:08:00Z,77.00,24.00
2025-10-17T05:11:00Z,77.00,24.00
2025-10-17T05:14:00Z,77.00,24.00
2025-10-17T05:36:00Z,77.00,23.00
2025-10-17T05:39:00Z,77.00,24.00
2025-10-17T05:42:00Z,77.00,24.00
2025-10-17T05:47:00Z,77.00,24.00
2025-10-17T05:48:00Z,77.00,24.00
2025-10-17T05:56:00Z,77.00,24.00
2025-10-17T06:01:00Z,77.00,24.00
2025-10-17T06:02:00Z,77.00,24.00
2025-10-17T06:06:00Z,77.00,24.00
2025-10-17T06:07:00Z,77.00,24.00
2025-10-17T06:08:00Z,76.00,24.00
2025-10-17T07:07:00Z,77.00,24.00
2025-10-17T07:39:00Z,77.00,24.00
2025-10-17T07:41:00Z,77.00,24.00
2025-10-17T08:12:00Z,77.00,24.00
2025-10-17T08:14:00Z,77.00,23.00
2025-10-17T08:29:00Z,77.00,24.00
2025-10-17T08:55:00Z,77.00,24.00
2025-10-17T08:59:00Z,77.00,24.00
2025-10-17T09:11:00Z,77.00,24.00
2025-10-17T09:13:00Z,77.00,24.00
2025-10-17T09:18:00Z,77.00,24.00
2025-10-17T09:48:00Z,77.00,24.00
2025-10-17T09:50:00Z,77.00,24.00
2025-10-17T10:07:00Z,77.00,24.00
2025-10-17T10:19:00Z,77.00,24.00
2025-10-17T10:21:00Z,77.00,24.00
2025-10-17T10:23:00Z,77.00,24.00
2025-10-17T10:27:00Z,77.00,24.00
2025-10-17T10:33:00Z,77.00,24.00
2025-10-17T10:40:00Z,77.00,24.00
2025-10-17T11:02:00Z,77.00,24.00
2025-10-17T11:06:00Z,77.00,24.00
2025-10-17T11:08:00Z,77.00,24.00
2025-10-17T11:10:00Z,77.00,24.00
2025-10-17T11:15:00Z,77.00,24.00
2025-10-17T11:17:00Z,77.00,24.00
2025-10-17T11:19:00Z,77.00,24.00
2025-10-17T11:24:00Z,77.00,24.00
2025-10-17T11:28:00Z,77.00,24.00
2025-10-17T11:31:00Z,77.00,24.00
2025-10-17T11:34:00Z,77.00,23.00
2025-10-17T11:35:00Z,77.00,23.00
2025-10-17T11:38:00Z,77.00,24.00
2025-10-17T11:40:00Z,77.00,24.00
