# event_ticker=KXATPMATCH-25OCT05HUMRUN
# final_score=6-4 6-4
# match_winner=Holger Rune
# fav_player=Holger Rune
# dog_player=Ugo Humbert
# kalshi_date=2025-10-05
timestamp,Holger Rune,Ugo Humbert
2025-10-04T19:17:00Z,,37.00
2025-10-04T19:53:00Z,65.00,37.00
2025-10-04T20:12:00Z,65.00,37.00
2025-10-04T20:27:00Z,65.00,37.00
2025-10-04T20:35:00Z,65.00,37.00
2025-10-04T20:49:00Z,65.00,37.00
2025-10-04T20:53:00Z,63.99,37.00
2025-10-04T20:57:00Z,63.99,38.00
2025-10-04T21:02:00Z,63.99,38.00
2025-10-04T21:19:00Z,63.99,38.00
2025-10-04T21:42:00Z,64.00,38.00
2025-10-04T21:43:00Z,64.00,38.00
2025-10-04T21:55:00Z,64.00,37.00
2025-10-04T22:20:00Z,64.00,37.00
2025-10-04T22:24:00Z,64.00,37.00
2025-10-04T22:38:00Z,64.00,37.00
2025-10-04T22:47:00Z,64.00,37.00
2025-10-04T22:56:00Z,64.00,37.00
2025-10-04T23:17:00Z,64.00,37.00
2025-10-04T23:20:00Z,64.00,37.00
2025-10-04T23:22:00Z,64.00,37.00
2025-10-04T23:23:00Z,64.00,37.00
2025-10-04T23:25:00Z,64.00,37.00
2025-10-04T23:27:00Z,64.00,37.00
2025-10-04T23:30:00Z,64.00,37.00
2025-10-04T23:45:00Z,64.00,37.00
2025-10-05T00:27:00Z,64.00,37.00
2025-10-05T00:37:00Z,64.00,37.00
2025-10-05T00:38:00Z,64.00,37.00
2025-10-05T00:41:00Z,64.00,37.00
2025-10-05T00:43:00Z,64.00,37.00
2025-10-05T00:47:00Z,64.00,37.00
2025-10-05T01:09:00Z,64.00,37.00
2025-10-05T01:21:00Z,64.00,37.00
2025-10-05T01:23:00Z,64.29,37.00
2025-10-05T01:41:00Z,65.00,37.00
2025-10-05T01:46:00Z,65.00,37.00
2025-10-05T01:47:00Z,64.00,37.00
2025-10-05T01:53:00Z,64.00,37.00
2025-10-05T02:05:00Z,64.00,37.00
2025-10-05T02:06:00Z,64.00,37.00
2025-10-05T02:07:00Z,64.00,37.00
2025-10-05T02:21:00Z,64.00,37.00
2025-10-05T02:23:00Z,64.00,36.00
2025-10-05T02:25:00Z,65.00,36.00
2025-10-05T02:27:00Z,65.00,36.00
2025-10-05T02:34:00Z,65.00,36.00
2025-10-05T02:36:00Z,65.00,36.00
2025-10-05T02:43:00Z,65.00,36.00
2025-10-05T02:48:00Z,65.00,36.00
2025-10-05T02:49:00Z,65.00,37.00
2025-10-05T02:51:00Z,65.00,37.00
2025-10-05T02:52:00Z,65.00,37.00
2025-10-05T02:55:00Z,65.00,37.00
2025-10-05T02:57:00Z,65.00,37.00
2025-10-05T02:59:00Z,65.00,37.00
2025-10-05T03:00:00Z,65.00,37.00
2025-10-05T03:01:00Z,65.00,37.00
2025-10-05T03:07:00Z,65.00,37.00
2025-10-05T03:10:00Z,65.00,37.00
2025-10-05T03:12:00Z,65.00,37.00
2025-10-05T03:15:00Z,65.00,37.00
2025-10-05T03:16:00Z,65.00,37.00
2025-10-05T03:23:00Z,65.00,37.00
2025-10-05T03:24:00Z,65.00,37.00
2025-10-05T03:28:00Z,65.00,37.00
2025-10-05T03:31:00Z,63.01,37.00
2025-10-05T03:35:00Z,63.01,38.00
2025-10-05T03:36:00Z,63.01,38.00
2025-10-05T03:37:00Z,63.01,38.00
2025-10-05T03:40:00Z,63.00,38.00
2025-10-05T03:43:00Z,64.00,38.00
2025-10-05T03:47:00Z,64.00,38.00
2025-10-05T03:50:00Z,64.00,38.00
2025-10-05T03:52:00Z,64.00,38.00
2025-10-05T03:58:00Z,64.00,38.00
2025-10-05T04:00:00Z,64.00,38.00
2025-10-05T04:02:00Z,68.19,38.00
2025-10-05T04:03:00Z,64.35,36.00
2025-10-05T04:05:00Z,64.94,36.00
2025-10-05T04:06:00Z,65.00,36.00
2025-10-05T04:07:00Z,65.00,36.00
2025-10-05T04:10:00Z,65.00,36.00
2025-10-05T04:11:00Z,65.00,36.00
2025-10-05T04:12:00Z,65.00,36.00
2025-10-05T04:13:00Z,65.00,36.00
2025-10-05T04:15:00Z,65.00,36.00
2025-10-05T04:19:00Z,65.00,36.00
2025-10-05T04:20:00Z,65.00,36.00
2025-10-05T04:21:00Z,65.00,36.00
2025-10-05T04:22:00Z,65.00,35.98
2025-10-05T04:23:00Z,65.00,35.98
2025-10-05T04:24:00Z,65.00,35.98
2025-10-05T04:25:00Z,65.00,35.98
2025-10-05T04:26:00Z,65.00,35.98
2025-10-05T04:27:00Z,65.00,36.00
2025-10-05T04:28:00Z,65.00,36.00
2025-10-05T04:29:00Z,65.00,36.00
