# event_ticker=KXATPMATCH-26MAR17OPEBOR
# final_score=6-7(6) 6-2 7-6(5)
# score_resolution=7-6 2-6 6-7
# match_winner=Reilly Opelka
# fav_player=Nuno Borges
# dog_player=Reilly Opelka
# kalshi_date=2026-03-17
timestamp,Nuno Borges,Reilly Opelka
2026-03-19T06:48:00Z,,55.00
2026-03-19T09:21:00Z,48.00,55.00
2026-03-19T09:22:00Z,48.00,55.00
2026-03-19T09:24:00Z,48.00,55.00
2026-03-19T09:25:00Z,48.00,54.00
2026-03-19T09:36:00Z,48.00,55.00
2026-03-19T10:04:00Z,48.00,55.00
2026-03-19T10:18:00Z,48.00,55.00
2026-03-19T10:24:00Z,47.00,54.00
2026-03-19T10:28:00Z,47.00,54.00
2026-03-19T11:01:00Z,47.00,54.00
2026-03-19T11:06:00Z,47.00,54.00
2026-03-19T11:29:00Z,47.00,54.00
2026-03-19T11:34:00Z,47.00,54.00
2026-03-19T11:43:00Z,47.00,54.00
2026-03-19T11:47:00Z,47.00,53.00
2026-03-19T11:55:00Z,47.00,53.00
2026-03-19T12:01:00Z,47.00,53.00
2026-03-19T12:08:00Z,47.00,53.00
2026-03-19T12:20:00Z,47.00,52.00
2026-03-19T12:33:00Z,47.00,55.00
2026-03-19T12:41:00Z,47.00,55.00
2026-03-19T13:12:00Z,47.00,55.00
2026-03-19T13:17:00Z,47.00,54.00
2026-03-19T13:21:00Z,47.00,54.00
2026-03-19T13:23:00Z,47.00,53.00
2026-03-19T13:24:00Z,47.00,54.00
2026-03-19T13:29:00Z,47.00,54.00
2026-03-19T13:44:00Z,47.00,54.00
2026-03-19T14:04:00Z,47.00,54.00
2026-03-19T14:11:00Z,47.00,54.00
2026-03-19T14:12:00Z,47.00,54.00
2026-03-19T14:14:00Z,45.04,54.00
2026-03-19T14:17:00Z,45.04,54.00
2026-03-19T14:18:00Z,45.04,54.00
2026-03-19T14:20:00Z,45.04,54.00
2026-03-19T14:21:00Z,45.04,54.00
2026-03-19T14:27:00Z,47.00,54.00
2026-03-19T14:30:00Z,47.00,52.00
2026-03-19T14:36:00Z,48.00,52.00
2026-03-19T14:44:00Z,48.00,54.00
2026-03-19T14:51:00Z,48.00,54.79
2026-03-19T14:58:00Z,48.00,55.00
2026-03-19T14:59:00Z,48.00,55.00
2026-03-19T15:00:00Z,48.00,52.00
2026-03-19T15:14:00Z,48.00,54.00
2026-03-19T15:18:00Z,48.00,54.00
2026-03-19T15:20:00Z,48.00,54.00
2026-03-19T15:22:00Z,48.00,54.00
2026-03-19T15:24:00Z,48.00,54.00
2026-03-19T15:29:00Z,48.00,54.00
2026-03-19T15:38:00Z,48.00,54.00
2026-03-19T15:47:00Z,48.00,54.00
2026-03-19T15:48:00Z,48.00,54.00
2026-03-19T15:52:00Z,48.00,54.67
2026-03-19T15:54:00Z,48.00,55.00
2026-03-19T15:57:00Z,48.00,55.00
2026-03-19T15:58:00Z,48.00,52.63
2026-03-19T16:01:00Z,48.00,55.00
2026-03-19T16:10:00Z,48.00,55.00
2026-03-19T16:30:00Z,48.00,55.00
2026-03-19T16:44:00Z,48.00,55.00
2026-03-19T16:47:00Z,48.00,52.00
2026-03-19T16:53:00Z,47.00,52.00
2026-03-19T16:54:00Z,47.00,55.00
2026-03-19T17:02:00Z,47.00,53.00
2026-03-19T17:08:00Z,47.00,55.00
2026-03-19T17:09:00Z,47.00,55.00
2026-03-19T17:13:00Z,47.00,55.00
2026-03-19T17:16:00Z,47.00,55.00
2026-03-19T17:23:00Z,47.00,55.00
2026-03-19T17:25:00Z,47.00,55.00
2026-03-19T17:36:00Z,47.00,55.00
2026-03-19T17:38:00Z,47.00,55.00
2026-03-19T17:40:00Z,47.00,55.00
2026-03-19T17:42:00Z,47.00,55.00
2026-03-19T17:44:00Z,47.00,53.00
2026-03-19T17:45:00Z,47.00,55.00
2026-03-19T17:46:00Z,47.00,55.00
2026-03-19T17:49:00Z,47.00,53.00
2026-03-19T17:50:00Z,47.00,55.00
2026-03-19T17:54:00Z,47.00,55.00
2026-03-19T17:55:00Z,47.00,55.00
2026-03-19T17:56:00Z,47.00,53.00
2026-03-19T17:57:00Z,47.00,55.00
2026-03-19T17:58:00Z,47.00,55.00
2026-03-19T17:59:00Z,47.00,55.15
2026-03-19T18:00:00Z,47.00,55.99
2026-03-19T18:01:00Z,47.00,56.00
2026-03-19T18:02:00Z,44.66,55.00
2026-03-19T18:03:00Z,44.66,55.00
2026-03-19T18:04:00Z,44.66,55.18
2026-03-19T18:05:00Z,47.00,55.18
2026-03-19T18:06:00Z,47.00,55.00
2026-03-19T18:08:00Z,44.08,55.00
2026-03-19T18:09:00Z,47.00,55.88
2026-03-19T18:10:00Z,47.00,55.00
2026-03-19T18:11:00Z,46.34,55.94
2026-03-19T18:13:00Z,44.00,55.00
2026-03-19T18:16:00Z,44.00,55.00
2026-03-19T18:17:00Z,44.00,55.00
2026-03-19T18:18:00Z,44.00,55.80
2026-03-19T18:19:00Z,44.00,55.00
2026-03-19T18:20:00Z,44.00,55.00
2026-03-19T18:21:00Z,47.00,55.00
2026-03-19T18:22:00Z,47.00,55.00
2026-03-19T18:23:00Z,47.00,55.55
2026-03-19T18:24:00Z,47.00,55.98
2026-03-19T18:25:00Z,47.00,56.00
2026-03-19T18:26:00Z,47.00,56.00
2026-03-19T18:28:00Z,47.00,55.98
2026-03-19T18:29:00Z,47.00,57.26
2026-03-19T18:30:00Z,45.00,57.00
2026-03-19T18:31:00Z,45.00,59.00
2026-03-19T18:33:00Z,41.00,61.43
2026-03-19T18:34:00Z,41.96,59.18
2026-03-19T18:35:00Z,43.00,57.85
2026-03-19T18:36:00Z,41.35,59.92
2026-03-19T18:37:00Z,42.00,60.00
2026-03-19T18:38:00Z,42.00,60.00
2026-03-19T18:39:00Z,42.53,59.00
2026-03-19T18:40:00Z,43.81,57.78
2026-03-19T18:41:00Z,43.04,56.80
2026-03-19T18:42:00Z,41.86,56.90
2026-03-19T18:43:00Z,45.97,54.25
2026-03-19T18:44:00Z,41.00,60.31
2026-03-19T18:45:00Z,41.00,60.37
2026-03-19T18:46:00Z,43.00,57.37
2026-03-19T18:47:00Z,43.33,56.00
2026-03-19T18:48:00Z,46.97,51.82
2026-03-19T18:49:00Z,43.00,56.42
2026-03-19T18:50:00Z,44.15,56.56
2026-03-19T18:51:00Z,43.00,57.00
2026-03-19T18:52:00Z,46.00,56.92
2026-03-19T18:53:00Z,45.86,53.47
2026-03-19T18:54:00Z,46.75,52.97
2026-03-19T18:55:00Z,44.76,57.00
2026-03-19T18:56:00Z,43.00,58.00
2026-03-19T18:57:00Z,43.00,58.00
2026-03-19T18:58:00Z,43.50,55.71
2026-03-19T18:59:00Z,43.00,58.95
2026-03-19T19:00:00Z,44.00,57.48
2026-03-19T19:01:00Z,44.00,57.16
2026-03-19T19:02:00Z,44.00,59.72
2026-03-19T19:03:00Z,44.00,60.00
2026-03-19T19:04:00Z,41.00,60.00
2026-03-19T19:05:00Z,42.00,60.20
2026-03-19T19:06:00Z,40.17,60.42
2026-03-19T19:07:00Z,43.00,59.57
2026-03-19T19:08:00Z,46.79,56.19
2026-03-19T19:09:00Z,44.34,54.92
2026-03-19T19:10:00Z,31.50,68.59
2026-03-19T19:11:00Z,36.76,63.30
2026-03-19T19:12:00Z,42.54,58.90
2026-03-19T19:13:00Z,47.77,49.23
2026-03-19T19:14:00Z,51.42,50.10
2026-03-19T19:15:00Z,60.55,31.99
2026-03-19T19:16:00Z,68.46,31.83
2026-03-19T19:17:00Z,69.77,30.70
2026-03-19T19:18:00Z,71.21,29.63
2026-03-19T19:19:00Z,69.06,31.98
2026-03-19T19:20:00Z,54.36,46.64
2026-03-19T19:21:00Z,50.71,49.33
2026-03-19T19:22:00Z,49.93,48.63
2026-03-19T19:23:00Z,50.05,50.60
2026-03-19T19:24:00Z,47.70,52.50
2026-03-19T19:25:00Z,43.67,55.98
2026-03-19T19:26:00Z,40.00,61.00
2026-03-19T19:27:00Z,39.00,60.87
2026-03-19T19:28:00Z,39.00,61.71
2026-03-19T19:29:00Z,37.30,62.23
2026-03-19T19:30:00Z,39.30,60.90
2026-03-19T19:31:00Z,40.00,60.92
2026-03-19T19:32:00Z,39.00,61.00
2026-03-19T19:33:00Z,38.14,61.18
2026-03-19T19:34:00Z,38.00,62.01
2026-03-19T19:35:00Z,38.00,62.05
2026-03-19T19:36:00Z,39.94,61.53
2026-03-19T19:37:00Z,39.75,60.95
2026-03-19T19:38:00Z,39.00,61.24
2026-03-19T19:39:00Z,38.93,62.00
2026-03-19T19:40:00Z,38.00,62.41
2026-03-19T19:41:00Z,38.01,62.82
2026-03-19T19:42:00Z,38.37,61.58
2026-03-19T19:43:00Z,42.70,59.23
2026-03-19T19:44:00Z,44.02,56.35
2026-03-19T19:45:00Z,44.86,55.13
2026-03-19T19:46:00Z,49.66,53.32
2026-03-19T19:47:00Z,49.07,57.34
2026-03-19T19:48:00Z,39.65,63.05
2026-03-19T19:49:00Z,30.01,69.90
2026-03-19T19:50:00Z,35.13,63.72
2026-03-19T19:51:00Z,45.79,54.35
2026-03-19T19:52:00Z,46.94,53.87
2026-03-19T19:53:00Z,46.33,54.81
2026-03-19T19:54:00Z,44.15,57.51
2026-03-19T19:55:00Z,42.38,59.53
2026-03-19T19:56:00Z,42.18,58.67
2026-03-19T19:57:00Z,46.64,53.16
2026-03-19T19:58:00Z,47.79,53.41
2026-03-19T19:59:00Z,47.38,53.07
2026-03-19T20:00:00Z,44.24,56.50
2026-03-19T20:01:00Z,43.61,56.96
2026-03-19T20:02:00Z,50.12,54.12
2026-03-19T20:03:00Z,49.64,54.40
2026-03-19T20:04:00Z,47.15,53.31
2026-03-19T20:05:00Z,49.84,51.07
2026-03-19T20:06:00Z,50.00,50.94
2026-03-19T20:07:00Z,50.71,49.60
2026-03-19T20:08:00Z,48.21,51.76
2026-03-19T20:09:00Z,46.50,54.49
2026-03-19T20:10:00Z,48.96,51.30
2026-03-19T20:11:00Z,49.63,51.18
2026-03-19T20:12:00Z,49.25,50.67
2026-03-19T20:13:00Z,50.18,50.02
2026-03-19T20:14:00Z,52.94,50.03
2026-03-19T20:15:00Z,53.39,47.24
2026-03-19T20:16:00Z,46.97,54.56
2026-03-19T20:17:00Z,33.46,67.14
2026-03-19T20:18:00Z,33.58,68.43
2026-03-19T20:19:00Z,38.08,59.18
2026-03-19T20:20:00Z,48.14,52.41
2026-03-19T20:21:00Z,49.82,50.72
2026-03-19T20:22:00Z,49.30,51.44
2026-03-19T20:23:00Z,44.38,55.71
2026-03-19T20:24:00Z,50.13,53.01
2026-03-19T20:25:00Z,39.48,59.29
2026-03-19T20:26:00Z,41.05,62.79
2026-03-19T20:27:00Z,18.78,80.15
2026-03-19T20:28:00Z,33.60,67.08
2026-03-19T20:29:00Z,28.36,72.88
2026-03-19T20:30:00Z,19.73,85.13
2026-03-19T20:31:00Z,10.56,90.07
2026-03-19T20:32:00Z,17.71,87.99
2026-03-19T20:33:00Z,1.00,99.00
2026-03-19T20:34:00Z,1.00,99.00
2026-03-19T20:35:00Z,1.00,99.00
2026-03-19T20:36:00Z,1.00,99.00
2026-03-19T20:37:00Z,1.00,99.00
