# event_ticker=KXATPMATCH-25OCT15KOVUGO
# final_score=4-6 7-5 4-0 RET
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2025-10-15
timestamp,Aleksandar Kovacevic,Camilo Ugo Carabelli
2025-10-15T04:39:00Z,72.00,
2025-10-15T04:55:00Z,71.00,
2025-10-15T05:03:00Z,71.00,
2025-10-15T05:12:00Z,71.00,
2025-10-15T05:14:00Z,71.00,29.00
2025-10-15T05:36:00Z,71.00,28.00
2025-10-15T05:56:00Z,72.00,28.00
2025-10-15T06:10:00Z,72.00,28.00
2025-10-15T06:38:00Z,72.00,29.00
2025-10-15T06:48:00Z,72.00,29.00
2025-10-15T07:13:00Z,72.00,29.00
2025-10-15T07:19:00Z,72.00,29.00
2025-10-15T07:27:00Z,72.00,29.00
2025-10-15T07:51:00Z,71.00,29.00
2025-10-15T07:52:00Z,71.00,30.00
2025-10-15T07:53:00Z,71.00,30.00
2025-10-15T08:12:00Z,70.00,30.00
2025-10-15T08:15:00Z,70.00,30.00
2025-10-15T08:21:00Z,70.00,30.00
2025-10-15T08:22:00Z,69.02,30.00
2025-10-15T08:23:00Z,69.02,30.00
2025-10-15T08:41:00Z,70.00,30.00
2025-10-15T08:55:00Z,70.00,30.00
2025-10-15T09:12:00Z,70.00,30.00
2025-10-15T09:30:00Z,70.00,30.00
2025-10-15T09:39:00Z,71.00,30.00
2025-10-15T09:40:00Z,71.00,30.00
2025-10-15T09:49:00Z,71.00,30.00
2025-10-15T09:55:00Z,71.00,30.00
2025-10-15T09:58:00Z,71.00,30.00
2025-10-15T10:00:00Z,71.00,30.00
2025-10-15T10:03:00Z,71.00,30.00
2025-10-15T10:12:00Z,71.00,30.00
2025-10-15T10:17:00Z,71.00,30.00
2025-10-15T10:28:00Z,71.00,30.00
2025-10-15T10:33:00Z,71.00,30.00
2025-10-15T10:34:00Z,71.00,30.00
2025-10-15T10:35:00Z,71.00,30.00
2025-10-15T10:37:00Z,70.00,30.00
