# event_ticker=KXATPMATCH-25SEP20YIBKOR
# final_score=4-6 6-1 6-4
# score_resolution=6-4 1-6 4-6
# match_winner=Yibing Wu
# fav_player=Sebastian Korda
# dog_player=Yibing Wu
# kalshi_date=2025-09-20
timestamp,Sebastian Korda,Yibing Wu
2025-09-19T20:21:00Z,65.00,
2025-09-19T20:31:00Z,64.00,
2025-09-19T20:42:00Z,64.00,
2025-09-19T20:46:00Z,64.00,
2025-09-19T20:59:00Z,64.00,
2025-09-19T21:14:00Z,64.00,37.00
2025-09-19T21:51:00Z,64.00,37.00
2025-09-19T22:19:00Z,64.00,37.00
2025-09-19T22:20:00Z,64.00,37.00
2025-09-19T22:36:00Z,64.00,37.00
2025-09-19T22:41:00Z,64.00,37.00
2025-09-19T23:36:00Z,64.00,38.00
2025-09-20T00:08:00Z,64.00,39.00
2025-09-20T00:34:00Z,62.00,39.00
2025-09-20T01:04:00Z,62.00,39.00
2025-09-20T01:18:00Z,62.00,39.00
2025-09-20T01:43:00Z,62.00,39.00
2025-09-20T01:44:00Z,62.00,39.00
2025-09-20T01:50:00Z,62.00,39.00
2025-09-20T02:35:00Z,62.00,39.00
2025-09-20T03:04:00Z,62.00,39.00
2025-09-20T03:09:00Z,62.00,39.00
2025-09-20T03:14:00Z,62.00,39.00
2025-09-20T03:24:00Z,62.00,39.00
2025-09-20T03:37:00Z,62.00,39.00
2025-09-20T03:42:00Z,62.00,39.00
2025-09-20T03:45:00Z,62.00,39.00
2025-09-20T03:51:00Z,62.00,39.00
2025-09-20T04:04:00Z,62.00,39.00
2025-09-20T04:15:00Z,62.00,39.00
2025-09-20T04:21:00Z,62.00,39.00
2025-09-20T04:22:00Z,62.00,39.00
2025-09-20T04:23:00Z,62.00,39.00
2025-09-20T04:24:00Z,62.00,39.00
2025-09-20T04:27:00Z,62.97,39.00
2025-09-20T04:29:00Z,63.00,39.00
2025-09-20T04:31:00Z,63.00,39.00
2025-09-20T04:32:00Z,63.00,39.00
2025-09-20T04:35:00Z,63.00,39.00
2025-09-20T04:37:00Z,63.00,39.00
2025-09-20T04:38:00Z,63.00,39.00
2025-09-20T04:39:00Z,63.00,39.00
2025-09-20T04:40:00Z,63.00,39.00
2025-09-20T04:43:00Z,63.00,39.00
2025-09-20T04:45:00Z,63.00,39.00
2025-09-20T04:46:00Z,63.00,39.00
2025-09-20T04:48:00Z,63.00,39.00
2025-09-20T04:50:00Z,61.17,39.00
2025-09-20T04:52:00Z,63.00,39.00
2025-09-20T04:53:00Z,63.00,39.00
2025-09-20T04:55:00Z,63.00,39.00
2025-09-20T05:01:00Z,63.00,39.00
2025-09-20T05:04:00Z,63.00,39.00
2025-09-20T05:05:00Z,63.00,39.00
2025-09-20T05:06:00Z,63.00,39.00
2025-09-20T05:07:00Z,64.04,39.00
2025-09-20T05:08:00Z,64.00,36.14
2025-09-20T05:09:00Z,64.00,36.14
2025-09-20T05:10:00Z,64.00,37.00
2025-09-20T05:11:00Z,64.00,37.00
2025-09-20T05:12:00Z,64.00,37.00
2025-09-20T05:13:00Z,64.00,37.00
2025-09-20T05:14:00Z,64.00,37.00
2025-09-20T05:15:00Z,64.00,37.00
2025-09-20T05:16:00Z,64.00,37.00
2025-09-20T05:17:00Z,64.00,37.00
2025-09-20T05:19:00Z,64.00,37.00
2025-09-20T05:20:00Z,64.00,37.00
2025-09-20T05:25:00Z,64.32,37.00
2025-09-20T05:26:00Z,65.00,37.00
2025-09-20T05:27:00Z,65.08,36.00
2025-09-20T05:28:00Z,65.39,36.00
2025-09-20T05:29:00Z,64.11,36.15
2025-09-20T05:31:00Z,65.00,37.00
2025-09-20T05:33:00Z,65.00,37.00
2025-09-20T05:34:00Z,69.00,37.00
2025-09-20T05:36:00Z,69.00,37.00
2025-09-20T05:37:00Z,71.92,37.00
2025-09-20T05:38:00Z,71.78,37.00
2025-09-20T05:39:00Z,72.00,36.00
2025-09-20T05:40:00Z,72.00,36.00
2025-09-20T05:41:00Z,65.00,34.45
2025-09-20T05:42:00Z,75.22,34.26
2025-09-20T05:43:00Z,67.47,34.00
2025-09-20T05:44:00Z,69.92,29.78
2025-09-20T05:45:00Z,72.21,32.87
