# event_ticker=KXATPMATCH-25SEP20YIBKOR
# final_score=4-6 6-1 6-4
# score_resolution=6-4 1-6 4-6
# match_winner=Yibing Wu
# fav_player=Sebastian Korda
# dog_player=Yibing Wu
# kalshi_date=2025-09-20
timestamp,Sebastian Korda,Yibing Wu
2025-09-20T05:46:00Z,73.00,36.19
2025-09-20T05:47:00Z,63.00,36.19
2025-09-20T05:48:00Z,65.34,35.87
2025-09-20T05:49:00Z,65.15,35.87
2025-09-20T05:50:00Z,62.73,40.18
2025-09-20T05:51:00Z,65.23,39.00
2025-09-20T05:52:00Z,65.23,36.00
2025-09-20T05:53:00Z,65.23,38.11
2025-09-20T05:54:00Z,65.01,35.00
2025-09-20T05:55:00Z,65.27,33.36
2025-09-20T05:56:00Z,65.27,39.02
2025-09-20T05:57:00Z,63.35,35.97
2025-09-20T05:58:00Z,60.45,40.00
2025-09-20T05:59:00Z,62.98,40.00
2025-09-20T06:00:00Z,60.16,40.94
2025-09-20T06:01:00Z,58.87,42.41
2025-09-20T06:02:00Z,60.29,40.00
2025-09-20T06:03:00Z,66.70,33.55
2025-09-20T06:04:00Z,67.00,31.00
2025-09-20T06:05:00Z,67.47,32.00
2025-09-20T06:06:00Z,74.98,24.50
2025-09-20T06:07:00Z,81.95,20.66
2025-09-20T06:08:00Z,81.86,20.66
2025-09-20T06:09:00Z,81.86,18.06
2025-09-20T06:10:00Z,81.86,16.00
2025-09-20T06:11:00Z,80.90,16.00
2025-09-20T06:13:00Z,80.00,17.00
2025-09-20T06:14:00Z,80.00,13.90
2025-09-20T06:15:00Z,84.00,13.90
2025-09-20T06:16:00Z,87.43,13.90
2025-09-20T06:17:00Z,86.00,13.90
2025-09-20T06:18:00Z,86.00,15.00
2025-09-20T06:19:00Z,86.17,14.00
2025-09-20T06:20:00Z,88.00,11.58
2025-09-20T06:21:00Z,88.69,12.17
2025-09-20T06:22:00Z,86.00,11.88
2025-09-20T06:23:00Z,86.00,17.29
2025-09-20T06:24:00Z,84.87,17.07
2025-09-20T06:25:00Z,84.87,21.00
2025-09-20T06:26:00Z,76.00,22.98
2025-09-20T06:27:00Z,72.27,29.29
2025-09-20T06:28:00Z,73.10,26.09
2025-09-20T06:29:00Z,72.18,29.39
2025-09-20T06:30:00Z,72.18,33.00
2025-09-20T06:31:00Z,67.91,34.90
2025-09-20T06:32:00Z,65.37,35.00
2025-09-20T06:33:00Z,67.95,33.71
2025-09-20T06:34:00Z,67.00,33.71
2025-09-20T06:35:00Z,64.00,34.00
2025-09-20T06:36:00Z,64.35,37.79
2025-09-20T06:37:00Z,65.00,37.79
2025-09-20T06:38:00Z,62.05,38.62
2025-09-20T06:39:00Z,63.00,39.00
2025-09-20T06:40:00Z,63.00,40.34
2025-09-20T06:41:00Z,63.00,40.80
2025-09-20T06:42:00Z,63.00,40.06
2025-09-20T06:43:00Z,53.05,45.25
2025-09-20T06:44:00Z,26.91,47.83
2025-09-20T06:45:00Z,26.91,48.02
2025-09-20T06:46:00Z,55.28,49.76
2025-09-20T06:47:00Z,54.30,46.51
2025-09-20T06:48:00Z,54.30,49.00
2025-09-20T06:49:00Z,57.00,43.41
2025-09-20T06:50:00Z,58.00,43.41
2025-09-20T06:51:00Z,58.68,42.16
2025-09-20T06:52:00Z,55.45,45.79
2025-09-20T06:53:00Z,54.00,46.14
2025-09-20T06:54:00Z,53.00,46.14
2025-09-20T06:55:00Z,53.48,50.17
2025-09-20T06:56:00Z,49.60,52.82
2025-09-20T06:57:00Z,47.56,47.80
2025-09-20T06:58:00Z,11.70,46.38
2025-09-20T06:59:00Z,57.68,43.00
2025-09-20T07:00:00Z,59.42,42.44
2025-09-20T07:01:00Z,65.09,37.61
2025-09-20T07:02:00Z,57.17,45.85
2025-09-20T07:03:00Z,52.69,49.32
2025-09-20T07:04:00Z,58.48,43.00
2025-09-20T07:05:00Z,63.81,39.90
2025-09-20T07:06:00Z,63.22,41.42
2025-09-20T07:07:00Z,61.82,41.00
2025-09-20T07:08:00Z,58.83,42.94
2025-09-20T07:09:00Z,63.28,40.06
2025-09-20T07:10:00Z,64.15,39.40
2025-09-20T07:11:00Z,65.25,42.27
2025-09-20T07:12:00Z,65.33,37.95
2025-09-20T07:13:00Z,59.89,41.78
2025-09-20T07:14:00Z,67.32,42.00
2025-09-20T07:15:00Z,67.00,39.19
2025-09-20T07:16:00Z,67.08,44.81
2025-09-20T07:17:00Z,46.01,75.65
2025-09-20T07:18:00Z,23.48,83.71
2025-09-20T07:19:00Z,10.92,89.17
2025-09-20T07:20:00Z,7.84,91.70
2025-09-20T07:21:00Z,9.21,91.90
2025-09-20T07:22:00Z,18.13,87.27
2025-09-20T07:23:00Z,11.82,86.59
2025-09-20T07:24:00Z,10.17,88.64
2025-09-20T07:25:00Z,9.62,92.36
2025-09-20T07:26:00Z,7.39,91.74
2025-09-20T07:27:00Z,12.10,89.51
2025-09-20T07:28:00Z,13.52,87.88
2025-09-20T07:29:00Z,5.79,88.64
2025-09-20T07:30:00Z,1.84,99.00
2025-09-20T07:31:00Z,1.84,99.00
