# event_ticker=KXATPCHALLENGERMATCH-26APR14RODHAR
# final_score=6-2 1-6 6-3
# score_resolution=2-6 6-1 3-6
# match_winner=Jurij Rodionov
# fav_player=Billy Harris
# dog_player=Jurij Rodionov
# kalshi_date=2026-04-14
timestamp,Billy Harris,Jurij Rodionov
2026-04-13T22:20:00Z,,67.00
2026-04-13T22:33:00Z,,70.00
2026-04-14T00:00:00Z,,70.00
2026-04-14T00:32:00Z,33.00,70.00
2026-04-14T02:29:00Z,31.00,70.00
2026-04-14T03:31:00Z,31.00,70.00
2026-04-14T03:44:00Z,31.00,70.00
2026-04-14T05:10:00Z,31.00,69.00
2026-04-14T05:31:00Z,30.08,69.00
2026-04-14T05:58:00Z,30.08,70.00
2026-04-14T06:14:00Z,30.08,70.00
2026-04-14T06:24:00Z,30.08,70.00
2026-04-14T06:26:00Z,30.08,70.00
2026-04-14T08:41:00Z,30.00,70.00
2026-04-14T09:01:00Z,33.00,70.00
2026-04-14T09:05:00Z,33.00,70.00
2026-04-14T09:07:00Z,33.00,70.00
2026-04-14T09:51:00Z,33.00,70.00
2026-04-14T09:57:00Z,32.00,70.00
2026-04-14T09:58:00Z,32.00,71.00
2026-04-14T10:00:00Z,32.00,71.00
2026-04-14T10:09:00Z,31.00,69.00
2026-04-14T10:10:00Z,31.00,70.93
2026-04-14T10:11:00Z,31.47,68.75
2026-04-14T10:13:00Z,30.00,68.75
2026-04-14T10:14:00Z,30.00,67.00
2026-04-14T10:21:00Z,30.00,64.00
2026-04-14T10:22:00Z,35.52,64.78
2026-04-14T10:23:00Z,33.00,64.78
2026-04-14T10:24:00Z,34.00,64.78
2026-04-14T10:27:00Z,24.75,70.50
2026-04-14T10:28:00Z,24.05,79.23
2026-04-14T10:29:00Z,20.00,80.00
2026-04-14T10:30:00Z,20.00,80.00
2026-04-14T10:34:00Z,20.00,85.00
2026-04-14T10:35:00Z,11.16,89.67
2026-04-14T10:37:00Z,9.00,89.67
2026-04-14T10:38:00Z,8.02,89.67
2026-04-14T10:40:00Z,9.00,91.00
2026-04-14T10:42:00Z,10.00,91.00
2026-04-14T10:44:00Z,10.00,91.00
2026-04-14T10:47:00Z,9.00,91.00
2026-04-14T10:48:00Z,7.17,94.00
2026-04-14T10:49:00Z,9.00,94.00
2026-04-14T10:50:00Z,13.00,94.00
2026-04-14T10:51:00Z,14.00,86.00
2026-04-14T10:53:00Z,14.00,90.45
2026-04-14T10:54:00Z,12.44,90.45
2026-04-14T10:55:00Z,16.12,83.89
2026-04-14T10:56:00Z,19.00,79.05
2026-04-14T10:57:00Z,26.57,79.05
2026-04-14T10:59:00Z,30.00,79.05
2026-04-14T11:00:00Z,32.19,68.00
2026-04-14T11:01:00Z,32.19,67.01
2026-04-14T11:02:00Z,35.38,67.02
2026-04-14T11:03:00Z,38.59,63.00
2026-04-14T11:04:00Z,38.00,63.00
2026-04-14T11:05:00Z,41.30,61.00
2026-04-14T11:06:00Z,42.00,58.00
2026-04-14T11:07:00Z,42.00,58.64
2026-04-14T11:08:00Z,42.08,59.00
2026-04-14T11:09:00Z,40.85,59.52
2026-04-14T11:10:00Z,42.25,58.13
2026-04-14T11:11:00Z,43.00,59.51
2026-04-14T11:12:00Z,43.00,60.00
2026-04-14T11:13:00Z,40.04,61.00
2026-04-14T11:14:00Z,42.47,61.00
2026-04-14T11:15:00Z,42.69,59.00
2026-04-14T11:16:00Z,41.00,59.00
2026-04-14T11:17:00Z,42.72,59.00
2026-04-14T11:18:00Z,42.79,60.34
2026-04-14T11:19:00Z,42.79,63.65
2026-04-14T11:20:00Z,37.00,63.00
2026-04-14T11:21:00Z,36.18,65.66
2026-04-14T11:22:00Z,36.18,67.28
2026-04-14T11:23:00Z,29.44,72.34
2026-04-14T11:24:00Z,35.26,68.55
2026-04-14T11:26:00Z,42.62,57.72
2026-04-14T11:27:00Z,37.52,62.70
2026-04-14T11:28:00Z,37.06,62.53
2026-04-14T11:29:00Z,35.00,67.00
2026-04-14T11:30:00Z,32.00,67.00
2026-04-14T11:31:00Z,33.91,65.63
2026-04-14T11:32:00Z,33.91,68.91
2026-04-14T11:33:00Z,21.87,79.46
2026-04-14T11:34:00Z,11.42,84.02
2026-04-14T11:35:00Z,15.00,83.91
2026-04-14T11:36:00Z,11.76,89.48
2026-04-14T11:37:00Z,8.25,92.63
2026-04-14T11:38:00Z,6.82,93.50
2026-04-14T11:39:00Z,7.00,93.00
2026-04-14T11:40:00Z,6.00,93.13
2026-04-14T11:41:00Z,4.71,95.77
2026-04-14T11:42:00Z,4.09,95.05
2026-04-14T11:43:00Z,1.03,98.96
2026-04-14T11:44:00Z,2.00,99.00
2026-04-14T11:45:00Z,2.00,99.00
2026-04-14T11:46:00Z,1.43,98.96
2026-04-14T11:47:00Z,3.19,96.50
2026-04-14T11:48:00Z,4.71,95.72
2026-04-14T11:49:00Z,4.85,94.32
2026-04-14T11:50:00Z,6.89,95.15
2026-04-14T11:51:00Z,6.89,94.08
2026-04-14T11:52:00Z,5.10,95.43
2026-04-14T11:53:00Z,5.10,98.09
2026-04-14T11:54:00Z,9.11,90.66
2026-04-14T11:55:00Z,3.75,99.00
2026-04-14T11:56:00Z,3.75,99.00
2026-04-14T11:57:00Z,1.00,99.00
2026-04-14T11:58:00Z,1.00,99.00
2026-04-14T11:59:00Z,1.00,99.00
