# event_ticker=KXATPMATCH-26FEB18LEHBER
# final_score=6-2 6-1
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Zizou Bergs
# kalshi_date=2026-02-18
timestamp,Jiri Lehecka,Zizou Bergs
2026-02-18T00:52:00Z,68.00,
2026-02-18T01:11:00Z,68.00,33.00
2026-02-18T01:14:00Z,68.00,33.00
2026-02-18T01:16:00Z,68.00,33.00
2026-02-18T01:20:00Z,68.64,33.00
2026-02-18T01:34:00Z,68.64,33.00
2026-02-18T01:43:00Z,68.00,33.00
2026-02-18T01:44:00Z,68.00,33.00
2026-02-18T01:46:00Z,68.00,33.00
2026-02-18T02:05:00Z,68.00,33.00
2026-02-18T02:23:00Z,68.00,33.00
2026-02-18T02:26:00Z,69.00,33.00
2026-02-18T02:30:00Z,67.00,33.00
2026-02-18T02:31:00Z,67.00,33.00
2026-02-18T02:32:00Z,67.00,33.00
2026-02-18T02:33:00Z,67.00,33.00
2026-02-18T02:37:00Z,68.00,33.00
2026-02-18T02:39:00Z,68.00,33.00
2026-02-18T02:46:00Z,68.00,33.00
2026-02-18T02:50:00Z,68.00,33.00
2026-02-18T02:52:00Z,68.00,33.00
2026-02-18T02:54:00Z,68.00,33.00
2026-02-18T02:57:00Z,68.00,33.00
2026-02-18T03:06:00Z,68.00,33.00
2026-02-18T03:07:00Z,68.00,33.00
2026-02-18T03:08:00Z,68.00,33.00
2026-02-18T03:09:00Z,68.00,33.00
2026-02-18T03:18:00Z,68.00,33.00
2026-02-18T03:26:00Z,68.00,33.00
2026-02-18T03:37:00Z,68.00,33.00
2026-02-18T03:39:00Z,68.00,33.00
2026-02-18T03:40:00Z,68.00,33.00
2026-02-18T03:42:00Z,68.00,33.00
2026-02-18T03:43:00Z,68.00,33.00
2026-02-18T03:45:00Z,68.00,33.00
2026-02-18T03:47:00Z,68.00,33.00
2026-02-18T03:48:00Z,68.00,33.00
2026-02-18T03:53:00Z,68.00,33.00
2026-02-18T03:55:00Z,68.00,33.00
2026-02-18T04:00:00Z,68.00,33.00
2026-02-18T04:01:00Z,68.00,33.00
2026-02-18T04:03:00Z,68.00,33.00
2026-02-18T04:04:00Z,68.00,33.00
2026-02-18T04:06:00Z,68.00,33.00
2026-02-18T04:07:00Z,68.00,33.00
2026-02-18T04:09:00Z,68.00,33.00
2026-02-18T04:10:00Z,68.00,33.00
2026-02-18T04:14:00Z,68.00,33.00
2026-02-18T04:18:00Z,68.00,33.00
2026-02-18T04:22:00Z,68.00,33.00
2026-02-18T04:23:00Z,68.00,33.00
2026-02-18T04:25:00Z,68.00,33.00
2026-02-18T04:29:00Z,68.00,33.00
2026-02-18T04:30:00Z,68.00,33.00
2026-02-18T04:31:00Z,68.00,33.00
2026-02-18T04:32:00Z,68.00,33.00
2026-02-18T04:41:00Z,68.00,33.00
2026-02-18T04:44:00Z,68.00,33.00
2026-02-18T04:45:00Z,68.00,33.00
2026-02-18T04:46:00Z,68.00,33.00
2026-02-18T04:47:00Z,68.00,33.00
2026-02-18T04:54:00Z,68.00,33.00
2026-02-18T04:56:00Z,68.00,33.00
2026-02-18T04:58:00Z,68.00,33.00
2026-02-18T05:01:00Z,68.00,33.00
2026-02-18T05:03:00Z,68.00,33.00
2026-02-18T05:08:00Z,68.00,33.00
2026-02-18T05:09:00Z,68.00,33.00
2026-02-18T05:15:00Z,68.00,33.00
2026-02-18T05:20:00Z,68.00,33.00
2026-02-18T05:23:00Z,68.00,33.00
2026-02-18T05:35:00Z,68.00,33.00
2026-02-18T05:37:00Z,68.00,33.00
2026-02-18T05:39:00Z,68.00,33.00
2026-02-18T05:40:00Z,68.76,33.00
2026-02-18T05:43:00Z,68.00,33.00
2026-02-18T05:44:00Z,68.00,33.00
2026-02-18T05:49:00Z,68.00,33.00
2026-02-18T05:51:00Z,69.00,33.00
2026-02-18T05:57:00Z,69.00,33.00
2026-02-18T05:58:00Z,68.00,33.00
2026-02-18T05:59:00Z,68.00,33.00
2026-02-18T06:00:00Z,68.00,33.00
2026-02-18T06:01:00Z,68.00,33.00
