# event_ticker=KXATPCHALLENGERMATCH-26APR23KWONCHU
# final_score=3-6 6-2 6-4
# score_resolution=6-3 2-6 4-6
# match_winner=Soonwoo Kwon
# fav_player=Hyeon Chung
# dog_player=Soonwoo Kwon
# kalshi_date=2026-04-23
timestamp,Soonwoo Kwon,Hyeon Chung
2026-04-23T14:14:00Z,94.00,
2026-04-23T15:28:00Z,94.00,21.00
2026-04-23T15:44:00Z,81.00,21.00
2026-04-23T15:59:00Z,81.00,21.00
2026-04-23T16:06:00Z,81.00,21.00
2026-04-23T16:56:00Z,81.00,21.00
2026-04-23T17:19:00Z,81.00,21.00
2026-04-23T17:48:00Z,81.00,21.00
2026-04-23T17:58:00Z,81.00,21.00
2026-04-23T18:13:00Z,82.00,21.00
2026-04-23T18:33:00Z,82.00,20.00
2026-04-23T18:50:00Z,82.00,20.00
2026-04-23T18:54:00Z,82.00,20.00
2026-04-23T18:56:00Z,82.00,20.00
2026-04-23T19:08:00Z,82.00,20.00
2026-04-23T19:16:00Z,83.00,20.00
2026-04-23T19:18:00Z,84.00,20.00
2026-04-23T19:22:00Z,84.00,20.00
2026-04-23T19:30:00Z,83.00,20.00
2026-04-23T19:33:00Z,83.00,20.00
2026-04-23T19:36:00Z,84.00,18.00
2026-04-23T19:57:00Z,84.00,18.00
2026-04-23T20:00:00Z,84.00,18.00
2026-04-23T20:04:00Z,84.00,18.00
2026-04-23T20:09:00Z,84.00,18.00
2026-04-23T20:11:00Z,84.00,18.00
2026-04-23T20:32:00Z,84.00,18.00
2026-04-23T20:39:00Z,84.00,18.00
2026-04-23T20:53:00Z,84.00,18.00
2026-04-23T20:54:00Z,84.00,18.00
2026-04-23T20:57:00Z,84.00,17.00
2026-04-23T20:59:00Z,84.00,17.00
2026-04-23T21:03:00Z,84.00,17.00
2026-04-23T21:05:00Z,84.00,17.00
2026-04-23T21:28:00Z,84.00,17.00
2026-04-23T21:29:00Z,84.00,17.00
2026-04-23T21:36:00Z,84.00,17.00
2026-04-23T21:37:00Z,84.00,17.00
2026-04-23T21:38:00Z,83.00,17.00
2026-04-23T21:40:00Z,83.00,17.00
2026-04-23T21:43:00Z,83.00,17.00
2026-04-23T21:44:00Z,84.00,17.00
2026-04-23T21:48:00Z,84.00,17.00
2026-04-23T21:49:00Z,84.00,17.00
2026-04-23T21:52:00Z,84.00,17.00
2026-04-23T21:56:00Z,84.00,17.00
2026-04-23T21:57:00Z,84.00,17.00
2026-04-23T22:04:00Z,84.00,17.00
2026-04-23T22:09:00Z,84.00,17.00
2026-04-23T22:18:00Z,84.00,17.00
2026-04-23T22:23:00Z,84.00,17.00
2026-04-23T22:29:00Z,84.00,17.00
2026-04-23T22:30:00Z,84.00,17.00
2026-04-23T22:35:00Z,84.00,17.00
2026-04-23T22:36:00Z,84.00,17.00
2026-04-23T22:48:00Z,84.00,18.43
2026-04-23T22:49:00Z,84.00,19.57
2026-04-23T22:51:00Z,83.00,19.57
2026-04-23T22:54:00Z,83.00,19.00
2026-04-23T22:55:00Z,83.00,18.00
2026-04-23T23:05:00Z,83.00,20.00
2026-04-23T23:11:00Z,83.00,20.00
2026-04-23T23:16:00Z,83.00,20.00
2026-04-23T23:18:00Z,83.00,19.00
2026-04-23T23:21:00Z,84.00,19.00
2026-04-23T23:23:00Z,84.00,19.00
2026-04-23T23:25:00Z,84.00,19.00
2026-04-23T23:28:00Z,84.00,19.00
2026-04-23T23:49:00Z,84.00,19.00
2026-04-23T23:52:00Z,84.00,17.03
2026-04-23T23:55:00Z,84.00,17.03
2026-04-24T00:01:00Z,84.00,18.00
2026-04-24T00:03:00Z,84.00,18.00
2026-04-24T00:06:00Z,84.00,18.00
2026-04-24T00:16:00Z,84.00,18.00
2026-04-24T00:18:00Z,84.00,18.00
2026-04-24T00:22:00Z,84.00,18.00
2026-04-24T00:24:00Z,84.00,18.00
2026-04-24T00:28:00Z,84.00,18.00
2026-04-24T00:32:00Z,84.00,18.00
2026-04-24T00:34:00Z,84.00,18.00
2026-04-24T00:35:00Z,84.00,18.00
2026-04-24T00:36:00Z,84.00,18.00
2026-04-24T00:45:00Z,84.00,18.00
2026-04-24T00:46:00Z,84.00,18.00
2026-04-24T00:49:00Z,84.00,18.00
2026-04-24T00:51:00Z,84.00,17.00
2026-04-24T00:52:00Z,83.00,17.00
2026-04-24T00:55:00Z,83.00,18.00
2026-04-24T00:56:00Z,83.00,18.00
2026-04-24T00:57:00Z,83.00,18.00
2026-04-24T00:58:00Z,83.00,18.00
2026-04-24T00:59:00Z,84.00,18.00
2026-04-24T01:00:00Z,84.00,18.00
2026-04-24T01:01:00Z,84.00,18.00
2026-04-24T01:02:00Z,84.00,18.00
2026-04-24T01:03:00Z,84.00,18.00
2026-04-24T01:06:00Z,84.00,18.00
2026-04-24T01:07:00Z,84.00,18.00
2026-04-24T01:11:00Z,84.00,18.00
2026-04-24T01:14:00Z,84.49,18.00
2026-04-24T01:16:00Z,85.00,18.00
2026-04-24T01:18:00Z,85.00,18.00
2026-04-24T01:19:00Z,85.00,18.32
2026-04-24T01:23:00Z,83.00,18.32
2026-04-24T01:24:00Z,83.00,19.00
2026-04-24T01:27:00Z,83.00,19.00
2026-04-24T01:28:00Z,83.00,19.00
2026-04-24T01:30:00Z,83.00,19.00
2026-04-24T01:33:00Z,83.00,19.00
2026-04-24T01:37:00Z,82.00,19.00
2026-04-24T01:38:00Z,83.00,19.00
2026-04-24T01:40:00Z,83.00,19.00
2026-04-24T01:45:00Z,83.00,19.00
2026-04-24T01:47:00Z,83.00,19.00
2026-04-24T01:48:00Z,83.00,19.00
2026-04-24T01:49:00Z,83.79,19.00
2026-04-24T01:50:00Z,83.79,18.00
2026-04-24T01:51:00Z,81.83,18.86
2026-04-24T01:52:00Z,81.83,19.00
2026-04-24T01:53:00Z,82.00,19.00
2026-04-24T01:54:00Z,82.00,18.95
2026-04-24T01:55:00Z,82.00,19.00
2026-04-24T01:57:00Z,82.00,19.00
2026-04-24T01:58:00Z,82.00,19.00
2026-04-24T01:59:00Z,82.00,19.00
2026-04-24T02:00:00Z,82.00,19.00
