# event_ticker=KXATPCHALLENGERMATCH-26APR03FATSAC
# final_score=6-3 7-6(1)
# score_resolution=6-3 7-6
# match_winner=Vitaliy Sachko
# fav_player=Vitaliy Sachko
# dog_player=Nerman Fatic
# kalshi_date=2026-04-03
timestamp,Vitaliy Sachko,Nerman Fatic
2026-04-03T00:34:00Z,61.00,
2026-04-03T01:43:00Z,60.67,
2026-04-03T01:44:00Z,60.67,40.00
2026-04-03T02:15:00Z,61.00,40.00
2026-04-03T03:25:00Z,61.00,40.00
2026-04-03T03:37:00Z,61.00,40.00
2026-04-03T03:45:00Z,61.00,39.91
2026-04-03T03:48:00Z,62.00,40.00
2026-04-03T04:05:00Z,62.00,40.00
2026-04-03T04:07:00Z,62.00,40.00
2026-04-03T04:22:00Z,62.00,40.00
2026-04-03T04:42:00Z,62.00,40.00
2026-04-03T04:49:00Z,62.00,40.00
2026-04-03T04:53:00Z,62.00,40.00
2026-04-03T04:54:00Z,62.00,40.00
2026-04-03T04:59:00Z,62.00,39.00
2026-04-03T05:12:00Z,62.00,39.00
2026-04-03T05:13:00Z,62.00,40.00
2026-04-03T05:15:00Z,62.00,38.11
2026-04-03T05:20:00Z,62.00,38.11
2026-04-03T05:26:00Z,62.00,40.00
2026-04-03T05:33:00Z,62.00,40.00
2026-04-03T05:56:00Z,62.00,40.00
2026-04-03T05:58:00Z,62.00,40.00
2026-04-03T06:10:00Z,62.00,40.00
2026-04-03T06:23:00Z,62.00,40.00
2026-04-03T06:25:00Z,62.00,40.00
2026-04-03T06:35:00Z,62.00,40.00
2026-04-03T06:53:00Z,62.00,40.00
2026-04-03T07:06:00Z,62.00,40.00
2026-04-03T07:07:00Z,62.00,39.00
2026-04-03T07:41:00Z,62.00,39.00
2026-04-03T07:48:00Z,62.00,39.00
2026-04-03T08:10:00Z,62.00,39.00
2026-04-03T08:30:00Z,62.00,38.00
2026-04-03T08:38:00Z,62.00,39.00
2026-04-03T08:44:00Z,62.00,39.00
2026-04-03T08:47:00Z,62.00,39.00
2026-04-03T08:52:00Z,62.00,39.00
2026-04-03T08:54:00Z,62.00,38.00
2026-04-03T08:59:00Z,62.00,39.00
2026-04-03T09:02:00Z,63.00,39.00
2026-04-03T09:04:00Z,63.00,39.00
2026-04-03T09:07:00Z,64.00,39.00
2026-04-03T09:15:00Z,64.00,37.54
2026-04-03T09:18:00Z,64.00,37.51
2026-04-03T09:19:00Z,64.00,37.00
2026-04-03T09:20:00Z,68.28,31.31
2026-04-03T09:21:00Z,67.91,30.00
2026-04-03T09:23:00Z,64.90,37.00
2026-04-03T09:24:00Z,60.46,41.59
2026-04-03T09:25:00Z,60.00,41.00
2026-04-03T09:26:00Z,59.00,42.55
2026-04-03T09:27:00Z,61.72,42.55
2026-04-03T09:28:00Z,59.19,44.00
2026-04-03T09:29:00Z,53.31,48.46
2026-04-03T09:30:00Z,48.09,51.94
2026-04-03T09:31:00Z,53.10,50.00
2026-04-03T09:32:00Z,56.67,45.57
2026-04-03T09:33:00Z,61.69,39.95
2026-04-03T09:34:00Z,61.69,40.00
2026-04-03T09:35:00Z,57.80,40.71
2026-04-03T09:36:00Z,63.94,37.98
2026-04-03T09:37:00Z,55.02,45.91
2026-04-03T09:38:00Z,57.69,42.69
2026-04-03T09:40:00Z,58.74,43.03
2026-04-03T09:41:00Z,65.87,35.00
2026-04-03T09:42:00Z,65.87,38.00
2026-04-03T09:43:00Z,68.44,29.06
2026-04-03T09:44:00Z,72.00,24.00
2026-04-03T09:45:00Z,72.00,23.67
2026-04-03T09:46:00Z,74.00,24.99
2026-04-03T09:47:00Z,76.64,21.00
2026-04-03T09:48:00Z,77.00,21.00
2026-04-03T09:49:00Z,77.00,23.00
2026-04-03T09:50:00Z,72.83,23.25
2026-04-03T09:51:00Z,65.00,34.00
2026-04-03T09:52:00Z,65.00,34.68
2026-04-03T09:53:00Z,72.16,30.00
2026-04-03T09:54:00Z,71.00,30.00
2026-04-03T09:55:00Z,66.00,34.00
2026-04-03T09:56:00Z,69.00,34.00
2026-04-03T09:57:00Z,77.59,22.59
2026-04-03T09:59:00Z,76.87,25.35
2026-04-03T10:00:00Z,81.84,22.00
2026-04-03T10:01:00Z,81.84,17.00
2026-04-03T10:02:00Z,81.84,21.00
2026-04-03T10:04:00Z,81.84,22.55
2026-04-03T10:05:00Z,76.50,22.55
2026-04-03T10:06:00Z,72.76,26.07
2026-04-03T10:07:00Z,72.76,31.02
2026-04-03T10:08:00Z,71.92,27.40
2026-04-03T10:09:00Z,75.00,27.40
2026-04-03T10:10:00Z,76.00,22.82
2026-04-03T10:11:00Z,76.00,19.33
2026-04-03T10:12:00Z,82.00,19.33
2026-04-03T10:13:00Z,84.50,15.58
2026-04-03T10:14:00Z,84.83,14.00
2026-04-03T10:15:00Z,84.72,12.38
2026-04-03T10:16:00Z,87.00,15.00
2026-04-03T10:17:00Z,88.52,12.36
2026-04-03T10:18:00Z,87.94,12.74
2026-04-03T10:19:00Z,92.00,7.70
2026-04-03T10:20:00Z,93.00,8.74
2026-04-03T10:21:00Z,92.00,8.94
2026-04-03T10:22:00Z,92.00,8.94
2026-04-03T10:23:00Z,92.18,8.00
2026-04-03T10:24:00Z,92.18,7.71
2026-04-03T10:25:00Z,91.10,11.63
2026-04-03T10:26:00Z,87.74,14.07
2026-04-03T10:27:00Z,87.00,14.07
2026-04-03T10:28:00Z,81.84,18.68
2026-04-03T10:29:00Z,81.84,16.92
2026-04-03T10:30:00Z,81.92,19.60
2026-04-03T10:31:00Z,85.00,16.04
2026-04-03T10:32:00Z,84.09,16.93
2026-04-03T10:33:00Z,85.44,14.23
2026-04-03T10:34:00Z,84.89,16.00
2026-04-03T10:35:00Z,77.00,23.32
2026-04-03T10:36:00Z,74.19,25.09
2026-04-03T10:37:00Z,76.00,23.00
2026-04-03T10:38:00Z,76.00,23.00
2026-04-03T10:39:00Z,75.00,27.35
2026-04-03T10:40:00Z,71.80,27.31
2026-04-03T10:41:00Z,68.91,29.78
2026-04-03T10:42:00Z,68.00,32.95
2026-04-03T10:43:00Z,69.00,32.07
2026-04-03T10:44:00Z,64.38,34.22
2026-04-03T10:45:00Z,71.36,33.84
2026-04-03T10:46:00Z,71.40,33.84
2026-04-03T10:47:00Z,72.79,33.84
2026-04-03T10:48:00Z,72.79,29.92
2026-04-03T10:49:00Z,63.50,34.24
2026-04-03T10:50:00Z,64.00,35.04
2026-04-03T10:51:00Z,66.33,32.00
2026-04-03T10:52:00Z,70.16,29.00
2026-04-03T10:53:00Z,71.00,30.00
2026-04-03T10:54:00Z,72.85,32.81
2026-04-03T10:55:00Z,69.41,30.00
2026-04-03T10:56:00Z,63.37,33.18
2026-04-03T10:57:00Z,64.37,36.00
2026-04-03T10:58:00Z,64.56,33.00
2026-04-03T10:59:00Z,68.71,33.00
2026-04-03T11:00:00Z,67.39,33.00
2026-04-03T11:01:00Z,73.00,27.43
2026-04-03T11:02:00Z,78.89,22.47
2026-04-03T11:03:00Z,74.55,27.78
2026-04-03T11:04:00Z,71.65,27.68
2026-04-03T11:05:00Z,82.09,15.15
2026-04-03T11:06:00Z,86.47,15.14
2026-04-03T11:07:00Z,84.91,16.00
2026-04-03T11:08:00Z,86.97,14.50
2026-04-03T11:09:00Z,87.37,13.60
2026-04-03T11:10:00Z,89.58,10.00
2026-04-03T11:11:00Z,89.36,8.78
2026-04-03T11:12:00Z,89.90,8.20
2026-04-03T11:13:00Z,89.12,12.98
2026-04-03T11:14:00Z,84.41,16.83
2026-04-03T11:15:00Z,87.25,14.97
2026-04-03T11:16:00Z,93.53,9.00
2026-04-03T11:17:00Z,90.00,9.96
2026-04-03T11:18:00Z,92.92,7.99
2026-04-03T11:19:00Z,95.79,5.01
2026-04-03T11:20:00Z,98.50,2.41
2026-04-03T11:21:00Z,98.79,1.00
2026-04-03T11:22:00Z,99.00,1.00
2026-04-03T11:23:00Z,99.00,1.00
2026-04-03T11:26:00Z,99.00,1.00
