# event_ticker=KXATPMATCH-26MAR18BUSDZU
# final_score=6-7(6) 7-6(6) 6-1
# score_resolution=6-7 7-6 6-1
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Ignacio Buse
# kalshi_date=2026-03-18
timestamp,Damir Dzumhur,Ignacio Buse
2026-03-19T09:14:00Z,,63.25
2026-03-19T09:35:00Z,37.00,63.25
2026-03-19T10:28:00Z,37.00,64.00
2026-03-19T10:37:00Z,37.00,64.00
2026-03-19T10:54:00Z,36.00,64.00
2026-03-19T10:57:00Z,37.00,64.00
2026-03-19T11:03:00Z,37.00,64.00
2026-03-19T11:30:00Z,36.00,64.00
2026-03-19T12:57:00Z,36.00,64.00
2026-03-19T13:05:00Z,36.00,64.00
2026-03-19T13:10:00Z,37.00,64.00
2026-03-19T13:28:00Z,37.00,63.00
2026-03-19T13:58:00Z,37.00,64.00
2026-03-19T14:02:00Z,37.00,64.00
2026-03-19T14:33:00Z,37.00,63.00
2026-03-19T15:21:00Z,38.00,63.00
2026-03-19T15:23:00Z,38.00,64.00
2026-03-19T15:24:00Z,38.00,64.00
2026-03-19T15:39:00Z,38.00,64.00
2026-03-19T15:40:00Z,38.00,64.00
2026-03-19T15:43:00Z,38.00,64.00
2026-03-19T15:44:00Z,38.00,64.00
2026-03-19T15:45:00Z,38.00,64.00
2026-03-19T15:48:00Z,38.00,64.00
2026-03-19T15:50:00Z,38.00,64.00
2026-03-19T15:53:00Z,38.00,64.00
2026-03-19T15:57:00Z,38.00,64.00
2026-03-19T15:58:00Z,38.00,64.00
2026-03-19T15:59:00Z,38.00,64.00
2026-03-19T16:01:00Z,38.00,64.00
2026-03-19T16:03:00Z,38.00,64.00
2026-03-19T16:06:00Z,38.00,64.00
2026-03-19T16:08:00Z,38.00,64.00
2026-03-19T16:23:00Z,38.00,64.70
2026-03-19T16:24:00Z,38.00,65.00
2026-03-19T16:26:00Z,36.00,65.00
2026-03-19T16:30:00Z,36.00,65.00
2026-03-19T16:31:00Z,36.00,65.00
2026-03-19T16:32:00Z,36.00,65.00
2026-03-19T16:33:00Z,36.00,65.00
2026-03-19T16:34:00Z,36.00,65.00
2026-03-19T16:35:00Z,36.00,65.00
2026-03-19T16:38:00Z,36.00,65.58
2026-03-19T16:39:00Z,36.00,65.58
2026-03-19T16:42:00Z,36.00,65.00
2026-03-19T16:45:00Z,36.00,65.00
2026-03-19T16:47:00Z,36.00,65.00
2026-03-19T16:53:00Z,36.00,65.00
2026-03-19T16:56:00Z,36.00,65.72
2026-03-19T17:00:00Z,36.00,66.00
2026-03-19T17:15:00Z,36.00,65.00
2026-03-19T17:17:00Z,36.00,65.86
2026-03-19T17:19:00Z,36.00,66.99
2026-03-19T17:26:00Z,36.00,66.59
2026-03-19T17:29:00Z,36.00,67.00
2026-03-19T17:30:00Z,36.00,67.00
2026-03-19T17:34:00Z,33.22,67.00
2026-03-19T17:35:00Z,33.00,67.00
2026-03-19T17:37:00Z,33.00,67.00
2026-03-19T17:38:00Z,33.00,67.00
2026-03-19T17:39:00Z,33.00,67.00
2026-03-19T17:45:00Z,34.00,67.00
2026-03-19T17:49:00Z,34.00,67.00
2026-03-19T17:50:00Z,34.00,67.00
2026-03-19T17:52:00Z,34.00,67.00
2026-03-19T17:55:00Z,34.00,67.00
2026-03-19T18:00:00Z,34.00,67.00
2026-03-19T18:03:00Z,34.00,67.00
2026-03-19T18:06:00Z,34.00,67.00
2026-03-19T18:12:00Z,34.00,67.00
2026-03-19T18:15:00Z,34.00,67.00
2026-03-19T18:20:00Z,34.00,67.00
2026-03-19T18:24:00Z,34.00,67.00
2026-03-19T18:25:00Z,34.00,67.00
2026-03-19T18:26:00Z,34.00,67.00
2026-03-19T18:27:00Z,34.00,67.00
2026-03-19T18:28:00Z,34.00,67.00
2026-03-19T18:31:00Z,34.00,67.00
2026-03-19T18:38:00Z,34.00,67.00
2026-03-19T18:42:00Z,34.00,67.00
2026-03-19T18:44:00Z,34.00,67.00
2026-03-19T18:53:00Z,34.00,67.00
2026-03-19T18:54:00Z,34.00,67.00
2026-03-19T18:55:00Z,34.00,67.00
2026-03-19T18:56:00Z,34.00,67.00
2026-03-19T18:58:00Z,34.00,67.00
