# event_ticker=KXATPCHALLENGERMATCH-26APR08MIDAMB
# final_score=2-6 6-3 7-5
# match_winner=Lautaro Midon
# fav_player=Lautaro Midon
# dog_player=Luciano Emanuel Ambrogi
# kalshi_date=2026-04-08
timestamp,Lautaro Midon,Luciano Emanuel Ambrogi
2026-04-08T15:09:00Z,61.00,39.00
2026-04-08T15:10:00Z,61.40,39.00
2026-04-08T15:11:00Z,61.00,38.00
2026-04-08T15:12:00Z,63.37,39.00
2026-04-08T15:13:00Z,61.82,39.00
2026-04-08T15:14:00Z,66.52,33.63
2026-04-08T15:15:00Z,67.97,32.89
2026-04-08T15:16:00Z,67.97,31.89
2026-04-08T15:17:00Z,69.33,32.00
2026-04-08T15:18:00Z,69.67,34.00
2026-04-08T15:19:00Z,65.96,34.85
2026-04-08T15:20:00Z,64.00,35.50
2026-04-08T15:21:00Z,62.00,37.00
2026-04-08T15:22:00Z,65.13,37.00
2026-04-08T15:23:00Z,68.00,37.00
2026-04-08T15:24:00Z,70.00,37.00
2026-04-08T15:25:00Z,67.00,32.30
2026-04-08T15:26:00Z,71.08,29.00
2026-04-08T15:27:00Z,70.76,30.01
2026-04-08T15:28:00Z,71.00,30.15
2026-04-08T15:29:00Z,71.00,29.68
2026-04-08T15:30:00Z,71.00,32.15
2026-04-08T15:31:00Z,71.91,30.44
2026-04-08T15:32:00Z,67.93,34.03
2026-04-08T15:33:00Z,66.14,36.67
2026-04-08T15:34:00Z,57.63,41.11
2026-04-08T15:35:00Z,60.84,46.58
2026-04-08T15:36:00Z,61.82,40.26
2026-04-08T15:37:00Z,51.62,47.15
2026-04-08T15:38:00Z,51.62,50.74
2026-04-08T15:39:00Z,50.08,49.93
2026-04-08T15:40:00Z,45.54,53.15
2026-04-08T15:41:00Z,45.97,53.15
2026-04-08T15:42:00Z,49.96,48.02
2026-04-08T15:43:00Z,52.37,51.16
2026-04-08T15:44:00Z,46.71,56.15
2026-04-08T15:45:00Z,45.55,53.03
2026-04-08T15:46:00Z,40.63,57.68
2026-04-08T15:47:00Z,36.49,60.95
2026-04-08T15:48:00Z,35.54,65.00
2026-04-08T15:49:00Z,35.21,64.61
2026-04-08T15:50:00Z,36.71,64.70
2026-04-08T15:51:00Z,34.35,66.20
2026-04-08T15:52:00Z,34.07,66.22
2026-04-08T15:53:00Z,34.98,65.92
2026-04-08T15:54:00Z,35.00,65.98
2026-04-08T15:55:00Z,35.79,66.00
2026-04-08T15:56:00Z,36.07,64.70
2026-04-08T15:57:00Z,36.24,65.03
2026-04-08T15:58:00Z,39.25,62.84
2026-04-08T15:59:00Z,41.03,57.32
2026-04-08T16:00:00Z,44.57,56.45
2026-04-08T16:01:00Z,42.34,58.59
2026-04-08T16:02:00Z,44.73,55.59
2026-04-08T16:03:00Z,42.15,59.35
2026-04-08T16:04:00Z,47.46,53.70
2026-04-08T16:05:00Z,41.90,59.54
2026-04-08T16:06:00Z,37.49,63.54
2026-04-08T16:07:00Z,40.29,61.52
2026-04-08T16:08:00Z,38.59,61.86
2026-04-08T16:09:00Z,42.48,56.05
2026-04-08T16:10:00Z,45.10,56.00
2026-04-08T16:11:00Z,47.56,56.02
2026-04-08T16:12:00Z,47.07,53.01
2026-04-08T16:13:00Z,55.19,44.48
2026-04-08T16:14:00Z,59.25,40.80
2026-04-08T16:15:00Z,62.00,39.59
2026-04-08T16:16:00Z,65.22,32.52
2026-04-08T16:17:00Z,65.19,35.80
2026-04-08T16:18:00Z,64.86,32.13
2026-04-08T16:19:00Z,69.92,30.53
2026-04-08T16:20:00Z,67.49,32.56
2026-04-08T16:21:00Z,66.18,34.76
2026-04-08T16:22:00Z,64.43,36.00
2026-04-08T16:23:00Z,63.75,39.49
2026-04-08T16:24:00Z,51.85,48.82
2026-04-08T16:25:00Z,48.67,50.12
2026-04-08T16:26:00Z,45.59,54.02
2026-04-08T16:27:00Z,43.79,55.94
2026-04-08T16:28:00Z,43.09,56.29
2026-04-08T16:29:00Z,47.28,53.77
2026-04-08T16:30:00Z,43.21,57.18
2026-04-08T16:31:00Z,43.87,55.31
2026-04-08T16:32:00Z,47.23,53.28
2026-04-08T16:33:00Z,48.59,50.03
2026-04-08T16:34:00Z,60.45,41.54
2026-04-08T16:35:00Z,60.42,40.11
2026-04-08T16:36:00Z,63.94,37.51
2026-04-08T16:37:00Z,65.49,39.26
2026-04-08T16:38:00Z,66.31,34.68
2026-04-08T16:39:00Z,65.34,34.65
2026-04-08T16:40:00Z,65.82,34.32
2026-04-08T16:41:00Z,65.35,34.87
2026-04-08T16:42:00Z,65.95,34.87
2026-04-08T16:43:00Z,67.57,32.53
2026-04-08T16:44:00Z,66.38,33.30
2026-04-08T16:45:00Z,57.70,40.91
2026-04-08T16:46:00Z,52.49,47.72
2026-04-08T16:47:00Z,53.98,45.33
2026-04-08T16:48:00Z,62.88,39.24
2026-04-08T16:49:00Z,69.31,37.33
2026-04-08T16:50:00Z,67.57,33.29
2026-04-08T16:51:00Z,66.53,37.07
2026-04-08T16:52:00Z,62.51,37.73
2026-04-08T16:53:00Z,59.68,41.40
2026-04-08T16:54:00Z,53.12,45.12
2026-04-08T16:55:00Z,54.28,45.91
2026-04-08T16:56:00Z,57.06,43.56
2026-04-08T16:57:00Z,62.66,38.80
2026-04-08T16:58:00Z,64.41,36.47
2026-04-08T16:59:00Z,67.56,31.87
2026-04-08T17:00:00Z,61.60,39.33
2026-04-08T17:01:00Z,61.21,41.58
2026-04-08T17:02:00Z,56.43,44.12
2026-04-08T17:03:00Z,55.82,46.89
2026-04-08T17:04:00Z,47.63,51.74
2026-04-08T17:05:00Z,46.29,55.53
2026-04-08T17:06:00Z,52.72,51.17
2026-04-08T17:07:00Z,40.81,57.76
2026-04-08T17:08:00Z,56.23,47.82
2026-04-08T17:09:00Z,60.29,39.74
2026-04-08T17:10:00Z,55.94,44.92
2026-04-08T17:11:00Z,65.18,32.23
2026-04-08T17:12:00Z,71.05,20.18
2026-04-08T17:13:00Z,74.92,24.53
2026-04-08T17:14:00Z,83.28,17.41
2026-04-08T17:15:00Z,87.65,13.98
2026-04-08T17:16:00Z,86.86,12.86
2026-04-08T17:17:00Z,81.73,18.34
2026-04-08T17:18:00Z,67.51,32.08
2026-04-08T17:19:00Z,60.67,37.84
2026-04-08T17:20:00Z,60.69,42.32
2026-04-08T17:21:00Z,52.25,49.67
2026-04-08T17:22:00Z,43.91,56.09
2026-04-08T17:23:00Z,42.13,57.46
2026-04-08T17:24:00Z,42.28,57.35
2026-04-08T17:25:00Z,15.91,74.29
2026-04-08T17:26:00Z,29.79,68.75
2026-04-08T17:27:00Z,54.81,44.95
2026-04-08T17:28:00Z,62.29,37.39
2026-04-08T17:29:00Z,56.57,44.35
2026-04-08T17:30:00Z,57.19,46.32
2026-04-08T17:31:00Z,71.63,26.60
2026-04-08T17:32:00Z,70.57,29.50
2026-04-08T17:33:00Z,88.85,12.12
2026-04-08T17:34:00Z,86.86,11.89
2026-04-08T17:35:00Z,80.37,18.68
2026-04-08T17:36:00Z,85.83,13.94
2026-04-08T17:37:00Z,93.08,7.09
2026-04-08T17:38:00Z,98.07,1.63
2026-04-08T17:39:00Z,99.00,1.00
2026-04-08T17:40:00Z,99.00,1.00
2026-04-08T17:41:00Z,99.00,1.00
2026-04-08T17:42:00Z,99.00,1.00
