# event_ticker=KXATPCHALLENGERMATCH-26MAR13TRUHOU
# final_score=6-7(6) 7-6(5) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Marco Trungelliti
# fav_player=Marco Trungelliti
# dog_player=Max Houkes
# kalshi_date=2026-03-13
timestamp,Marco Trungelliti,Max Houkes
2026-03-13T01:37:00Z,,33.00
2026-03-13T04:04:00Z,70.22,33.00
2026-03-13T04:17:00Z,71.00,33.00
2026-03-13T04:25:00Z,71.00,33.00
2026-03-13T04:28:00Z,71.00,33.00
2026-03-13T04:34:00Z,71.00,33.00
2026-03-13T04:38:00Z,68.00,33.00
2026-03-13T04:43:00Z,71.00,33.00
2026-03-13T04:49:00Z,71.00,33.00
2026-03-13T04:53:00Z,70.00,33.00
2026-03-13T04:55:00Z,70.00,32.00
2026-03-13T05:09:00Z,70.18,32.00
2026-03-13T05:11:00Z,71.00,32.00
2026-03-13T05:15:00Z,71.00,32.00
2026-03-13T05:17:00Z,71.00,32.00
2026-03-13T05:20:00Z,71.00,32.00
2026-03-13T05:25:00Z,67.12,32.00
2026-03-13T05:26:00Z,71.00,32.00
2026-03-13T05:27:00Z,71.00,32.00
2026-03-13T05:34:00Z,71.00,32.00
2026-03-13T05:42:00Z,71.00,32.00
2026-03-13T05:43:00Z,71.00,32.00
2026-03-13T05:49:00Z,70.00,32.00
2026-03-13T05:50:00Z,70.00,31.78
2026-03-13T06:08:00Z,70.00,32.00
2026-03-13T06:12:00Z,70.00,30.00
2026-03-13T06:13:00Z,70.00,30.00
2026-03-13T06:16:00Z,70.00,30.00
2026-03-13T06:23:00Z,70.00,30.00
2026-03-13T06:31:00Z,69.00,30.00
2026-03-13T06:33:00Z,70.00,30.00
2026-03-13T06:38:00Z,70.00,31.00
2026-03-13T06:39:00Z,70.00,31.00
2026-03-13T06:42:00Z,70.00,31.00
2026-03-13T06:52:00Z,70.00,30.00
2026-03-13T06:57:00Z,70.87,30.00
2026-03-13T07:22:00Z,70.00,30.00
2026-03-13T07:28:00Z,70.00,30.00
2026-03-13T07:35:00Z,71.00,30.00
2026-03-13T07:39:00Z,71.00,30.00
2026-03-13T07:45:00Z,71.00,30.00
2026-03-13T07:51:00Z,71.00,30.00
2026-03-13T07:52:00Z,71.00,30.00
2026-03-13T08:03:00Z,71.00,30.00
2026-03-13T08:06:00Z,71.00,30.00
2026-03-13T08:18:00Z,71.00,30.00
2026-03-13T08:34:00Z,69.96,30.00
2026-03-13T08:37:00Z,69.96,31.00
2026-03-13T08:38:00Z,69.96,31.00
2026-03-13T08:39:00Z,69.96,32.99
2026-03-13T08:41:00Z,69.96,31.00
2026-03-13T08:42:00Z,72.00,31.00
2026-03-13T08:43:00Z,72.00,28.00
2026-03-13T08:44:00Z,72.97,29.00
2026-03-13T08:46:00Z,72.97,26.00
2026-03-13T08:47:00Z,72.97,27.00
2026-03-13T08:48:00Z,74.00,27.00
2026-03-13T08:49:00Z,77.75,27.00
2026-03-13T08:50:00Z,74.45,27.00
2026-03-13T08:51:00Z,74.45,27.01
2026-03-13T08:52:00Z,74.45,27.50
2026-03-13T08:53:00Z,75.00,26.00
2026-03-13T08:54:00Z,72.00,26.00
2026-03-13T08:55:00Z,80.91,22.96
2026-03-13T08:56:00Z,82.00,15.03
2026-03-13T08:57:00Z,84.96,15.03
2026-03-13T08:58:00Z,85.14,16.00
2026-03-13T08:59:00Z,82.80,17.23
2026-03-13T09:00:00Z,77.43,22.17
2026-03-13T09:01:00Z,72.00,22.17
2026-03-13T09:02:00Z,72.81,29.00
2026-03-13T09:03:00Z,72.81,27.00
2026-03-13T09:04:00Z,79.13,27.00
2026-03-13T09:05:00Z,79.41,27.00
2026-03-13T09:06:00Z,83.00,27.00
2026-03-13T09:07:00Z,84.00,27.00
2026-03-13T09:08:00Z,84.00,17.85
2026-03-13T09:09:00Z,81.00,17.85
2026-03-13T09:10:00Z,81.00,18.00
2026-03-13T09:11:00Z,83.56,18.00
2026-03-13T09:12:00Z,85.00,18.00
2026-03-13T09:15:00Z,87.98,12.00
2026-03-13T09:17:00Z,85.00,16.00
2026-03-13T09:19:00Z,86.00,16.00
2026-03-13T09:20:00Z,86.00,16.00
2026-03-13T09:21:00Z,86.00,13.00
2026-03-13T09:22:00Z,86.98,13.00
2026-03-13T09:23:00Z,84.00,13.00
2026-03-13T09:25:00Z,86.00,13.00
2026-03-13T09:26:00Z,86.00,14.09
2026-03-13T09:27:00Z,85.00,14.09
2026-03-13T09:28:00Z,83.82,14.09
2026-03-13T09:29:00Z,84.35,16.00
2026-03-13T09:30:00Z,84.00,16.00
2026-03-13T09:31:00Z,77.00,22.00
2026-03-13T09:32:00Z,68.64,28.00
2026-03-13T09:33:00Z,67.74,28.00
2026-03-13T09:34:00Z,70.99,28.38
2026-03-13T09:35:00Z,74.99,29.00
2026-03-13T09:36:00Z,78.09,28.00
2026-03-13T09:37:00Z,69.48,32.38
2026-03-13T09:38:00Z,67.38,34.63
2026-03-13T09:39:00Z,78.85,25.00
2026-03-13T09:40:00Z,68.76,28.00
2026-03-13T09:41:00Z,65.37,36.00
2026-03-13T09:42:00Z,55.77,42.09
2026-03-13T09:43:00Z,54.20,44.14
2026-03-13T09:44:00Z,57.66,42.60
2026-03-13T09:45:00Z,60.16,42.09
2026-03-13T09:46:00Z,67.36,34.00
2026-03-13T09:47:00Z,66.00,34.07
2026-03-13T09:48:00Z,65.08,34.07
2026-03-13T09:49:00Z,64.00,34.07
2026-03-13T09:50:00Z,60.57,42.00
