# event_ticker=KXATPMATCH-26FEB20KORRUU
# final_score=4-6 6-2 6-2
# score_resolution=6-4 2-6 2-6
# match_winner=Sebastian Korda
# fav_player=Casper Ruud
# dog_player=Sebastian Korda
# kalshi_date=2026-02-20
timestamp,Casper Ruud,Sebastian Korda
2026-02-20T08:58:00Z,48.00,54.00
2026-02-20T08:59:00Z,48.00,54.00
2026-02-20T09:00:00Z,48.00,54.00
2026-02-20T09:01:00Z,48.00,54.00
2026-02-20T09:02:00Z,48.00,54.00
2026-02-20T09:03:00Z,48.00,54.00
2026-02-20T09:04:00Z,48.00,54.00
2026-02-20T09:06:00Z,48.00,54.00
2026-02-20T09:07:00Z,48.00,54.00
2026-02-20T09:08:00Z,48.00,54.00
2026-02-20T09:09:00Z,48.00,54.00
2026-02-20T09:12:00Z,48.00,54.00
2026-02-20T09:13:00Z,48.00,54.00
2026-02-20T09:16:00Z,46.17,54.00
2026-02-20T09:17:00Z,48.00,54.00
2026-02-20T09:18:00Z,46.10,54.00
2026-02-20T09:19:00Z,47.20,54.00
2026-02-20T09:20:00Z,48.00,54.00
2026-02-20T09:21:00Z,48.00,54.00
2026-02-20T09:35:00Z,48.00,54.00
2026-02-20T09:37:00Z,48.00,54.00
2026-02-20T09:43:00Z,48.00,54.00
2026-02-20T09:52:00Z,48.00,54.00
2026-02-20T09:55:00Z,48.00,54.00
2026-02-20T09:59:00Z,48.00,54.00
2026-02-20T10:00:00Z,48.00,54.00
2026-02-20T10:01:00Z,48.00,52.00
2026-02-20T10:02:00Z,48.00,52.00
2026-02-20T10:03:00Z,48.00,52.00
2026-02-20T10:04:00Z,49.00,52.00
2026-02-20T10:05:00Z,49.00,52.00
2026-02-20T10:06:00Z,49.00,52.00
2026-02-20T10:07:00Z,49.00,52.00
2026-02-20T10:12:00Z,49.00,52.00
2026-02-20T10:13:00Z,49.00,52.00
2026-02-20T10:18:00Z,49.00,53.00
2026-02-20T10:19:00Z,49.00,53.00
2026-02-20T10:39:00Z,48.00,53.00
2026-02-20T10:43:00Z,48.00,53.00
2026-02-20T10:52:00Z,48.00,53.00
2026-02-20T10:53:00Z,48.00,53.00
2026-02-20T10:54:00Z,48.00,53.00
2026-02-20T10:55:00Z,48.00,53.00
2026-02-20T10:56:00Z,48.00,53.00
2026-02-20T10:57:00Z,48.00,53.00
2026-02-20T10:58:00Z,48.00,53.00
2026-02-20T11:00:00Z,48.00,53.00
2026-02-20T11:01:00Z,48.00,52.00
2026-02-20T11:04:00Z,48.00,52.00
2026-02-20T11:10:00Z,48.00,53.00
2026-02-20T11:15:00Z,48.00,53.00
2026-02-20T11:18:00Z,48.00,53.00
2026-02-20T11:20:00Z,48.00,53.00
2026-02-20T11:24:00Z,48.00,53.00
2026-02-20T11:25:00Z,48.00,53.00
2026-02-20T11:26:00Z,47.00,53.00
2026-02-20T11:30:00Z,48.00,53.00
2026-02-20T11:31:00Z,48.00,53.00
2026-02-20T11:41:00Z,48.00,53.00
2026-02-20T11:45:00Z,48.00,53.00
2026-02-20T11:47:00Z,48.00,53.00
2026-02-20T11:49:00Z,48.00,53.00
2026-02-20T11:51:00Z,48.00,53.00
