# event_ticker=KXATPCHALLENGERMATCH-26JUN06SQUNAV
# final_score=6-1 6-4
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Henri Squire
# kalshi_date=2026-06-06
timestamp,Henri Squire,Emilio Nava
2026-06-05T22:21:00Z,,71.00
2026-06-05T22:26:00Z,,70.00
2026-06-05T22:37:00Z,,71.00
2026-06-05T22:42:00Z,,71.00
2026-06-05T23:11:00Z,,71.00
2026-06-05T23:13:00Z,,71.00
2026-06-05T23:32:00Z,32.00,71.00
2026-06-05T23:34:00Z,32.00,71.00
2026-06-05T23:39:00Z,32.00,70.00
2026-06-06T00:36:00Z,32.00,70.00
2026-06-06T01:11:00Z,32.00,70.00
2026-06-06T01:12:00Z,32.00,70.00
2026-06-06T01:15:00Z,32.00,70.00
2026-06-06T01:21:00Z,32.00,70.00
2026-06-06T01:22:00Z,32.00,71.00
2026-06-06T01:23:00Z,32.00,71.00
2026-06-06T01:33:00Z,32.00,71.00
2026-06-06T01:41:00Z,32.00,70.00
2026-06-06T01:46:00Z,32.00,70.00
2026-06-06T01:47:00Z,32.00,71.00
2026-06-06T02:00:00Z,31.72,71.00
2026-06-06T02:07:00Z,31.72,71.00
2026-06-06T02:11:00Z,31.72,71.00
2026-06-06T02:19:00Z,31.72,71.00
2026-06-06T02:22:00Z,31.72,71.00
2026-06-06T02:35:00Z,31.72,71.00
2026-06-06T03:05:00Z,31.72,70.00
2026-06-06T03:19:00Z,32.00,70.00
2026-06-06T03:25:00Z,32.00,70.00
2026-06-06T03:35:00Z,32.00,70.00
2026-06-06T03:38:00Z,32.00,70.00
2026-06-06T03:40:00Z,32.00,70.00
2026-06-06T03:42:00Z,32.00,70.00
2026-06-06T03:50:00Z,31.00,70.00
2026-06-06T03:52:00Z,31.00,70.00
2026-06-06T03:53:00Z,31.00,70.00
2026-06-06T03:54:00Z,31.00,70.00
2026-06-06T04:01:00Z,31.00,70.00
2026-06-06T04:02:00Z,31.00,70.00
2026-06-06T04:03:00Z,31.00,70.00
2026-06-06T04:14:00Z,31.00,70.00
2026-06-06T04:16:00Z,31.00,70.00
2026-06-06T04:19:00Z,31.00,70.00
2026-06-06T04:22:00Z,31.00,70.00
2026-06-06T04:23:00Z,31.00,71.00
2026-06-06T04:29:00Z,31.00,71.00
2026-06-06T04:32:00Z,31.00,71.00
2026-06-06T04:36:00Z,31.00,71.00
2026-06-06T04:43:00Z,31.00,71.00
2026-06-06T04:51:00Z,31.00,71.00
2026-06-06T04:56:00Z,31.00,71.00
2026-06-06T04:57:00Z,31.00,71.00
2026-06-06T04:58:00Z,31.00,71.00
2026-06-06T05:00:00Z,31.00,71.00
2026-06-06T05:04:00Z,31.00,71.00
2026-06-06T05:06:00Z,31.00,71.00
