# event_ticker=KXATPCHALLENGERMATCH-26JUN06SQUNAV
# final_score=6-1 6-4
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Henri Squire
# kalshi_date=2026-06-06
timestamp,Henri Squire,Emilio Nava
2026-06-06T05:09:00Z,31.00,71.00
2026-06-06T05:10:00Z,30.00,70.69
2026-06-06T05:13:00Z,30.00,71.00
2026-06-06T05:17:00Z,30.00,71.00
2026-06-06T05:19:00Z,30.00,71.00
2026-06-06T05:20:00Z,30.00,71.00
2026-06-06T05:23:00Z,30.00,72.00
2026-06-06T05:24:00Z,30.00,72.00
2026-06-06T05:25:00Z,30.00,72.00
2026-06-06T05:31:00Z,30.00,72.00
2026-06-06T05:32:00Z,30.00,72.00
2026-06-06T05:33:00Z,30.00,72.00
2026-06-06T05:34:00Z,29.00,72.00
2026-06-06T05:36:00Z,29.00,72.00
2026-06-06T05:42:00Z,30.00,72.00
2026-06-06T05:45:00Z,30.00,71.00
2026-06-06T05:46:00Z,30.00,72.00
2026-06-06T05:51:00Z,30.00,72.00
2026-06-06T05:52:00Z,30.00,71.00
2026-06-06T05:54:00Z,30.00,71.00
2026-06-06T05:58:00Z,30.00,72.00
2026-06-06T06:00:00Z,30.00,72.00
2026-06-06T06:01:00Z,30.00,72.00
2026-06-06T06:05:00Z,29.00,72.00
2026-06-06T06:07:00Z,29.00,72.00
2026-06-06T06:09:00Z,29.00,71.00
2026-06-06T06:12:00Z,29.00,72.00
2026-06-06T06:13:00Z,29.00,71.00
2026-06-06T06:23:00Z,29.00,72.00
2026-06-06T06:26:00Z,29.00,72.00
2026-06-06T06:28:00Z,30.00,72.00
2026-06-06T06:34:00Z,30.00,72.00
2026-06-06T06:37:00Z,30.00,72.00
2026-06-06T06:38:00Z,30.00,71.00
2026-06-06T06:45:00Z,30.00,72.00
2026-06-06T06:48:00Z,30.00,72.00
2026-06-06T06:49:00Z,30.00,72.00
2026-06-06T06:58:00Z,30.00,71.00
2026-06-06T06:59:00Z,30.00,71.00
2026-06-06T07:03:00Z,30.00,71.00
2026-06-06T07:06:00Z,31.00,69.00
2026-06-06T07:07:00Z,31.00,69.00
2026-06-06T07:15:00Z,31.00,69.00
2026-06-06T07:18:00Z,31.00,69.00
2026-06-06T07:19:00Z,32.00,69.00
2026-06-06T07:20:00Z,32.00,68.00
2026-06-06T07:21:00Z,32.00,68.00
2026-06-06T07:22:00Z,32.00,68.00
2026-06-06T07:23:00Z,32.00,69.00
2026-06-06T07:43:00Z,32.00,69.00
2026-06-06T07:51:00Z,32.00,68.00
2026-06-06T07:59:00Z,32.00,68.00
2026-06-06T08:04:00Z,32.00,68.00
2026-06-06T08:11:00Z,32.00,68.00
2026-06-06T08:40:00Z,32.00,68.00
2026-06-06T08:57:00Z,32.00,68.00
2026-06-06T09:02:00Z,32.00,68.00
2026-06-06T09:04:00Z,32.00,68.00
2026-06-06T09:07:00Z,32.00,68.00
2026-06-06T09:15:00Z,32.00,68.00
2026-06-06T09:16:00Z,32.00,68.00
2026-06-06T09:28:00Z,32.00,68.00
2026-06-06T09:29:00Z,32.00,68.00
2026-06-06T09:32:00Z,32.00,68.00
2026-06-06T09:34:00Z,32.00,67.00
2026-06-06T09:36:00Z,32.00,67.00
2026-06-06T09:37:00Z,32.00,68.00
2026-06-06T09:38:00Z,32.00,67.00
2026-06-06T09:44:00Z,32.00,68.00
2026-06-06T09:57:00Z,32.00,68.00
2026-06-06T10:01:00Z,32.00,69.00
2026-06-06T10:02:00Z,32.00,69.00
2026-06-06T10:05:00Z,32.00,69.00
2026-06-06T10:11:00Z,32.24,69.00
2026-06-06T10:12:00Z,32.00,69.00
2026-06-06T10:13:00Z,35.64,64.44
2026-06-06T10:14:00Z,33.64,67.13
2026-06-06T10:15:00Z,34.70,65.50
2026-06-06T10:16:00Z,32.00,69.00
2026-06-06T10:17:00Z,27.65,71.98
2026-06-06T10:18:00Z,20.94,80.26
2026-06-06T10:19:00Z,21.20,79.45
2026-06-06T10:20:00Z,21.53,81.21
2026-06-06T10:21:00Z,20.00,80.43
2026-06-06T10:22:00Z,24.32,75.92
2026-06-06T10:23:00Z,23.52,79.61
2026-06-06T10:24:00Z,21.83,79.70
2026-06-06T10:25:00Z,19.60,80.92
2026-06-06T10:26:00Z,19.60,81.00
2026-06-06T10:27:00Z,20.00,80.89
2026-06-06T10:28:00Z,17.08,83.10
2026-06-06T10:29:00Z,13.00,87.00
2026-06-06T10:30:00Z,13.00,88.00
2026-06-06T10:31:00Z,11.67,89.00
2026-06-06T10:32:00Z,12.00,88.42
2026-06-06T10:33:00Z,12.49,87.59
2026-06-06T10:34:00Z,13.00,87.92
2026-06-06T10:35:00Z,13.00,88.21
2026-06-06T10:36:00Z,13.00,88.21
2026-06-06T10:37:00Z,11.67,87.02
2026-06-06T10:38:00Z,13.29,87.60
2026-06-06T10:39:00Z,6.30,88.30
2026-06-06T10:40:00Z,11.93,88.13
2026-06-06T10:41:00Z,9.95,90.65
2026-06-06T10:42:00Z,11.07,87.07
2026-06-06T10:43:00Z,15.84,86.96
2026-06-06T10:44:00Z,15.00,86.06
2026-06-06T10:45:00Z,15.00,87.85
2026-06-06T10:46:00Z,11.00,89.01
2026-06-06T10:47:00Z,5.93,93.37
2026-06-06T10:48:00Z,4.00,95.72
2026-06-06T10:49:00Z,3.62,97.17
2026-06-06T10:50:00Z,3.00,97.24
2026-06-06T10:51:00Z,3.00,97.00
2026-06-06T10:52:00Z,2.74,98.00
2026-06-06T10:53:00Z,3.04,97.30
2026-06-06T10:54:00Z,3.93,98.00
2026-06-06T10:55:00Z,4.00,96.34
2026-06-06T10:56:00Z,3.00,97.02
2026-06-06T10:57:00Z,2.12,98.00
2026-06-06T10:58:00Z,1.99,98.10
2026-06-06T10:59:00Z,2.09,98.00
2026-06-06T11:00:00Z,3.00,97.34
2026-06-06T11:01:00Z,3.00,98.00
2026-06-06T11:02:00Z,3.99,95.87
2026-06-06T11:03:00Z,2.16,96.97
2026-06-06T11:04:00Z,2.88,97.39
2026-06-06T11:05:00Z,1.90,97.39
2026-06-06T11:06:00Z,2.66,98.00
2026-06-06T11:07:00Z,2.99,97.57
2026-06-06T11:08:00Z,1.52,98.91
2026-06-06T11:09:00Z,1.18,98.82
2026-06-06T11:10:00Z,1.00,99.00
2026-06-06T11:11:00Z,1.00,99.00
2026-06-06T11:12:00Z,1.00,99.00
