# event_ticker=KXATPMATCH-25SEP18BASCIL
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Nishesh Basavareddy
# fav_player=Marin Cilic
# dog_player=Nishesh Basavareddy
# kalshi_date=2025-09-18
timestamp,Marin Cilic,Nishesh Basavareddy
2025-09-17T22:20:00Z,38.00,
2025-09-17T22:34:00Z,38.00,64.00
2025-09-17T22:44:00Z,38.00,64.00
2025-09-17T23:26:00Z,38.00,64.00
2025-09-17T23:37:00Z,38.00,64.00
2025-09-17T23:38:00Z,38.00,64.00
2025-09-18T00:08:00Z,38.00,64.00
2025-09-18T01:14:00Z,37.00,64.00
2025-09-18T01:25:00Z,38.00,64.00
2025-09-18T01:39:00Z,38.00,63.00
2025-09-18T01:47:00Z,38.00,63.00
2025-09-18T01:56:00Z,38.00,63.00
2025-09-18T01:57:00Z,38.00,63.00
2025-09-18T02:03:00Z,38.00,63.00
2025-09-18T02:20:00Z,37.00,63.00
2025-09-18T02:31:00Z,37.00,64.00
2025-09-18T02:44:00Z,37.00,64.00
2025-09-18T02:52:00Z,37.00,64.00
2025-09-18T03:04:00Z,37.00,64.00
2025-09-18T03:27:00Z,37.00,64.00
2025-09-18T03:36:00Z,37.00,64.00
2025-09-18T03:43:00Z,37.00,64.00
2025-09-18T03:50:00Z,38.00,64.00
2025-09-18T04:01:00Z,38.00,64.00
2025-09-18T04:03:00Z,38.00,64.00
2025-09-18T04:09:00Z,37.00,64.00
2025-09-18T04:12:00Z,37.00,64.00
2025-09-18T04:24:00Z,37.00,64.00
2025-09-18T04:30:00Z,37.00,64.00
2025-09-18T04:46:00Z,37.00,64.00
2025-09-18T05:12:00Z,37.00,64.00
2025-09-18T05:24:00Z,37.00,64.00
2025-09-18T05:33:00Z,37.00,64.00
2025-09-18T05:46:00Z,37.00,63.00
2025-09-18T05:53:00Z,37.00,63.00
2025-09-18T06:03:00Z,37.00,63.00
2025-09-18T06:09:00Z,37.00,63.00
2025-09-18T06:15:00Z,37.00,63.00
2025-09-18T06:20:00Z,37.00,64.00
2025-09-18T06:36:00Z,37.00,64.00
2025-09-18T06:46:00Z,37.00,64.00
2025-09-18T06:51:00Z,37.00,64.00
2025-09-18T09:05:00Z,42.00,61.00
2025-09-18T09:14:00Z,46.22,56.00
2025-09-18T09:15:00Z,46.22,56.00
2025-09-18T09:16:00Z,50.65,53.00
2025-09-18T09:17:00Z,45.00,53.00
2025-09-18T09:18:00Z,45.00,72.00
2025-09-18T09:19:00Z,48.98,53.76
2025-09-18T09:20:00Z,56.76,50.00
2025-09-18T09:21:00Z,61.43,45.23
2025-09-18T09:22:00Z,59.00,45.23
2025-09-18T09:23:00Z,72.00,67.41
2025-09-18T09:24:00Z,72.00,60.00
2025-09-18T09:28:00Z,72.00,57.00
2025-09-18T09:29:00Z,72.00,51.00
2025-09-18T09:31:00Z,44.00,51.00
2025-09-18T09:32:00Z,44.00,61.00
2025-09-18T09:36:00Z,45.00,61.00
2025-09-18T09:37:00Z,45.00,60.00
2025-09-18T09:39:00Z,44.00,57.00
2025-09-18T09:42:00Z,69.68,57.00
2025-09-18T09:43:00Z,49.00,57.00
2025-09-18T09:46:00Z,49.00,78.00
2025-09-18T09:47:00Z,77.00,78.00
2025-09-18T09:48:00Z,61.00,78.00
2025-09-18T09:51:00Z,61.00,50.46
2025-09-18T09:52:00Z,50.00,56.00
2025-09-18T09:54:00Z,53.00,56.00
2025-09-18T09:55:00Z,53.00,56.00
2025-09-18T09:56:00Z,77.33,50.00
2025-09-18T09:59:00Z,73.00,50.00
2025-09-18T10:01:00Z,73.00,26.00
2025-09-18T10:04:00Z,79.19,26.00
2025-09-18T10:06:00Z,76.00,26.00
2025-09-18T10:07:00Z,76.00,23.00
2025-09-18T10:08:00Z,77.65,23.00
2025-09-18T10:09:00Z,80.00,23.00
2025-09-18T10:10:00Z,80.00,20.00
2025-09-18T10:11:00Z,80.00,22.00
2025-09-18T10:15:00Z,81.00,22.00
2025-09-18T10:17:00Z,81.00,31.33
2025-09-18T10:18:00Z,81.00,31.33
2025-09-18T10:21:00Z,70.00,31.33
2025-09-18T10:22:00Z,66.00,31.33
2025-09-18T10:25:00Z,66.00,60.00
2025-09-18T10:26:00Z,66.00,52.00
2025-09-18T10:27:00Z,51.00,52.00
2025-09-18T10:28:00Z,51.00,49.00
2025-09-18T10:32:00Z,71.30,49.45
2025-09-18T10:33:00Z,71.30,60.00
2025-09-18T10:36:00Z,55.41,60.00
2025-09-18T10:38:00Z,88.00,65.64
2025-09-18T10:40:00Z,80.00,65.64
2025-09-18T10:43:00Z,56.92,65.64
2025-09-18T10:44:00Z,80.00,65.64
2025-09-18T10:45:00Z,80.00,51.00
2025-09-18T10:46:00Z,46.00,60.37
2025-09-18T10:47:00Z,45.00,56.00
2025-09-18T10:48:00Z,47.00,56.10
2025-09-18T10:49:00Z,57.64,54.59
2025-09-18T10:50:00Z,44.21,59.86
2025-09-18T10:51:00Z,44.21,58.00
2025-09-18T10:52:00Z,47.00,58.00
2025-09-18T10:53:00Z,48.00,55.00
2025-09-18T10:54:00Z,48.00,55.00
2025-09-18T10:55:00Z,41.79,59.00
2025-09-18T10:56:00Z,41.79,60.17
2025-09-18T10:58:00Z,65.52,61.87
2025-09-18T10:59:00Z,30.00,74.92
2025-09-18T11:00:00Z,45.82,58.21
2025-09-18T11:01:00Z,46.71,66.32
2025-09-18T11:02:00Z,54.22,55.00
2025-09-18T11:03:00Z,46.48,57.21
2025-09-18T11:04:00Z,44.00,59.11
2025-09-18T11:05:00Z,44.00,60.86
2025-09-18T11:06:00Z,46.13,60.86
2025-09-18T11:07:00Z,49.00,51.00
2025-09-18T11:08:00Z,51.00,51.00
2025-09-18T11:09:00Z,88.30,55.26
2025-09-18T11:10:00Z,66.00,46.00
2025-09-18T11:11:00Z,66.00,46.00
2025-09-18T11:12:00Z,66.00,56.32
2025-09-18T11:13:00Z,71.92,49.78
2025-09-18T11:14:00Z,60.96,49.78
2025-09-18T11:15:00Z,66.00,58.19
2025-09-18T11:16:00Z,68.71,61.88
2025-09-18T11:17:00Z,41.00,62.05
2025-09-18T11:18:00Z,33.00,67.07
2025-09-18T11:19:00Z,40.92,67.47
2025-09-18T11:20:00Z,48.86,64.27
2025-09-18T11:21:00Z,34.45,76.15
2025-09-18T11:22:00Z,34.45,78.81
2025-09-18T11:23:00Z,46.45,62.96
2025-09-18T11:24:00Z,36.26,65.56
2025-09-18T11:25:00Z,36.71,65.85
2025-09-18T11:26:00Z,37.96,85.81
2025-09-18T11:27:00Z,33.45,86.86
2025-09-18T11:28:00Z,30.58,86.55
2025-09-18T11:29:00Z,29.98,87.00
2025-09-18T11:30:00Z,33.70,72.00
2025-09-18T11:31:00Z,35.87,67.01
2025-09-18T11:32:00Z,40.26,67.01
2025-09-18T11:33:00Z,43.98,67.01
2025-09-18T11:34:00Z,40.00,67.01
2025-09-18T11:35:00Z,30.00,67.01
2025-09-18T11:36:00Z,22.00,87.67
2025-09-18T11:37:00Z,22.00,88.00
2025-09-18T11:38:00Z,11.90,97.27
2025-09-18T11:39:00Z,5.54,97.30
2025-09-18T11:40:00Z,3.68,98.00
2025-09-18T11:41:00Z,3.02,98.35
2025-09-18T11:42:00Z,1.00,99.00
2025-09-18T11:43:00Z,1.25,99.00
2025-09-18T11:44:00Z,1.25,99.00
