# event_ticker=KXATPMATCH-26APR16MEDBOR
# final_score=7-6(6) 6-2
# score_resolution=7-6 6-2
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Nuno Borges
# kalshi_date=2026-04-16
timestamp,Hamad Medjedovic,Nuno Borges
2026-04-16T21:24:00Z,66.00,
2026-04-16T21:33:00Z,66.00,
2026-04-16T21:37:00Z,66.00,36.00
2026-04-16T21:46:00Z,66.00,36.00
2026-04-16T21:51:00Z,66.00,36.00
2026-04-16T21:53:00Z,66.00,36.00
2026-04-16T22:05:00Z,66.00,36.00
2026-04-16T22:08:00Z,66.00,36.00
2026-04-16T22:23:00Z,66.00,36.00
2026-04-16T22:29:00Z,66.00,36.00
2026-04-16T22:31:00Z,66.00,36.00
2026-04-16T22:34:00Z,66.00,36.00
2026-04-16T22:45:00Z,66.00,36.00
2026-04-16T22:49:00Z,66.00,36.00
2026-04-16T23:12:00Z,66.00,36.00
2026-04-16T23:15:00Z,66.00,36.00
2026-04-16T23:16:00Z,66.00,36.00
2026-04-16T23:35:00Z,66.00,36.00
2026-04-16T23:42:00Z,66.00,36.00
2026-04-17T00:00:00Z,66.00,36.00
2026-04-17T00:08:00Z,66.00,36.00
2026-04-17T00:23:00Z,66.00,36.00
2026-04-17T01:06:00Z,66.00,36.00
2026-04-17T01:08:00Z,66.00,36.00
2026-04-17T01:27:00Z,66.00,36.00
2026-04-17T01:32:00Z,66.00,36.00
2026-04-17T01:39:00Z,66.00,36.00
2026-04-17T01:41:00Z,66.00,36.43
2026-04-17T01:45:00Z,66.00,37.00
2026-04-17T01:51:00Z,66.00,37.00
2026-04-17T01:52:00Z,66.00,37.00
2026-04-17T02:06:00Z,66.00,36.00
2026-04-17T02:07:00Z,66.00,36.00
2026-04-17T02:10:00Z,66.00,36.00
2026-04-17T02:16:00Z,66.00,36.00
2026-04-17T02:21:00Z,66.00,36.00
2026-04-17T02:24:00Z,66.00,36.00
2026-04-17T02:28:00Z,66.00,36.81
2026-04-17T02:34:00Z,66.00,37.00
2026-04-17T02:39:00Z,66.00,35.00
2026-04-17T02:41:00Z,66.00,35.00
2026-04-17T02:45:00Z,66.00,37.00
2026-04-17T02:49:00Z,66.00,37.00
2026-04-17T02:52:00Z,66.00,37.00
2026-04-17T02:53:00Z,66.00,37.00
2026-04-17T02:54:00Z,66.00,37.00
2026-04-17T02:55:00Z,66.00,37.00
2026-04-17T02:58:00Z,66.00,37.00
2026-04-17T03:04:00Z,66.00,37.00
2026-04-17T03:06:00Z,66.00,37.00
2026-04-17T03:08:00Z,66.00,37.00
2026-04-17T03:11:00Z,66.00,37.00
2026-04-17T03:12:00Z,66.00,37.00
2026-04-17T03:16:00Z,66.00,37.00
2026-04-17T03:20:00Z,66.00,36.00
