# event_ticker=KXATPCHALLENGERMATCH-26MAR26HOUGAU
# final_score=6-7(7) 6-4 7-6(4)
# score_resolution=6-7 6-4 7-6
# match_winner=Max Houkes
# fav_player=Max Houkes
# dog_player=Vilius Gaubas
# kalshi_date=2026-03-26
timestamp,Max Houkes,Vilius Gaubas
2026-03-26T13:28:00Z,37.81,62.17
2026-03-26T13:29:00Z,35.60,66.32
2026-03-26T13:30:00Z,36.25,66.40
2026-03-26T13:31:00Z,32.23,70.21
2026-03-26T13:32:00Z,36.90,64.12
2026-03-26T13:33:00Z,33.31,67.81
2026-03-26T13:34:00Z,39.61,62.31
2026-03-26T13:35:00Z,45.48,56.26
2026-03-26T13:36:00Z,40.15,58.08
2026-03-26T13:37:00Z,49.40,52.67
2026-03-26T13:38:00Z,39.48,61.92
2026-03-26T13:39:00Z,40.16,59.07
2026-03-26T13:40:00Z,48.37,54.12
2026-03-26T13:41:00Z,39.00,61.20
2026-03-26T13:42:00Z,49.74,48.64
2026-03-26T13:43:00Z,36.57,58.48
2026-03-26T13:44:00Z,22.11,79.25
2026-03-26T13:45:00Z,17.88,82.54
2026-03-26T13:46:00Z,18.69,81.49
2026-03-26T13:47:00Z,18.96,82.31
2026-03-26T13:48:00Z,19.81,80.04
2026-03-26T13:49:00Z,19.94,80.02
2026-03-26T13:50:00Z,20.07,79.87
2026-03-26T13:51:00Z,20.30,80.21
2026-03-26T13:52:00Z,20.63,78.84
2026-03-26T13:53:00Z,20.72,80.00
2026-03-26T13:54:00Z,15.51,85.59
2026-03-26T13:55:00Z,17.36,83.97
2026-03-26T13:56:00Z,20.12,81.96
2026-03-26T13:57:00Z,22.66,78.60
2026-03-26T13:58:00Z,22.21,78.17
2026-03-26T13:59:00Z,20.63,79.46
2026-03-26T14:00:00Z,19.48,80.08
2026-03-26T14:01:00Z,20.70,81.17
2026-03-26T14:02:00Z,21.90,80.00
2026-03-26T14:03:00Z,18.29,82.00
2026-03-26T14:04:00Z,16.41,85.57
2026-03-26T14:05:00Z,18.94,84.73
2026-03-26T14:06:00Z,13.49,85.60
2026-03-26T14:07:00Z,9.26,90.91
2026-03-26T14:08:00Z,10.12,90.84
2026-03-26T14:09:00Z,9.00,91.15
2026-03-26T14:10:00Z,10.55,90.87
2026-03-26T14:11:00Z,13.84,87.92
2026-03-26T14:12:00Z,9.12,91.03
2026-03-26T14:13:00Z,12.82,88.53
2026-03-26T14:14:00Z,13.87,88.61
2026-03-26T14:15:00Z,12.68,87.66
2026-03-26T14:16:00Z,20.05,78.95
2026-03-26T14:17:00Z,21.30,78.79
2026-03-26T14:18:00Z,19.92,79.07
2026-03-26T14:19:00Z,23.31,81.00
2026-03-26T14:20:00Z,20.86,79.82
2026-03-26T14:21:00Z,23.76,77.39
2026-03-26T14:22:00Z,23.13,78.76
2026-03-26T14:23:00Z,24.33,77.13
2026-03-26T14:24:00Z,22.62,80.02
2026-03-26T14:25:00Z,25.36,73.26
2026-03-26T14:26:00Z,25.80,74.99
2026-03-26T14:27:00Z,25.86,75.74
2026-03-26T14:28:00Z,22.86,75.74
2026-03-26T14:29:00Z,22.07,76.20
2026-03-26T14:30:00Z,27.83,73.35
2026-03-26T14:31:00Z,32.32,64.88
2026-03-26T14:32:00Z,41.61,58.55
2026-03-26T14:33:00Z,36.06,66.14
2026-03-26T14:34:00Z,35.31,68.25
2026-03-26T14:35:00Z,37.61,63.46
2026-03-26T14:36:00Z,37.02,65.31
2026-03-26T14:37:00Z,36.44,62.35
2026-03-26T14:38:00Z,33.82,70.63
2026-03-26T14:39:00Z,27.86,73.98
2026-03-26T14:40:00Z,28.13,73.11
2026-03-26T14:41:00Z,29.53,71.56
2026-03-26T14:42:00Z,26.69,73.37
2026-03-26T14:43:00Z,35.72,67.17
2026-03-26T14:44:00Z,34.95,67.49
2026-03-26T14:45:00Z,28.08,74.69
2026-03-26T14:46:00Z,22.42,78.73
2026-03-26T14:47:00Z,23.29,79.02
2026-03-26T14:48:00Z,26.52,75.18
2026-03-26T14:49:00Z,18.03,84.73
2026-03-26T14:50:00Z,25.40,78.05
2026-03-26T14:51:00Z,23.85,78.76
2026-03-26T14:52:00Z,26.24,75.29
2026-03-26T14:53:00Z,23.14,76.75
2026-03-26T14:54:00Z,23.04,79.41
2026-03-26T14:55:00Z,26.23,74.96
2026-03-26T14:56:00Z,29.05,71.93
2026-03-26T14:57:00Z,28.90,71.15
2026-03-26T14:58:00Z,37.72,62.92
2026-03-26T14:59:00Z,35.31,65.65
2026-03-26T15:00:00Z,37.98,64.65
2026-03-26T15:01:00Z,45.20,55.25
2026-03-26T15:02:00Z,46.37,53.95
2026-03-26T15:03:00Z,46.11,53.98
2026-03-26T15:04:00Z,46.56,54.26
2026-03-26T15:05:00Z,44.87,56.81
2026-03-26T15:06:00Z,43.53,58.14
2026-03-26T15:07:00Z,46.95,53.68
2026-03-26T15:08:00Z,50.27,52.34
2026-03-26T15:09:00Z,50.45,48.36
2026-03-26T15:10:00Z,51.11,51.00
2026-03-26T15:11:00Z,49.95,49.45
2026-03-26T15:12:00Z,45.22,57.72
2026-03-26T15:13:00Z,41.78,60.57
2026-03-26T15:14:00Z,35.93,64.34
2026-03-26T15:15:00Z,37.09,62.98
2026-03-26T15:16:00Z,34.72,64.58
2026-03-26T15:17:00Z,34.77,63.92
2026-03-26T15:18:00Z,42.03,59.06
2026-03-26T15:19:00Z,47.08,54.50
2026-03-26T15:20:00Z,44.82,55.85
2026-03-26T15:21:00Z,44.31,58.44
2026-03-26T15:22:00Z,42.76,57.85
2026-03-26T15:23:00Z,46.09,54.19
2026-03-26T15:24:00Z,46.13,55.85
2026-03-26T15:25:00Z,50.05,50.98
2026-03-26T15:26:00Z,57.51,43.41
2026-03-26T15:27:00Z,55.01,42.71
2026-03-26T15:28:00Z,51.78,51.11
2026-03-26T15:29:00Z,56.13,41.74
2026-03-26T15:30:00Z,73.88,27.81
2026-03-26T15:31:00Z,69.18,30.22
2026-03-26T15:32:00Z,57.90,41.70
2026-03-26T15:33:00Z,49.53,55.02
2026-03-26T15:34:00Z,47.08,54.39
2026-03-26T15:35:00Z,44.85,55.30
2026-03-26T15:36:00Z,39.18,60.00
2026-03-26T15:37:00Z,38.62,61.75
2026-03-26T15:38:00Z,41.95,59.41
2026-03-26T15:39:00Z,36.78,64.01
2026-03-26T15:40:00Z,35.35,66.02
2026-03-26T15:41:00Z,25.83,72.35
2026-03-26T15:42:00Z,21.85,78.68
2026-03-26T15:43:00Z,34.46,70.86
2026-03-26T15:44:00Z,46.18,55.70
2026-03-26T15:45:00Z,48.36,54.06
2026-03-26T15:46:00Z,51.91,49.22
2026-03-26T15:47:00Z,62.60,39.92
2026-03-26T15:48:00Z,78.08,22.14
2026-03-26T15:49:00Z,86.04,13.47
2026-03-26T15:50:00Z,83.51,19.35
2026-03-26T15:51:00Z,70.51,31.07
2026-03-26T15:52:00Z,59.80,40.96
2026-03-26T15:53:00Z,55.75,44.39
2026-03-26T15:54:00Z,56.94,47.58
2026-03-26T15:55:00Z,61.86,36.38
2026-03-26T15:56:00Z,50.53,48.99
2026-03-26T15:57:00Z,39.08,60.38
2026-03-26T15:58:00Z,35.02,62.82
2026-03-26T15:59:00Z,20.55,77.08
2026-03-26T16:00:00Z,12.00,88.31
2026-03-26T16:01:00Z,11.32,89.03
2026-03-26T16:02:00Z,13.88,87.81
2026-03-26T16:03:00Z,18.77,81.60
2026-03-26T16:04:00Z,8.72,91.90
2026-03-26T16:05:00Z,12.75,86.36
2026-03-26T16:06:00Z,7.21,92.22
2026-03-26T16:07:00Z,11.03,91.15
2026-03-26T16:08:00Z,13.56,87.76
2026-03-26T16:09:00Z,10.60,91.40
2026-03-26T16:10:00Z,10.40,97.06
2026-03-26T16:11:00Z,22.91,74.75
2026-03-26T16:12:00Z,42.83,60.58
2026-03-26T16:13:00Z,43.85,54.97
2026-03-26T16:14:00Z,33.77,65.12
2026-03-26T16:15:00Z,53.40,48.38
2026-03-26T16:16:00Z,75.36,24.26
2026-03-26T16:17:00Z,91.35,8.18
2026-03-26T16:18:00Z,93.53,9.41
2026-03-26T16:19:00Z,83.74,17.45
2026-03-26T16:20:00Z,63.72,35.36
2026-03-26T16:21:00Z,84.56,20.61
2026-03-26T16:22:00Z,99.00,1.00
2026-03-26T16:23:00Z,99.00,1.00
2026-03-26T16:24:00Z,99.00,1.00
2026-03-26T16:25:00Z,99.00,1.00
2026-03-26T16:26:00Z,99.00,1.00
2026-03-26T16:27:00Z,99.00,1.00
